Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status
DOC0000619,C000525,Rekening Koran,2024-11-06,0.744,0.955,9,6,3343,NEEDS_REVIEW
DOC0000620,C000292,Form Aplikasi,2024-10-15,0.762,0.99,9,10,4588,VALID
DOC0000621,C000115,Rekening Koran,2024-03-24,0.915,0.973,7,11,3490,VALID
DOC0000622,C000192,Slip Gaji,2025-11-09,0.898,0.892,5,6,627,VALID
DOC0000623,C000492,Form Aplikasi,2024-03-18,0.752,0.946,6,10,3889,VALID
DOC0000624,C000697,Slip Gaji,2024-01-06,0.913,0.994,7,10,1283,VALID
DOC0000625,C000556,Slip Gaji,2026-05-04,0.956,0.922,5,9,4452,NEEDS_REVIEW
DOC0000626,C000543,Rekening Koran,2026-03-24,0.655,0.873,4,9,2185,VALID
DOC0000627,C000052,Surat Kerja,2024-12-12,0.951,0.979,7,9,394,VALID
DOC0000628,C000136,NPWP,2024-07-05,0.865,0.906,8,10,1395,VALID
DOC0000629,C000541,Slip Gaji,2024-03-11,0.808,0.918,10,8,872,NEEDS_REVIEW
DOC0000630,C000222,Slip Gaji,2026-01-25,0.523,0.83,9,7,323,VALID
DOC0000631,C000205,Slip Gaji,2025-09-30,1.0,0.941,8,6,1189,VALID
DOC0000632,C000026,NPWP,2024-09-05,0.672,0.838,8,6,1871,VALID
DOC0000633,C000570,Rekening Koran,2026-07-13,0.787,1.0,0,11,4665,VALID
DOC0000634,C000603,Form Aplikasi,2025-05-18,0.853,0.849,8,9,498,VALID
DOC0000635,C000399,Surat Kerja,2024-01-17,0.806,0.922,0,8,4752,VALID
DOC0000636,C000005,Rekening Koran,2025-07-05,0.665,0.881,6,9,4988,NEEDS_REVIEW
DOC0000637,C000154,Form Aplikasi,2025-08-08,1.0,0.847,6,6,753,VALID
DOC0000638,C000479,KTP,2024-08-21,0.893,1.0,5,11,1002,VALID
DOC0000639,C000475,Surat Kerja,2026-04-22,0.785,0.86,0,7,2356,INVALID
DOC0000640,C000677,Rekening Koran,2025-12-30,0.789,0.999,5,9,1092,VALID
DOC0000641,C000476,Form Aplikasi,2025-12-22,0.946,0.902,8,11,2739,VALID
DOC0000642,C000251,Slip Gaji,2025-12-15,0.947,0.956,6,8,4204,VALID
DOC0000643,C000126,Surat Kerja,2024-02-10,0.793,0.999,9,9,3721,VALID
DOC0000644,C000473,KTP,2026-04-06,0.879,0.69,4,11,2238,VALID
DOC0000645,C000298,Rekening Koran,2024-04-28,0.821,0.825,9,8,752,VALID
DOC0000646,C000025,Surat Kerja,2024-07-20,0.813,0.91,5,11,2636,VALID
DOC0000647,C000324,KTP,2024-10-11,0.847,0.902,6,11,3893,VALID
DOC0000648,C000637,Slip Gaji,2024-04-25,0.65,0.979,6,8,2686,VALID
DOC0000649,C000171,NPWP,2025-07-28,0.88,0.978,9,7,1986,VALID
DOC0000650,C000419,NPWP,2024-05-29,1.0,0.939,5,11,4163,VALID
DOC0000651,C000077,Slip Gaji,2025-06-07,0.542,0.883,6,10,3484,VALID
DOC0000652,C000041,Rekening Koran,2024-08-08,0.864,0.882,9,7,4460,NEEDS_REVIEW
DOC0000653,C000126,Surat Kerja,2024-09-06,0.702,0.911,9,8,1146,VALID
DOC0000654,C000154,Slip Gaji,2025-04-10,0.997,0.84,6,10,666,NEEDS_REVIEW
DOC0000655,C000467,Rekening Koran,2025-10-23,0.863,0.953,7,7,1759,VALID
DOC0000656,C000459,Surat Kerja,2025-04-29,0.792,0.905,9,10,1404,VALID
DOC0000657,C000176,KTP,2025-06-11,0.577,1.0,5,8,4303,VALID
DOC0000658,C000172,Form Aplikasi,2025-08-18,0.79,0.971,7,10,4017,VALID
DOC0000659,C000459,Slip Gaji,2025-09-18,0.702,0.754,5,11,1244,INVALID
DOC0000660,C000364,Slip Gaji,2024-08-30,1.0,0.942,4,8,2888,VALID
DOC0000661,C000171,KTP,2025-09-09,0.964,0.982,0,9,2900,VALID
DOC0000662,C000439,Slip Gaji,2024-02-29,1.0,0.769,7,9,1104,INVALID
DOC0000663,C000212,Form Aplikasi,2026-07-03,0.668,0.958,5,7,1062,VALID
DOC0000664,C000233,KTP,2024-12-08,0.82,1.0,0,11,1395,VALID
DOC0000665,C000492,NPWP,2026-09-23,0.735,0.874,6,9,3106,VALID
DOC0000666,C000364,Surat Kerja,2025-10-24,0.785,0.888,9,10,3461,VALID
DOC0000667,C000455,Rekening Koran,2026-08-25,1.0,0.955,9,10,1049,VALID
DOC0000668,C000599,Rekening Koran,2025-05-21,1.0,0.935,6,11,2712,VALID
DOC0000669,C000615,NPWP,2025-12-31,1.0,1.0,8,9,205,VALID
DOC0000670,C000595,KTP,2026-05-01,0.903,0.823,6,11,3854,NEEDS_REVIEW
DOC0000671,C000133,Surat Kerja,2025-07-09,0.977,0.883,7,8,1289,NEEDS_REVIEW
DOC0000672,C000419,Surat Kerja,2024-08-17,0.899,1.0,11,8,2485,VALID
DOC0000673,C000391,Surat Kerja,2026-09-06,0.814,0.857,8,9,352,VALID
DOC0000674,C000507,Slip Gaji,2024-06-10,0.828,0.849,11,9,284,VALID
DOC0000675,C000250,Rekening Koran,2026-07-31,0.961,1.0,8,9,4922,VALID
DOC0000676,C000279,KTP,2025-05-02,0.605,0.959,7,9,2216,VALID
DOC0000677,C000292,Form Aplikasi,2026-01-18,0.782,0.92,11,10,1509,VALID
DOC0000678,C000013,Slip Gaji,2026-01-28,0.979,0.691,4,10,4512,INVALID
DOC0000679,C000450,Form Aplikasi,2026-05-27,0.775,0.957,0,9,3736,VALID
DOC0000680,C000578,KTP,2024-12-14,0.907,0.932,5,8,3091,VALID
DOC0000681,C000238,KTP,2026-07-25,0.911,0.996,11,6,2082,VALID
DOC0000682,C000354,Slip Gaji,2025-08-06,0.824,0.854,4,9,2242,VALID
DOC0000683,C000546,Form Aplikasi,2026-07-05,0.896,0.972,6,8,1851,VALID
DOC0000684,C000612,KTP,2025-12-14,0.81,0.835,8,6,2849,VALID
DOC0000685,C000521,Slip Gaji,2026-07-18,0.735,0.876,8,11,3867,VALID
DOC0000686,C000194,KTP,2024-12-20,0.999,0.976,0,6,2146,VALID
DOC0000687,C000228,Rekening Koran,2025-05-16,0.767,0.778,5,11,2122,VALID
DOC0000688,C000216,Slip Gaji,2026-01-03,1.0,0.982,10,9,3563,VALID
DOC0000689,C000586,KTP,2024-01-18,0.991,0.852,0,9,4860,VALID
DOC0000690,C000370,Slip Gaji,2024-05-04,0.864,0.826,0,11,1701,VALID
DOC0000691,C000016,Form Aplikasi,2026-01-13,0.606,0.981,4,6,3400,NEEDS_REVIEW
DOC0000692,C000077,Rekening Koran,2026-09-01,1.0,0.913,11,7,3491,VALID
DOC0000693,C000121,Rekening Koran,2024-11-29,0.783,0.918,0,11,843,VALID
DOC0000694,C000051,Rekening Koran,2024-11-15,0.688,1.0,7,9,2287,VALID
DOC0000695,C000426,Slip Gaji,2024-02-07,0.989,1.0,10,6,2218,VALID
DOC0000696,C000072,Rekening Koran,2024-04-01,0.844,0.913,5,11,4017,NEEDS_REVIEW
DOC0000697,C000144,Rekening Koran,2025-02-09,0.832,0.911,7,6,3544,VALID
DOC0000698,C000306,KTP,2026-09-13,0.775,0.962,7,11,3293,VALID
DOC0000699,C000292,KTP,2024-07-20,0.918,1.0,0,8,1349,INVALID
DOC0000700,C000311,Form Aplikasi,2026-01-21,0.696,0.867,8,7,4951,VALID
DOC0000701,C000455,KTP,2026-01-01,0.838,0.68,0,7,4469,NEEDS_REVIEW
DOC0000702,C000609,Rekening Koran,2026-05-02,0.769,0.91,10,8,1958,VALID
DOC0000703,C000642,Surat Kerja,2025-07-31,0.755,0.858,6,7,4849,VALID
DOC0000704,C000690,KTP,2026-05-06,1.0,0.924,6,9,3073,VALID
DOC0000705,C000443,Form Aplikasi,2025-03-24,0.947,0.903,6,11,3251,VALID
DOC0000706,C000169,KTP,2025-06-12,1.0,0.771,6,6,140,VALID
DOC0000707,C000027,Slip Gaji,2026-09-25,0.731,0.928,11,7,4866,VALID
DOC0000708,C000243,Slip Gaji,2024-02-05,0.873,0.951,7,10,1694,VALID
DOC0000709,C000556,Form Aplikasi,2025-09-26,0.788,0.892,11,9,1324,VALID
DOC0000710,C000644,Slip Gaji,2025-03-23,0.832,0.792,5,8,1840,VALID
DOC0000711,C000232,NPWP,2025-11-26,0.808,0.953,9,6,3102,VALID
DOC0000712,C000608,Slip Gaji,2024-05-07,0.971,0.752,9,10,1082,NEEDS_REVIEW
DOC0000713,C000290,NPWP,2026-01-23,0.904,0.885,9,9,1692,VALID
DOC0000714,C000292,Surat Kerja,2026-03-06,0.831,0.839,11,8,4431,NEEDS_REVIEW
DOC0000715,C000166,Surat Kerja,2025-03-03,0.959,0.994,7,11,4130,VALID
DOC0000716,C000022,NPWP,2024-06-10,0.755,0.902,5,9,4158,VALID
DOC0000717,C000565,Surat Kerja,2025-11-27,0.711,0.791,9,6,1054,VALID
DOC0000718,C000134,Form Aplikasi,2024-01-06,0.742,0.902,7,6,2213,VALID
DOC0000719,C000217,Slip Gaji,2024-11-08,0.786,0.957,6,7,3153,VALID
DOC0000720,C000269,Rekening Koran,2026-01-25,1.0,0.788,5,9,4105,VALID
DOC0000721,C000077,Slip Gaji,2026-02-13,0.768,0.984,6,6,706,VALID
DOC0000722,C000671,Slip Gaji,2024-01-29,0.872,1.0,4,11,4667,VALID
DOC0000723,C000646,Surat Kerja,2026-08-08,0.979,1.0,4,8,4070,VALID
DOC0000724,C000460,Surat Kerja,2024-02-16,0.946,0.831,11,10,845,VALID
DOC0000725,C000264,Surat Kerja,2026-03-22,1.0,0.755,5,10,2062,VALID
DOC0000726,C000247,Rekening Koran,2026-06-13,0.863,1.0,5,11,4663,VALID
DOC0000727,C000124,NPWP,2024-06-27,0.896,1.0,9,6,283,VALID
DOC0000728,C000075,KTP,2026-07-22,0.996,0.925,8,10,555,VALID
DOC0000729,C000452,Form Aplikasi,2024-03-03,1.0,0.95,11,7,556,VALID
DOC0000730,C000316,Form Aplikasi,2026-07-22,0.836,0.91,6,6,4428,NEEDS_REVIEW
DOC0000731,C000542,KTP,2026-05-30,0.877,1.0,11,9,4436,VALID
DOC0000732,C000166,Form Aplikasi,2024-08-15,0.861,1.0,4,9,1334,VALID
DOC0000733,C000445,KTP,2025-05-21,0.858,0.885,10,10,862,VALID
DOC0000734,C000414,Rekening Koran,2024-07-23,0.906,1.0,11,9,946,VALID
DOC0000735,C000310,Rekening Koran,2024-05-25,0.689,0.78,4,7,4274,VALID
DOC0000736,C000640,KTP,2025-04-20,0.93,1.0,10,10,2632,VALID
DOC0000737,C000290,Surat Kerja,2026-04-19,0.888,1.0,9,6,533,VALID
DOC0000738,C000673,NPWP,2024-02-24,1.0,0.867,11,10,3138,VALID
DOC0000739,C000094,Slip Gaji,2025-03-30,0.715,0.985,5,9,1480,VALID
DOC0000740,C000615,Slip Gaji,2024-09-16,0.778,0.918,6,9,577,VALID
DOC0000741,C000647,Slip Gaji,2026-07-21,0.747,0.856,8,11,385,VALID
DOC0000742,C000104,Rekening Koran,2024-04-17,0.7,0.968,11,9,3409,INVALID
DOC0000743,C000506,Surat Kerja,2026-01-22,0.879,0.894,9,10,2285,VALID
DOC0000744,C000665,Slip Gaji,2025-09-03,0.637,1.0,10,7,2956,VALID
DOC0000745,C000639,NPWP,2025-07-23,0.743,0.949,8,8,4911,VALID
DOC0000746,C000372,Form Aplikasi,2024-03-07,0.803,0.948,4,8,3021,VALID
DOC0000747,C000206,KTP,2025-12-10,0.742,0.964,7,9,4367,VALID
DOC0000748,C000159,Surat Kerja,2024-10-04,1.0,0.854,6,9,3236,VALID
DOC0000749,C000648,NPWP,2024-01-11,0.954,0.938,0,9,1573,VALID
DOC0000750,C000507,Rekening Koran,2024-06-28,0.593,0.823,8,7,611,VALID
DOC0000751,C000498,Rekening Koran,2024-02-22,0.881,0.944,7,7,3143,VALID
DOC0000752,C000539,KTP,2025-08-03,0.811,0.878,5,8,3689,VALID
DOC0000753,C000413,Slip Gaji,2024-06-07,0.937,0.846,5,10,3753,VALID
DOC0000754,C000366,Rekening Koran,2024-01-16,0.856,0.852,11,7,3026,VALID
DOC0000755,C000624,Surat Kerja,2025-09-22,0.753,0.733,8,7,2618,NEEDS_REVIEW
DOC0000756,C000406,Rekening Koran,2024-06-13,0.852,1.0,8,8,4327,VALID
DOC0000757,C000122,Rekening Koran,2026-08-21,0.841,0.955,10,6,4468,VALID
DOC0000758,C000060,Rekening Koran,2024-04-15,0.699,1.0,8,11,3361,VALID
DOC0000759,C000598,Surat Kerja,2025-10-27,1.0,0.813,8,6,2119,NEEDS_REVIEW
DOC0000760,C000313,KTP,2026-04-19,0.995,0.903,6,11,4821,VALID
DOC0000761,C000480,KTP,2026-09-01,0.919,1.0,4,10,3835,VALID
DOC0000762,C000216,Form Aplikasi,2024-03-09,0.741,0.915,11,7,2110,VALID
DOC0000763,C000634,Slip Gaji,2026-01-20,0.837,0.853,5,8,4765,VALID
DOC0000764,C000674,Form Aplikasi,2025-10-30,0.849,0.809,10,10,1590,VALID
DOC0000765,C000627,KTP,2024-02-19,0.777,0.855,11,7,261,VALID
DOC0000766,C000205,Surat Kerja,2026-01-29,0.917,1.0,9,8,2202,VALID
DOC0000767,C000168,KTP,2026-08-02,0.908,0.559,6,11,3112,VALID
DOC0000768,C000583,Surat Kerja,2026-01-16,0.859,0.722,6,7,1874,VALID
DOC0000769,C000027,Rekening Koran,2026-05-11,0.637,0.965,11,7,2367,NEEDS_REVIEW
DOC0000770,C000363,Surat Kerja,2024-08-31,0.865,0.941,11,8,3812,VALID
DOC0000771,C000574,KTP,2025-10-22,0.626,0.883,8,9,4543,VALID
DOC0000772,C000400,Rekening Koran,2025-01-31,0.98,0.902,8,9,1748,VALID
DOC0000773,C000509,Surat Kerja,2026-02-17,0.906,0.912,4,9,3420,VALID
DOC0000774,C000344,Surat Kerja,2025-06-07,0.962,0.867,6,8,2563,INVALID
DOC0000775,C000487,Surat Kerja,2025-04-18,1.0,1.0,9,10,1301,VALID
DOC0000776,C000363,NPWP,2026-03-02,0.939,1.0,8,9,1217,NEEDS_REVIEW
DOC0000777,C000068,Rekening Koran,2026-07-28,0.997,0.958,6,9,1412,VALID
DOC0000778,C000106,Form Aplikasi,2025-04-07,0.764,0.979,11,10,3427,NEEDS_REVIEW
DOC0000779,C000696,KTP,2026-04-21,0.859,0.873,8,9,2607,VALID
DOC0000780,C000655,NPWP,2024-09-09,0.878,0.926,11,10,2931,INVALID
DOC0000781,C000233,Surat Kerja,2025-07-11,0.864,1.0,6,9,667,VALID
DOC0000782,C000054,Rekening Koran,2024-06-14,0.996,0.971,11,7,1087,VALID
DOC0000783,C000218,Surat Kerja,2025-01-23,0.642,0.79,0,7,2435,INVALID
DOC0000784,C000111,KTP,2025-06-19,0.998,0.84,10,9,215,VALID
DOC0000785,C000209,Surat Kerja,2024-04-26,0.928,0.862,8,6,3538,INVALID
DOC0000786,C000097,Rekening Koran,2025-08-03,0.847,0.922,6,10,737,NEEDS_REVIEW
DOC0000787,C000397,Rekening Koran,2024-04-14,0.874,0.924,9,10,4422,NEEDS_REVIEW
DOC0000788,C000544,Slip Gaji,2026-04-01,0.798,0.906,6,7,2842,VALID
DOC0000789,C000350,Surat Kerja,2026-03-30,0.863,0.875,9,7,4282,VALID
DOC0000790,C000217,Slip Gaji,2025-09-27,0.885,0.848,9,11,4193,VALID
DOC0000791,C000439,KTP,2025-08-17,0.815,0.833,5,6,2727,VALID
DOC0000792,C000467,NPWP,2026-04-12,0.929,0.981,4,9,2196,VALID
DOC0000793,C000561,KTP,2025-06-30,0.814,0.804,0,6,845,VALID
DOC0000794,C000111,Surat Kerja,2024-11-06,1.0,0.879,6,9,3063,VALID
DOC0000795,C000559,KTP,2025-11-11,0.839,0.752,5,10,3798,VALID
DOC0000796,C000584,NPWP,2024-06-09,0.859,0.948,8,8,3152,VALID
DOC0000797,C000467,KTP,2025-10-08,0.856,0.991,4,8,3464,NEEDS_REVIEW
DOC0000798,C000326,Rekening Koran,2026-06-26,0.857,1.0,4,11,1838,VALID
DOC0000799,C000573,KTP,2024-05-24,0.804,0.949,0,8,3115,INVALID
DOC0000800,C000459,Surat Kerja,2026-07-09,1.0,0.924,4,7,3160,VALID
DOC0000801,C000503,KTP,2024-02-28,0.782,1.0,7,11,2622,VALID
DOC0000802,C000625,Form Aplikasi,2025-12-27,0.954,1.0,4,9,4625,VALID
DOC0000803,C000296,Rekening Koran,2025-01-03,1.0,1.0,7,11,931,VALID
DOC0000804,C000199,Rekening Koran,2026-04-01,0.915,0.914,11,10,2681,VALID
DOC0000805,C000579,KTP,2025-01-27,0.831,0.914,5,9,349,VALID
DOC0000806,C000594,KTP,2024-08-24,0.929,0.898,10,6,4443,VALID
DOC0000807,C000615,KTP,2025-02-07,0.831,1.0,6,8,3986,VALID
DOC0000808,C000159,KTP,2024-01-28,0.967,0.957,0,7,583,VALID
DOC0000809,C000567,NPWP,2024-03-09,0.67,0.817,5,7,242,VALID
DOC0000810,C000463,KTP,2024-03-24,0.94,0.688,10,8,249,VALID
DOC0000811,C000510,KTP,2025-12-26,1.0,0.728,6,8,400,VALID
DOC0000812,C000016,KTP,2025-09-30,0.751,0.972,6,11,3638,NEEDS_REVIEW
DOC0000813,C000301,Form Aplikasi,2025-09-08,0.852,1.0,4,9,1962,VALID
DOC0000814,C000141,Rekening Koran,2026-08-10,0.881,0.894,8,11,2362,VALID
DOC0000815,C000001,Slip Gaji,2024-09-04,0.794,0.798,0,7,2582,VALID
DOC0000816,C000172,Rekening Koran,2024-11-07,0.563,0.955,9,7,1376,VALID
DOC0000817,C000586,Form Aplikasi,2024-09-03,0.889,0.885,9,7,3786,VALID
DOC0000818,C000110,NPWP,2026-01-01,0.694,0.928,6,10,4598,VALID
DOC0000819,C000536,Surat Kerja,2026-03-15,0.689,0.895,5,6,2777,VALID
DOC0000820,C000316,KTP,2026-07-09,0.756,0.832,6,7,2887,NEEDS_REVIEW
DOC0000821,C000594,NPWP,2025-10-14,0.842,0.959,7,8,2845,VALID
DOC0000822,C000275,Rekening Koran,2026-08-30,0.596,0.938,6,11,2199,VALID
DOC0000823,C000681,Surat Kerja,2025-06-11,0.925,0.845,4,10,719,VALID
DOC0000824,C000184,NPWP,2025-06-20,0.953,0.905,7,10,297,VALID
DOC0000825,C000331,KTP,2026-02-27,0.716,1.0,7,8,1604,VALID
DOC0000826,C000391,KTP,2026-07-13,0.734,0.891,4,6,4242,VALID
DOC0000827,C000343,Slip Gaji,2026-01-19,0.92,1.0,9,9,1787,VALID
DOC0000828,C000487,Rekening Koran,2024-02-16,0.73,0.803,5,9,2587,VALID
DOC0000829,C000597,Slip Gaji,2025-04-30,1.0,0.794,11,8,4818,VALID
DOC0000830,C000573,Slip Gaji,2024-03-26,0.695,0.972,10,8,2864,VALID
DOC0000831,C000016,KTP,2024-06-26,0.798,0.947,6,11,3186,VALID
DOC0000832,C000674,Slip Gaji,2024-11-09,0.821,0.853,6,7,4570,NEEDS_REVIEW
DOC0000833,C000690,KTP,2025-10-12,1.0,0.852,7,6,3319,VALID
DOC0000834,C000038,Rekening Koran,2025-04-14,1.0,0.805,4,7,218,VALID
DOC0000835,C000048,NPWP,2024-08-09,0.828,0.887,9,7,3313,VALID
DOC0000836,C000459,KTP,2025-04-05,0.835,0.899,4,11,4206,VALID
DOC0000837,C000546,Form Aplikasi,2025-05-19,0.61,0.899,11,11,4293,NEEDS_REVIEW
DOC0000838,C000635,KTP,2026-02-03,0.974,0.874,6,8,4828,VALID
DOC0000839,C000655,Rekening Koran,2025-05-14,0.783,0.846,4,10,2279,VALID
DOC0000840,C000594,Surat Kerja,2026-06-05,0.817,0.827,5,6,3483,VALID
DOC0000841,C000047,Surat Kerja,2025-06-15,0.926,0.964,5,8,3704,VALID
DOC0000842,C000605,NPWP,2024-09-18,0.822,0.814,7,6,1309,VALID
DOC0000843,C000057,Rekening Koran,2026-08-15,0.547,0.823,6,8,2842,VALID
DOC0000844,C000236,Surat Kerja,2024-11-29,0.686,0.928,7,8,1477,VALID
DOC0000845,C000676,Surat Kerja,2026-08-12,0.833,0.874,7,8,3925,VALID
DOC0000846,C000192,Slip Gaji,2025-07-20,0.77,0.921,6,6,3225,VALID
DOC0000847,C000302,Form Aplikasi,2024-05-09,1.0,0.848,7,9,680,NEEDS_REVIEW
DOC0000848,C000491,KTP,2025-10-04,1.0,0.99,5,8,1536,NEEDS_REVIEW
DOC0000849,C000177,Rekening Koran,2024-10-18,0.777,1.0,7,10,3088,NEEDS_REVIEW
DOC0000850,C000122,Slip Gaji,2025-02-22,0.856,0.982,5,9,3160,VALID
DOC0000851,C000139,NPWP,2024-05-13,0.841,0.891,4,9,2734,VALID
DOC0000852,C000569,Slip Gaji,2024-04-27,0.856,0.871,9,9,4814,VALID
DOC0000853,C000319,Slip Gaji,2025-10-11,0.889,0.889,7,11,2640,VALID
DOC0000854,C000374,Rekening Koran,2024-04-28,0.721,0.911,6,9,2676,VALID
DOC0000855,C000289,KTP,2026-02-21,0.866,0.818,5,8,4642,VALID
DOC0000856,C000096,Rekening Koran,2025-10-05,0.617,0.953,7,6,2573,VALID
DOC0000857,C000610,Rekening Koran,2026-05-04,0.601,0.955,10,10,4273,VALID
DOC0000858,C000158,Surat Kerja,2024-04-22,1.0,0.834,6,6,1480,VALID
DOC0000859,C000308,NPWP,2024-09-30,0.723,0.76,10,9,530,VALID
DOC0000860,C000499,Surat Kerja,2025-02-11,0.774,0.891,10,8,1307,VALID
DOC0000861,C000433,Form Aplikasi,2026-08-11,0.818,1.0,9,9,2912,VALID
DOC0000862,C000081,Surat Kerja,2025-11-25,0.926,1.0,10,6,2369,NEEDS_REVIEW
DOC0000863,C000555,Form Aplikasi,2026-01-04,0.83,0.918,7,6,1412,VALID
DOC0000864,C000693,NPWP,2024-03-30,0.982,0.929,4,9,2254,VALID
DOC0000865,C000129,NPWP,2025-01-09,0.906,0.801,8,11,4601,VALID
DOC0000866,C000541,Form Aplikasi,2026-01-30,0.763,0.831,10,6,810,VALID
DOC0000867,C000145,KTP,2026-01-22,0.762,1.0,10,7,1754,NEEDS_REVIEW
DOC0000868,C000213,Rekening Koran,2024-05-23,0.998,0.843,11,7,1569,VALID
DOC0000869,C000010,KTP,2025-05-27,0.818,1.0,10,6,2546,VALID
DOC0000870,C000314,KTP,2024-09-29,0.806,0.92,11,7,1293,NEEDS_REVIEW
DOC0000871,C000502,Slip Gaji,2025-06-01,0.813,0.838,4,10,4731,NEEDS_REVIEW
DOC0000872,C000196,Slip Gaji,2024-05-18,0.679,0.867,7,8,4281,VALID
DOC0000873,C000409,Slip Gaji,2026-05-25,0.83,1.0,8,11,3021,VALID
DOC0000874,C000307,Rekening Koran,2024-10-21,0.863,0.799,9,6,2699,VALID
DOC0000875,C000188,Rekening Koran,2025-08-29,1.0,0.916,4,11,1812,VALID
DOC0000876,C000574,Surat Kerja,2025-07-18,0.843,1.0,4,6,4836,NEEDS_REVIEW
DOC0000877,C000230,Slip Gaji,2025-05-28,1.0,0.987,11,11,3875,VALID
DOC0000878,C000245,Slip Gaji,2026-04-26,0.751,0.926,0,6,4992,VALID
DOC0000879,C000190,Surat Kerja,2025-06-29,0.991,0.973,4,7,129,VALID
DOC0000880,C000288,Rekening Koran,2024-09-13,1.0,1.0,6,8,971,VALID
DOC0000881,C000596,Slip Gaji,2024-01-15,0.821,0.937,0,8,3118,NEEDS_REVIEW
DOC0000882,C000009,NPWP,2025-10-24,0.968,1.0,9,9,377,NEEDS_REVIEW
DOC0000883,C000454,Surat Kerja,2025-08-02,0.878,1.0,6,10,346,VALID
DOC0000884,C000270,Surat Kerja,2024-04-03,0.651,0.84,4,6,434,VALID
DOC0000885,C000656,Slip Gaji,2026-07-05,0.819,1.0,8,9,1511,VALID
DOC0000886,C000365,NPWP,2025-02-23,0.768,0.991,6,10,4426,VALID
DOC0000887,C000577,Slip Gaji,2026-04-29,0.964,0.946,4,7,4442,VALID
DOC0000888,C000591,Slip Gaji,2024-02-13,0.88,0.988,5,8,2223,NEEDS_REVIEW
DOC0000889,C000454,Rekening Koran,2024-02-06,0.91,0.899,4,10,2751,VALID
DOC0000890,C000156,Form Aplikasi,2025-08-11,0.886,0.995,7,10,369,NEEDS_REVIEW
DOC0000891,C000617,Rekening Koran,2026-03-29,0.905,1.0,7,10,2894,VALID
DOC0000892,C000390,NPWP,2026-06-09,0.686,1.0,7,8,900,VALID
DOC0000893,C000409,KTP,2025-08-28,0.942,0.994,4,9,268,INVALID
DOC0000894,C000439,Surat Kerja,2026-04-20,0.745,0.91,7,6,1944,VALID
DOC0000895,C000050,Rekening Koran,2024-05-09,0.832,0.874,5,10,436,INVALID
DOC0000896,C000404,Rekening Koran,2025-09-04,1.0,0.957,11,6,152,VALID
DOC0000897,C000154,Slip Gaji,2026-03-03,1.0,0.818,0,10,121,VALID
DOC0000898,C000251,NPWP,2024-04-08,0.919,0.754,5,6,2228,VALID
DOC0000899,C000190,Form Aplikasi,2024-10-19,0.961,0.933,11,7,2115,VALID
DOC0000900,C000677,NPWP,2024-02-13,0.787,0.868,10,9,198,VALID
DOC0000901,C000582,Surat Kerja,2026-06-12,0.823,0.961,7,11,4887,VALID
DOC0000902,C000370,Slip Gaji,2025-01-20,0.785,0.71,6,8,414,VALID
DOC0000903,C000269,KTP,2025-10-02,0.87,0.907,9,10,3810,INVALID
DOC0000904,C000245,Slip Gaji,2025-01-09,0.907,0.853,5,9,2578,VALID
DOC0000905,C000541,Rekening Koran,2024-10-22,0.901,0.881,7,11,1947,NEEDS_REVIEW
DOC0000906,C000192,Rekening Koran,2026-02-11,0.95,0.966,10,7,3193,VALID
DOC0000907,C000200,KTP,2025-08-08,0.862,0.847,5,6,687,NEEDS_REVIEW
DOC0000908,C000258,Form Aplikasi,2025-10-20,0.729,0.944,6,9,3698,NEEDS_REVIEW
DOC0000909,C000011,NPWP,2024-05-01,1.0,1.0,6,10,4870,VALID
DOC0000910,C000640,KTP,2024-06-11,0.846,0.837,9,10,2587,VALID
DOC0000911,C000693,Slip Gaji,2025-08-04,0.783,0.899,5,8,4771,NEEDS_REVIEW
DOC0000912,C000584,Surat Kerja,2025-01-05,0.812,0.889,10,7,964,VALID
DOC0000913,C000230,KTP,2024-03-28,0.83,0.945,6,8,2679,VALID
DOC0000914,C000199,KTP,2025-06-01,0.821,0.986,7,9,1651,VALID
DOC0000915,C000307,Slip Gaji,2025-12-25,0.86,0.871,9,11,614,VALID
DOC0000916,C000614,Slip Gaji,2025-10-14,0.766,0.831,11,8,3542,VALID
DOC0000917,C000185,NPWP,2026-01-27,1.0,1.0,0,7,1174,VALID
DOC0000918,C000108,Form Aplikasi,2025-02-13,0.834,1.0,6,10,2673,VALID
DOC0000919,C000587,Rekening Koran,2024-11-13,0.941,1.0,10,11,3332,VALID
DOC0000920,C000259,NPWP,2026-03-22,0.767,1.0,11,11,1798,VALID
DOC0000921,C000064,NPWP,2024-10-07,0.858,0.88,7,9,2787,VALID
DOC0000922,C000234,Slip Gaji,2025-12-01,0.919,0.874,5,8,3637,VALID
DOC0000923,C000190,NPWP,2025-11-27,1.0,0.882,9,6,4382,VALID
DOC0000924,C000190,Rekening Koran,2026-02-12,0.922,1.0,10,11,3639,VALID
DOC0000925,C000683,Form Aplikasi,2025-12-16,0.712,1.0,11,9,2188,VALID
DOC0000926,C000502,Slip Gaji,2024-10-18,0.727,0.769,6,8,944,VALID
DOC0000927,C000306,KTP,2025-01-30,0.773,0.915,10,9,3703,VALID
DOC0000928,C000541,Slip Gaji,2025-12-06,0.803,0.994,0,10,4366,INVALID
