Customer_ID,Income_Band,Digital_Engagement,Balance_Band,Tenure_Band,Recent_Activity
C01482,Low,78,Medium,New,Medium
C01483,Medium,22,Medium,Loyal,Low
C01484,Low,71,High,Established,Low
C01485,Medium,90,Medium,Loyal,High
C01486,Low,83,Medium,Established,Medium
C01487,High,44,Low,New,Low
C01488,Medium,92,High,Loyal,Medium
C01489,High,49,Low,Loyal,Medium
C01490,Medium,75,Medium,New,Low
C01491,Low,61,High,Established,Medium
C01492,High,25,Low,New,Medium
C01493,Medium,20,Low,Established,Medium
C01494,Medium,34,Medium,Established,High
C01495,Medium,95,Medium,Established,Medium
C01496,Medium,97,High,New,High
C01497,High,53,High,New,Medium
C01498,Medium,98,Medium,Established,Medium
C01499,Medium,24,High,New,Medium
C01500,Medium,98,Medium,Established,Medium
C01501,Medium,38,High,Established,Low
C01502,High,22,Low,Established,High
C01503,Medium,81,Medium,Established,High
C01504,Medium,50,Low,New,Low
C01505,High,43,Low,New,Medium
C01506,Medium,81,Medium,Loyal,High
C01507,Medium,46,Low,Loyal,High
C01508,Medium,80,Medium,Loyal,Medium
C01509,Low,35,Medium,Loyal,Low
C01510,Medium,26,Low,Established,Medium
C01511,Low,46,Medium,Loyal,Low
C01512,Low,69,Medium,Established,Medium
C01513,Medium,38,High,Established,Medium
C01514,Medium,31,Low,Loyal,Medium
C01515,High,80,High,Established,Low
C01516,Low,59,High,Established,Medium
C01517,Low,54,Medium,Established,Medium
C01518,High,39,Medium,New,Medium
C01519,Low,21,Medium,Established,Low
C01520,Low,24,High,Loyal,Low
C01521,Low,75,Low,Established,High
C01522,Medium,26,High,New,Medium
C01523,High,40,High,Established,Medium
C01524,Medium,93,Medium,Established,Medium
C01525,Medium,47,Medium,Established,High
C01526,Low,80,Medium,Established,Medium
C01527,Medium,47,Medium,Established,Low
C01528,Medium,95,High,Established,Low
C01529,Low,86,Low,Established,Low
C01530,Low,58,Low,Established,High
C01531,Medium,75,Low,Established,Medium
C01532,Low,53,High,Established,High
C01533,Medium,96,Medium,New,Medium
C01534,Medium,49,High,Established,High
C01535,Low,87,Medium,Established,High
C01536,Medium,69,Low,Established,Medium
C01537,Medium,72,High,Loyal,Low
C01538,Medium,48,Medium,Established,Low
C01539,High,87,Medium,Loyal,Medium
C01540,Medium,80,Low,Established,High
C01541,High,86,Low,Established,Medium
C01542,Low,84,Low,Loyal,Medium
C01543,Medium,32,Medium,Established,Medium
C01544,Low,90,Medium,Loyal,Medium
C01545,Medium,88,Low,Loyal,Low
C01546,Medium,39,Low,New,High
C01547,Low,99,Low,Loyal,Medium
C01548,Medium,62,Medium,Loyal,Low
C01549,Medium,46,High,Established,Medium
C01550,Low,38,Medium,New,Medium
C01551,Low,49,Low,Established,Medium
C01552,Medium,23,Medium,Loyal,Low
C01553,Medium,75,High,Loyal,Medium
C01554,Medium,77,Medium,Loyal,Medium
C01555,Low,74,High,Established,Low
C01556,Medium,64,High,New,Medium
C01557,High,49,Medium,Established,Medium
C01558,Medium,78,High,Established,Medium
C01559,Medium,90,Low,New,Medium
C01560,High,27,High,New,Medium
C01561,High,51,High,New,Medium
C01562,Medium,100,High,New,High
C01563,High,89,Medium,Established,Medium
C01564,High,100,Medium,Established,High
C01565,Medium,34,Low,Established,Medium
C01566,Medium,57,Medium,Established,Medium
C01567,Low,30,Medium,Loyal,Medium
C01568,Low,90,Medium,Established,High
C01569,Medium,62,Medium,Established,High
C01570,Medium,39,Low,Established,Medium
C01571,Medium,27,Low,Established,Medium
C01572,Medium,79,Low,Established,High
C01573,Medium,85,Medium,Established,High
C01574,High,91,Medium,Established,High
C01575,Low,98,Medium,Established,Low
C01576,Low,85,Low,Established,Low
C01577,Medium,83,High,New,Medium
C01578,High,85,Medium,Established,Medium
C01579,High,100,Low,Established,Low
C01580,High,57,Low,Established,Medium
C01581,High,81,Medium,Established,Medium
C01582,Medium,86,Medium,New,Low
C01583,Medium,29,Low,Established,Medium
C01584,Low,75,Low,Established,Low
C01585,Medium,47,Low,Established,High
C01586,High,30,Low,Established,Medium
C01587,Medium,33,Low,New,Medium
C01588,Medium,29,High,New,Medium
C01589,Low,92,Medium,Established,Low
C01590,Low,82,Medium,New,Medium
C01591,Low,28,Medium,Established,High
C01592,Low,70,Medium,Established,Medium
C01593,High,73,Low,Loyal,Low
C01594,Medium,62,Low,Established,Medium
C01595,High,69,Low,New,Low
C01596,Medium,93,Medium,Established,Medium
C01597,Low,62,Medium,Established,Medium
C01598,Low,73,Medium,New,Medium
C01599,High,66,Medium,Loyal,Low
C01600,Low,52,High,Established,Low
C01601,High,92,Low,New,Low
C01602,Low,53,Medium,New,Medium
C01603,Medium,84,Medium,Loyal,Medium
C01604,High,69,Medium,Loyal,Medium
C01605,Low,75,Medium,Loyal,Low
C01606,Low,81,Medium,Established,Low
C01607,High,79,Low,Established,Medium
C01608,Low,65,Medium,New,Medium
C01609,Medium,69,High,Established,High
C01610,Medium,61,Medium,Established,Low
C01611,Low,47,High,Loyal,Low
C01612,Medium,78,Medium,Established,Medium
C01613,Medium,91,Medium,Established,Medium
C01614,Medium,77,Medium,New,Medium
C01615,High,82,Medium,Established,Low
C01616,Low,87,High,New,Low
C01617,Low,49,Low,Loyal,Medium
C01618,Medium,25,Medium,New,Low
C01619,High,47,Medium,Established,Medium
C01620,Low,81,High,New,Low
C01621,Low,86,Medium,Established,Medium
C01622,Medium,61,High,New,Low
C01623,High,83,High,Established,High
C01624,Low,26,Low,Established,Low
C01625,Medium,72,High,Established,Low
C01626,Medium,74,High,Loyal,High
C01627,Medium,61,Low,Established,Low
C01628,Low,78,Medium,Established,Low
C01629,Low,59,Low,Loyal,Low
C01630,Medium,62,Medium,New,Medium
C01631,Medium,68,Low,Loyal,Medium
C01632,High,84,Medium,Loyal,High
C01633,Medium,40,Medium,Loyal,Medium
C01634,Medium,44,Medium,Established,Medium
C01635,High,53,Low,Established,Low
C01636,Medium,36,Medium,Established,High
C01637,Medium,47,Medium,Established,High
C01638,High,48,Medium,Loyal,High
C01639,Low,45,Low,New,Low
C01640,Medium,53,Low,Established,Medium
C01641,Medium,60,Medium,Established,Medium
C01642,Low,76,High,New,High
C01643,Medium,44,Low,Established,Low
C01644,Low,88,Medium,Established,High
C01645,Low,58,Low,Established,Medium
C01646,Medium,78,Medium,Loyal,High
C01647,Low,29,Low,Established,Medium
C01648,Medium,34,Medium,Loyal,High
C01649,High,56,Medium,Established,Medium
C01650,High,49,Low,Loyal,Low
C01651,Low,60,Low,New,Medium
C01652,Low,32,Medium,Established,High
C01653,Low,58,Medium,Loyal,Low
C01654,Low,75,High,New,Medium
C01655,High,79,Medium,Established,High
C01656,Medium,40,High,Established,High
C01657,Low,47,Medium,Established,Medium
C01658,High,62,Low,Loyal,High
C01659,Medium,61,Low,Established,Low
C01660,Low,84,Medium,Loyal,Medium
C01661,Low,51,Low,Established,Medium
C01662,Medium,74,High,Established,High
C01663,Medium,91,Medium,Loyal,Low
C01664,Low,44,Medium,Established,Low
C01665,High,86,Medium,New,Medium
C01666,High,46,Medium,Established,Medium
C01667,High,47,Medium,Established,High
C01668,Low,72,Low,Established,Medium
C01669,Low,70,Low,Established,High
C01670,High,64,Low,Established,Medium
C01671,Medium,38,Low,Loyal,High
C01672,Medium,27,Medium,New,Medium
C01673,Medium,93,Low,Established,Low
C01674,Low,90,Low,Established,Medium
C01675,Medium,91,High,New,High
C01676,High,61,High,Established,Low
C01677,Medium,91,Medium,Established,Medium
C01678,Medium,58,Medium,Loyal,Low
C01679,High,26,Medium,Established,High
C01680,Medium,36,Low,New,Low
C01681,Medium,42,Medium,Established,Medium
C01682,High,50,Low,Loyal,Medium
C01683,Medium,96,Medium,Established,Low
C01684,Low,46,High,Established,Medium
C01685,Low,69,Medium,Loyal,High
C01686,Low,41,High,New,Medium
C01687,Medium,72,Medium,Established,High
C01688,Medium,65,Medium,Established,High
C01689,Medium,32,Medium,Established,Medium
C01690,Medium,57,Medium,Loyal,Medium
C01691,Medium,28,Medium,New,High
C01692,High,92,Low,Established,Medium
C01693,Low,77,Medium,Established,Medium
C01694,Medium,96,Low,Loyal,High
C01695,Medium,90,Medium,Loyal,High
C01696,Medium,37,Low,Established,Medium
C01697,Low,77,Medium,New,Low
C01698,Medium,28,Low,Established,Medium
C01699,High,97,Low,Loyal,Medium
C01700,Medium,83,Medium,Established,Medium
C01701,High,75,Low,Established,Medium
C01702,High,100,High,Loyal,Medium
C01703,Medium,88,Medium,Loyal,Medium
C01704,Medium,89,Medium,Established,Medium
C01705,Medium,28,Low,Loyal,Medium
C01706,High,21,High,New,High
C01707,Low,97,Medium,Established,Low
C01708,Medium,40,Medium,Loyal,High
C01709,High,54,Low,New,Medium
C01710,Low,23,Medium,New,High
C01711,Medium,70,High,Established,High
C01712,Medium,86,Medium,Established,Low
C01713,High,88,Low,New,High
C01714,High,67,Low,New,Medium
C01715,Medium,73,Low,Established,Medium
C01716,Medium,61,Medium,Established,High
C01717,Medium,56,High,Loyal,High
C01718,Medium,64,High,Established,Medium
C01719,Medium,95,Medium,Established,High
C01720,High,40,Low,New,Medium
C01721,Low,58,High,Established,Low
C01722,Low,68,Low,Established,Low
C01723,Medium,66,Low,Loyal,Medium
C01724,Medium,22,Medium,Loyal,Medium
C01725,Medium,43,Low,Established,Medium
C01726,Low,72,High,Loyal,Medium
C01727,Medium,76,High,New,Low
C01728,High,79,Medium,Established,Medium
C01729,Low,100,Medium,Established,Medium
C01730,Medium,74,Medium,Established,Low
C01731,High,66,Low,Loyal,Medium
C01732,Low,46,Medium,New,High
C01733,Medium,50,Medium,Established,Medium
C01734,Low,86,High,New,High
C01735,High,57,Low,New,High
C01736,Medium,77,Low,Established,Low
C01737,High,30,Medium,Loyal,Medium
C01738,Low,30,Medium,Established,Low
C01739,Medium,37,Medium,Established,Medium
C01740,Medium,35,High,New,Medium
C01741,Low,69,Low,New,Medium
C01742,Low,71,Medium,New,High
C01743,Low,65,Low,Loyal,Medium
C01744,High,43,Low,New,High
C01745,Medium,66,Medium,Established,Medium
C01746,Medium,29,Medium,Established,Low
C01747,Medium,58,Medium,Established,Low
C01748,Medium,32,Medium,Established,Medium
C01749,Medium,26,Medium,New,Medium
C01750,Medium,33,High,Established,Low
C01751,Medium,29,Low,Established,Medium
C01752,Low,58,Low,New,Low
C01753,High,64,Medium,Established,Medium
C01754,High,69,Medium,New,Medium
C01755,Medium,55,High,Loyal,Low
C01756,Medium,34,Low,Loyal,Low
C01757,Low,21,Medium,New,Medium
C01758,High,77,High,Established,Medium
C01759,High,99,Medium,Established,High
C01760,High,42,Medium,Loyal,Low
C01761,Medium,36,High,Established,Medium
C01762,Low,45,Low,Established,Medium
C01763,Low,37,Medium,New,Medium
C01764,Low,38,High,New,Medium
C01765,Low,60,Low,Established,Low
C01766,Low,83,Medium,Established,High
C01767,High,77,Medium,Loyal,High
C01768,Low,97,High,Loyal,Medium
C01769,Low,48,High,Established,Medium
C01770,High,59,High,Established,Low
C01771,Medium,50,Low,Loyal,Low
C01772,Medium,23,Medium,Loyal,Low
C01773,Medium,51,High,Loyal,Medium
C01774,High,41,Medium,Loyal,Low
C01775,Medium,58,Medium,Established,Low
C01776,Medium,32,Low,Established,Low
C01777,Medium,80,High,Established,Low
C01778,Medium,88,Low,New,Medium
C01779,Medium,97,Low,Established,Medium
C01780,Medium,26,High,Established,Medium
C01781,Low,29,High,Established,Medium
C01782,Medium,98,High,New,Medium
C01783,Low,88,Medium,Established,High
C01784,Low,67,Low,Established,Low
C01785,Low,46,Medium,Established,Low
C01786,High,61,Low,New,High
C01787,Medium,63,High,Established,Medium
C01788,Medium,88,Medium,New,Medium
C01789,High,62,Medium,Established,Low
C01790,Low,22,Low,Established,Low
C01791,Medium,76,Medium,Loyal,Low
C01792,Medium,82,High,Established,High
C01793,Low,44,Medium,Established,Medium
C01794,Medium,29,Low,Loyal,Low
C01795,High,31,Low,Established,Low
C01796,Low,88,Medium,Loyal,Low
C01797,Medium,56,Low,New,Low
C01798,Low,62,High,Established,Medium
C01799,Medium,97,Medium,New,Medium
C01800,Medium,24,Low,Established,High
C01801,Medium,36,Medium,Loyal,Medium
C01802,Medium,87,Medium,Established,High
C01803,Low,63,Low,Established,High
C01804,Medium,22,Medium,New,High
C01805,Medium,76,Low,Loyal,High
C01806,Medium,31,Medium,Established,Medium
C01807,Low,83,High,New,Low
C01808,Medium,84,High,Loyal,Low
C01809,Medium,86,Low,Established,Medium
C01810,Low,57,Medium,Established,Medium
C01811,Low,41,Low,New,Low
C01812,Medium,91,Medium,New,High
C01813,Medium,65,Low,Loyal,High
C01814,Low,71,Medium,Established,Medium
C01815,High,31,Low,Loyal,Medium
C01816,Medium,70,High,New,Low
C01817,Medium,66,High,Established,Medium
C01818,Medium,43,Low,Established,Low
C01819,Medium,82,Medium,Established,Medium
C01820,Medium,30,Low,Established,Medium
C01821,High,78,Medium,Established,Low
C01822,Medium,97,Low,Established,Medium
C01823,Medium,65,Low,Loyal,Medium
C01824,Medium,28,Medium,Established,Medium
C01825,Medium,64,Medium,Established,High
C01826,Low,62,Medium,Established,Low
C01827,Medium,64,Medium,Established,High
C01828,Medium,42,Low,New,Low
C01829,High,70,Low,Loyal,Low
C01830,Medium,41,Medium,New,High
C01831,Medium,65,Medium,New,Medium
C01832,High,68,Low,Established,Medium
C01833,Medium,72,Medium,New,Medium
C01834,Low,84,Medium,New,Medium
C01835,Low,91,Medium,New,High
C01836,Low,82,High,New,Low
C01837,Low,84,Medium,Established,High
C01838,Medium,90,Medium,Loyal,High
C01839,Medium,39,Medium,Established,High
C01840,Medium,43,Low,Established,Medium
C01841,Low,63,Low,Established,Medium
C01842,Medium,57,Low,Established,Medium
C01843,Low,76,High,Established,Medium
C01844,High,20,Low,Established,High
C01845,Low,31,Medium,Established,Medium
C01846,Medium,80,Medium,Established,Medium
C01847,Medium,86,Medium,New,High
C01848,Medium,44,High,Loyal,Low
C01849,Medium,45,Medium,Loyal,High
C01850,Medium,65,Low,Loyal,High
C01851,Low,58,Medium,New,Low
C01852,High,33,Medium,Established,Low
C01853,Medium,60,Low,Established,Medium
C01854,Medium,86,Medium,New,Low
C01855,High,79,Medium,Loyal,High
C01856,High,86,Low,Established,Low
C01857,Low,72,High,New,Low
C01858,Low,91,Medium,Loyal,Low
C01859,Low,40,Medium,New,High
C01860,Low,23,Low,Established,Medium
C01861,Medium,29,Low,New,High
C01862,High,100,Medium,New,High
C01863,High,71,Medium,Loyal,Medium
C01864,Medium,40,Medium,Established,Low
C01865,Medium,89,Medium,New,Low
C01866,High,45,Low,Established,High
C01867,High,68,Medium,Loyal,Low
C01868,Low,40,High,Loyal,High
C01869,Medium,27,Medium,Loyal,High
C01870,High,41,Medium,Loyal,Medium
C01871,Medium,38,High,Established,Medium
C01872,Medium,64,Low,Established,High
C01873,High,21,Medium,Loyal,High
C01874,High,39,High,New,Medium
C01875,High,65,Medium,New,Medium
C01876,Medium,51,Low,Established,Medium
C01877,Low,71,High,New,Medium
C01878,Medium,73,Low,Established,High
C01879,Medium,98,Low,Loyal,Medium
C01880,Medium,87,Low,Established,High
C01881,Medium,38,Medium,Established,Low
C01882,Medium,76,Medium,Established,High
C01883,Medium,70,Medium,Established,Medium
C01884,Medium,68,High,New,Medium
C01885,Medium,84,Medium,New,Low
C01886,Medium,31,Medium,Established,High
C01887,Low,50,High,Established,Medium
C01888,Low,86,High,Established,Medium
C01889,High,92,Low,Established,Medium
C01890,Medium,23,Low,New,Medium
C01891,Low,58,Medium,Established,Medium
C01892,Medium,41,High,Established,Low
C01893,Medium,33,Medium,Established,Medium
C01894,Low,24,Low,Loyal,Medium
C01895,Medium,63,Medium,Established,Medium
C01896,Low,74,Medium,New,Medium
C01897,Medium,63,Medium,Established,Medium
C01898,Low,49,High,New,Low
C01899,Low,82,Medium,New,High
C01900,Low,72,Medium,Established,Medium
C01901,Medium,93,Medium,New,Medium
C01902,Low,48,Medium,New,High
C01903,High,39,Medium,Loyal,High
C01904,Low,56,Medium,Established,Medium
C01905,Medium,61,Medium,Loyal,Medium
C01906,Medium,57,Medium,Loyal,High
C01907,Medium,87,Medium,Established,High
C01908,Low,23,Low,Established,Low
C01909,High,62,Medium,Established,Medium
C01910,High,54,Medium,Established,High
C01911,Low,37,Low,Established,High
C01912,Low,71,Medium,New,Low
C01913,High,84,Low,New,Medium
C01914,Medium,64,High,Established,Medium
C01915,Low,26,High,New,Low
C01916,Low,26,Medium,Established,Medium
C01917,Medium,54,Medium,Loyal,Medium
C01918,Medium,74,Medium,Established,Low
C01919,Medium,45,Medium,Established,Medium
C01920,High,45,High,New,High
C01921,Medium,89,Low,Loyal,High
C01922,Medium,21,Low,Established,High
C01923,Medium,26,Medium,Established,High
C01924,Medium,32,Low,Loyal,High
C01925,Low,99,Medium,New,Medium
C01926,Low,60,Medium,Established,Low
C01927,Medium,32,Low,New,High
C01928,Medium,45,Medium,New,Medium
C01929,Low,98,Medium,Established,Medium
C01930,Medium,76,High,Established,High
C01931,Medium,38,Medium,Established,Medium
C01932,Medium,39,Low,Established,High
C01933,Medium,26,Medium,Loyal,Medium
C01934,High,82,Medium,Loyal,Low
C01935,Medium,31,Medium,New,High
C01936,Low,43,Medium,Established,High
C01937,Medium,48,Low,New,Medium
C01938,Medium,70,Medium,Established,Medium
C01939,Low,69,Medium,Established,Low
C01940,Low,84,Low,Established,Low
C01941,Low,44,Medium,New,Low
C01942,Medium,51,High,Established,Low
C01943,Medium,51,Medium,New,Medium
C01944,Low,23,Low,New,Medium
C01945,High,79,Medium,Established,Low
C01946,High,63,Low,Established,Medium
C01947,Low,58,Medium,Established,Low
C01948,High,100,Medium,Established,Low
C01949,Low,34,Low,Established,High
C01950,High,98,Low,Established,High
C01951,High,75,High,Established,High
C01952,Low,37,Low,Loyal,Low
C01953,Medium,74,High,New,Medium
C01954,High,81,Medium,Established,Low
C01955,High,49,Medium,Established,Medium
C01956,High,47,Low,New,High
C01957,Medium,87,Low,New,Medium
C01958,Low,32,Low,New,High
C01959,High,21,Medium,Established,Medium
C01960,Medium,73,High,Established,Medium
C01961,Medium,93,High,Established,Low
C01962,Medium,60,Low,Established,High
C01963,Medium,30,Low,Established,Medium
C01964,Low,63,Low,New,Low
C01965,Medium,40,High,Established,Low
C01966,Low,87,Low,Established,High
C01967,Medium,69,Low,New,Low
C01968,High,47,Medium,New,High
C01969,Medium,70,Medium,Established,Medium
C01970,Medium,74,Low,Loyal,Medium
C01971,Medium,74,Medium,Established,Medium
C01972,High,49,Low,New,High
C01973,Medium,66,Low,New,Medium
C01974,Medium,23,Low,New,Low
C01975,Low,52,Medium,Established,Low
C01976,Low,50,High,Established,High
C01977,Medium,63,Medium,Established,Medium
C01978,High,96,Medium,Loyal,Medium
C01979,Medium,97,Low,New,Low
C01980,Low,59,Medium,Established,Medium
C01981,High,72,High,Established,High
C01982,Medium,28,Medium,Established,Low
C01983,High,59,High,Loyal,High
C01984,Low,75,Medium,New,High
C01985,Medium,75,Medium,Established,Medium
C01986,High,98,Low,Established,High
C01987,Low,57,Medium,New,Medium
C01988,Medium,93,Medium,Loyal,Medium
C01989,High,99,High,Established,Low
C01990,Low,66,High,New,High
C01991,Low,27,Medium,Established,Medium
C01992,Medium,50,High,Established,High
C01993,Medium,81,High,Loyal,Low
C01994,Low,67,Medium,Loyal,Medium
C01995,Medium,95,Low,New,High
C01996,Medium,86,Low,Established,Medium
C01997,Low,25,Low,Loyal,Low
C01998,Medium,89,Low,New,High
C01999,High,48,High,Established,Low
C02000,Medium,86,Low,Loyal,High
C02001,High,61,Medium,New,High
C02002,Medium,56,Medium,Loyal,Low
C02003,High,25,Medium,Established,Medium
C02004,Medium,29,Low,Loyal,High
C02005,Low,68,Medium,Established,High
C02006,High,66,Medium,Established,Medium
C02007,Medium,64,Medium,Established,Medium
C02008,Low,32,Low,New,Medium
C02009,Low,61,Medium,Established,Low
C02010,Medium,24,Low,Loyal,Medium
C02011,Low,31,Medium,Loyal,Medium
C02012,Low,60,Medium,Loyal,Medium
C02013,Low,69,Low,Established,Medium
C02014,Medium,73,High,Established,High
C02015,Medium,99,Low,Established,Low
C02016,Medium,89,High,Established,Low
C02017,Low,50,High,Established,Low
C02018,Low,83,Medium,New,Low
C02019,Medium,27,Low,New,High
C02020,Medium,89,Low,Established,Medium
C02021,Medium,51,High,Established,Low
C02022,Low,81,Medium,Established,High
C02023,Low,98,Low,New,Low
C02024,Low,76,Medium,Loyal,Medium
C02025,Medium,94,Low,Loyal,High
C02026,Medium,20,Medium,Established,High
C02027,High,33,Medium,Loyal,Low
C02028,Medium,70,Low,Loyal,Medium
C02029,Medium,63,High,New,Medium
C02030,Medium,29,Low,New,Medium
C02031,Low,78,Medium,New,Low
C02032,Medium,24,Medium,New,High
C02033,Medium,100,High,Established,Medium
C02034,Medium,32,Medium,New,Medium
C02035,Low,56,High,Loyal,High
C02036,Medium,86,Medium,Established,High
C02037,High,61,High,Established,High
C02038,Low,80,Low,Loyal,Low
C02039,Medium,76,Medium,Loyal,Low
C02040,Medium,96,Low,Established,Medium
C02041,Low,57,High,Established,Low
C02042,Medium,99,High,Loyal,Medium
C02043,Medium,61,Medium,Established,Medium
C02044,High,92,Medium,Loyal,Medium
C02045,High,79,Medium,New,Low
C02046,Low,30,Low,Established,High
C02047,Medium,72,Medium,Established,Medium
C02048,Medium,91,Medium,New,Medium
C02049,Low,30,Medium,New,Medium
C02050,Medium,87,Low,New,Low
C02051,High,28,High,New,Medium
C02052,Low,90,Low,New,Low
C02053,Medium,83,Medium,Established,Medium
C02054,High,32,Low,Loyal,Low
C02055,Medium,78,Low,Established,Low
C02056,Medium,29,Low,Established,Low
C02057,High,66,Medium,New,Low
C02058,Medium,94,Medium,Loyal,High
C02059,Low,36,Medium,New,High
C02060,Low,34,Medium,Established,Low
C02061,High,54,Medium,Established,Low
C02062,Low,49,Low,Loyal,High
C02063,Medium,23,Low,Loyal,Low
C02064,Low,56,Medium,Established,Medium
C02065,Medium,41,Medium,Established,Low
C02066,High,30,Medium,Established,Medium
C02067,Medium,42,Low,Established,High
C02068,High,21,High,New,Low
C02069,Low,94,Low,New,High
C02070,Medium,100,Medium,Loyal,High
C02071,High,49,Low,Loyal,High
C02072,Medium,91,Medium,Established,High
C02073,Low,57,Medium,New,High
C02074,High,93,Medium,New,Medium
C02075,Medium,34,Low,Established,High
C02076,Medium,43,Medium,New,Low
C02077,High,79,Low,Established,Medium
C02078,Low,37,Medium,New,Medium
C02079,Medium,86,Low,New,Low
C02080,Low,54,Low,New,Low
C02081,Medium,52,Medium,Established,Low
C02082,Low,56,Low,Established,Medium
C02083,Medium,84,Low,Established,Low
C02084,Low,20,High,Established,Low
C02085,Medium,80,High,Established,Low
C02086,Low,83,High,Established,Medium
C02087,Medium,86,Low,Established,Low
C02088,Medium,100,Medium,New,Low
C02089,Medium,83,Medium,Established,Medium
C02090,Medium,62,Low,Established,Medium
C02091,Medium,57,Medium,Loyal,Low
C02092,High,51,Low,Loyal,High
C02093,Medium,86,High,Established,Medium
C02094,Low,51,Medium,Loyal,Low
C02095,High,66,Medium,New,Medium
C02096,Medium,27,Medium,Established,High
C02097,Low,45,Low,New,Medium
C02098,Medium,41,Low,New,Low
C02099,Low,55,Medium,Established,Medium
C02100,Low,60,Medium,Established,Medium
C02101,Medium,78,Medium,Established,Medium
C02102,Low,54,Low,Loyal,High
C02103,High,32,Medium,Established,High
C02104,High,64,Medium,Loyal,Medium
C02105,Medium,24,Low,Loyal,Low
C02106,Medium,88,High,Loyal,Medium
C02107,Medium,82,Medium,New,High
C02108,High,38,Medium,Established,High
C02109,Medium,41,High,Established,Low
C02110,Low,22,Medium,Loyal,Low
C02111,Medium,49,High,New,Low
C02112,Medium,23,Medium,Established,High
C02113,Low,95,Medium,Established,Medium
C02114,Medium,30,Low,New,Medium
C02115,Low,73,Low,Loyal,Medium
C02116,High,66,Medium,New,Low
C02117,Low,39,Low,Established,High
C02118,Low,85,Low,Established,Medium
C02119,Low,28,Medium,Established,Low
C02120,Low,91,Medium,New,Medium
C02121,Low,79,Low,Established,Medium
C02122,Low,71,Medium,Established,Medium
C02123,Low,91,High,Loyal,High
C02124,Low,52,Medium,Established,Low
C02125,Medium,42,Medium,Loyal,Low
C02126,Medium,32,Medium,New,Low
C02127,Medium,94,Low,Established,Medium
C02128,Medium,52,Medium,Established,High
C02129,Low,87,High,Established,Medium
C02130,Low,46,Medium,Established,High
C02131,Low,97,Medium,New,Medium
C02132,Medium,90,High,New,High
C02133,High,44,Low,Loyal,Medium
C02134,High,59,Low,Loyal,Low
C02135,Medium,84,Medium,New,High
C02136,Medium,38,Low,Established,High
C02137,Medium,21,Medium,Established,Medium
C02138,Medium,43,High,Established,High
C02139,Medium,67,Medium,Established,Medium
C02140,High,31,Low,Loyal,Medium
C02141,High,47,Medium,Established,Low
C02142,Medium,94,Low,Established,Medium
C02143,Medium,26,High,Established,Low
C02144,High,24,Low,Established,Low
C02145,Medium,54,High,New,Low
C02146,High,21,Medium,Loyal,Medium
C02147,Low,22,Medium,New,High
C02148,High,34,Medium,Loyal,Medium
C02149,Medium,28,Low,Loyal,Medium
C02150,Low,85,Medium,Established,Low
C02151,Medium,29,High,Established,Medium
C02152,Low,62,High,New,Low
C02153,Medium,77,Low,Established,Medium
C02154,Medium,70,Medium,Established,High
C02155,Medium,72,High,New,Medium
C02156,High,48,High,New,Medium
C02157,Low,91,Medium,Loyal,Medium
C02158,Low,25,Low,Established,Low
C02159,Medium,28,High,Established,Medium
C02160,Low,89,Medium,New,Low
C02161,Medium,25,Medium,Established,Medium
C02162,Low,35,Medium,Established,High
C02163,Medium,34,Low,Established,Medium
C02164,Medium,22,High,Established,Medium
C02165,High,29,Low,New,Low
C02166,Low,66,Medium,Established,Medium
C02167,High,73,High,New,High
C02168,Medium,26,High,Loyal,Medium
C02169,Medium,96,High,New,Medium
C02170,Medium,27,High,New,Low
C02171,Medium,75,Low,Established,Low
C02172,Low,84,High,New,Medium
C02173,Medium,62,High,Established,High
C02174,Low,59,Medium,Established,Low
C02175,Medium,28,Medium,Loyal,Medium
C02176,Medium,39,Low,New,Low
C02177,Medium,88,Medium,Established,Medium
C02178,High,48,Medium,Established,Medium
C02179,Low,22,Medium,New,Medium
C02180,High,79,Medium,Established,Low
C02181,Medium,75,Medium,Loyal,Low
C02182,High,25,Low,Established,High
C02183,High,24,High,Loyal,Medium
C02184,Low,29,Low,Established,Low
C02185,Medium,24,Low,Established,Medium
C02186,Low,69,Low,Loyal,Low
C02187,High,30,High,New,Medium
C02188,Medium,69,High,Established,Medium
C02189,Low,34,Low,Established,Low
C02190,High,98,Low,Loyal,Medium
C02191,Low,78,Medium,Loyal,Medium
C02192,Medium,50,Low,New,High
C02193,Medium,54,Medium,Established,Medium
C02194,Low,25,Low,New,Medium
C02195,Medium,24,Medium,Established,High
C02196,High,63,Medium,Established,Low
C02197,Low,21,Medium,New,Medium
C02198,Medium,71,Medium,Loyal,Low
C02199,Low,50,Low,Established,Low
C02200,Medium,31,Low,Established,Medium
C02201,Low,63,Low,Loyal,Low
C02202,High,64,Low,Established,Medium
C02203,High,80,High,Established,Medium
C02204,Low,36,Low,New,Low
C02205,Medium,64,Low,New,Medium
C02206,Medium,88,Low,New,Medium
C02207,Medium,41,Medium,Established,Medium
C02208,Medium,87,High,Established,High
C02209,Low,78,Medium,Established,Medium
C02210,Low,54,Medium,Established,High
C02211,High,91,High,New,Medium
C02212,Medium,98,Medium,Established,Low
C02213,High,39,High,Loyal,Medium
C02214,Medium,99,Medium,New,Low
C02215,High,20,Low,Established,Low
C02216,Low,30,Medium,New,Low
C02217,Low,23,Low,Established,High
C02218,High,49,Low,Established,High
C02219,High,95,High,New,High
