Customer_ID,Risk_Score,Outstanding_Balance,Overdue_Days,Overdue_Amount,Segment,Current_Channel,Estimated_Recovery_Rate,Expected_Recovery,Contact_Cost,Recovery_per_Cost
C01286,0.3707,39795233.0,144,3326204.0,Mass,WhatsApp,0.2944,553033.0,5000,110.6065
C01287,0.4997,17273245.0,175,2014553.0,Mass,SMS,0.2,201567.0,3000,67.1891
C01288,0.5003,14296773.0,106,1010598.0,Mass,Field Agent,0.5799,292929.0,180000,1.6274
C01289,0.4401,8294968.0,8,100000.0,Mass,Call Center,0.318,16853.0,25000,0.6741
C01290,0.1777,64487112.0,87,2534756.0,Affluent,Call Center,0.5096,854034.0,25000,34.1613
C01291,0.6149,39451358.0,51,1495484.0,Mass,Call Center,0.336,222375.0,25000,8.895
C01292,0.0301,41267161.0,10,145827.0,Affluent,Call Center,0.4093,43870.0,25000,1.7548
C01293,0.4238,13266918.0,26,212448.0,Mass,WhatsApp,0.2237,25574.0,5000,5.1149
C01294,0.3549,29819531.0,90,1529490.0,Mass,Field Agent,0.6389,559535.0,180000,3.1085
C01295,0.0763,6560789.0,77,194099.0,Affluent,WhatsApp,0.3349,46273.0,5000,9.2545
C01296,0.2227,21956162.0,102,1079014.0,Affluent,Call Center,0.5015,345605.0,25000,13.8242
C01297,0.2981,1995603.0,125,132717.0,Affluent,Field Agent,0.662,52800.0,180000,0.2933
C01298,0.0997,5210937.0,48,100000.0,Mass,WhatsApp,0.2973,20813.0,5000,4.1626
C01299,0.2645,18111806.0,52,480014.0,Mass,Call Center,0.4273,126696.0,25000,5.0678
C01300,0.1185,268807086.0,122,13521259.0,Affluent,Field Agent,0.7349,6864121.0,180000,38.134
C01301,0.3063,4129403.0,36,100000.0,Mass,WhatsApp,0.2514,15006.0,5000,3.0012
C01302,0.3287,7208748.0,14,100000.0,Mass,Call Center,0.3512,20570.0,25000,0.8228
C01303,0.0677,31051609.0,154,1809695.0,Mass,Call Center,0.5471,709075.0,25000,28.363
C01304,0.2614,146686658.0,38,2829464.0,Affluent,WhatsApp,0.2605,456424.0,5000,91.2849
C01305,0.3803,30601478.0,22,395099.0,Affluent,Field Agent,0.4861,107527.0,180000,0.5974
C01306,0.0339,50451762.0,133,2388448.0,Affluent,SMS,0.2653,464407.0,3000,154.8024
C01307,0.3512,17836949.0,96,971755.0,Affluent,Call Center,0.4637,258834.0,25000,10.3534
C01308,0.392,15003061.0,27,240879.0,Mass,Call Center,0.3569,47628.0,25000,1.9051
C01309,0.5878,27141398.0,154,3031106.0,Mass,Field Agent,0.5444,752595.0,180000,4.1811
C01310,0.3334,12943406.0,45,323601.0,Mass,SMS,0.1898,35832.0,3000,11.944
C01311,0.1208,51580576.0,122,2604405.0,Mass,Field Agent,0.734,1318177.0,180000,7.3232
C01312,0.307,5015855.0,118,318440.0,Mass,WhatsApp,0.3065,58212.0,5000,11.6425
C01313,0.3224,60877452.0,150,5006647.0,Affluent,WhatsApp,0.3036,894869.0,5000,178.9738
C01314,0.4315,26002400.0,132,2131398.0,Mass,SMS,0.2096,238672.0,3000,79.5573
C01315,0.527,20169165.0,127,1753741.0,Mass,Field Agent,0.569,485511.0,180000,2.6973
C01316,0.295,4835049.0,10,100000.0,Mass,SMS,0.1677,10105.0,3000,3.3682
C01317,0.2468,9384761.0,169,789659.0,Mass,SMS,0.2354,116495.0,3000,38.8317
C01318,0.2924,82891067.0,23,1007186.0,Mass,Call Center,0.3736,227190.0,25000,9.0876
C01319,0.2263,20293017.0,46,451968.0,Mass,WhatsApp,0.2745,79027.0,5000,15.8054
C01320,0.3264,33025312.0,81,1473731.0,Mass,SMS,0.2176,188162.0,3000,62.7208
C01321,0.1159,10374427.0,52,221494.0,Mass,WhatsApp,0.2992,45865.0,5000,9.173
C01322,0.4172,24284085.0,107,1588883.0,Affluent,WhatsApp,0.2856,245710.0,5000,49.1421
C01323,0.3543,6339017.0,10,100000.0,Affluent,Call Center,0.3394,19443.0,25000,0.7777
C01324,0.3047,27626020.0,82,1215288.0,Affluent,Field Agent,0.6417,466080.0,180000,2.5893
C01325,0.1257,36216569.0,63,951677.0,Mass,SMS,0.2297,150211.0,3000,50.0704
C01326,0.1075,34449365.0,117,1632289.0,Mass,SMS,0.255,289759.0,3000,96.5862
C01327,0.4744,10127870.0,94,618438.0,Mass,WhatsApp,0.2748,87159.0,5000,17.4319
C01328,0.5893,17757800.0,137,1766793.0,Priority,Call Center,0.3937,316743.0,25000,12.6697
C01329,0.341,42779969.0,30,719598.0,Mass,SMS,0.1778,74142.0,3000,24.7141
C01330,0.6385,20235495.0,171,2626383.0,Mass,WhatsApp,0.2438,275832.0,5000,55.1664
C01331,0.4464,18757064.0,71,840276.0,Priority,WhatsApp,0.2624,116142.0,5000,23.2284
C01332,0.1385,167727969.0,63,4498025.0,Priority,Call Center,0.4789,1466437.0,25000,58.6575
C01333,0.3055,9658967.0,99,513469.0,Mass,WhatsApp,0.3068,94081.0,5000,18.8161
C01334,0.2185,73647802.0,30,1058322.0,Affluent,Call Center,0.4022,272745.0,25000,10.9098
C01335,0.3517,7878954.0,147,657657.0,Mass,SMS,0.2208,83354.0,3000,27.7846
C01336,0.2803,48118028.0,48,1201489.0,Mass,Call Center,0.4167,305363.0,25000,12.2145
C01337,0.3809,50755926.0,167,4977540.0,Mass,SMS,0.2167,603522.0,3000,201.1738
C01338,0.404,15006909.0,27,244186.0,Priority,Call Center,0.3541,47385.0,25000,1.8954
C01339,0.1729,7399400.0,156,517799.0,Mass,Call Center,0.5162,177355.0,25000,7.0942
C01340,0.2666,3484911.0,71,126452.0,Affluent,Field Agent,0.632,49287.0,180000,0.2738
C01341,0.3163,13514488.0,110,808958.0,Mass,WhatsApp,0.3047,145904.0,5000,29.1808
C01342,0.3719,42313004.0,158,3886218.0,Mass,SMS,0.2179,477685.0,3000,159.2285
C01343,0.4917,8510049.0,24,135036.0,Mass,SMS,0.1569,10681.0,3000,3.5604
C01344,0.125,27545093.0,63,723079.0,Affluent,SMS,0.2298,114222.0,3000,38.0741
C01345,0.1528,5711296.0,171,425018.0,Affluent,Field Agent,0.721,206411.0,180000,1.1467
C01346,0.1459,19786258.0,27,230025.0,Affluent,Call Center,0.4141,64486.0,25000,2.5794
C01347,0.4682,7939354.0,19,100000.0,Affluent,Call Center,0.3277,16907.0,25000,0.6763
C01348,0.3773,23124562.0,95,1284922.0,Mass,Field Agent,0.6298,454249.0,180000,2.5236
C01349,0.1544,15146907.0,5,100000.0,Priority,WhatsApp,0.2403,16169.0,5000,3.2338
C01350,0.2753,7602747.0,179,703414.0,Mass,Call Center,0.4861,209359.0,25000,8.3744
C01351,0.0628,12935848.0,163,791062.0,Mass,SMS,0.2612,148494.0,3000,49.4979
C01352,0.0838,9822925.0,34,129992.0,Mass,WhatsApp,0.2836,26102.0,5000,5.2203
C01353,0.1131,6719079.0,32,100000.0,Mass,WhatsApp,0.2768,19193.0,5000,3.8386
C01354,0.4446,73819406.0,141,6554677.0,Mass,Field Agent,0.6025,2083926.0,180000,11.5774
C01355,0.402,17438858.0,94,985750.0,Mass,WhatsApp,0.2885,156139.0,5000,31.2277
C01356,0.1618,2763921.0,149,181709.0,Mass,SMS,0.2473,30071.0,3000,10.0237
C01357,0.1846,13404561.0,175,1070681.0,Affluent,SMS,0.2442,171923.0,3000,57.3076
C01358,0.1144,62401389.0,73,1865967.0,Affluent,SMS,0.2396,309715.0,3000,103.2384
C01359,0.1237,11675787.0,46,223307.0,Mass,Call Center,0.4528,69585.0,25000,2.7834
C01360,0.1713,111789731.0,112,5603655.0,Priority,WhatsApp,0.3321,1236363.0,5000,247.2725
C01361,0.3129,10614423.0,115,661533.0,Mass,SMS,0.2262,88813.0,3000,29.6043
C01362,0.2674,41358745.0,78,1650484.0,Mass,WhatsApp,0.3014,306571.0,5000,61.3141
C01363,0.04,70493070.0,54,1370361.0,Affluent,WhatsApp,0.3141,314225.0,5000,62.845
C01364,0.1292,39215411.0,48,789534.0,Mass,SMS,0.2166,117242.0,3000,39.0806
C01365,0.3454,6324189.0,94,335027.0,Affluent,Call Center,0.4655,90030.0,25000,3.6012
C01366,0.3038,9741618.0,77,401965.0,Mass,Field Agent,0.6311,151715.0,180000,0.8429
C01367,0.182,80555534.0,83,3039816.0,Mass,WhatsApp,0.3224,645869.0,5000,129.1739
C01368,0.3477,11181542.0,18,113739.0,Mass,SMS,0.1682,11023.0,3000,3.6744
C01369,0.1853,66324034.0,159,4818028.0,Priority,WhatsApp,0.3295,1043475.0,5000,208.695
C01370,0.4039,16258098.0,128,1253994.0,Mass,Field Agent,0.619,425439.0,180000,2.3635
C01371,0.3304,28798207.0,166,2646358.0,Mass,SMS,0.2237,346285.0,3000,115.4282
C01372,0.2028,6251169.0,150,439307.0,Mass,WhatsApp,0.3262,92942.0,5000,18.5885
C01373,0.6609,13607325.0,112,1179534.0,Mass,SMS,0.1775,87820.0,3000,29.2732
C01374,0.2431,10418358.0,56,289017.0,Mass,Field Agent,0.6068,110210.0,180000,0.6123
C01375,0.4539,31326847.0,118,2350765.0,Affluent,Call Center,0.4336,533085.0,25000,21.3234
C01376,0.4308,27441965.0,102,1736917.0,Mass,WhatsApp,0.2831,262856.0,5000,52.5712
C01377,0.1135,39706930.0,167,2711882.0,Mass,WhatsApp,0.3431,644976.0,5000,128.9953
C01378,0.1773,15307659.0,42,290318.0,Mass,Field Agent,0.5972,114668.0,180000,0.637
C01379,0.5204,9861574.0,5,100000.0,Mass,SMS,0.1413,7064.0,3000,2.3548
C01380,0.1982,30012228.0,23,321310.0,Affluent,Call Center,0.3951,82632.0,25000,3.3053
C01381,0.3193,8928844.0,32,156053.0,Affluent,Field Agent,0.5271,48558.0,180000,0.2698
C01382,0.1605,73500951.0,120,3883798.0,Mass,Call Center,0.5198,1352122.0,25000,54.0849
C01383,0.3569,22294799.0,27,343869.0,Mass,Call Center,0.365,71746.0,25000,2.8699
C01384,0.1644,18042692.0,25,199803.0,Mass,WhatsApp,0.2612,34848.0,5000,6.9696
C01385,0.4208,39688102.0,72,1754131.0,Affluent,Field Agent,0.5754,544666.0,180000,3.0259
C01386,0.3358,23161961.0,141,1819748.0,Priority,WhatsApp,0.301,318872.0,5000,63.7745
C01387,0.3622,4762745.0,77,210808.0,Affluent,Field Agent,0.6084,72958.0,180000,0.4053
C01388,0.4794,8649019.0,49,276710.0,Mass,Call Center,0.3678,51941.0,25000,2.0776
C01389,0.3169,71994126.0,52,2038918.0,Mass,Field Agent,0.5714,689204.0,180000,3.8289
C01390,0.2178,27187578.0,148,1925498.0,Priority,Call Center,0.503,620883.0,25000,24.8353
C01391,0.101,4652050.0,78,145374.0,Mass,SMS,0.2456,24979.0,3000,8.3263
C01392,0.4206,35551697.0,67,1461813.0,Mass,WhatsApp,0.2632,207631.0,5000,41.5261
C01393,0.4801,14290815.0,140,1307320.0,Priority,SMS,0.2028,135182.0,3000,45.0606
C01394,0.5995,10426763.0,67,512063.0,Affluent,SMS,0.1718,39612.0,3000,13.2039
C01395,0.3902,7956611.0,65,306912.0,Mass,WhatsApp,0.2665,45394.0,5000,9.0787
C01396,0.1253,67952253.0,136,3852599.0,Mass,SMS,0.2525,668513.0,3000,222.8376
C01397,0.555,3502151.0,59,145322.0,Affluent,SMS,0.1724,11841.0,3000,3.9469
C01398,0.1956,10819432.0,92,461594.0,Mass,SMS,0.2426,73040.0,3000,24.3467
C01399,0.2005,28190995.0,120,1579784.0,Affluent,Field Agent,0.7016,720181.0,180000,4.001
C01400,0.3535,121175377.0,37,2551090.0,Mass,Call Center,0.3813,557566.0,25000,22.3026
C01401,0.1811,43498829.0,24,474029.0,Affluent,SMS,0.1908,59652.0,3000,19.8839
C01402,0.3694,10727936.0,154,957611.0,Affluent,SMS,0.2183,118157.0,3000,39.3856
C01403,0.2131,115379798.0,54,2962011.0,Mass,Call Center,0.4438,845885.0,25000,33.8354
C01404,0.4862,6447887.0,62,262831.0,Mass,WhatsApp,0.2472,32930.0,5000,6.5861
C01405,0.3929,32596730.0,107,2076308.0,Mass,Call Center,0.4515,518875.0,25000,20.755
C01406,0.1197,40717602.0,19,319593.0,Affluent,SMS,0.1933,42640.0,3000,14.2132
C01407,0.4201,10358011.0,9,100000.0,Mass,WhatsApp,0.2081,11238.0,5000,2.2477
C01408,0.2398,50222788.0,75,1857805.0,Mass,Field Agent,0.6513,762456.0,180000,4.2359
C01409,0.6356,14954103.0,175,1981137.0,Affluent,WhatsApp,0.2444,209262.0,5000,41.8523
C01410,0.2251,50099862.0,104,2518785.0,Affluent,WhatsApp,0.322,516915.0,5000,103.3831
C01411,0.3628,3972042.0,105,239889.0,Affluent,SMS,0.2192,29901.0,3000,9.9671
C01412,0.2653,34947674.0,110,1961358.0,Mass,WhatsApp,0.3144,380634.0,5000,76.1268
C01413,0.1582,16556341.0,155,1126027.0,Priority,SMS,0.2479,187245.0,3000,62.4151
C01414,0.2537,78931438.0,151,5988477.0,Affluent,SMS,0.2345,875059.0,3000,291.6863
C01415,0.398,23924310.0,5,100000.0,Mass,SMS,0.1536,8461.0,3000,2.8204
C01416,0.2325,87191370.0,98,4172580.0,Priority,Field Agent,0.6886,1820976.0,180000,10.1165
C01417,0.158,41533012.0,99,1803760.0,Mass,Field Agent,0.7188,870016.0,180000,4.8334
C01418,0.3828,22007149.0,41,531016.0,Affluent,Call Center,0.3802,112789.0,25000,4.5116
C01419,0.1814,54956674.0,176,4393849.0,Affluent,Field Agent,0.7094,2054891.0,180000,11.4161
C01420,0.3974,55308925.0,48,1588293.0,Mass,WhatsApp,0.2489,217923.0,5000,43.5847
C01421,0.3546,40076328.0,151,3447895.0,Mass,WhatsApp,0.2975,587377.0,5000,117.4755
C01422,0.3016,2525842.0,19,100000.0,Mass,WhatsApp,0.2347,14065.0,5000,2.8131
C01423,0.4267,9358784.0,109,630222.0,Mass,Call Center,0.4416,149336.0,25000,5.9734
C01424,0.5618,99781388.0,133,9394320.0,Affluent,SMS,0.1913,843200.0,3000,281.0666
C01425,0.3382,7120158.0,91,362072.0,Affluent,SMS,0.2226,46829.0,3000,15.6096
C01426,0.1957,60421015.0,20,560437.0,Mass,Call Center,0.3906,142763.0,25000,5.7105
C01427,0.4754,50669719.0,23,757858.0,Mass,SMS,0.158,61342.0,3000,20.4474
C01428,0.3992,12099008.0,110,797802.0,Mass,Field Agent,0.6209,272665.0,180000,1.5148
C01429,0.3553,3399554.0,156,302407.0,Mass,WhatsApp,0.2973,51463.0,5000,10.2926
C01430,0.0754,14153518.0,108,586389.0,Mass,Call Center,0.5448,227561.0,25000,9.1024
C01431,0.4042,199714904.0,19,2287402.0,Mass,WhatsApp,0.2199,275615.0,5000,55.1231
C01432,0.2524,10544438.0,142,751037.0,Mass,WhatsApp,0.3168,148421.0,5000,29.6842
C01433,0.0367,11297918.0,83,335534.0,Mass,SMS,0.2587,63503.0,3000,21.1676
C01434,0.0172,9219247.0,14,100000.0,Affluent,Call Center,0.4196,31110.0,25000,1.2444
C01435,0.1818,84239194.0,67,2565314.0,Mass,Call Center,0.4742,801764.0,25000,32.0706
C01436,0.0387,19608441.0,37,260538.0,Mass,WhatsApp,0.2941,55985.0,5000,11.1969
C01437,0.3014,13369414.0,178,1271488.0,Affluent,Call Center,0.4784,364512.0,25000,14.5805
C01438,0.0711,102755239.0,164,6415746.0,Priority,Call Center,0.5461,2503247.0,25000,100.1299
C01439,0.2279,44628377.0,20,433135.0,Mass,WhatsApp,0.2464,67889.0,5000,13.5779
C01440,0.2019,9970050.0,104,485174.0,Affluent,SMS,0.2417,76125.0,3000,25.3751
C01441,0.1494,7354350.0,2,100000.0,Affluent,SMS,0.176,11886.0,3000,3.9621
C01442,0.2034,79602523.0,83,3098123.0,Affluent,Call Center,0.4954,994986.0,25000,39.7995
C01443,0.2004,25423247.0,29,344252.0,Mass,SMS,0.1927,43118.0,3000,14.3725
C01444,0.452,5311168.0,135,455083.0,Mass,WhatsApp,0.2791,66543.0,5000,13.3087
C01445,0.6056,4202839.0,13,100000.0,Mass,Field Agent,0.3993,19963.0,180000,0.1109
C01446,0.4941,8189371.0,163,884657.0,Affluent,Call Center,0.4217,187647.0,25000,7.5059
C01447,0.1093,7238335.0,42,123486.0,Affluent,Call Center,0.4493,38579.0,25000,1.5432
C01448,0.4296,3231023.0,48,100000.0,Mass,SMS,0.1805,9658.0,3000,3.2195
C01449,0.4871,8325881.0,160,876674.0,Mass,Field Agent,0.5852,259822.0,180000,1.4435
C01450,0.0562,9972141.0,163,602749.0,Mass,WhatsApp,0.3539,153976.0,5000,30.7952
C01451,0.1863,15739831.0,18,129629.0,Mass,Field Agent,0.5376,45774.0,180000,0.2543
C01452,0.4054,135881865.0,20,1640360.0,Affluent,Call Center,0.3433,308226.0,25000,12.329
C01453,0.1661,19144827.0,154,1309262.0,Mass,WhatsApp,0.3331,290870.0,5000,58.1739
C01454,0.4775,21142833.0,176,2424910.0,Mass,WhatsApp,0.2743,340008.0,5000,68.0016
C01455,0.3524,41601291.0,88,2080356.0,Mass,SMS,0.2192,261655.0,3000,87.2185
C01456,0.3716,19718509.0,30,343739.0,Affluent,WhatsApp,0.2354,45655.0,5000,9.1309
C01457,0.529,37301323.0,28,716495.0,Affluent,Call Center,0.3264,113550.0,25000,4.542
C01458,0.4563,33098591.0,48,1012881.0,Mass,Field Agent,0.5141,271712.0,180000,1.5095
C01459,0.1058,28260481.0,124,1415275.0,Mass,Call Center,0.5359,528706.0,25000,21.1482
C01460,0.1723,397558427.0,18,3207559.0,Affluent,Field Agent,0.5419,1153851.0,180000,6.4103
C01461,0.3156,62178027.0,116,3921706.0,Priority,WhatsApp,0.3049,708009.0,5000,141.6018
C01462,0.1625,8475281.0,145,542745.0,Mass,WhatsApp,0.3338,121157.0,5000,24.2314
C01463,0.3505,36201408.0,26,533697.0,Mass,Call Center,0.365,111949.0,25000,4.478
C01464,0.3495,11326431.0,178,1141827.0,Mass,Field Agent,0.6411,421081.0,180000,2.3393
C01465,0.1086,39061081.0,178,2820939.0,Mass,WhatsApp,0.344,675073.0,5000,135.0146
C01466,0.3172,6319805.0,54,185917.0,Mass,SMS,0.1985,21829.0,3000,7.2762
C01467,0.1493,8257289.0,21,100000.0,Priority,Field Agent,0.5562,37565.0,180000,0.2087
C01468,0.197,35261206.0,59,966647.0,Mass,Field Agent,0.6304,397010.0,180000,2.2056
C01469,0.3158,67798830.0,47,1732959.0,Affluent,Field Agent,0.5609,575603.0,180000,3.1978
C01470,0.4414,41327171.0,51,1322805.0,Mass,Field Agent,0.5253,367784.0,180000,2.0432
C01471,0.1205,58732495.0,167,4057590.0,Mass,Field Agent,0.7341,2054393.0,180000,11.4133
C01472,0.4411,36331836.0,28,638253.0,Mass,SMS,0.1652,55827.0,3000,18.6091
C01473,0.3445,29706680.0,58,970043.0,Mass,Field Agent,0.5745,321992.0,180000,1.7888
C01474,0.3174,15107368.0,142,1169079.0,Affluent,SMS,0.2256,155917.0,3000,51.9723
C01475,0.2201,56366648.0,11,297644.0,Mass,Call Center,0.37,70484.0,25000,2.8193
C01476,0.3241,69668972.0,11,421054.0,Mass,Call Center,0.3475,86022.0,25000,3.4409
C01477,0.1343,23470871.0,55,545885.0,Affluent,Field Agent,0.6435,239862.0,180000,1.3326
C01478,0.2135,22241275.0,175,1851476.0,Mass,WhatsApp,0.3241,386033.0,5000,77.2067
C01479,0.4419,122766188.0,152,11717170.0,Mass,WhatsApp,0.281,1741872.0,5000,348.3745
C01480,0.3378,24494633.0,167,2284778.0,Affluent,Call Center,0.4677,620927.0,25000,24.8371
C01481,0.358,26965592.0,156,2406155.0,Mass,SMS,0.2199,302103.0,3000,100.7009
C01482,0.7704,40572956.0,22,755949.0,Mass,SMS,0.1254,34583.0,3000,11.5276
C01483,0.2022,22670614.0,73,774733.0,Mass,SMS,0.228,114620.0,3000,38.2067
C01484,0.3704,11007045.0,96,613173.0,Mass,SMS,0.2181,75545.0,3000,25.1815
C01485,0.1153,36482818.0,30,448967.0,Mass,WhatsApp,0.2742,85221.0,5000,17.0442
C01486,0.539,24049659.0,179,2981851.0,Affluent,Call Center,0.4085,585340.0,25000,23.4136
C01487,0.2545,157767997.0,109,8650119.0,Mass,SMS,0.2344,1262492.0,3000,420.8307
C01488,0.2914,54999515.0,154,4468677.0,Priority,SMS,0.2292,618956.0,3000,206.3187
C01489,0.0563,13782415.0,47,240234.0,Mass,SMS,0.2245,38940.0,3000,12.98
C01490,0.2543,51828285.0,129,3361938.0,Mass,Call Center,0.4922,1030783.0,25000,41.2313
C01491,0.1166,34012961.0,20,279646.0,Mass,SMS,0.1945,37618.0,3000,12.5393
C01492,0.6379,92601202.0,5,351226.0,Mass,Call Center,0.272,41174.0,25000,1.647
C01493,0.2436,14796958.0,116,850849.0,Mass,SMS,0.2359,126095.0,3000,42.0317
C01494,0.1495,30191245.0,13,169937.0,Affluent,SMS,0.1851,21246.0,3000,7.082
C01495,0.2527,22641447.0,50,568058.0,Affluent,Field Agent,0.5897,208913.0,180000,1.1606
C01496,0.171,26505579.0,143,1695549.0,Affluent,WhatsApp,0.3322,374261.0,5000,74.8523
C01497,0.0177,10315802.0,90,320400.0,Mass,WhatsApp,0.3612,85766.0,5000,17.1533
C01498,0.2683,44468785.0,68,1548910.0,Affluent,SMS,0.2154,205451.0,3000,68.4835
C01499,0.12,37971660.0,53,831832.0,Mass,WhatsApp,0.2997,171995.0,5000,34.3991
C01500,0.2732,90386909.0,121,5637233.0,Affluent,WhatsApp,0.3129,1081920.0,5000,216.3839
C01501,0.5198,24750606.0,172,2894250.0,Affluent,Call Center,0.4142,587506.0,25000,23.5002
C01502,0.4247,16560765.0,134,1368021.0,Mass,SMS,0.2105,154858.0,3000,51.6194
C01503,0.4853,55046055.0,65,2350308.0,Mass,SMS,0.1852,220855.0,3000,73.6182
C01504,0.3141,11298517.0,76,466055.0,Affluent,SMS,0.2155,59544.0,3000,19.8481
C01505,0.2619,73984851.0,19,714013.0,Mass,WhatsApp,0.2404,106281.0,5000,21.2562
C01506,0.0878,73826506.0,26,752247.0,Affluent,SMS,0.2027,107676.0,3000,35.892
C01507,0.3572,87896038.0,49,2461118.0,Priority,Call Center,0.3989,560929.0,25000,22.4372
C01508,0.5154,36433869.0,70,1726482.0,Mass,Field Agent,0.5355,455121.0,180000,2.5285
C01509,0.2942,15369414.0,179,1456709.0,Mass,WhatsApp,0.3089,271271.0,5000,54.2542
C01510,0.7279,27884293.0,157,3583775.0,Mass,Field Agent,0.4875,674387.0,180000,3.7466
C01511,0.2969,36559633.0,21,407885.0,Affluent,Call Center,0.3694,90631.0,25000,3.6252
C01512,0.4783,14278204.0,60,558731.0,Mass,Field Agent,0.5299,151258.0,180000,0.8403
C01513,0.201,94821115.0,11,487472.0,Mass,SMS,0.1782,56408.0,3000,18.8026
C01514,0.2031,44654719.0,12,251175.0,Mass,Call Center,0.3754,61142.0,25000,2.4457
C01515,0.1774,10243597.0,68,314579.0,Priority,Field Agent,0.6588,137055.0,180000,0.7614
C01516,0.1627,164309115.0,173,12557857.0,Affluent,Call Center,0.5192,4359497.0,25000,174.3799
C01517,0.5049,27557235.0,34,627686.0,Mass,Field Agent,0.4701,146822.0,180000,0.8157
C01518,0.0861,8370995.0,123,402330.0,Priority,Call Center,0.5417,154065.0,25000,6.1626
C01519,0.1424,10898462.0,71,331413.0,Affluent,Call Center,0.4919,110647.0,25000,4.4259
C01520,0.6565,110681800.0,98,8362609.0,Priority,SMS,0.1781,628160.0,3000,209.3867
C01521,0.4456,155067536.0,157,15347497.0,Mass,Call Center,0.436,3527701.0,25000,141.1081
C01522,0.2278,68604689.0,150,4993353.0,Mass,Call Center,0.5,1588124.0,25000,63.525
C01523,0.3306,93520856.0,150,7767802.0,Affluent,SMS,0.2237,1016087.0,3000,338.6958
C01524,0.2466,84393576.0,75,3150472.0,Mass,Call Center,0.4698,927505.0,25000,37.1002
C01525,0.4533,43632050.0,9,249565.0,Mass,Call Center,0.3166,41354.0,25000,1.6542
C01526,0.1629,34740898.0,178,2732686.0,Affluent,Field Agent,0.7169,1309737.0,180000,7.2763
C01527,0.143,42894303.0,179,3291495.0,Mass,Field Agent,0.7249,1618933.0,180000,8.9941
C01528,0.2115,52190019.0,155,3836837.0,Mass,SMS,0.2404,594255.0,3000,198.0849
C01529,0.493,11908802.0,86,677981.0,Mass,WhatsApp,0.2677,91387.0,5000,18.2775
C01530,0.0966,51978728.0,51,1054339.0,Mass,Field Agent,0.6471,478742.0,180000,2.6597
C01531,0.4404,107500196.0,32,2156679.0,Mass,SMS,0.1681,192028.0,3000,64.0094
C01532,0.2648,20338251.0,67,694789.0,Mass,WhatsApp,0.2903,124585.0,5000,24.917
C01533,0.1782,18276719.0,61,504103.0,Mass,SMS,0.2214,73746.0,3000,24.582
C01534,0.5069,40262565.0,50,1351284.0,Affluent,WhatsApp,0.2329,156263.0,5000,31.2527
C01535,0.1386,13055615.0,172,956045.0,Mass,SMS,0.2506,163078.0,3000,54.3594
C01536,0.4473,6699663.0,119,503470.0,Mass,SMS,0.2074,54960.0,3000,18.32
C01537,0.4233,78774935.0,41,1987963.0,Mass,WhatsApp,0.238,254756.0,5000,50.9512
C01538,0.2749,15925547.0,116,954313.0,Mass,Call Center,0.4862,284215.0,25000,11.3686
C01539,0.728,25465495.0,127,2647598.0,Mass,WhatsApp,0.2269,231909.0,5000,46.3818
C01540,0.1099,13582073.0,95,524652.0,Mass,SMS,0.2546,92845.0,3000,30.9483
C01541,0.1623,89624672.0,171,6766941.0,Mass,SMS,0.2473,1119185.0,3000,373.0618
C01542,0.3729,58677244.0,174,5941150.0,Mass,Field Agent,0.6316,2114832.0,180000,11.7491
C01543,0.5006,19651158.0,78,1022495.0,Mass,Call Center,0.403,205917.0,25000,8.2367
C01544,0.6098,7682757.0,86,488832.0,Mass,Call Center,0.3826,83239.0,25000,3.3295
C01545,0.5166,17671374.0,40,479077.0,Affluent,WhatsApp,0.2224,52382.0,5000,10.4764
C01546,0.392,44213427.0,142,3733536.0,Affluent,SMS,0.2151,444944.0,3000,148.3146
C01547,0.5375,30190024.0,168,3508124.0,Priority,WhatsApp,0.2629,443861.0,5000,88.7722
C01548,0.0742,27881792.0,119,1270058.0,Mass,Field Agent,0.7529,681689.0,180000,3.7872
C01549,0.145,30894389.0,37,491541.0,Mass,Call Center,0.4317,143772.0,25000,5.7509
C01550,0.0915,53392594.0,94,1979232.0,Mass,Field Agent,0.7458,1039579.0,180000,5.7754
C01551,0.2911,23975120.0,144,1820865.0,Mass,Call Center,0.4814,529838.0,25000,21.1935
C01552,0.3685,39208332.0,8,181610.0,Mass,SMS,0.1587,16307.0,3000,5.4358
C01553,0.1207,9318080.0,107,412553.0,Mass,WhatsApp,0.3417,97220.0,5000,19.444
C01554,0.3805,321412904.0,119,22451389.0,Mass,WhatsApp,0.2926,3677029.0,5000,735.4059
C01555,0.2652,18821814.0,97,931331.0,Affluent,SMS,0.2329,133907.0,3000,44.6355
C01556,0.2641,30644979.0,116,1810808.0,Affluent,Field Agent,0.6758,756192.0,180000,4.2011
C01557,0.3254,44050705.0,162,3926602.0,Mass,SMS,0.2245,517624.0,3000,172.5413
C01558,0.2739,16578146.0,23,196716.0,Mass,SMS,0.1799,21698.0,3000,7.2328
C01559,0.2548,25196387.0,103,1305924.0,Mass,SMS,0.2343,190524.0,3000,63.5079
C01560,0.0795,24892115.0,144,1384876.0,Mass,SMS,0.2589,254616.0,3000,84.8721
C01561,0.1116,10022552.0,148,604812.0,Mass,Call Center,0.5342,224283.0,25000,8.9713
C01562,0.0747,38762964.0,85,1262420.0,Mass,Call Center,0.5359,482164.0,25000,19.2866
C01563,0.1574,4804985.0,180,379044.0,Mass,WhatsApp,0.3348,85181.0,5000,17.0361
