Loan_ID,Age,Gender,Married,Dependents,Education,Self_Employed,Annual_Income,Coapplicant_Income,Credit_History,Loan_Amount,Loan_Term_Months,Property_Area,Existing_Loans,Monthly_Debt_Payment,Employment_Years,Loan_Status
LN03028,54,Male,No,2,Graduate,No,99000000.0,31100000.0,1.0,165000000.0,84.0,Semiurban,0,6890000.0,12.8,0
LN03029,31,Female,Yes,1,Graduate,No,185300000.0,20600000.0,1.0,129000000.0,60.0,Semiurban,0,4160000.0,3.5,1
LN03030,61,Female,Yes,0,Not Graduate,No,107700000.0,18500000.0,0.0,129000000.0,36.0,Semiurban,0,2440000.0,7.2,0
LN03031,53,Male,No,3+,Graduate,No,101100000.0,11400000.0,1.0,393000000.0,60.0,Urban,4,3120000.0,24.8,1
LN03032,33,Female,Yes,3+,Graduate,Yes,84600000.0,59900000.0,1.0,1070000000.0,72.0,Urban,2,990000.0,11.4,0
LN03033,46,,Yes,0,Graduate,Yes,251500000.0,20400000.0,1.0,161000000.0,,Urban,1,760000.0,18.5,1
LN03034,25,Male,No,3+,Graduate,No,147300000.0,18500000.0,0.0,281000000.0,36.0,Semiurban,2,7000000.0,11.0,0
LN03035,25,Female,Yes,2,Graduate,,77700000.0,16200000.0,1.0,297000000.0,60.0,Rural,2,1760000.0,0.0,0
LN03036,64,Female,Yes,0,Graduate,No,96600000.0,44700000.0,0.0,187000000.0,60.0,Semiurban,1,8190000.0,16.4,0
LN03037,57,Male,No,1,Graduate,No,216900000.0,35600000.0,1.0,542000000.0,60.0,Semiurban,1,2420000.0,10.5,1
LN03038,27,Female,No,0,Graduate,No,25200000.0,35700000.0,1.0,837000000.0,36.0,Urban,0,3300000.0,6.5,1
LN03039,33,Male,Yes,1,Graduate,No,142300000.0,19000000.0,1.0,180000000.0,60.0,Semiurban,0,5370000.0,4.9,1
LN03040,29,Male,No,3+,Graduate,No,161300000.0,49600000.0,1.0,649000000.0,60.0,Urban,0,5820000.0,12.2,0
LN03041,38,Female,No,0,Graduate,No,79500000.0,20600000.0,1.0,185000000.0,36.0,Semiurban,2,2090000.0,22.4,1
LN03042,34,Female,Yes,1,Graduate,No,130600000.0,37000000.0,1.0,147000000.0,48.0,Rural,0,3150000.0,8.5,1
LN03043,35,Female,Yes,0,Not Graduate,No,158200000.0,31300000.0,1.0,232000000.0,60.0,Urban,1,2960000.0,14.1,0
LN03044,44,Female,No,1,Not Graduate,No,61000000.0,9100000.0,1.0,403000000.0,60.0,Semiurban,2,3910000.0,1.3,0
LN03045,29,Female,Yes,2,Graduate,Yes,190700000.0,177400000.0,1.0,236000000.0,84.0,Urban,0,3430000.0,18.1,1
LN03046,60,Male,No,0,Graduate,No,141300000.0,55400000.0,0.0,375000000.0,84.0,Rural,0,1800000.0,19.6,0
LN03047,53,Female,Yes,1,Graduate,No,110300000.0,40400000.0,1.0,283000000.0,60.0,Urban,1,3330000.0,9.4,1
LN03048,55,Female,Yes,0,Graduate,No,127100000.0,45900000.0,1.0,526000000.0,60.0,Rural,3,1080000.0,11.0,0
LN03049,28,Female,Yes,2,Graduate,Yes,177100000.0,180800000.0,1.0,335000000.0,24.0,Semiurban,2,3010000.0,1.7,0
LN03050,52,Male,Yes,2,Not Graduate,No,429000000.0,86900000.0,1.0,580000000.0,60.0,Rural,1,3260000.0,23.0,0
LN03051,58,Male,No,2,Graduate,Yes,167800000.0,46300000.0,1.0,156000000.0,60.0,Semiurban,3,1510000.0,13.8,1
LN03052,28,Male,Yes,0,Graduate,No,187400000.0,19900000.0,1.0,224000000.0,,Semiurban,0,2460000.0,3.5,1
LN03053,54,Male,No,1,Graduate,No,133500000.0,22500000.0,1.0,250000000.0,84.0,Semiurban,1,2090000.0,18.6,1
LN03054,37,Male,Yes,1,Graduate,,341500000.0,8300000.0,1.0,156000000.0,36.0,Semiurban,1,2120000.0,19.5,1
LN03055,56,Female,No,2,Graduate,No,53600000.0,26100000.0,1.0,144000000.0,,Urban,0,5100000.0,5.0,1
LN03056,42,Female,No,1,Graduate,No,46200000.0,59400000.0,1.0,308000000.0,60.0,Rural,1,4150000.0,11.3,1
LN03057,57,Male,Yes,2,Graduate,No,130500000.0,58100000.0,1.0,,60.0,Semiurban,0,5880000.0,11.1,0
LN03058,27,Male,Yes,0,Not Graduate,No,172500000.0,57300000.0,1.0,266000000.0,36.0,Semiurban,0,12850000.0,9.3,1
LN03059,38,Female,No,0,Graduate,No,29100000.0,23200000.0,0.0,448000000.0,60.0,Urban,0,6470000.0,21.6,0
LN03060,33,Male,No,3+,Graduate,Yes,119800000.0,54400000.0,1.0,136000000.0,24.0,Semiurban,1,1020000.0,17.7,1
LN03061,32,Female,Yes,0,Not Graduate,No,108700000.0,67700000.0,0.0,202000000.0,60.0,Urban,0,1900000.0,22.1,0
LN03062,34,Male,Yes,3+,Not Graduate,No,180700000.0,5900000.0,1.0,131000000.0,84.0,Urban,0,7680000.0,13.2,1
LN03063,38,Male,No,1,Graduate,No,151900000.0,44700000.0,1.0,270000000.0,60.0,Semiurban,0,2280000.0,20.2,0
LN03064,26,Male,Yes,3+,Not Graduate,No,44400000.0,185000000.0,1.0,327000000.0,24.0,Urban,0,2170000.0,5.9,0
LN03065,52,Female,No,1,Not Graduate,No,66300000.0,27700000.0,0.0,523000000.0,72.0,Semiurban,0,3790000.0,7.0,0
LN03066,45,Male,Yes,2,Graduate,No,77000000.0,4700000.0,0.0,131000000.0,36.0,Urban,0,2460000.0,12.3,0
LN03067,58,Female,Yes,2,Graduate,Yes,180200000.0,18300000.0,1.0,307000000.0,36.0,Urban,2,9930000.0,12.3,0
LN03068,52,Male,No,1,Graduate,No,147500000.0,8200000.0,1.0,551000000.0,84.0,Semiurban,0,2680000.0,1.1,0
LN03069,27,Male,Yes,0,Graduate,No,85300000.0,21100000.0,1.0,144000000.0,60.0,Semiurban,3,16230000.0,14.6,0
LN03070,24,Female,No,0,Not Graduate,No,129900000.0,13100000.0,1.0,127000000.0,48.0,Semiurban,1,2030000.0,0.4,1
LN03071,40,Male,Yes,0,Graduate,No,67100000.0,73700000.0,1.0,111000000.0,60.0,Rural,0,1890000.0,4.8,0
LN03072,42,Male,Yes,3+,Graduate,No,370500000.0,65200000.0,0.0,352000000.0,60.0,Urban,1,1670000.0,7.9,0
LN03073,31,Male,Yes,0,Graduate,No,164600000.0,46100000.0,1.0,168000000.0,72.0,Semiurban,3,1730000.0,20.9,1
LN03074,56,Female,Yes,2,Not Graduate,No,184900000.0,93300000.0,1.0,325000000.0,60.0,Rural,0,4980000.0,4.9,1
LN03075,47,Male,No,1,Graduate,No,255900000.0,22300000.0,1.0,,60.0,Urban,2,1170000.0,9.8,1
LN03076,54,Male,No,0,Graduate,No,209900000.0,37100000.0,1.0,673000000.0,36.0,Semiurban,0,1490000.0,16.2,0
LN03077,25,Female,No,3+,Graduate,No,122100000.0,202500000.0,1.0,386000000.0,36.0,Urban,0,4320000.0,3.7,1
LN03078,57,Female,Yes,0,Graduate,No,108400000.0,55900000.0,1.0,161000000.0,12.0,Urban,1,660000.0,1.8,1
LN03079,30,Female,Yes,1,Graduate,No,243700000.0,55800000.0,1.0,212000000.0,60.0,Urban,1,1070000.0,0.2,1
LN03080,41,Female,Yes,0,Graduate,,121800000.0,18900000.0,1.0,386000000.0,60.0,Semiurban,0,2890000.0,24.1,1
LN03081,40,Female,No,0,Graduate,No,79500000.0,25100000.0,1.0,139000000.0,48.0,Urban,1,3990000.0,1.0,0
LN03082,57,Male,Yes,0,Graduate,No,353900000.0,15700000.0,1.0,479000000.0,36.0,Urban,0,2370000.0,16.3,1
LN03083,33,Male,Yes,2,Graduate,No,71700000.0,134300000.0,1.0,218000000.0,60.0,Urban,0,4070000.0,0.1,1
LN03084,31,Female,Yes,0,Graduate,Yes,46200000.0,10100000.0,1.0,390000000.0,24.0,Semiurban,1,1640000.0,20.7,0
LN03085,36,Female,Yes,2,Graduate,No,207200000.0,72700000.0,1.0,224000000.0,72.0,Urban,2,8660000.0,16.7,0
LN03086,37,Female,No,1,Graduate,,80300000.0,55700000.0,1.0,187000000.0,72.0,Semiurban,0,5680000.0,24.5,1
LN03087,29,Female,Yes,0,Graduate,Yes,152400000.0,9700000.0,1.0,171000000.0,60.0,Urban,0,1700000.0,23.4,1
LN03088,28,Male,No,0,Graduate,No,326000000.0,87300000.0,1.0,648000000.0,72.0,Urban,2,2630000.0,24.1,1
LN03089,31,Male,Yes,0,Graduate,No,56300000.0,28500000.0,0.0,213000000.0,60.0,Rural,1,760000.0,1.9,0
LN03090,42,Female,Yes,2,Graduate,No,117300000.0,12200000.0,1.0,1361000000.0,60.0,Semiurban,0,5750000.0,14.6,0
LN03091,36,Male,Yes,1,Graduate,No,271300000.0,46800000.0,1.0,272000000.0,60.0,Semiurban,0,1230000.0,18.7,1
LN03092,38,Female,No,0,Graduate,No,174600000.0,18100000.0,1.0,157000000.0,24.0,Rural,1,2060000.0,3.1,1
LN03093,53,Female,Yes,1,Graduate,No,108700000.0,29700000.0,1.0,,36.0,Rural,2,2440000.0,5.2,0
LN03094,31,Male,Yes,1,Not Graduate,No,446600000.0,23400000.0,1.0,492000000.0,60.0,Rural,1,1140000.0,10.2,1
LN03095,61,,No,1,Graduate,No,113900000.0,17300000.0,1.0,225000000.0,36.0,Urban,3,1670000.0,21.2,1
LN03096,54,Female,Yes,0,Graduate,Yes,149300000.0,13500000.0,1.0,393000000.0,60.0,Urban,1,3890000.0,20.4,0
LN03097,28,Female,Yes,0,Not Graduate,No,297300000.0,66200000.0,1.0,897000000.0,36.0,Rural,4,2120000.0,20.4,0
LN03098,35,Male,Yes,0,Graduate,No,205800000.0,45400000.0,,361000000.0,60.0,Semiurban,1,5520000.0,6.9,1
LN03099,29,Female,Yes,2,Not Graduate,,248300000.0,43100000.0,1.0,301000000.0,60.0,Semiurban,0,5040000.0,19.1,1
LN03100,33,Male,No,1,Graduate,No,73200000.0,26200000.0,0.0,491000000.0,36.0,Semiurban,0,1660000.0,2.4,0
LN03101,37,Female,No,0,Graduate,No,235800000.0,36500000.0,1.0,389000000.0,36.0,Semiurban,0,2180000.0,23.7,1
LN03102,26,Male,No,0,Not Graduate,Yes,131700000.0,19400000.0,1.0,125000000.0,60.0,Semiurban,1,2180000.0,12.4,1
LN03103,21,Female,No,2,Graduate,No,79600000.0,19200000.0,1.0,520000000.0,24.0,Urban,1,2260000.0,17.9,0
LN03104,40,Female,No,0,Not Graduate,No,135600000.0,137500000.0,1.0,244000000.0,,Urban,1,8420000.0,24.3,0
LN03105,52,Female,Yes,1,Graduate,No,133200000.0,71000000.0,0.0,584000000.0,12.0,Urban,2,3430000.0,10.4,0
LN03106,34,Female,Yes,0,Graduate,No,335300000.0,22300000.0,,330000000.0,60.0,Rural,0,940000.0,7.6,1
LN03107,59,Male,Yes,0,Graduate,No,148000000.0,10600000.0,1.0,481000000.0,72.0,Semiurban,2,1900000.0,7.9,1
LN03108,37,Female,No,1,Graduate,No,78100000.0,9000000.0,1.0,221000000.0,72.0,Rural,0,2170000.0,2.3,0
LN03109,61,Male,No,0,Graduate,No,68800000.0,21100000.0,0.0,109000000.0,60.0,Semiurban,3,4040000.0,16.9,0
LN03110,31,Female,No,1,Not Graduate,No,116900000.0,38100000.0,1.0,341000000.0,60.0,Rural,3,10590000.0,24.9,0
LN03111,45,Male,Yes,0,Graduate,No,57200000.0,38500000.0,1.0,,84.0,Rural,0,5210000.0,21.8,0
LN03112,55,Female,Yes,0,Not Graduate,No,81000000.0,39400000.0,0.0,184000000.0,60.0,Urban,0,2790000.0,24.2,0
LN03113,23,Male,No,1,Graduate,No,104900000.0,45700000.0,0.0,224000000.0,72.0,Semiurban,0,1650000.0,5.3,0
LN03114,62,Female,Yes,0,Graduate,No,95200000.0,15300000.0,1.0,74000000.0,60.0,Semiurban,1,8110000.0,1.7,1
LN03115,37,Female,Yes,1,Graduate,No,179000000.0,116900000.0,1.0,230000000.0,36.0,Urban,2,2440000.0,6.9,1
LN03116,43,Male,Yes,2,Graduate,No,80000000.0,29900000.0,0.0,126000000.0,60.0,Urban,1,1110000.0,15.2,0
LN03117,49,Male,Yes,3+,Graduate,No,30800000.0,44300000.0,1.0,332000000.0,84.0,Semiurban,0,3850000.0,18.3,1
LN03118,49,Female,No,0,Not Graduate,No,47500000.0,20700000.0,1.0,301000000.0,36.0,Rural,0,1260000.0,19.6,0
LN03119,22,Female,No,0,Not Graduate,No,118800000.0,44900000.0,1.0,252000000.0,24.0,Urban,0,4760000.0,1.2,1
LN03120,60,Male,No,0,Graduate,No,86900000.0,184400000.0,1.0,517000000.0,36.0,Semiurban,2,2280000.0,15.2,1
LN03121,49,Male,Yes,3+,Graduate,Yes,60800000.0,15900000.0,1.0,285000000.0,12.0,Rural,0,2420000.0,6.6,0
LN03122,65,Male,Yes,0,Graduate,No,352400000.0,14300000.0,1.0,278000000.0,36.0,Urban,1,440000.0,6.6,1
LN03123,42,Female,No,0,Graduate,No,189300000.0,17500000.0,1.0,298000000.0,60.0,Rural,1,,19.6,1
LN03124,48,Female,Yes,2,Graduate,No,116200000.0,26800000.0,0.0,181000000.0,60.0,Urban,1,1310000.0,22.4,0
LN03125,40,Male,Yes,0,Graduate,No,136400000.0,23100000.0,1.0,431000000.0,36.0,Urban,1,1810000.0,14.9,0
LN03126,61,Female,No,1,Graduate,Yes,103700000.0,15200000.0,0.0,151000000.0,72.0,Urban,2,3430000.0,0.5,0
LN03127,58,Female,Yes,0,Graduate,No,60200000.0,33600000.0,1.0,315000000.0,84.0,Urban,4,2710000.0,8.2,0
LN03128,61,Female,Yes,1,Not Graduate,No,211500000.0,122000000.0,1.0,489000000.0,60.0,Urban,0,14970000.0,23.5,0
LN03129,43,Male,No,2,Not Graduate,Yes,191700000.0,31000000.0,1.0,142000000.0,84.0,Semiurban,0,900000.0,15.5,1
LN03130,56,Male,Yes,0,Not Graduate,No,40400000.0,32400000.0,1.0,119000000.0,60.0,Urban,0,2290000.0,20.9,0
LN03131,37,Male,Yes,1,Graduate,No,135900000.0,46000000.0,1.0,141000000.0,24.0,Rural,0,5200000.0,11.9,1
LN03132,41,Male,Yes,1,Graduate,No,144400000.0,58800000.0,0.0,679000000.0,36.0,Urban,1,2200000.0,11.2,0
LN03133,55,Male,No,0,Graduate,No,100500000.0,105000000.0,1.0,179000000.0,60.0,Semiurban,1,2990000.0,13.8,1
LN03134,24,Male,No,3+,Not Graduate,No,380300000.0,42400000.0,1.0,129000000.0,72.0,Semiurban,0,18320000.0,21.1,1
LN03135,52,Male,No,2,Graduate,No,358300000.0,34900000.0,0.0,306000000.0,24.0,Urban,0,3140000.0,23.7,0
LN03136,21,Female,Yes,3+,Graduate,No,97500000.0,15800000.0,1.0,56000000.0,60.0,Semiurban,2,8000000.0,13.4,1
LN03137,47,Male,No,2,Graduate,No,106200000.0,63300000.0,1.0,148000000.0,72.0,Urban,4,4730000.0,23.9,1
LN03138,42,Female,No,0,Graduate,No,99500000.0,17800000.0,,544000000.0,84.0,Rural,0,5030000.0,19.6,1
LN03139,42,Male,Yes,0,Graduate,Yes,85700000.0,17400000.0,1.0,148000000.0,72.0,Semiurban,0,2610000.0,19.4,1
LN03140,43,Female,Yes,0,Graduate,No,72300000.0,40800000.0,1.0,217000000.0,24.0,Urban,0,960000.0,23.6,1
LN03141,43,Male,No,0,Not Graduate,No,158600000.0,120100000.0,1.0,294000000.0,24.0,Semiurban,0,6420000.0,3.5,0
LN03142,39,Female,No,0,Not Graduate,No,352900000.0,62600000.0,1.0,294000000.0,36.0,Urban,0,4430000.0,1.2,1
LN03143,41,Female,No,0,Graduate,Yes,281500000.0,34000000.0,1.0,187000000.0,48.0,Rural,0,4360000.0,3.0,0
LN03144,46,Male,No,0,Graduate,No,185200000.0,16000000.0,1.0,338000000.0,72.0,Semiurban,1,2700000.0,14.2,1
LN03145,55,Female,No,2,Not Graduate,No,31900000.0,118300000.0,,554000000.0,60.0,Semiurban,1,1910000.0,21.5,0
LN03146,45,Male,Yes,0,Graduate,No,43000000.0,33500000.0,0.0,139000000.0,84.0,Urban,1,7570000.0,1.3,0
LN03147,49,Female,Yes,1,Not Graduate,No,215500000.0,27700000.0,1.0,192000000.0,60.0,Semiurban,1,3770000.0,12.7,1
LN03148,58,Male,No,2,Not Graduate,,292400000.0,54600000.0,1.0,236000000.0,60.0,Rural,3,830000.0,15.7,0
LN03149,65,Male,Yes,1,Graduate,No,162700000.0,24500000.0,1.0,367000000.0,48.0,Semiurban,1,2890000.0,15.2,1
LN03150,25,Male,Yes,0,Graduate,No,101400000.0,19200000.0,1.0,255000000.0,60.0,Semiurban,1,2430000.0,7.3,0
LN03151,53,Female,No,1,Graduate,No,252500000.0,20700000.0,1.0,233000000.0,60.0,Urban,2,,6.0,1
LN03152,31,Male,Yes,2,Graduate,No,181600000.0,20600000.0,1.0,,60.0,Rural,0,1780000.0,0.6,1
LN03153,29,Female,No,2,Not Graduate,No,224300000.0,14200000.0,1.0,134000000.0,60.0,Semiurban,2,18470000.0,4.0,1
LN03154,56,Male,Yes,0,Graduate,No,43200000.0,13000000.0,1.0,278000000.0,72.0,Semiurban,3,570000.0,0.3,0
LN03155,24,Male,Yes,0,Graduate,No,144900000.0,76200000.0,,188000000.0,12.0,Urban,1,1340000.0,12.2,0
LN03156,59,Male,Yes,1,Graduate,No,318500000.0,59800000.0,1.0,207000000.0,36.0,Urban,0,550000.0,16.6,1
LN03157,55,Female,No,0,Not Graduate,Yes,160400000.0,18100000.0,,242000000.0,60.0,Urban,0,990000.0,15.3,0
LN03158,65,Female,No,2,Graduate,No,202200000.0,71200000.0,1.0,906000000.0,60.0,Rural,0,830000.0,18.0,0
LN03159,51,Male,Yes,1,Graduate,No,122400000.0,44800000.0,1.0,190000000.0,36.0,Semiurban,0,1310000.0,2.1,0
LN03160,60,Female,Yes,2,Graduate,No,127200000.0,27000000.0,1.0,536000000.0,24.0,Urban,1,9970000.0,14.2,0
LN03161,26,Male,Yes,3+,Graduate,No,259500000.0,13100000.0,1.0,515000000.0,84.0,Semiurban,2,5660000.0,5.1,1
LN03162,61,Male,No,1,Graduate,No,83000000.0,46000000.0,1.0,389000000.0,72.0,Urban,1,2500000.0,16.1,1
LN03163,28,,No,3+,Graduate,No,78700000.0,155700000.0,1.0,157000000.0,48.0,Urban,1,9680000.0,20.2,1
LN03164,35,Male,No,1,Graduate,No,92200000.0,35400000.0,1.0,270000000.0,60.0,Semiurban,1,2150000.0,15.9,1
LN03165,26,Male,Yes,0,Not Graduate,No,121600000.0,77800000.0,1.0,202000000.0,36.0,Urban,1,1540000.0,9.9,1
LN03166,39,Female,No,2,Not Graduate,No,49500000.0,29500000.0,1.0,757000000.0,36.0,Semiurban,2,,9.7,0
LN03167,54,Male,Yes,2,Not Graduate,No,179400000.0,73200000.0,1.0,313000000.0,60.0,Semiurban,3,990000.0,14.0,1
LN03168,33,Female,Yes,3+,Not Graduate,No,109600000.0,31000000.0,1.0,222000000.0,48.0,Urban,2,800000.0,22.3,1
LN03169,57,Female,Yes,0,Graduate,No,191900000.0,5100000.0,0.0,667000000.0,84.0,Semiurban,1,4760000.0,16.4,0
LN03170,48,Female,Yes,0,Graduate,No,37400000.0,19600000.0,1.0,206000000.0,12.0,Urban,1,3780000.0,2.5,0
LN03171,49,Female,Yes,2,Graduate,Yes,192300000.0,38900000.0,1.0,339000000.0,60.0,Rural,0,1220000.0,19.6,0
LN03172,63,Female,No,0,Graduate,No,250300000.0,83200000.0,0.0,368000000.0,72.0,Urban,1,4160000.0,1.3,0
LN03173,40,Male,Yes,1,Not Graduate,Yes,152700000.0,31000000.0,1.0,303000000.0,12.0,Urban,1,4280000.0,9.3,0
LN03174,36,Female,No,1,Graduate,No,122000000.0,35800000.0,1.0,236000000.0,60.0,Urban,1,,9.4,1
LN03175,65,Male,No,0,Graduate,No,193100000.0,21900000.0,1.0,396000000.0,60.0,Semiurban,1,1540000.0,15.6,1
LN03176,46,Female,Yes,0,Graduate,No,241500000.0,122000000.0,1.0,177000000.0,36.0,Urban,0,5220000.0,20.9,1
LN03177,48,Male,Yes,2,Not Graduate,No,160000000.0,116300000.0,1.0,461000000.0,36.0,Semiurban,1,4100000.0,6.9,0
LN03178,34,Female,No,0,Graduate,No,166700000.0,20400000.0,1.0,214000000.0,72.0,Rural,0,10140000.0,15.9,0
LN03179,30,Female,Yes,2,Graduate,No,298500000.0,10400000.0,1.0,522000000.0,60.0,Urban,0,4070000.0,14.5,1
LN03180,28,Male,Yes,2,Graduate,No,182400000.0,8200000.0,1.0,444000000.0,24.0,Urban,0,870000.0,15.2,1
LN03181,31,Female,Yes,1,Graduate,No,77300000.0,56700000.0,1.0,338000000.0,60.0,Urban,0,1030000.0,0.5,0
LN03182,29,Male,No,0,Not Graduate,Yes,240800000.0,39000000.0,1.0,238000000.0,72.0,Semiurban,0,2580000.0,12.8,1
LN03183,54,Male,No,0,Graduate,No,112100000.0,18700000.0,1.0,458000000.0,60.0,Semiurban,0,,23.4,0
LN03184,23,Female,No,2,Not Graduate,No,122200000.0,43500000.0,1.0,342000000.0,84.0,Rural,2,3760000.0,6.2,1
LN03185,49,Male,No,0,Graduate,No,127300000.0,13100000.0,0.0,43000000.0,60.0,Semiurban,2,1950000.0,19.6,0
LN03186,63,Male,Yes,0,Graduate,No,204500000.0,66100000.0,1.0,159000000.0,36.0,Semiurban,0,920000.0,18.0,1
LN03187,55,Male,No,3+,Not Graduate,No,314000000.0,25800000.0,0.0,274000000.0,24.0,Urban,0,8390000.0,24.6,0
LN03188,39,Male,No,0,Graduate,No,121600000.0,14700000.0,0.0,292000000.0,60.0,Rural,2,8110000.0,7.9,0
LN03189,23,Female,Yes,0,Graduate,No,311000000.0,26100000.0,0.0,369000000.0,60.0,Urban,1,1120000.0,21.3,0
LN03190,58,Female,No,3+,Graduate,No,131400000.0,25400000.0,1.0,586000000.0,60.0,Semiurban,0,4780000.0,6.9,1
LN03191,21,Female,No,0,Not Graduate,No,259500000.0,46900000.0,0.0,345000000.0,60.0,Rural,1,3590000.0,11.5,0
LN03192,51,Male,Yes,0,Graduate,No,133800000.0,89000000.0,1.0,79000000.0,36.0,Urban,1,4840000.0,12.1,0
LN03193,51,Female,Yes,0,Graduate,No,91500000.0,85300000.0,,279000000.0,84.0,Urban,2,8680000.0,17.6,0
LN03194,29,Female,Yes,2,Not Graduate,No,345400000.0,39800000.0,1.0,488000000.0,60.0,Urban,1,8140000.0,6.2,1
LN03195,54,Female,No,3+,Graduate,No,86800000.0,30100000.0,1.0,266000000.0,60.0,Rural,1,4280000.0,8.4,0
LN03196,28,Male,Yes,2,Graduate,No,83700000.0,22200000.0,1.0,280000000.0,60.0,Semiurban,2,2530000.0,24.4,0
LN03197,31,Male,Yes,3+,Graduate,No,60100000.0,8500000.0,1.0,190000000.0,60.0,Urban,1,2430000.0,16.3,0
LN03198,57,Female,Yes,0,Graduate,No,240900000.0,34500000.0,1.0,421000000.0,84.0,Semiurban,2,2570000.0,13.8,1
LN03199,65,Female,No,1,Not Graduate,No,274300000.0,17700000.0,1.0,206000000.0,36.0,Semiurban,0,20280000.0,1.4,0
LN03200,32,Male,No,0,Graduate,No,147300000.0,92800000.0,0.0,346000000.0,60.0,Semiurban,2,3100000.0,24.9,0
LN03201,62,Female,No,3+,Not Graduate,,69900000.0,29800000.0,0.0,316000000.0,60.0,Semiurban,0,5180000.0,19.1,0
LN03202,62,Male,Yes,3+,Not Graduate,Yes,119600000.0,63600000.0,1.0,258000000.0,72.0,Rural,0,4010000.0,24.4,0
LN03203,55,Male,Yes,0,Graduate,No,101600000.0,23800000.0,0.0,326000000.0,60.0,Urban,0,1500000.0,8.4,0
LN03204,27,Female,No,2,Graduate,No,68100000.0,20400000.0,1.0,279000000.0,36.0,Urban,3,4190000.0,3.2,0
LN03205,34,Female,Yes,1,Graduate,Yes,91700000.0,56800000.0,1.0,505000000.0,60.0,Semiurban,1,1890000.0,18.6,1
LN03206,51,Male,Yes,0,Not Graduate,No,158500000.0,43700000.0,0.0,363000000.0,60.0,Urban,1,1550000.0,18.4,1
LN03207,65,Female,No,1,Graduate,Yes,86000000.0,45300000.0,1.0,443000000.0,24.0,Semiurban,2,4550000.0,21.8,0
LN03208,57,Female,Yes,3+,Graduate,Yes,140900000.0,32500000.0,1.0,,60.0,Rural,1,1240000.0,0.2,1
LN03209,39,Male,No,0,Not Graduate,No,45200000.0,65800000.0,1.0,159000000.0,60.0,Semiurban,1,5540000.0,14.7,1
LN03210,31,Female,No,0,Graduate,No,302200000.0,58600000.0,1.0,259000000.0,48.0,Urban,0,4470000.0,3.6,1
LN03211,64,Female,No,3+,Not Graduate,No,96800000.0,6100000.0,1.0,378000000.0,36.0,Rural,1,7270000.0,12.0,0
LN03212,33,Female,Yes,0,Graduate,Yes,193700000.0,28500000.0,1.0,335000000.0,60.0,Semiurban,0,4200000.0,25.0,1
LN03213,36,Female,Yes,0,Graduate,No,133100000.0,78800000.0,1.0,165000000.0,24.0,Urban,0,1540000.0,18.6,1
LN03214,64,Female,Yes,2,Graduate,No,149700000.0,15500000.0,1.0,384000000.0,48.0,Semiurban,1,6540000.0,6.6,1
LN03215,46,Male,Yes,1,Not Graduate,No,64400000.0,9000000.0,1.0,177000000.0,60.0,Urban,1,6780000.0,15.6,0
LN03216,32,Male,Yes,0,Graduate,No,79000000.0,31300000.0,0.0,362000000.0,36.0,Urban,1,5610000.0,12.0,0
LN03217,21,Female,Yes,0,Graduate,No,80000000.0,53100000.0,1.0,293000000.0,36.0,Urban,0,5010000.0,11.3,0
LN03218,40,Female,No,2,Not Graduate,No,121700000.0,24200000.0,1.0,221000000.0,84.0,Semiurban,1,1070000.0,1.6,1
LN03219,65,Male,Yes,1,Not Graduate,Yes,248900000.0,98500000.0,1.0,186000000.0,,Semiurban,0,5460000.0,16.1,1
LN03220,40,Male,Yes,1,Graduate,No,152300000.0,153000000.0,0.0,269000000.0,36.0,Semiurban,0,1250000.0,15.3,0
LN03221,52,Female,Yes,2,Graduate,No,73100000.0,7500000.0,1.0,262000000.0,36.0,Semiurban,1,1940000.0,2.3,0
LN03222,32,Male,Yes,0,Graduate,No,125900000.0,25700000.0,1.0,141000000.0,12.0,Rural,1,1680000.0,3.2,0
LN03223,55,Male,Yes,2,Graduate,No,114800000.0,5600000.0,1.0,348000000.0,60.0,Rural,0,1000000.0,11.5,0
LN03224,55,Female,Yes,2,Graduate,No,98900000.0,59400000.0,1.0,472000000.0,60.0,Urban,2,3400000.0,13.5,0
LN03225,48,Female,No,3+,Graduate,No,119000000.0,20300000.0,1.0,401000000.0,36.0,Urban,0,2940000.0,4.8,0
LN03226,55,Female,No,0,Graduate,Yes,182600000.0,23900000.0,0.0,297000000.0,72.0,Semiurban,1,7600000.0,20.8,0
LN03227,47,Female,No,0,Graduate,No,80800000.0,87700000.0,1.0,195000000.0,60.0,Urban,2,6970000.0,17.7,0
LN03228,38,Male,Yes,1,Graduate,No,99200000.0,12100000.0,1.0,268000000.0,72.0,Semiurban,1,3400000.0,5.6,0
LN03229,54,Female,No,3+,Not Graduate,No,206000000.0,9900000.0,1.0,233000000.0,60.0,Urban,2,5210000.0,20.1,1
LN03230,58,Male,No,3+,Graduate,No,155300000.0,5700000.0,1.0,268000000.0,72.0,Semiurban,2,2790000.0,14.6,0
LN03231,58,Male,Yes,0,Not Graduate,No,242500000.0,96700000.0,1.0,418000000.0,60.0,Semiurban,2,2780000.0,7.9,0
LN03232,30,Female,Yes,1,Graduate,No,264300000.0,80300000.0,1.0,236000000.0,36.0,Rural,0,3280000.0,20.7,1
LN03233,51,Female,No,0,Not Graduate,No,56800000.0,27700000.0,1.0,91000000.0,12.0,Semiurban,0,2700000.0,12.8,0
