Customer_ID,Age,Annual_Income,Average_Monthly_Balance,Monthly_Transactions,Digital_Transactions_Pct,Credit_Card_Count,Existing_Loan_Count,Investment_Balance,Tenure_Years,Monthly_Income
C02263,22,89800000.0,24800000.0,27,52.4,1,0,11200000.0,8.6,7500000.0
C02264,44,189600000.0,33800000.0,30,78.3,0,2,2900000.0,15.7,15800000.0
C02265,25,177000000.0,10800000.0,29,96.0,1,2,73400000.0,6.8,14800000.0
C02266,25,102800000.0,92000000.0,25,87.1,0,0,31800000.0,0.6,8600000.0
C02267,51,257700000.0,15700000.0,33,96.6,1,0,89600000.0,15.3,21500000.0
C02268,53,86100000.0,37400000.0,28,68.2,1,1,60400000.0,2.8,7200000.0
C02269,26,101600000.0,78100000.0,31,45.6,1,1,43300000.0,9.7,8500000.0
C02270,64,344400000.0,91800000.0,28,47.4,1,1,59900000.0,16.7,28700000.0
C02271,35,225700000.0,10000000.0,32,92.6,1,0,29500000.0,18.5,18800000.0
C02272,35,115000000.0,41600000.0,30,27.8,0,0,105100000.0,5.1,9600000.0
C02273,34,164000000.0,66500000.0,24,95.1,3,1,14300000.0,16.8,13700000.0
C02274,41,152400000.0,47000000.0,32,49.2,1,0,24500000.0,15.6,12700000.0
C02275,29,30900000.0,141100000.0,25,100.0,2,1,18400000.0,18.5,2600000.0
C02276,40,85000000.0,22400000.0,33,,2,2,229900000.0,16.3,7100000.0
C02277,30,136100000.0,7900000.0,27,79.5,2,0,12500000.0,2.0,11300000.0
C02278,23,115100000.0,89600000.0,24,100.0,0,0,103100000.0,18.9,9600000.0
C02279,37,160400000.0,28500000.0,21,58.4,1,2,5600000.0,0.7,13400000.0
C02280,51,260600000.0,10100000.0,30,,2,0,27900000.0,7.0,21700000.0
C02281,55,117300000.0,39300000.0,29,51.1,1,0,20500000.0,7.9,9800000.0
C02282,36,78300000.0,128100000.0,28,45.0,2,2,8100000.0,9.8,6500000.0
C02283,35,167400000.0,15400000.0,25,58.4,1,0,,4.9,14000000.0
C02284,56,117000000.0,327800000.0,27,53.9,3,2,43500000.0,2.7,9800000.0
C02285,51,128500000.0,22100000.0,29,40.0,0,2,17300000.0,16.8,10700000.0
C02286,58,119200000.0,48500000.0,27,60.8,3,0,8600000.0,12.9,9900000.0
C02287,61,480400000.0,16000000.0,36,74.0,0,1,67100000.0,9.6,40000000.0
C02288,57,40800000.0,46600000.0,19,47.1,1,0,24400000.0,15.5,3400000.0
C02289,63,113100000.0,40200000.0,30,61.8,0,5,36000000.0,18.3,9400000.0
C02290,39,139700000.0,12700000.0,25,93.1,2,2,83200000.0,4.6,11600000.0
C02291,38,91100000.0,497000000.0,34,36.6,2,2,136900000.0,6.6,7600000.0
C02292,35,229600000.0,29500000.0,23,100.0,0,1,2000000.0,18.7,19100000.0
C02293,31,219000000.0,29600000.0,37,51.5,5,1,22200000.0,11.0,18200000.0
C02294,54,136400000.0,102500000.0,34,69.0,1,0,4000000.0,5.8,11400000.0
C02295,53,120600000.0,210400000.0,27,90.6,2,1,501500000.0,3.3,10000000.0
C02296,57,131600000.0,117200000.0,27,96.7,3,0,29500000.0,19.8,11000000.0
C02297,28,132200000.0,16200000.0,27,74.4,2,2,72900000.0,10.8,11000000.0
C02298,43,134100000.0,54000000.0,17,51.1,3,1,12500000.0,17.3,11200000.0
C02299,30,126200000.0,9100000.0,32,49.3,3,0,16900000.0,12.8,10500000.0
C02300,61,160900000.0,96800000.0,27,53.5,2,1,83800000.0,9.0,13400000.0
C02301,33,211900000.0,11200000.0,30,100.0,3,1,44100000.0,17.2,17700000.0
C02302,27,71200000.0,22700000.0,28,57.3,2,1,158300000.0,7.3,5900000.0
C02303,46,78600000.0,44900000.0,31,71.5,0,2,10000000.0,15.4,6600000.0
C02304,60,53500000.0,65700000.0,26,44.1,0,0,19700000.0,9.2,4500000.0
C02305,62,225500000.0,36000000.0,38,41.9,5,2,44000000.0,18.0,18800000.0
C02306,25,160700000.0,163700000.0,28,65.5,2,2,52000000.0,10.2,13400000.0
C02307,35,184800000.0,83200000.0,29,58.5,0,1,39600000.0,6.7,15400000.0
C02308,27,63800000.0,77800000.0,29,60.0,0,2,5800000.0,14.6,5300000.0
C02309,34,373700000.0,15800000.0,30,35.4,0,0,8900000.0,17.2,31100000.0
C02310,45,100200000.0,190800000.0,37,63.5,0,2,36400000.0,17.1,8400000.0
C02311,33,153600000.0,22700000.0,23,96.0,3,1,4600000.0,9.7,12800000.0
C02312,24,224000000.0,197100000.0,29,47.9,1,1,9400000.0,8.9,18700000.0
C02313,43,81400000.0,251000000.0,17,82.9,1,1,26000000.0,3.2,6800000.0
C02314,23,103700000.0,69600000.0,18,5.0,4,0,10600000.0,1.0,8600000.0
C02315,31,154500000.0,108200000.0,25,49.0,1,2,32200000.0,18.6,12900000.0
C02316,21,674000000.0,3300000.0,38,26.8,1,4,22700000.0,14.6,56200000.0
C02317,24,165200000.0,38100000.0,38,89.7,4,0,10500000.0,11.6,13800000.0
C02318,40,338700000.0,114800000.0,25,82.6,0,0,10800000.0,11.8,28200000.0
C02319,59,271700000.0,98700000.0,28,44.3,1,1,102000000.0,0.7,22600000.0
C02320,55,171400000.0,,26,70.8,2,0,38100000.0,9.2,14300000.0
C02321,25,81300000.0,35100000.0,27,89.0,1,0,32800000.0,18.4,6800000.0
C02322,22,250800000.0,5200000.0,28,92.1,1,0,26600000.0,9.3,20900000.0
C02323,36,61400000.0,63900000.0,27,56.9,1,1,9200000.0,11.7,5100000.0
C02324,50,337700000.0,9100000.0,32,20.8,2,0,13400000.0,7.7,28100000.0
C02325,54,156300000.0,117600000.0,28,47.0,1,4,1800000.0,2.3,13000000.0
C02326,58,32600000.0,123000000.0,24,80.3,0,1,12400000.0,6.6,2700000.0
C02327,36,116100000.0,30100000.0,29,100.0,1,1,12600000.0,1.9,9700000.0
C02328,28,200600000.0,70100000.0,20,63.9,3,1,45700000.0,11.7,16700000.0
C02329,22,122900000.0,37400000.0,26,52.9,2,1,12900000.0,19.6,10200000.0
C02330,27,207500000.0,55300000.0,31,100.0,4,1,59300000.0,7.4,17300000.0
C02331,23,87700000.0,17000000.0,26,73.1,3,0,18800000.0,17.2,7300000.0
C02332,59,68300000.0,76400000.0,23,40.4,1,0,29400000.0,1.0,5700000.0
C02333,33,134600000.0,11200000.0,22,62.6,0,1,,10.2,11200000.0
C02334,58,142500000.0,9500000.0,36,85.0,3,0,54000000.0,13.2,11900000.0
C02335,45,115600000.0,40600000.0,37,63.6,2,2,94200000.0,6.5,9600000.0
C02336,45,275000000.0,37600000.0,31,80.9,4,0,8400000.0,2.1,22900000.0
C02337,41,87700000.0,56700000.0,30,32.9,1,5,173200000.0,4.5,7300000.0
C02338,57,166300000.0,25900000.0,29,36.3,2,0,9700000.0,1.6,13900000.0
C02339,22,145300000.0,223500000.0,33,50.3,0,0,20400000.0,17.8,12100000.0
C02340,25,59500000.0,51600000.0,21,59.4,2,1,14000000.0,0.3,5000000.0
C02341,40,67800000.0,54900000.0,31,71.7,3,1,131300000.0,1.6,5600000.0
C02342,38,140900000.0,53200000.0,25,77.7,2,3,7800000.0,16.0,11700000.0
C02343,45,416300000.0,105500000.0,41,100.0,1,0,55000000.0,6.1,34700000.0
C02344,54,192500000.0,73400000.0,23,50.2,1,0,,7.4,16000000.0
C02345,47,54200000.0,65500000.0,32,58.7,1,1,61200000.0,6.3,4500000.0
C02346,32,25300000.0,84100000.0,25,50.8,2,2,20300000.0,17.8,2100000.0
C02347,35,209500000.0,9500000.0,21,86.6,2,0,16600000.0,18.6,17500000.0
C02348,54,132800000.0,9900000.0,26,87.7,0,0,11700000.0,18.6,11100000.0
C02349,30,262300000.0,42200000.0,25,56.0,0,1,23200000.0,6.3,21900000.0
C02350,43,86200000.0,38000000.0,36,100.0,0,1,16900000.0,4.2,7200000.0
C02351,45,169700000.0,73700000.0,35,50.8,0,1,4800000.0,16.6,14100000.0
C02352,54,223000000.0,45800000.0,18,85.6,2,0,10500000.0,17.0,18600000.0
C02353,53,109500000.0,73800000.0,33,94.1,1,1,60200000.0,7.2,9100000.0
C02354,41,110800000.0,15600000.0,24,37.8,3,2,16100000.0,11.6,9200000.0
C02355,34,142000000.0,44600000.0,31,76.6,1,2,10500000.0,7.9,11800000.0
C02356,37,188700000.0,14400000.0,29,10.5,1,1,26300000.0,0.5,15700000.0
C02357,39,138900000.0,62500000.0,30,,2,2,42800000.0,8.3,11600000.0
C02358,30,239200000.0,9100000.0,33,43.0,2,2,51100000.0,17.9,19900000.0
C02359,49,108600000.0,60500000.0,31,76.3,0,0,36300000.0,17.2,9000000.0
C02360,30,67400000.0,12900000.0,25,80.1,1,0,94500000.0,2.3,5600000.0
C02361,50,415300000.0,32500000.0,31,87.4,1,2,26400000.0,6.3,34600000.0
C02362,54,100400000.0,96300000.0,34,82.8,0,1,19300000.0,1.7,8400000.0
C02363,64,102400000.0,,23,66.1,2,1,65300000.0,6.1,8500000.0
C02364,26,135000000.0,11100000.0,32,57.4,1,0,11500000.0,6.1,11200000.0
C02365,55,145300000.0,25400000.0,32,63.5,0,0,16000000.0,1.3,12100000.0
C02366,24,113200000.0,12600000.0,30,42.7,0,3,4300000.0,17.9,9400000.0
C02367,36,138700000.0,10700000.0,24,60.8,2,1,183900000.0,16.8,11600000.0
C02368,28,137000000.0,49700000.0,28,59.2,0,2,247800000.0,18.6,11400000.0
C02369,28,154100000.0,72500000.0,30,49.2,0,0,20600000.0,14.9,12800000.0
C02370,28,38300000.0,65400000.0,31,30.2,1,3,57900000.0,15.2,3200000.0
C02371,22,393900000.0,75100000.0,28,39.5,1,2,54000000.0,15.8,32800000.0
C02372,58,129100000.0,44500000.0,25,5.0,2,2,30800000.0,13.6,10800000.0
C02373,23,192700000.0,35700000.0,33,58.8,2,1,95200000.0,3.7,16100000.0
C02374,38,65600000.0,18100000.0,25,72.2,2,2,6200000.0,3.7,5500000.0
C02375,52,108000000.0,31000000.0,15,11.3,2,1,20400000.0,10.1,9000000.0
C02376,65,96700000.0,14600000.0,25,69.7,2,1,2500000.0,13.9,8100000.0
C02377,59,314200000.0,21900000.0,23,62.6,2,0,8200000.0,0.8,26200000.0
C02378,27,101400000.0,48500000.0,18,41.5,1,0,4200000.0,11.0,8400000.0
C02379,65,212400000.0,40700000.0,25,56.4,1,1,3300000.0,17.8,17700000.0
C02380,50,97900000.0,608900000.0,26,86.0,3,1,14500000.0,2.7,8200000.0
C02381,29,109100000.0,14300000.0,24,45.5,3,0,37300000.0,6.4,9100000.0
C02382,41,122300000.0,40500000.0,31,66.6,2,0,12000000.0,19.7,10200000.0
C02383,62,283700000.0,13400000.0,38,71.9,2,1,13700000.0,6.7,23600000.0
C02384,38,49500000.0,32400000.0,31,48.6,2,1,11100000.0,0.8,4100000.0
C02385,29,67900000.0,33500000.0,36,85.2,1,0,29200000.0,13.7,5700000.0
C02386,60,48000000.0,92300000.0,25,73.1,1,0,12900000.0,19.7,4000000.0
C02387,63,77000000.0,30700000.0,29,60.0,0,1,8300000.0,4.8,6400000.0
C02388,64,89600000.0,38200000.0,33,100.0,2,0,69700000.0,4.5,7500000.0
C02389,64,57600000.0,31200000.0,33,85.3,0,2,9600000.0,8.8,4800000.0
C02390,60,93500000.0,13700000.0,29,31.3,1,2,6200000.0,10.8,7800000.0
C02391,41,46200000.0,25900000.0,25,57.2,4,1,56400000.0,16.3,3800000.0
C02392,29,80000000.0,32500000.0,23,100.0,3,1,3900000.0,19.9,6700000.0
C02393,48,270900000.0,47900000.0,33,45.4,5,2,96700000.0,16.3,22600000.0
C02394,30,174800000.0,72400000.0,32,66.3,2,0,8100000.0,6.0,14600000.0
C02395,42,155200000.0,36900000.0,33,89.6,1,2,,15.8,12900000.0
C02396,50,80600000.0,36300000.0,25,78.0,0,3,,12.7,6700000.0
C02397,63,60100000.0,10400000.0,26,80.9,2,4,25400000.0,9.9,5000000.0
C02398,34,74800000.0,71200000.0,36,79.8,1,1,14100000.0,12.8,6200000.0
C02399,32,136700000.0,24900000.0,23,65.5,2,1,8500000.0,8.9,11400000.0
C02400,54,225700000.0,84900000.0,30,49.2,0,0,4300000.0,12.7,18800000.0
C02401,21,230000000.0,137800000.0,18,73.7,1,1,13800000.0,14.8,19200000.0
C02402,46,198000000.0,38400000.0,28,56.9,1,1,42200000.0,0.5,16500000.0
C02403,54,93300000.0,18900000.0,20,55.4,0,0,52500000.0,12.4,7800000.0
C02404,45,141900000.0,44400000.0,31,94.6,0,2,11300000.0,3.2,11800000.0
C02405,38,117300000.0,60500000.0,28,57.4,2,2,11400000.0,6.9,9800000.0
C02406,58,125300000.0,34400000.0,35,99.1,1,0,20600000.0,9.0,10400000.0
C02407,37,429300000.0,27900000.0,31,70.1,3,0,25000000.0,19.5,35800000.0
C02408,52,53100000.0,72700000.0,22,61.8,3,0,24900000.0,6.6,4400000.0
C02409,41,123000000.0,68700000.0,31,28.6,1,1,15500000.0,16.4,10200000.0
C02410,22,272600000.0,33500000.0,28,100.0,3,1,16700000.0,6.9,22700000.0
C02411,44,62500000.0,11000000.0,23,64.9,3,3,18200000.0,4.7,5200000.0
C02412,23,98300000.0,66300000.0,32,19.6,3,1,1800000.0,8.8,8200000.0
C02413,62,104700000.0,23400000.0,16,84.8,1,1,16000000.0,2.0,8700000.0
C02414,48,123800000.0,54000000.0,25,64.0,3,1,59100000.0,16.4,10300000.0
C02415,37,58200000.0,51200000.0,27,46.4,0,0,115800000.0,10.1,4800000.0
C02416,42,194200000.0,9000000.0,33,83.6,2,0,91200000.0,13.8,16200000.0
C02417,48,202000000.0,48200000.0,31,14.0,0,2,27600000.0,16.0,16800000.0
C02418,32,185200000.0,69700000.0,27,50.7,5,1,6800000.0,8.3,15400000.0
C02419,33,86700000.0,77300000.0,24,59.0,0,1,13700000.0,9.1,7200000.0
C02420,39,146800000.0,49700000.0,27,82.0,2,0,10800000.0,5.2,12200000.0
C02421,32,85400000.0,8400000.0,33,100.0,2,1,5300000.0,14.3,7100000.0
C02422,55,116600000.0,133200000.0,27,60.1,2,0,8900000.0,16.7,9700000.0
C02423,25,457600000.0,63800000.0,29,74.2,1,0,11200000.0,11.6,38100000.0
C02424,58,147600000.0,16200000.0,36,100.0,2,0,5400000.0,1.0,12300000.0
C02425,36,72900000.0,23000000.0,22,65.1,2,1,69800000.0,14.3,6100000.0
C02426,46,154600000.0,54800000.0,34,74.4,0,2,48900000.0,13.4,12900000.0
C02427,28,66600000.0,80200000.0,31,40.3,2,0,23700000.0,7.0,5600000.0
C02428,38,72400000.0,29700000.0,23,100.0,3,2,38000000.0,8.3,6000000.0
C02429,54,79000000.0,90800000.0,31,50.7,0,2,35000000.0,10.0,6600000.0
C02430,33,109600000.0,9800000.0,39,70.4,2,4,,15.9,9100000.0
C02431,26,234400000.0,18600000.0,37,69.8,1,1,180900000.0,13.7,19500000.0
C02432,44,192400000.0,7800000.0,25,66.7,0,1,10700000.0,10.4,16000000.0
C02433,28,186700000.0,21000000.0,26,,1,1,4000000.0,16.1,15600000.0
C02434,35,76500000.0,162200000.0,30,69.8,3,3,29900000.0,17.2,6400000.0
C02435,41,104000000.0,258700000.0,25,100.0,1,1,46500000.0,1.2,8700000.0
C02436,46,162600000.0,54900000.0,23,100.0,0,1,17900000.0,1.6,13600000.0
C02437,49,99100000.0,26200000.0,25,61.5,2,1,98300000.0,9.6,8300000.0
C02438,51,120100000.0,37300000.0,28,56.0,0,3,30500000.0,15.7,10000000.0
C02439,58,178500000.0,67300000.0,35,48.8,1,1,10100000.0,2.4,14900000.0
C02440,23,115600000.0,11900000.0,35,100.0,3,1,13000000.0,17.3,9600000.0
C02441,37,158500000.0,27700000.0,27,67.6,3,1,29400000.0,2.9,13200000.0
C02442,21,336200000.0,152400000.0,29,87.3,2,0,27300000.0,14.0,28000000.0
C02443,21,127400000.0,18500000.0,27,78.9,0,3,95000000.0,16.1,10600000.0
C02444,30,267800000.0,23800000.0,24,100.0,1,0,62600000.0,1.1,22300000.0
C02445,47,190400000.0,45500000.0,25,60.0,1,2,4500000.0,17.0,15900000.0
C02446,61,62500000.0,57200000.0,41,42.9,2,2,20800000.0,16.9,5200000.0
C02447,55,76400000.0,26500000.0,17,100.0,2,1,6400000.0,3.1,6400000.0
C02448,50,88500000.0,48000000.0,22,83.1,1,4,124400000.0,4.3,7400000.0
C02449,56,87500000.0,75400000.0,34,74.1,3,1,8600000.0,17.2,7300000.0
C02450,28,133200000.0,,37,95.7,2,1,31200000.0,19.3,11100000.0
C02451,58,196300000.0,40400000.0,26,75.3,3,1,11600000.0,9.8,16400000.0
C02452,61,279200000.0,43400000.0,26,96.4,0,2,2800000.0,2.7,23300000.0
C02453,25,165900000.0,164800000.0,17,69.9,4,2,6300000.0,5.7,13800000.0
C02454,42,109600000.0,28200000.0,26,83.0,1,0,19000000.0,6.9,9100000.0
C02455,58,44500000.0,14600000.0,29,75.5,0,2,46700000.0,12.7,3700000.0
C02456,42,145500000.0,55700000.0,29,58.5,1,0,44800000.0,14.5,12100000.0
C02457,58,142000000.0,112300000.0,20,60.9,1,0,5800000.0,12.2,11800000.0
C02458,63,154800000.0,61200000.0,36,57.1,3,2,35300000.0,17.8,12900000.0
C02459,42,445900000.0,41400000.0,20,70.3,3,0,71100000.0,0.4,37200000.0
C02460,23,277000000.0,13100000.0,33,55.9,1,2,43900000.0,7.9,23100000.0
C02461,36,215600000.0,42800000.0,30,73.7,0,2,16800000.0,6.0,18000000.0
C02462,30,82500000.0,128400000.0,28,73.0,0,1,26400000.0,15.1,6900000.0
C02463,42,105600000.0,15800000.0,29,69.1,1,2,29600000.0,13.7,8800000.0
C02464,47,132900000.0,36500000.0,26,69.5,2,1,116200000.0,17.8,11100000.0
C02465,41,91400000.0,32400000.0,27,53.7,4,2,162400000.0,6.4,7600000.0
C02466,29,184400000.0,24900000.0,28,59.4,1,1,50800000.0,17.1,15400000.0
C02467,34,170400000.0,55600000.0,32,31.6,2,0,26500000.0,10.9,14200000.0
C02468,51,76900000.0,65600000.0,28,62.6,0,2,24200000.0,3.2,6400000.0
C02469,22,270400000.0,65000000.0,28,45.3,2,1,27100000.0,16.6,22500000.0
C02470,30,148100000.0,19600000.0,27,67.0,3,1,31300000.0,4.8,12300000.0
C02471,61,54100000.0,11100000.0,21,50.7,1,2,14200000.0,15.3,4500000.0
C02472,25,136100000.0,56200000.0,27,24.0,1,0,217900000.0,10.8,11300000.0
C02473,39,163400000.0,29300000.0,20,100.0,0,1,10500000.0,10.4,13600000.0
C02474,30,239100000.0,214700000.0,27,60.4,1,0,,10.8,19900000.0
C02475,25,116300000.0,223300000.0,31,93.9,1,1,2200000.0,19.5,9700000.0
C02476,40,220700000.0,244400000.0,28,54.5,1,0,18500000.0,11.8,18400000.0
C02477,44,155200000.0,20200000.0,41,99.0,0,2,17200000.0,1.1,12900000.0
C02478,28,67900000.0,73000000.0,33,42.0,3,0,32200000.0,19.1,5700000.0
C02479,24,64300000.0,94300000.0,34,68.5,1,1,16700000.0,5.8,5400000.0
C02480,27,259600000.0,85700000.0,21,43.2,3,1,114800000.0,9.5,21600000.0
C02481,50,270300000.0,33300000.0,31,100.0,1,0,19200000.0,16.5,22500000.0
C02482,59,167200000.0,133500000.0,20,60.0,2,3,8100000.0,1.9,13900000.0
C02483,29,318700000.0,45000000.0,29,81.6,1,2,8600000.0,4.8,26600000.0
C02484,35,250300000.0,50200000.0,29,74.0,1,0,14900000.0,17.6,20900000.0
C02485,36,203900000.0,12200000.0,18,64.5,2,0,55500000.0,2.5,17000000.0
C02486,37,84800000.0,77800000.0,28,75.4,1,1,67700000.0,10.4,7100000.0
C02487,31,362800000.0,36100000.0,30,92.2,1,1,6700000.0,3.9,30200000.0
C02488,23,188000000.0,66800000.0,29,78.4,1,1,10400000.0,7.2,15700000.0
C02489,44,113200000.0,55000000.0,31,,1,1,7700000.0,15.9,9400000.0
C02490,37,96900000.0,52500000.0,22,75.4,1,0,18300000.0,19.2,8100000.0
C02491,36,161200000.0,43300000.0,33,100.0,1,0,72000000.0,11.6,13400000.0
C02492,32,55800000.0,87800000.0,30,56.7,0,3,30200000.0,7.4,4600000.0
C02493,62,205700000.0,38000000.0,27,27.9,3,0,45800000.0,1.8,17100000.0
C02494,48,82900000.0,13100000.0,29,43.1,2,1,56900000.0,8.1,6900000.0
C02495,39,171700000.0,73000000.0,24,,1,4,13100000.0,16.3,14300000.0
C02496,30,105100000.0,22600000.0,34,47.4,1,0,6100000.0,15.2,8800000.0
C02497,57,121100000.0,14600000.0,34,48.1,4,3,13100000.0,7.3,10100000.0
C02498,60,92300000.0,18900000.0,23,64.5,1,1,61700000.0,3.6,7700000.0
C02499,22,128100000.0,,28,69.9,1,0,48500000.0,11.0,10700000.0
C02500,62,395800000.0,41500000.0,33,69.7,2,1,27300000.0,16.7,33000000.0
C02501,52,299900000.0,7300000.0,21,50.4,1,1,71000000.0,11.3,25000000.0
C02502,25,170100000.0,32500000.0,31,84.9,1,0,29300000.0,10.9,14200000.0
C02503,54,138100000.0,121600000.0,27,75.7,3,1,17400000.0,14.2,11500000.0
C02504,25,222700000.0,30700000.0,23,96.6,1,1,4500000.0,2.8,18600000.0
C02505,23,260600000.0,39100000.0,30,81.9,1,1,101200000.0,12.4,21700000.0
C02506,26,88700000.0,109200000.0,26,58.0,2,2,22500000.0,1.7,7400000.0
C02507,41,134200000.0,88500000.0,29,91.1,3,1,15200000.0,3.4,11200000.0
C02508,48,51400000.0,107200000.0,32,70.5,3,1,22300000.0,1.2,4300000.0
C02509,39,259700000.0,4300000.0,31,81.0,2,3,130000000.0,12.4,21600000.0
C02510,26,435900000.0,196400000.0,35,79.4,2,0,74500000.0,19.3,36300000.0
C02511,29,146300000.0,77300000.0,21,,0,1,16800000.0,3.1,12200000.0
C02512,59,43500000.0,364600000.0,29,67.1,1,0,41900000.0,9.5,3600000.0
C02513,64,195700000.0,23100000.0,34,62.4,0,0,96400000.0,17.9,16300000.0
C02514,54,85100000.0,10100000.0,23,47.9,1,1,36600000.0,17.0,7100000.0
C02515,25,97200000.0,45300000.0,26,22.1,0,1,28600000.0,8.6,8100000.0
C02516,57,197600000.0,35600000.0,33,51.1,2,0,2500000.0,14.9,16500000.0
C02517,52,161000000.0,78400000.0,25,69.0,1,0,98400000.0,1.1,13400000.0
C02518,44,107000000.0,112200000.0,22,86.7,1,0,8100000.0,15.2,8900000.0
C02519,27,97900000.0,41800000.0,22,80.9,2,1,3200000.0,14.6,8200000.0
C02520,65,150000000.0,36700000.0,29,59.4,1,1,3400000.0,11.7,12500000.0
C02521,40,111800000.0,70200000.0,22,51.4,1,1,9800000.0,2.5,9300000.0
C02522,22,76100000.0,36200000.0,21,61.4,1,0,42700000.0,6.1,6300000.0
C02523,30,116600000.0,33700000.0,20,45.5,2,3,89600000.0,3.6,9700000.0
C02524,39,168800000.0,108700000.0,23,22.7,3,2,36400000.0,1.4,14100000.0
C02525,23,126900000.0,131300000.0,35,34.1,2,1,168700000.0,18.0,10600000.0
C02526,35,64300000.0,113100000.0,31,92.5,2,0,16000000.0,3.8,5400000.0
C02527,42,241200000.0,39000000.0,29,100.0,2,0,19400000.0,4.3,20100000.0
C02528,63,31000000.0,7300000.0,28,80.1,2,0,3200000.0,14.1,2600000.0
C02529,24,109500000.0,39700000.0,25,63.8,3,2,13300000.0,6.6,9100000.0
C02530,46,99500000.0,23600000.0,21,37.1,3,0,2600000.0,8.2,8300000.0
C02531,62,151900000.0,40300000.0,28,61.8,1,1,5700000.0,1.3,12700000.0
C02532,57,190700000.0,25400000.0,33,77.2,0,3,50000000.0,18.5,15900000.0
C02533,62,260200000.0,44200000.0,36,81.6,1,2,3900000.0,19.9,21700000.0
C02534,28,94600000.0,18600000.0,27,78.8,2,1,4400000.0,7.5,7900000.0
C02535,57,193300000.0,15200000.0,30,89.2,1,0,3600000.0,4.5,16100000.0
C02536,65,155900000.0,127200000.0,24,100.0,3,1,58700000.0,14.2,13000000.0
C02537,35,54600000.0,19700000.0,29,56.9,0,0,151700000.0,15.2,4600000.0
C02538,43,398200000.0,45000000.0,31,100.0,0,1,23000000.0,3.2,33200000.0
C02539,44,63500000.0,101300000.0,31,24.6,2,3,70500000.0,9.8,5300000.0
C02540,43,176300000.0,97900000.0,30,49.4,1,1,6900000.0,4.1,14700000.0
C02541,34,173500000.0,88400000.0,28,69.0,0,1,96700000.0,4.8,14500000.0
C02542,64,162900000.0,58200000.0,25,76.0,2,1,11400000.0,10.0,13600000.0
C02543,64,106700000.0,83300000.0,27,61.4,5,2,52100000.0,8.1,8900000.0
C02544,38,220700000.0,144600000.0,28,55.1,2,1,24300000.0,9.6,18400000.0
C02545,57,59300000.0,64600000.0,28,100.0,0,0,3000000.0,7.8,4900000.0
C02546,38,135000000.0,9400000.0,23,54.1,0,1,9400000.0,1.6,11200000.0
C02547,56,102700000.0,28700000.0,34,44.6,2,0,30200000.0,1.7,8600000.0
C02548,47,96500000.0,81300000.0,32,98.8,2,1,3300000.0,5.4,8000000.0
C02549,42,177200000.0,26400000.0,30,82.0,1,1,34600000.0,10.6,14800000.0
C02550,26,253200000.0,178400000.0,20,86.9,1,1,5300000.0,4.4,21100000.0
C02551,50,115900000.0,42600000.0,33,68.9,1,1,45300000.0,12.6,9700000.0
C02552,35,215100000.0,48400000.0,25,37.5,1,1,5600000.0,15.3,17900000.0
C02553,30,143900000.0,117100000.0,27,66.7,4,0,,17.9,12000000.0
C02554,29,85700000.0,38500000.0,34,34.7,0,0,61400000.0,18.9,7100000.0
C02555,65,121500000.0,52300000.0,24,69.8,1,1,20800000.0,7.4,10100000.0
C02556,25,118700000.0,96600000.0,29,78.1,1,1,22900000.0,18.9,9900000.0
C02557,56,95400000.0,12900000.0,22,86.5,2,1,128100000.0,17.5,8000000.0
C02558,59,177200000.0,35300000.0,31,63.2,3,0,10600000.0,6.5,14800000.0
C02559,22,159300000.0,91100000.0,29,80.0,1,2,13900000.0,7.5,13300000.0
C02560,47,58400000.0,47600000.0,25,46.9,1,3,50600000.0,3.5,4900000.0
C02561,46,56400000.0,156600000.0,25,84.3,1,1,39800000.0,17.4,4700000.0
C02562,37,176800000.0,11800000.0,33,78.5,2,1,19100000.0,10.7,14700000.0
C02563,51,89400000.0,10700000.0,31,49.0,1,2,6600000.0,4.3,7400000.0
C02564,39,165300000.0,86600000.0,28,75.6,2,0,73000000.0,16.2,13800000.0
C02565,40,215100000.0,93900000.0,32,86.8,2,1,6400000.0,17.0,17900000.0
C02566,40,69600000.0,38200000.0,26,66.6,2,2,306400000.0,12.9,5800000.0
C02567,57,64400000.0,63200000.0,23,48.5,0,1,6700000.0,8.0,5400000.0
C02568,49,351600000.0,,25,68.6,2,0,7400000.0,4.6,29300000.0
C02569,38,169900000.0,22500000.0,29,76.0,0,2,36400000.0,15.4,14200000.0
C02570,62,111200000.0,24700000.0,27,48.4,2,0,45700000.0,15.5,9300000.0
C02571,57,83800000.0,52900000.0,29,44.8,4,1,8600000.0,10.3,7000000.0
C02572,62,105700000.0,97000000.0,31,75.4,0,1,160900000.0,14.9,8800000.0
C02573,53,72700000.0,16700000.0,28,81.5,1,0,35900000.0,4.2,6100000.0
C02574,38,227600000.0,38000000.0,28,100.0,0,1,19000000.0,10.7,19000000.0
C02575,55,91300000.0,36600000.0,24,78.3,2,2,,6.6,7600000.0
C02576,35,255500000.0,64200000.0,27,40.8,0,0,94700000.0,19.8,21300000.0
C02577,33,112300000.0,44700000.0,30,100.0,2,1,146800000.0,8.6,9400000.0
C02578,41,78900000.0,28300000.0,21,86.1,1,2,30900000.0,4.3,6600000.0
C02579,64,110700000.0,130100000.0,28,24.9,4,5,6200000.0,4.1,9200000.0
C02580,46,33100000.0,28500000.0,23,44.4,0,2,6300000.0,19.9,2800000.0
