Account_ID,Outgoing_Tx,Total_Outgoing,Avg_Outgoing,Unique_Beneficiaries,Fraudulent_Outgoing,Fraud_Rate
A01027,7,4975000.0,710714.2857142857,7,0,0.0
A01028,6,1983000.0,330500.0,6,0,0.0
A01029,1,657000.0,657000.0,1,0,0.0
A01030,5,3185000.0,637000.0,5,0,0.0
A01031,4,3449000.0,862250.0,4,0,0.0
A01032,6,3421000.0,570166.6666666666,5,0,0.0
A01033,11,27344000.0,2485818.1818181816,11,0,0.0
A01034,6,26299000.0,4383166.666666667,6,0,0.0
A01035,5,25381000.0,5076200.0,5,1,0.2
A01036,10,17568000.0,1756800.0,10,0,0.0
A01037,6,19114000.0,3185666.6666666665,6,0,0.0
A01038,5,12690000.0,2538000.0,5,0,0.0
A01039,4,2168000.0,542000.0,4,0,0.0
A01040,4,2892000.0,723000.0,4,0,0.0
A01041,10,18942000.0,1894200.0,9,1,0.1
A01042,5,14990000.0,2998000.0,5,1,0.2
A01043,3,5282000.0,1760666.6666666667,3,0,0.0
A01044,4,15224000.0,3806000.0,4,0,0.0
A01045,2,2977000.0,1488500.0,2,0,0.0
A01046,5,5639000.0,1127800.0,5,0,0.0
A01047,6,13846000.0,2307666.6666666665,6,0,0.0
A01048,9,15080000.0,1675555.5555555555,9,0,0.0
A01049,2,2063000.0,1031500.0,2,0,0.0
A01050,6,3024000.0,504000.0,6,0,0.0
A01051,9,12909000.0,1434333.3333333333,9,0,0.0
A01052,3,5172000.0,1724000.0,3,0,0.0
A01053,5,4748000.0,949600.0,5,0,0.0
A01054,5,10143000.0,2028600.0,5,0,0.0
A01055,11,25842000.0,2349272.727272727,11,1,0.09090909090909091
A01056,5,7457000.0,1491400.0,5,0,0.0
A01057,6,5808000.0,968000.0,6,0,0.0
A01058,8,19022000.0,2377750.0,8,0,0.0
A01059,8,17132000.0,2141500.0,8,0,0.0
A01060,7,16370000.0,2338571.4285714286,7,0,0.0
A01061,5,6612000.0,1322400.0,4,0,0.0
A01062,2,1162000.0,581000.0,2,0,0.0
A01063,3,3087000.0,1029000.0,3,0,0.0
A01064,7,36469000.0,5209857.142857143,7,0,0.0
A01065,6,28830000.0,4805000.0,6,0,0.0
A01066,7,16368000.0,2338285.714285714,7,0,0.0
A01067,6,9207000.0,1534500.0,6,0,0.0
A01068,6,8641000.0,1440166.6666666667,6,0,0.0
A01069,6,5591000.0,931833.3333333334,6,0,0.0
A01070,1,1191000.0,1191000.0,1,0,0.0
A01071,6,12633000.0,2105500.0,6,0,0.0
A01072,6,9944000.0,1657333.3333333333,6,0,0.0
A01073,1,382000.0,382000.0,1,0,0.0
A01074,6,4192000.0,698666.6666666666,6,0,0.0
A01075,4,3804000.0,951000.0,4,0,0.0
A01076,1,2567000.0,2567000.0,1,0,0.0
A01077,6,5145000.0,857500.0,6,0,0.0
A01078,7,4433000.0,633285.7142857143,7,0,0.0
A01079,4,2844000.0,711000.0,4,0,0.0
A01080,2,3537000.0,1768500.0,2,0,0.0
A01081,5,5909000.0,1181800.0,5,0,0.0
A01082,4,5834000.0,1458500.0,4,0,0.0
A01083,5,10274000.0,2054800.0,5,0,0.0
A01084,7,13903000.0,1986142.857142857,7,0,0.0
A01085,7,21805000.0,3115000.0,7,0,0.0
A01086,1,701000.0,701000.0,1,0,0.0
A01087,3,29222000.0,9740666.666666666,3,0,0.0
A01088,5,4482000.0,896400.0,5,0,0.0
A01089,4,2944000.0,736000.0,4,0,0.0
A01090,2,7260000.0,3630000.0,2,0,0.0
A01091,5,6314000.0,1262800.0,5,0,0.0
A01092,8,10606000.0,1325750.0,8,0,0.0
A01093,4,10242000.0,2560500.0,4,0,0.0
A01094,4,14585000.0,3646250.0,4,0,0.0
A01095,6,12053000.0,2008833.3333333333,6,0,0.0
A01096,7,12735000.0,1819285.7142857143,7,0,0.0
A01097,7,6754000.0,964857.1428571428,7,0,0.0
A01098,7,10914000.0,1559142.857142857,7,0,0.0
A01099,7,22771000.0,3253000.0,7,0,0.0
A01100,4,13644000.0,3411000.0,4,0,0.0
A01101,4,3565000.0,891250.0,4,0,0.0
A01102,3,9240000.0,3080000.0,3,0,0.0
A01103,11,28786000.0,2616909.090909091,11,0,0.0
A01104,3,18771000.0,6257000.0,3,0,0.0
A01105,2,10097000.0,5048500.0,2,0,0.0
A01106,5,10920000.0,2184000.0,5,0,0.0
A01107,10,13532000.0,1353200.0,10,0,0.0
A01108,9,16755000.0,1861666.6666666667,9,0,0.0
A01109,6,17236000.0,2872666.6666666665,6,0,0.0
A01110,11,11003000.0,1000272.7272727273,11,0,0.0
A01111,2,10475000.0,5237500.0,2,0,0.0
A01112,5,14264000.0,2852800.0,5,0,0.0
A01113,7,23121000.0,3303000.0,7,0,0.0
A01114,9,14427000.0,1603000.0,9,0,0.0
A01115,6,5379000.0,896500.0,6,0,0.0
A01116,11,30233000.0,2748454.5454545454,11,0,0.0
A01117,7,4839000.0,691285.7142857143,6,0,0.0
A01118,8,13692000.0,1711500.0,8,0,0.0
A01119,10,18345000.0,1834500.0,10,0,0.0
A01120,7,27723000.0,3960428.5714285714,7,0,0.0
A01121,1,664000.0,664000.0,1,0,0.0
A01122,7,8092000.0,1156000.0,7,0,0.0
A01123,6,23153000.0,3858833.3333333335,6,0,0.0
A01124,8,9435000.0,1179375.0,8,0,0.0
A01125,10,43687000.0,4368700.0,10,0,0.0
A01126,8,10767000.0,1345875.0,8,0,0.0
A01127,8,23958000.0,2994750.0,7,0,0.0
A01128,6,18020000.0,3003333.3333333335,6,0,0.0
A01129,4,8571000.0,2142750.0,4,0,0.0
A01130,4,10094000.0,2523500.0,4,0,0.0
A01131,1,854000.0,854000.0,1,0,0.0
A01132,5,4001000.0,800200.0,5,0,0.0
A01133,7,5659000.0,808428.5714285715,7,0,0.0
A01134,6,12719000.0,2119833.3333333335,6,0,0.0
A01135,6,11175000.0,1862500.0,6,0,0.0
A01136,4,5246000.0,1311500.0,4,0,0.0
A01137,7,7888000.0,1126857.142857143,6,0,0.0
A01138,3,1519000.0,506333.3333333333,3,0,0.0
A01139,6,5103000.0,850500.0,6,0,0.0
A01140,7,7893000.0,1127571.4285714286,7,0,0.0
A01141,4,4565000.0,1141250.0,4,0,0.0
A01142,2,1110000.0,555000.0,2,0,0.0
A01143,4,5024000.0,1256000.0,4,0,0.0
A01144,13,34373000.0,2644076.923076923,12,0,0.0
A01145,4,15871000.0,3967750.0,4,0,0.0
A01146,3,12091000.0,4030333.3333333335,3,0,0.0
A01147,3,16427000.0,5475666.666666667,3,0,0.0
A01148,3,10587000.0,3529000.0,3,0,0.0
A01149,4,1830000.0,457500.0,4,0,0.0
A01150,3,3523000.0,1174333.3333333333,3,0,0.0
A01151,8,10057000.0,1257125.0,7,0,0.0
A01152,9,16734000.0,1859333.3333333333,9,0,0.0
A01153,7,36145000.0,5163571.428571428,7,0,0.0
A01154,7,15077000.0,2153857.1428571427,7,0,0.0
A01155,7,25032000.0,3576000.0,7,0,0.0
A01156,5,3094000.0,618800.0,4,0,0.0
A01157,4,10424000.0,2606000.0,4,0,0.0
A01158,5,4712000.0,942400.0,5,0,0.0
A01159,5,3714000.0,742800.0,5,0,0.0
A01160,3,1868000.0,622666.6666666666,3,0,0.0
A01161,6,31784000.0,5297333.333333333,6,1,0.16666666666666666
A01162,4,2422000.0,605500.0,4,0,0.0
A01163,3,4862000.0,1620666.6666666667,3,0,0.0
A01164,10,28173000.0,2817300.0,10,0,0.0
A01165,6,7775000.0,1295833.3333333333,6,0,0.0
A01166,8,4990000.0,623750.0,8,0,0.0
A01167,4,4283000.0,1070750.0,4,0,0.0
A01168,2,5184000.0,2592000.0,2,0,0.0
A01169,4,6534000.0,1633500.0,4,0,0.0
A01170,6,31950000.0,5325000.0,6,0,0.0
A01171,7,3723000.0,531857.1428571428,7,0,0.0
A01172,6,17213000.0,2868833.3333333335,6,0,0.0
A01173,4,3586000.0,896500.0,4,1,0.25
A01174,3,2843000.0,947666.6666666666,3,0,0.0
A01175,6,1752000.0,292000.0,6,0,0.0
A01176,6,6140000.0,1023333.3333333334,6,0,0.0
A01177,5,7610000.0,1522000.0,5,0,0.0
A01178,5,14864000.0,2972800.0,5,0,0.0
A01179,4,9699000.0,2424750.0,4,0,0.0
A01180,2,1379000.0,689500.0,2,0,0.0
A01181,3,5620000.0,1873333.3333333333,3,0,0.0
A01182,11,35985000.0,3271363.6363636362,11,1,0.09090909090909091
A01183,8,15763000.0,1970375.0,8,0,0.0
A01184,6,5894000.0,982333.3333333334,6,0,0.0
A01185,10,9882000.0,988200.0,10,0,0.0
A01186,7,12517000.0,1788142.857142857,6,1,0.14285714285714285
A01187,5,7155000.0,1431000.0,5,0,0.0
A01188,4,3572000.0,893000.0,4,0,0.0
A01189,12,17655000.0,1471250.0,12,0,0.0
A01190,10,29415000.0,2941500.0,10,0,0.0
A01191,8,15915000.0,1989375.0,8,0,0.0
A01192,6,8033000.0,1338833.3333333333,6,0,0.0
A01193,5,16142000.0,3228400.0,4,0,0.0
A01194,6,15862000.0,2643666.6666666665,6,0,0.0
A01195,4,5705000.0,1426250.0,4,0,0.0
A01196,3,6012000.0,2004000.0,3,0,0.0
A01197,3,10346000.0,3448666.6666666665,3,0,0.0
A01198,8,19850000.0,2481250.0,8,0,0.0
A01199,7,8639000.0,1234142.857142857,7,0,0.0
A01200,6,9568000.0,1594666.6666666667,6,0,0.0
