Transaction_ID,Source_Account,Target_Account,Amount,Hour,Channel,Fraud_Label
T0003992,A01096,A01022,194000.0,22,Internet Banking,0
T0003993,A00596,A00515,373000.0,2,Branch,0
T0003994,A00107,A00079,3841000.0,23,ATM,0
T0003995,A00445,A00066,1316000.0,2,ATM,0
T0003996,A00489,A00484,189000.0,3,Internet Banking,0
T0003997,A01125,A00028,1768000.0,18,Branch,0
T0003998,A01132,A00463,649000.0,16,Internet Banking,0
T0003999,A00683,A00459,459000.0,22,Mobile,0
T0004000,A01141,A00168,341000.0,10,Mobile,0
T0004001,A00524,A00643,3605000.0,13,Mobile,0
T0004002,A00494,A00664,138000.0,3,Mobile,0
T0004003,A01004,A00896,478000.0,16,Mobile,0
T0004004,A00801,A00045,1370000.0,23,Mobile,0
T0004005,A00627,A00657,6811000.0,14,Mobile,0
T0004006,A00549,A01195,2207000.0,22,Mobile,0
T0004007,A00847,A00695,473000.0,9,Branch,0
T0004008,A00905,A00916,6453000.0,23,Mobile,0
T0004009,A00589,A00582,270000.0,12,ATM,0
T0004010,A00038,A00213,1607000.0,3,Mobile,0
T0004011,A00123,A00372,2052000.0,8,Branch,0
T0004012,A00173,A00002,455000.0,11,ATM,0
T0004013,A00555,A01081,2585000.0,1,Branch,0
T0004014,A00738,A01176,682000.0,21,Internet Banking,0
T0004015,A00965,A00003,2578000.0,5,Internet Banking,0
T0004016,A00280,A00156,159000.0,16,Mobile,0
T0004017,A00944,A00052,1735000.0,22,Mobile,0
T0004018,A00800,A00442,763000.0,10,ATM,0
T0004019,A00062,A01125,4250000.0,14,Mobile,0
T0004020,A00422,A00666,1143000.0,12,Mobile,0
T0004021,A00364,A00740,4742000.0,18,ATM,0
T0004022,A01064,A00416,2097000.0,0,Mobile,0
T0004023,A01106,A00854,1043000.0,8,Internet Banking,0
T0004024,A00984,A00460,2854000.0,14,Mobile,0
T0004025,A00634,A00576,2874000.0,2,Mobile,0
T0004026,A00592,A00314,2017000.0,20,Mobile,0
T0004027,A00374,A00144,96000.0,15,Mobile,0
T0004028,A00928,A01143,407000.0,0,ATM,0
T0004029,A00104,A00584,5500000.0,0,ATM,0
T0004030,A00326,A00494,301000.0,3,Mobile,0
T0004031,A00163,A00089,3168000.0,15,Mobile,0
T0004032,A00594,A00527,2610000.0,12,ATM,0
T0004033,A00360,A01071,540000.0,11,Mobile,0
T0004034,A00237,A00465,134000.0,13,Mobile,0
T0004035,A00452,A00947,642000.0,11,Mobile,0
T0004036,A01034,A00919,11800000.0,8,ATM,0
T0004037,A00670,A00640,464000.0,0,Mobile,0
T0004038,A00988,A01036,501000.0,0,Mobile,0
T0004039,A01097,A00375,401000.0,16,Branch,0
T0004040,A01083,A00649,4566000.0,17,Branch,0
T0004041,A00422,A01194,919000.0,5,Internet Banking,0
T0004042,A01053,A00068,603000.0,5,Internet Banking,0
T0004043,A01092,A00020,5681000.0,9,Branch,0
T0004044,A01152,A00876,2270000.0,15,Internet Banking,0
T0004045,A00422,A00395,437000.0,14,ATM,0
T0004046,A00275,A00825,312000.0,13,Mobile,0
T0004047,A00702,A00934,4290000.0,0,Mobile,0
T0004048,A01119,A00411,1222000.0,10,ATM,0
T0004049,A01081,A00594,218000.0,18,Internet Banking,0
T0004050,A00686,A00080,169000.0,14,Mobile,0
T0004051,A00180,A00917,352000.0,19,Internet Banking,0
T0004052,A00507,A00382,307000.0,16,ATM,0
T0004053,A00857,A00611,126000.0,21,Mobile,0
T0004054,A00673,A00341,358000.0,13,ATM,0
T0004055,A00415,A01055,437000.0,13,Mobile,0
T0004056,A00412,A00007,721000.0,13,Internet Banking,0
T0004057,A00072,A01013,7725000.0,6,Branch,0
T0004058,A00347,A00642,895000.0,10,ATM,0
T0004059,A00804,A00046,998000.0,4,ATM,0
T0004060,A00290,A00140,2101000.0,10,Internet Banking,0
T0004061,A01193,A00735,924000.0,3,Mobile,0
T0004062,A00099,A00599,1864000.0,11,Internet Banking,0
T0004063,A00707,A00400,1634000.0,22,Mobile,0
T0004064,A00596,A00105,1373000.0,10,Internet Banking,0
T0004065,A01000,A00374,25164000.0,17,Internet Banking,0
T0004066,A01066,A00197,3269000.0,10,Internet Banking,0
T0004067,A00653,A00353,365000.0,21,Mobile,0
T0004068,A00757,A00317,1803000.0,5,Mobile,0
T0004069,A00839,A00540,502000.0,20,Mobile,0
T0004070,A00626,A00925,1960000.0,17,Mobile,0
T0004071,A00222,A01116,264000.0,21,Mobile,0
T0004072,A00515,A00722,355000.0,3,Mobile,0
T0004073,A00290,A00328,1752000.0,21,Branch,0
T0004074,A00558,A01141,3596000.0,21,Mobile,0
T0004075,A00739,A00212,2086000.0,7,ATM,0
T0004076,A00252,A00229,3071000.0,14,Mobile,0
T0004077,A00300,A01042,1810000.0,14,ATM,0
T0004078,A00988,A00855,1451000.0,1,Internet Banking,0
T0004079,A00454,A00707,690000.0,12,Branch,0
T0004080,A00239,A00209,2935000.0,15,ATM,1
T0004081,A00856,A00865,3705000.0,4,Internet Banking,0
T0004082,A00860,A01040,1120000.0,8,Mobile,0
T0004083,A00992,A00578,1055000.0,14,Internet Banking,0
T0004084,A00912,A00189,6909000.0,22,Mobile,0
T0004085,A01191,A00939,1173000.0,1,ATM,0
T0004086,A00690,A00210,1304000.0,22,ATM,0
T0004087,A00345,A00558,2044000.0,19,Mobile,0
T0004088,A01036,A00769,1078000.0,20,Internet Banking,0
T0004089,A00318,A00319,487000.0,1,Mobile,0
T0004090,A00350,A00735,1819000.0,13,Internet Banking,0
T0004091,A00995,A00827,1150000.0,8,Internet Banking,0
T0004092,A01058,A00781,9105000.0,22,Internet Banking,0
T0004093,A00408,A00477,2857000.0,17,ATM,0
T0004094,A00876,A00406,623000.0,15,Mobile,0
T0004095,A01107,A00878,2676000.0,0,ATM,0
T0004096,A00959,A00392,1684000.0,21,Internet Banking,0
T0004097,A00006,A00812,5067000.0,11,Mobile,0
T0004098,A00798,A01103,674000.0,3,Mobile,0
T0004099,A00204,A00813,1477000.0,20,Mobile,0
T0004100,A01016,A00358,1076000.0,21,Internet Banking,0
T0004101,A00081,A00797,1280000.0,11,ATM,0
T0004102,A01192,A00966,453000.0,15,Mobile,0
T0004103,A00213,A00806,2261000.0,14,Mobile,0
T0004104,A00505,A00866,1900000.0,7,Mobile,0
T0004105,A00281,A00240,4934000.0,17,Mobile,0
T0004106,A00977,A00431,1187000.0,23,Mobile,0
T0004107,A00473,A00005,763000.0,22,Internet Banking,0
T0004108,A00894,A00340,2859000.0,16,Mobile,0
T0004109,A00081,A01013,501000.0,8,ATM,0
T0004110,A00544,A00508,3958000.0,21,Mobile,0
T0004111,A01094,A00496,3949000.0,22,Internet Banking,0
T0004112,A01113,A00117,4784000.0,0,Mobile,0
T0004113,A00251,A00658,1816000.0,8,Mobile,0
T0004114,A00474,A00542,703000.0,13,Mobile,0
T0004115,A00491,A00355,1353000.0,13,Internet Banking,0
T0004116,A00679,A00995,1823000.0,17,Branch,0
T0004117,A00645,A00322,648000.0,12,Mobile,0
T0004118,A00128,A00690,5200000.0,0,Internet Banking,0
T0004119,A00916,A00621,2271000.0,3,Internet Banking,0
T0004120,A00271,A00281,450000.0,18,Mobile,0
T0004121,A00378,A00631,9521000.0,16,ATM,0
T0004122,A01009,A00828,1336000.0,15,Mobile,0
T0004123,A00828,A00007,360000.0,10,ATM,0
T0004124,A00476,A00675,481000.0,6,Internet Banking,0
T0004125,A01095,A01106,6165000.0,7,Mobile,0
T0004126,A00473,A00410,8933000.0,16,Internet Banking,0
T0004127,A00679,A00237,3643000.0,12,Mobile,0
T0004128,A00296,A00685,5122000.0,3,Internet Banking,0
T0004129,A00220,A00335,4575000.0,9,ATM,0
T0004130,A00590,A01070,2214000.0,19,Internet Banking,0
T0004131,A00676,A01149,1723000.0,14,Mobile,0
T0004132,A00967,A01200,2173000.0,20,Mobile,0
T0004133,A00470,A00286,2696000.0,12,Internet Banking,0
T0004134,A01075,A00723,531000.0,11,Internet Banking,0
T0004135,A00729,A00883,2684000.0,22,Internet Banking,0
T0004136,A00085,A00553,5970000.0,12,Mobile,0
T0004137,A00887,A01164,956000.0,3,ATM,0
T0004138,A00690,A00415,850000.0,9,ATM,0
T0004139,A00468,A00658,2027000.0,15,Internet Banking,0
T0004140,A00561,A00940,587000.0,8,Mobile,0
T0004141,A00363,A00795,282000.0,9,Mobile,0
T0004142,A00738,A00371,4241000.0,20,Mobile,0
T0004143,A00681,A00475,731000.0,10,ATM,0
T0004144,A00537,A00510,1225000.0,7,ATM,0
T0004145,A00343,A00675,613000.0,2,ATM,0
T0004146,A00479,A00471,4888000.0,9,Mobile,0
T0004147,A00598,A00942,3067000.0,18,Internet Banking,0
T0004148,A00567,A00514,921000.0,7,ATM,0
T0004149,A00372,A00941,328000.0,11,Mobile,0
T0004150,A00699,A01190,819000.0,15,Mobile,0
T0004151,A00272,A00271,2247000.0,22,Mobile,0
T0004152,A00602,A00489,1477000.0,19,Internet Banking,0
T0004153,A00146,A00504,1353000.0,6,Mobile,0
T0004154,A00567,A01115,1515000.0,3,Mobile,0
T0004155,A00941,A00710,2765000.0,16,Internet Banking,0
T0004156,A00982,A00432,1146000.0,6,ATM,0
T0004157,A00834,A00700,1969000.0,9,ATM,0
T0004158,A00895,A00446,405000.0,2,ATM,0
T0004159,A00080,A01192,19917000.0,18,ATM,0
T0004160,A00410,A00517,878000.0,3,Internet Banking,0
T0004161,A00786,A00123,1501000.0,9,ATM,0
T0004162,A00961,A00133,2238000.0,9,Mobile,0
T0004163,A00700,A01157,764000.0,1,ATM,0
T0004164,A01025,A00634,1210000.0,18,ATM,0
T0004165,A00328,A00830,1194000.0,14,Internet Banking,0
T0004166,A00185,A00974,439000.0,12,Mobile,0
T0004167,A00104,A00741,1944000.0,4,Mobile,0
T0004168,A00700,A00951,196000.0,1,Mobile,0
T0004169,A00799,A00823,8251000.0,1,Mobile,0
T0004170,A00343,A00239,2871000.0,15,Mobile,0
T0004171,A00941,A01194,2424000.0,17,Mobile,0
T0004172,A00888,A00903,178000.0,19,Mobile,0
T0004173,A00433,A01134,502000.0,19,ATM,0
T0004174,A00287,A00864,5532000.0,9,Internet Banking,0
T0004175,A00891,A01090,100000000.0,0,ATM,0
T0004176,A00806,A00428,4466000.0,5,Mobile,0
T0004177,A00205,A00732,3755000.0,18,Mobile,0
T0004178,A00307,A00748,2138000.0,18,Mobile,0
T0004179,A00584,A00938,472000.0,12,ATM,0
T0004180,A00614,A01052,3586000.0,0,Mobile,0
T0004181,A00200,A00058,357000.0,18,Internet Banking,0
T0004182,A01139,A01008,317000.0,19,Mobile,0
T0004183,A00467,A00259,296000.0,5,Mobile,0
T0004184,A00458,A00164,3510000.0,19,Mobile,0
T0004185,A00073,A01116,1127000.0,15,Mobile,0
T0004186,A01051,A01003,1341000.0,21,Mobile,0
T0004187,A00283,A00982,1180000.0,15,ATM,0
T0004188,A01185,A00284,348000.0,2,Mobile,0
T0004189,A00596,A00924,574000.0,15,Mobile,0
T0004190,A01050,A00480,606000.0,2,Mobile,0
T0004191,A00215,A01002,256000.0,6,Branch,0
T0004192,A00200,A00499,689000.0,20,Internet Banking,0
T0004193,A00962,A00568,365000.0,23,Internet Banking,0
T0004194,A00984,A00946,2265000.0,11,Internet Banking,0
T0004195,A00652,A00193,2483000.0,6,ATM,0
T0004196,A00039,A00179,289000.0,9,Mobile,0
T0004197,A01133,A00106,866000.0,5,ATM,0
T0004198,A00472,A00552,9244000.0,13,ATM,0
T0004199,A01124,A01158,408000.0,10,Mobile,0
T0004200,A01045,A01188,1919000.0,1,Mobile,0
T0004201,A01022,A00970,1348000.0,14,Internet Banking,0
T0004202,A00827,A00608,3993000.0,15,Mobile,0
T0004203,A00808,A01157,1661000.0,16,Mobile,0
T0004204,A00640,A00511,747000.0,22,Mobile,0
T0004205,A00030,A00372,1291000.0,16,Mobile,0
T0004206,A00466,A00671,1312000.0,16,Internet Banking,0
T0004207,A00877,A01029,1085000.0,5,Mobile,0
T0004208,A00975,A00418,281000.0,11,Internet Banking,0
T0004209,A00672,A00673,4710000.0,10,Mobile,0
T0004210,A00852,A01134,3878000.0,23,Mobile,0
T0004211,A00027,A01013,380000.0,11,Mobile,0
T0004212,A00563,A00405,862000.0,16,ATM,0
T0004213,A00610,A00466,937000.0,12,Mobile,0
T0004214,A01071,A00475,336000.0,1,Internet Banking,0
T0004215,A00374,A00095,154000.0,22,ATM,0
T0004216,A00276,A00348,574000.0,16,Internet Banking,0
T0004217,A00423,A01110,811000.0,5,Mobile,1
T0004218,A00205,A01059,246000.0,1,Mobile,0
T0004219,A00671,A00176,1458000.0,22,Internet Banking,0
T0004220,A00772,A01117,4312000.0,7,Internet Banking,0
T0004221,A00962,A00991,3030000.0,0,ATM,0
T0004222,A01167,A00039,1044000.0,14,Internet Banking,0
T0004223,A00089,A00050,158000.0,0,Mobile,0
T0004224,A00297,A00900,2637000.0,5,ATM,0
T0004225,A00361,A00415,1410000.0,21,Internet Banking,0
T0004226,A00300,A00459,1914000.0,0,Branch,0
T0004227,A00993,A01124,10095000.0,18,ATM,0
T0004228,A00168,A00719,484000.0,14,Mobile,0
T0004229,A00036,A00659,51000.0,7,Internet Banking,0
T0004230,A01033,A00318,377000.0,6,Internet Banking,0
T0004231,A01154,A00332,2048000.0,11,Mobile,0
T0004232,A00272,A00187,1236000.0,12,Internet Banking,0
T0004233,A00400,A00798,315000.0,21,Mobile,0
T0004234,A00604,A00641,252000.0,6,Mobile,0
T0004235,A00632,A00495,812000.0,14,Internet Banking,0
T0004236,A01190,A00562,305000.0,16,Mobile,0
T0004237,A00485,A00453,2128000.0,0,ATM,0
T0004238,A00015,A00432,763000.0,21,Mobile,0
T0004239,A00508,A00832,602000.0,23,ATM,0
T0004240,A00668,A00524,521000.0,2,Internet Banking,0
T0004241,A00621,A00109,1603000.0,6,ATM,0
T0004242,A00615,A00757,1258000.0,18,Mobile,0
T0004243,A01108,A00364,1499000.0,19,Branch,0
T0004244,A00969,A00936,1463000.0,3,Mobile,0
T0004245,A00303,A00331,1108000.0,22,ATM,0
T0004246,A00427,A01158,385000.0,7,Mobile,0
T0004247,A00802,A00057,537000.0,7,Mobile,0
T0004248,A00493,A00493,777000.0,8,Internet Banking,0
T0004249,A00515,A00680,11635000.0,16,Mobile,0
T0004250,A00202,A01023,272000.0,4,Mobile,0
T0004251,A00306,A00784,757000.0,13,Mobile,0
T0004252,A00889,A00415,1337000.0,1,Mobile,0
T0004253,A01012,A01025,860000.0,3,Branch,0
T0004254,A00942,A00583,3911000.0,18,Internet Banking,0
T0004255,A00370,A00911,855000.0,9,Mobile,0
T0004256,A00164,A00374,927000.0,19,ATM,0
T0004257,A00192,A00273,2940000.0,17,Internet Banking,0
T0004258,A00473,A00543,8794000.0,23,Internet Banking,0
T0004259,A00622,A00621,5644000.0,3,Internet Banking,0
T0004260,A01072,A00521,1033000.0,22,Mobile,0
T0004261,A01079,A00554,1136000.0,21,Mobile,0
T0004262,A00004,A01090,1263000.0,10,ATM,0
T0004263,A00850,A00673,1411000.0,3,ATM,0
T0004264,A00359,A00588,472000.0,3,ATM,0
T0004265,A00238,A00082,3362000.0,12,Mobile,0
T0004266,A00667,A00983,1506000.0,0,ATM,0
T0004267,A00041,A00753,1142000.0,2,Mobile,0
T0004268,A00401,A00271,296000.0,12,Internet Banking,0
T0004269,A00663,A01019,1285000.0,13,Mobile,0
T0004270,A00327,A00593,150000.0,20,ATM,0
T0004271,A00713,A00177,633000.0,23,Branch,0
T0004272,A00553,A00091,646000.0,6,Mobile,0
T0004273,A00960,A00942,1645000.0,7,ATM,0
T0004274,A00218,A00505,9489000.0,4,Internet Banking,0
T0004275,A00069,A00991,2251000.0,5,Mobile,0
T0004276,A00636,A00803,5904000.0,10,Mobile,0
T0004277,A00309,A00103,2440000.0,23,Internet Banking,0
T0004278,A00849,A01006,4137000.0,21,Mobile,0
T0004279,A00112,A00596,9255000.0,21,Mobile,0
T0004280,A00691,A00680,536000.0,10,ATM,0
T0004281,A01188,A00819,499000.0,15,Internet Banking,0
T0004282,A00112,A00769,2504000.0,17,ATM,0
T0004283,A00363,A01047,1195000.0,5,Internet Banking,0
T0004284,A01014,A01155,1529000.0,11,Internet Banking,0
T0004285,A00641,A00512,913000.0,13,ATM,0
T0004286,A00210,A00045,623000.0,8,Mobile,0
T0004287,A00256,A00287,7136000.0,11,Mobile,1
T0004288,A00918,A00951,358000.0,10,Internet Banking,0
T0004289,A01034,A00321,2553000.0,1,Branch,0
T0004290,A00433,A01087,2136000.0,18,Mobile,0
T0004291,A00569,A00606,211000.0,21,Branch,0
T0004292,A00940,A00131,481000.0,18,ATM,0
T0004293,A00213,A00307,579000.0,22,Mobile,0
T0004294,A00248,A01126,2233000.0,10,Mobile,0
T0004295,A00930,A01091,801000.0,1,Mobile,0
T0004296,A00224,A00224,1092000.0,6,Internet Banking,0
T0004297,A00925,A00426,241000.0,20,Mobile,0
T0004298,A00597,A00740,15500000.0,3,Mobile,0
T0004299,A01189,A00287,1298000.0,13,Mobile,0
T0004300,A00040,A00455,2078000.0,0,Branch,1
T0004301,A01136,A00210,662000.0,7,Mobile,0
T0004302,A00271,A00419,585000.0,2,Mobile,0
T0004303,A00043,A00174,9838000.0,2,Mobile,0
T0004304,A00869,A01162,146000.0,3,Mobile,0
T0004305,A00640,A00609,1630000.0,12,Mobile,0
T0004306,A01005,A00516,317000.0,16,ATM,0
T0004307,A00131,A00377,769000.0,6,Internet Banking,0
T0004308,A00097,A00429,595000.0,19,Mobile,0
T0004309,A00681,A00355,406000.0,9,ATM,0
T0004310,A01059,A01059,1248000.0,17,Mobile,0
T0004311,A00487,A00044,71000.0,12,ATM,0
T0004312,A00958,A00099,848000.0,17,Mobile,0
T0004313,A01088,A01185,1087000.0,23,ATM,0
T0004314,A01044,A00782,269000.0,23,Branch,0
T0004315,A00611,A00991,6340000.0,14,ATM,0
T0004316,A00839,A00133,624000.0,23,Mobile,0
T0004317,A00631,A00676,924000.0,16,Internet Banking,0
T0004318,A00809,A00053,626000.0,6,ATM,0
T0004319,A00681,A00681,1097000.0,22,Internet Banking,0
T0004320,A00631,A00295,5060000.0,3,Mobile,0
T0004321,A00525,A00799,18222000.0,11,Mobile,0
T0004322,A00784,A01062,2725000.0,3,Mobile,0
T0004323,A00902,A00540,3971000.0,18,Mobile,0
T0004324,A01103,A00167,7928000.0,21,Mobile,0
T0004325,A00736,A00791,1578000.0,19,Internet Banking,0
T0004326,A00121,A00519,6750000.0,2,Mobile,0
T0004327,A00705,A00541,2869000.0,6,Mobile,0
T0004328,A00379,A00846,1406000.0,8,Mobile,0
T0004329,A00033,A00865,1764000.0,2,Branch,0
T0004330,A00087,A00874,162000.0,12,Internet Banking,0
T0004331,A00710,A00444,1655000.0,0,Internet Banking,0
T0004332,A01134,A00089,220000.0,14,ATM,0
T0004333,A00607,A00294,201000.0,13,Internet Banking,0
T0004334,A00535,A00159,1484000.0,14,Mobile,0
T0004335,A00107,A00189,352000.0,21,Internet Banking,0
T0004336,A00811,A00659,1191000.0,18,Mobile,0
T0004337,A00067,A00564,1397000.0,6,Internet Banking,0
T0004338,A01010,A00539,1468000.0,13,Mobile,0
T0004339,A00980,A00679,444000.0,19,Branch,0
T0004340,A01190,A00034,3225000.0,20,Internet Banking,0
T0004341,A00342,A00211,1088000.0,15,Mobile,0
T0004342,A00195,A00530,1949000.0,2,Internet Banking,0
T0004343,A00360,A00895,322000.0,10,Mobile,0
T0004344,A00960,A00065,986000.0,20,Mobile,0
T0004345,A00263,A00933,4012000.0,1,ATM,0
T0004346,A01065,A00713,3489000.0,14,ATM,0
T0004347,A00186,A00984,499000.0,12,Internet Banking,0
T0004348,A00059,A00223,658000.0,5,Mobile,0
T0004349,A00264,A01054,404000.0,8,Mobile,0
T0004350,A00905,A00043,583000.0,23,Mobile,0
T0004351,A00723,A01024,258000.0,14,Internet Banking,0
T0004352,A00426,A00564,1031000.0,22,Internet Banking,0
T0004353,A00788,A00062,2408000.0,11,Mobile,0
T0004354,A00779,A00253,506000.0,20,Mobile,0
T0004355,A00666,A00789,1086000.0,14,Mobile,0
T0004356,A00617,A00486,942000.0,21,Mobile,0
T0004357,A00122,A00739,3830000.0,7,Mobile,0
T0004358,A00312,A00900,612000.0,9,Mobile,0
T0004359,A00634,A00379,637000.0,0,Mobile,0
T0004360,A00163,A00907,473000.0,5,Mobile,0
T0004361,A00572,A00469,343000.0,3,Mobile,0
T0004362,A00141,A00965,2148000.0,4,Internet Banking,0
T0004363,A00945,A01090,1034000.0,7,ATM,0
T0004364,A00124,A00323,1275000.0,20,Mobile,0
T0004365,A00112,A00909,4876000.0,9,Mobile,0
T0004366,A00766,A00402,5195000.0,19,Internet Banking,0
T0004367,A00265,A01182,196000.0,19,Mobile,0
T0004368,A00422,A00257,2447000.0,23,Mobile,0
T0004369,A00378,A01197,1538000.0,12,Mobile,0
T0004370,A00260,A01171,722000.0,20,Mobile,0
T0004371,A00915,A00240,1721000.0,10,ATM,0
T0004372,A00831,A00637,180000.0,15,ATM,0
T0004373,A00287,A00937,5997000.0,19,Mobile,0
T0004374,A00825,A00842,2114000.0,3,Mobile,0
T0004375,A00857,A00253,463000.0,1,Branch,0
T0004376,A00648,A01163,630000.0,3,Internet Banking,0
T0004377,A00695,A00323,184000.0,17,Branch,0
T0004378,A01122,A00402,850000.0,11,ATM,0
T0004379,A00545,A00446,706000.0,6,Mobile,0
T0004380,A00463,A00049,279000.0,18,Mobile,0
T0004381,A00647,A00601,2820000.0,0,Mobile,0
T0004382,A01004,A00589,4888000.0,4,ATM,0
T0004383,A00852,A01082,1164000.0,11,Mobile,0
T0004384,A00091,A01115,857000.0,21,Internet Banking,0
T0004385,A00552,A00332,1936000.0,17,Internet Banking,0
T0004386,A00888,A01090,1174000.0,16,ATM,0
T0004387,A00269,A01138,365000.0,17,ATM,0
T0004388,A01187,A01190,585000.0,7,Mobile,0
T0004389,A00970,A01022,866000.0,10,Mobile,0
T0004390,A01016,A00610,1577000.0,21,Internet Banking,0
T0004391,A00099,A00136,1212000.0,17,ATM,0
T0004392,A00696,A00154,1512000.0,14,Internet Banking,0
T0004393,A00634,A00044,224000.0,1,Internet Banking,0
T0004394,A00753,A00018,2494000.0,17,ATM,0
T0004395,A01021,A00069,1205000.0,8,Mobile,0
T0004396,A00424,A00774,19892000.0,9,Mobile,0
T0004397,A00641,A00918,783000.0,16,ATM,0
T0004398,A00816,A00335,1713000.0,9,Internet Banking,0
T0004399,A00904,A00522,26963000.0,13,ATM,0
T0004400,A00925,A01159,1486000.0,0,Mobile,0
T0004401,A00405,A00981,1114000.0,4,Internet Banking,0
T0004402,A01198,A00586,405000.0,12,Mobile,0
T0004403,A00012,A01124,6446000.0,22,Mobile,0
T0004404,A00591,A00600,335000.0,18,Mobile,0
T0004405,A00731,A01013,1920000.0,10,Internet Banking,0
T0004406,A00074,A00626,713000.0,23,Mobile,0
T0004407,A00542,A00415,974000.0,6,Mobile,0
T0004408,A00716,A00149,251000.0,21,Mobile,0
T0004409,A00730,A00407,5258000.0,9,Mobile,0
T0004410,A00143,A00868,884000.0,2,Internet Banking,0
T0004411,A00334,A00388,315000.0,0,Internet Banking,0
T0004412,A00294,A00442,4760000.0,23,Internet Banking,0
T0004413,A00768,A00647,689000.0,15,Mobile,0
T0004414,A00395,A00636,1734000.0,3,Mobile,0
T0004415,A00686,A01065,3028000.0,23,Mobile,0
T0004416,A00878,A00432,2021000.0,0,Internet Banking,0
T0004417,A00957,A00496,107000.0,8,ATM,0
T0004418,A00221,A00462,2579000.0,17,Mobile,0
T0004419,A01085,A00043,1074000.0,1,Branch,0
T0004420,A00199,A00053,836000.0,21,Mobile,0
T0004421,A00027,A01030,1064000.0,16,Internet Banking,0
T0004422,A00054,A00905,204000.0,22,Internet Banking,0
T0004423,A00242,A00698,1482000.0,20,Internet Banking,0
T0004424,A01048,A00548,268000.0,19,Internet Banking,0
T0004425,A00250,A00454,876000.0,5,Mobile,0
T0004426,A00833,A00563,1425000.0,4,Internet Banking,0
T0004427,A00503,A01082,3911000.0,5,Mobile,0
T0004428,A00048,A00560,487000.0,3,Internet Banking,0
T0004429,A00533,A00167,5924000.0,15,Mobile,0
T0004430,A00034,A00561,3400000.0,1,Mobile,0
T0004431,A00572,A00163,748000.0,10,Branch,0
T0004432,A00671,A00607,354000.0,13,Mobile,0
T0004433,A00626,A00398,245000.0,12,Mobile,0
T0004434,A00340,A00862,1618000.0,11,Mobile,0
T0004435,A00920,A00421,533000.0,5,Internet Banking,0
T0004436,A00717,A00848,4489000.0,2,Internet Banking,0
T0004437,A00306,A01057,568000.0,23,Branch,0
T0004438,A00522,A00587,446000.0,11,Internet Banking,0
T0004439,A00131,A00927,1552000.0,14,Mobile,0
T0004440,A01108,A01023,564000.0,13,Mobile,0
T0004441,A00904,A01182,1211000.0,8,Mobile,0
T0004442,A00346,A00278,3550000.0,17,Internet Banking,0
T0004443,A00810,A00287,1365000.0,9,Branch,0
T0004444,A00815,A00455,1371000.0,9,Mobile,0
T0004445,A00732,A00519,1504000.0,19,Mobile,0
T0004446,A00065,A01039,186000.0,7,Internet Banking,0
T0004447,A01055,A01096,1847000.0,16,Internet Banking,0
T0004448,A01148,A00596,1431000.0,15,Internet Banking,0
T0004449,A01169,A00208,3204000.0,0,Mobile,0
T0004450,A01177,A00211,2337000.0,16,Mobile,0
T0004451,A01115,A00450,961000.0,19,Mobile,0
T0004452,A00887,A00222,3736000.0,6,Mobile,0
T0004453,A00069,A01020,870000.0,21,Internet Banking,0
T0004454,A00559,A00524,1575000.0,0,Mobile,0
T0004455,A00295,A00488,852000.0,4,Mobile,0
T0004456,A00264,A00195,1994000.0,22,Branch,0
T0004457,A00997,A00034,793000.0,20,Internet Banking,0
T0004458,A00976,A00704,7349000.0,18,Mobile,0
T0004459,A00627,A00998,11039000.0,14,Branch,0
T0004460,A00884,A00300,3138000.0,4,Mobile,0
T0004461,A00156,A00311,6539000.0,11,ATM,0
T0004462,A00267,A00525,221000.0,13,Mobile,0
T0004463,A01033,A00257,251000.0,2,ATM,0
T0004464,A00542,A00707,842000.0,14,Mobile,0
T0004465,A00656,A00322,1256000.0,2,Mobile,0
T0004466,A00556,A00131,965000.0,3,Branch,0
T0004467,A00243,A00938,197000.0,4,Internet Banking,0
T0004468,A00992,A00564,4259000.0,4,Mobile,0
T0004469,A00910,A00682,12832000.0,1,Mobile,0
T0004470,A00821,A00465,4911000.0,22,Mobile,0
T0004471,A00424,A00712,3961000.0,19,Mobile,0
T0004472,A00772,A00455,1539000.0,12,Internet Banking,0
T0004473,A01144,A00319,475000.0,8,Mobile,0
T0004474,A00780,A00513,1300000.0,4,Branch,0
T0004475,A00594,A00674,12164000.0,22,ATM,0
T0004476,A00325,A00286,815000.0,19,Branch,0
T0004477,A00628,A00374,728000.0,18,Internet Banking,0
T0004478,A00447,A00182,4057000.0,11,Mobile,0
T0004479,A00734,A00559,4364000.0,0,Internet Banking,0
T0004480,A00055,A00857,472000.0,15,Mobile,0
T0004481,A00229,A00633,900000.0,11,Mobile,0
T0004482,A00945,A01048,691000.0,7,ATM,0
T0004483,A00457,A01104,1296000.0,7,Internet Banking,0
T0004484,A00520,A01087,4041000.0,1,Mobile,0
T0004485,A00653,A00112,496000.0,20,Mobile,0
T0004486,A00526,A01011,3979000.0,3,Mobile,0
T0004487,A00911,A00401,1342000.0,19,Internet Banking,0
T0004488,A00295,A00803,15505000.0,23,Mobile,0
T0004489,A00911,A00302,1704000.0,1,ATM,0
T0004490,A00252,A00341,1079000.0,14,Internet Banking,0
T0004491,A00445,A01053,2258000.0,1,Mobile,0
T0004492,A00706,A01140,828000.0,19,Internet Banking,0
