Customer_ID,Age,Monthly_Income,Avg_Balance,Monthly_Transactions,Credit_Card_Spend,Loan_Balance,Investment_Balance,Digital_Usage_Score,ATM_Transactions,Branch_Visits,Tenure_Years,Credit_Score,Product_Count
C00421,32.0,10829000.0,28397000.0,17.0,1093000.0,15015000.0,10516000.0,46.0,11.0,3.0,4.0,762.0,1.0
C00422,37.0,13802000.0,15941000.0,21.0,3583000.0,23879000.0,8878000.0,50.0,8.0,7.0,3.0,687.0,4.0
C00423,32.0,13508000.0,37209000.0,34.0,2597000.0,37522000.0,26721000.0,76.0,5.0,6.0,9.0,733.0,5.0
C00424,34.0,13758000.0,22303000.0,27.0,1332000.0,21977000.0,26665000.0,85.0,12.0,0.0,4.0,725.0,4.0
C00425,39.0,9976000.0,31564000.0,25.0,3905000.0,38748000.0,16326000.0,53.0,8.0,8.0,4.0,728.0,2.0
C00426,48.0,22504000.0,15256000.0,24.0,3926000.0,40588000.0,13510000.0,69.0,8.0,3.0,6.0,733.0,5.0
C00427,46.0,24651000.0,24585000.0,17.0,4520000.0,20606000.0,6069000.0,48.0,19.0,7.0,4.0,730.0,5.0
C00428,30.0,8871000.0,36661000.0,29.0,3474000.0,36851000.0,21861000.0,83.0,10.0,5.0,2.0,690.0,4.0
C00429,37.0,11308000.0,33074000.0,37.0,7987000.0,62410000.0,57561000.0,78.0,16.0,9.0,6.0,707.0,5.0
C00430,26.0,8231000.0,32265000.0,35.0,1691000.0,19451000.0,23219000.0,65.0,8.0,7.0,3.0,679.0,4.0
C00431,34.0,15351000.0,10054000.0,22.0,1594000.0,12445000.0,4864000.0,69.0,13.0,5.0,5.0,653.0,2.0
C00432,41.0,9289000.0,23685000.0,19.0,2039000.0,41831000.0,23368000.0,49.0,12.0,3.0,5.0,694.0,3.0
C00433,27.0,9656000.0,20747000.0,40.0,1501000.0,52013000.0,33855000.0,100.0,10.0,0.0,5.0,683.0,3.0
C00434,58.0,18816000.0,39759000.0,20.0,2293000.0,16519000.0,3388000.0,36.0,17.0,8.0,7.0,699.0,5.0
C00435,26.0,9361000.0,10238000.0,21.0,1491000.0,19908000.0,6809000.0,78.0,8.0,7.0,0.0,667.0,2.0
C00436,37.0,14922000.0,17155000.0,19.0,3107000.0,27559000.0,61060000.0,74.0,11.0,4.0,6.0,722.0,5.0
C00437,55.0,16645000.0,35453000.0,1.0,1038000.0,38535000.0,6368000.0,26.0,11.0,7.0,8.0,766.0,1.0
C00438,38.0,19727000.0,18503000.0,21.0,1419000.0,50792000.0,41484000.0,65.0,12.0,3.0,7.0,748.0,3.0
C00439,40.0,8638000.0,14430000.0,14.0,702000.0,27493000.0,5758000.0,53.0,8.0,4.0,7.0,723.0,1.0
C00440,24.0,11717000.0,13098000.0,21.0,2528000.0,37063000.0,9921000.0,49.0,15.0,8.0,3.0,697.0,1.0
C00441,32.0,11717000.0,10083000.0,37.0,2233000.0,16505000.0,13734000.0,79.0,3.0,4.0,3.0,740.0,5.0
C00442,32.0,14815000.0,17759000.0,34.0,1642000.0,45360000.0,24804000.0,63.0,13.0,5.0,3.0,733.0,5.0
C00443,48.0,15133000.0,45847000.0,32.0,5473000.0,176936000.0,45820000.0,54.0,10.0,12.0,6.0,801.0,7.0
C00444,35.0,8714000.0,32188000.0,28.0,2174000.0,32712000.0,8952000.0,62.0,15.0,4.0,4.0,679.0,4.0
C00445,34.0,9620000.0,42271000.0,18.0,1817000.0,11487000.0,9843000.0,51.0,12.0,8.0,7.0,715.0,3.0
C00446,42.0,25092000.0,50051000.0,22.0,1539000.0,40178000.0,28128000.0,73.0,8.0,2.0,5.0,812.0,4.0
C00447,41.0,7028000.0,18786000.0,17.0,1449000.0,43807000.0,13370000.0,39.0,11.0,6.0,4.0,741.0,1.0
C00448,27.0,14243000.0,6475000.0,14.0,1551000.0,17429000.0,18324000.0,59.0,8.0,6.0,2.0,661.0,4.0
C00449,41.0,11224000.0,30603000.0,14.0,1197000.0,66590000.0,5229000.0,57.0,12.0,6.0,8.0,713.0,1.0
C00450,30.0,4996000.0,24379000.0,28.0,942000.0,13308000.0,12517000.0,73.0,5.0,3.0,4.0,727.0,1.0
C00451,29.0,3614000.0,30586000.0,34.0,2799000.0,5773000.0,17610000.0,83.0,7.0,3.0,3.0,607.0,3.0
C00452,27.0,10813000.0,18824000.0,29.0,4487000.0,22958000.0,22355000.0,79.0,10.0,4.0,5.0,754.0,4.0
C00453,18.0,9475000.0,5937000.0,22.0,2615000.0,13992000.0,11445000.0,73.0,14.0,2.0,0.0,655.0,1.0
C00454,44.0,9857000.0,27529000.0,21.0,3968000.0,47104000.0,11331000.0,63.0,11.0,7.0,3.0,601.0,3.0
C00455,35.0,12605000.0,73997000.0,35.0,2751000.0,30026000.0,16743000.0,72.0,9.0,5.0,4.0,804.0,2.0
C00456,18.0,6887000.0,7422000.0,28.0,4437000.0,6877000.0,28623000.0,58.0,15.0,9.0,1.0,638.0,3.0
C00457,45.0,9594000.0,42936000.0,31.0,2092000.0,25899000.0,16156000.0,78.0,3.0,4.0,6.0,703.0,2.0
C00458,41.0,15345000.0,90851000.0,27.0,6623000.0,66561000.0,23051000.0,71.0,10.0,7.0,3.0,768.0,6.0
C00459,41.0,14908000.0,40041000.0,35.0,4973000.0,27703000.0,20573000.0,91.0,7.0,6.0,7.0,743.0,6.0
C00460,53.0,22074000.0,19303000.0,20.0,5407000.0,19728000.0,4765000.0,54.0,8.0,8.0,7.0,691.0,6.0
C00461,32.0,7293000.0,13015000.0,9.0,555000.0,18604000.0,3695000.0,46.0,4.0,7.0,5.0,675.0,1.0
C00462,40.0,30769000.0,23641000.0,22.0,4474000.0,29921000.0,41407000.0,67.0,12.0,5.0,5.0,744.0,6.0
C00463,42.0,11128000.0,51224000.0,26.0,5016000.0,43734000.0,71572000.0,82.0,10.0,7.0,4.0,687.0,4.0
C00464,39.0,13431000.0,22747000.0,29.0,4102000.0,307576000.0,41227000.0,65.0,11.0,5.0,6.0,766.0,2.0
C00465,42.0,14380000.0,92141000.0,17.0,5155000.0,44088000.0,41883000.0,42.0,13.0,8.0,7.0,751.0,6.0
C00466,29.0,9293000.0,52317000.0,44.0,3453000.0,34871000.0,37649000.0,94.0,8.0,6.0,7.0,710.0,2.0
C00467,25.0,7827000.0,29763000.0,21.0,1036000.0,16941000.0,13764000.0,67.0,13.0,7.0,5.0,664.0,2.0
C00468,44.0,24338000.0,47552000.0,30.0,3963000.0,23818000.0,12043000.0,94.0,8.0,3.0,6.0,727.0,8.0
C00469,54.0,13943000.0,19750000.0,15.0,471000.0,58118000.0,12562000.0,54.0,10.0,2.0,5.0,742.0,2.0
C00470,31.0,25710000.0,10600000.0,36.0,2388000.0,60294000.0,11000000.0,73.0,6.0,3.0,4.0,689.0,1.0
C00471,44.0,15307000.0,54885000.0,23.0,3642000.0,30267000.0,31558000.0,37.0,13.0,5.0,5.0,723.0,5.0
C00472,19.0,21085000.0,17466000.0,36.0,4044000.0,51674000.0,34657000.0,92.0,10.0,6.0,4.0,771.0,6.0
C00473,45.0,13209000.0,23223000.0,37.0,1335000.0,54401000.0,9297000.0,82.0,9.0,3.0,9.0,791.0,1.0
C00474,47.0,11639000.0,51502000.0,17.0,2325000.0,44940000.0,10809000.0,64.0,12.0,2.0,6.0,706.0,4.0
C00475,20.0,15160000.0,14027000.0,17.0,2156000.0,49964000.0,72268000.0,62.0,12.0,3.0,3.0,772.0,2.0
C00476,18.0,9955000.0,4549000.0,7.0,3554000.0,15178000.0,23956000.0,54.0,10.0,4.0,2.0,698.0,4.0
C00477,35.0,12657000.0,14166000.0,26.0,2985000.0,14133000.0,4860000.0,56.0,7.0,3.0,6.0,675.0,3.0
C00478,19.0,8401000.0,14942000.0,37.0,2884000.0,37493000.0,21031000.0,66.0,5.0,5.0,2.0,753.0,1.0
C00479,20.0,13684000.0,4915000.0,11.0,1724000.0,31675000.0,8325000.0,46.0,8.0,9.0,0.0,726.0,2.0
C00480,24.0,7933000.0,10521000.0,27.0,3320000.0,13457000.0,10149000.0,64.0,8.0,2.0,3.0,628.0,3.0
C00481,34.0,12586000.0,18947000.0,15.0,3268000.0,25293000.0,24296000.0,56.0,11.0,11.0,1.0,683.0,5.0
C00482,21.0,9618000.0,10261000.0,19.0,2035000.0,4478000.0,8069000.0,53.0,15.0,4.0,3.0,601.0,4.0
C00483,31.0,13323000.0,6437000.0,28.0,1793000.0,19874000.0,1806000.0,70.0,12.0,1.0,5.0,639.0,3.0
C00484,49.0,6983000.0,63995000.0,10.0,1144000.0,63014000.0,17613000.0,38.0,13.0,12.0,9.0,742.0,1.0
C00485,21.0,8583000.0,22119000.0,34.0,4075000.0,8676000.0,23652000.0,66.0,12.0,7.0,1.0,663.0,5.0
C00486,49.0,13856000.0,63770000.0,21.0,2273000.0,35371000.0,11718000.0,90.0,5.0,2.0,7.0,724.0,6.0
C00487,26.0,16798000.0,8343000.0,24.0,3079000.0,34034000.0,11136000.0,50.0,13.0,6.0,4.0,709.0,2.0
C00488,24.0,12732000.0,14768000.0,26.0,2642000.0,18735000.0,43827000.0,67.0,13.0,6.0,2.0,732.0,2.0
C00489,35.0,16861000.0,33981000.0,14.0,3225000.0,24026000.0,20463000.0,60.0,12.0,4.0,6.0,722.0,1.0
C00490,52.0,10303000.0,56141000.0,21.0,1071000.0,75561000.0,10981000.0,74.0,7.0,1.0,9.0,745.0,3.0
C00491,33.0,9943000.0,22311000.0,20.0,5461000.0,54765000.0,13910000.0,82.0,14.0,1.0,3.0,651.0,4.0
C00492,37.0,,27102000.0,11.0,1452000.0,10489000.0,4792000.0,38.0,8.0,6.0,5.0,643.0,3.0
C00493,18.0,5249000.0,8713000.0,21.0,1113000.0,17434000.0,3981000.0,52.0,15.0,10.0,3.0,622.0,1.0
C00494,27.0,14577000.0,35959000.0,32.0,3058000.0,36691000.0,32465000.0,74.0,10.0,9.0,5.0,735.0,4.0
C00495,30.0,14677000.0,27947000.0,27.0,4042000.0,25150000.0,53644000.0,46.0,12.0,6.0,4.0,724.0,2.0
C00496,23.0,10500000.0,42677000.0,25.0,1772000.0,44511000.0,9153000.0,73.0,4.0,4.0,5.0,756.0,1.0
C00497,47.0,8216000.0,83424000.0,31.0,2009000.0,37229000.0,16140000.0,68.0,9.0,6.0,7.0,710.0,1.0
C00498,37.0,21211000.0,50361000.0,29.0,2731000.0,42301000.0,34597000.0,64.0,14.0,6.0,3.0,726.0,4.0
C00499,41.0,7759000.0,45386000.0,51.0,1761000.0,11818000.0,18726000.0,77.0,7.0,5.0,6.0,714.0,2.0
C00500,59.0,12418000.0,23204000.0,13.0,1500000.0,41364000.0,2853000.0,62.0,10.0,0.0,7.0,717.0,1.0
C00501,44.0,12263000.0,95516000.0,34.0,5267000.0,65549000.0,13721000.0,94.0,8.0,9.0,7.0,720.0,5.0
C00502,51.0,19536000.0,25125000.0,21.0,6777000.0,55805000.0,12147000.0,56.0,14.0,8.0,7.0,763.0,5.0
C00503,44.0,11602000.0,12486000.0,26.0,4799000.0,61439000.0,42628000.0,76.0,10.0,4.0,3.0,736.0,5.0
C00504,33.0,12331000.0,38681000.0,18.0,1766000.0,43243000.0,21269000.0,55.0,11.0,6.0,4.0,679.0,5.0
C00505,39.0,13862000.0,37186000.0,34.0,2318000.0,13429000.0,5651000.0,79.0,6.0,4.0,4.0,668.0,6.0
C00506,43.0,12932000.0,31890000.0,10.0,2492000.0,40076000.0,53093000.0,52.0,16.0,7.0,4.0,738.0,2.0
C00507,44.0,21883000.0,64779000.0,27.0,2774000.0,33226000.0,12206000.0,77.0,12.0,5.0,6.0,765.0,5.0
C00508,41.0,8073000.0,11282000.0,10.0,866000.0,23882000.0,10638000.0,50.0,8.0,5.0,6.0,704.0,1.0
C00509,38.0,13299000.0,23288000.0,21.0,1655000.0,40557000.0,29117000.0,57.0,17.0,5.0,7.0,743.0,4.0
C00510,31.0,6478000.0,21137000.0,45.0,7230000.0,14274000.0,33715000.0,94.0,12.0,5.0,4.0,627.0,6.0
C00511,19.0,6970000.0,13259000.0,35.0,2400000.0,20189000.0,3057000.0,68.0,12.0,6.0,4.0,552.0,3.0
C00512,24.0,11897000.0,16448000.0,33.0,2466000.0,63077000.0,25316000.0,84.0,8.0,3.0,3.0,761.0,3.0
C00513,39.0,23778000.0,29905000.0,39.0,3446000.0,41740000.0,57153000.0,96.0,10.0,4.0,5.0,716.0,5.0
C00514,28.0,7647000.0,22849000.0,27.0,3334000.0,5597000.0,25457000.0,81.0,11.0,7.0,6.0,615.0,5.0
C00515,49.0,12147000.0,168858000.0,31.0,3312000.0,51384000.0,21207000.0,78.0,4.0,2.0,6.0,768.0,7.0
C00516,31.0,9204000.0,20035000.0,22.0,1325000.0,82181000.0,11831000.0,69.0,8.0,1.0,5.0,737.0,1.0
C00517,27.0,22525000.0,18954000.0,31.0,1270000.0,24024000.0,20038000.0,67.0,9.0,4.0,2.0,674.0,3.0
C00518,41.0,17142000.0,77333000.0,36.0,2591000.0,57085000.0,42981000.0,86.0,7.0,3.0,6.0,746.0,3.0
C00519,36.0,22792000.0,18783000.0,31.0,4623000.0,29592000.0,33420000.0,40.0,13.0,7.0,3.0,706.0,7.0
C00520,33.0,8173000.0,13013000.0,34.0,8774000.0,16257000.0,5721000.0,89.0,3.0,6.0,5.0,611.0,3.0
C00521,38.0,12780000.0,23130000.0,25.0,1829000.0,12788000.0,11872000.0,90.0,2.0,3.0,5.0,731.0,3.0
C00522,27.0,11339000.0,19314000.0,15.0,1167000.0,74424000.0,20428000.0,46.0,16.0,3.0,2.0,686.0,1.0
C00523,27.0,15762000.0,13067000.0,7.0,2604000.0,9690000.0,18739000.0,40.0,15.0,7.0,2.0,650.0,2.0
C00524,31.0,6219000.0,28451000.0,44.0,6725000.0,27656000.0,15449000.0,100.0,0.0,3.0,4.0,684.0,4.0
C00525,28.0,9698000.0,20904000.0,25.0,4184000.0,24012000.0,31904000.0,84.0,9.0,6.0,5.0,666.0,3.0
C00526,41.0,21774000.0,49593000.0,28.0,8059000.0,19644000.0,13053000.0,87.0,13.0,6.0,8.0,713.0,5.0
C00527,36.0,8890000.0,25520000.0,27.0,1698000.0,27257000.0,37206000.0,66.0,7.0,4.0,6.0,696.0,2.0
C00528,45.0,18076000.0,33730000.0,24.0,1768000.0,60134000.0,18567000.0,54.0,15.0,6.0,5.0,763.0,2.0
C00529,43.0,11623000.0,20934000.0,32.0,1708000.0,29796000.0,11891000.0,78.0,10.0,0.0,6.0,697.0,1.0
C00530,32.0,14532000.0,15289000.0,40.0,2436000.0,55023000.0,13380000.0,86.0,1.0,1.0,5.0,704.0,4.0
C00531,20.0,5980000.0,33263000.0,37.0,3353000.0,33452000.0,20911000.0,88.0,10.0,4.0,3.0,643.0,2.0
C00532,30.0,12030000.0,8383000.0,20.0,1042000.0,28464000.0,4337000.0,74.0,8.0,4.0,5.0,684.0,2.0
C00533,28.0,6138000.0,9933000.0,24.0,2494000.0,31014000.0,2655000.0,51.0,7.0,7.0,0.0,653.0,1.0
C00534,39.0,8491000.0,21376000.0,14.0,2058000.0,32118000.0,24653000.0,54.0,7.0,7.0,6.0,676.0,3.0
C00535,40.0,27328000.0,51016000.0,11.0,2758000.0,74200000.0,14998000.0,53.0,8.0,7.0,5.0,697.0,6.0
C00536,47.0,10103000.0,50926000.0,33.0,2550000.0,20037000.0,11240000.0,73.0,7.0,4.0,5.0,681.0,5.0
C00537,41.0,13130000.0,34738000.0,20.0,2500000.0,23541000.0,9875000.0,54.0,14.0,10.0,9.0,676.0,3.0
C00538,27.0,8743000.0,39309000.0,13.0,2227000.0,56931000.0,13450000.0,47.0,17.0,9.0,3.0,756.0,1.0
C00539,21.0,8625000.0,22048000.0,32.0,1751000.0,24207000.0,21817000.0,75.0,9.0,3.0,3.0,663.0,2.0
C00540,43.0,16776000.0,26800000.0,23.0,3306000.0,43859000.0,43872000.0,38.0,14.0,7.0,8.0,724.0,4.0
C00541,34.0,9687000.0,20379000.0,37.0,1944000.0,73434000.0,24252000.0,63.0,9.0,3.0,7.0,790.0,3.0
C00542,37.0,16141000.0,,9.0,871000.0,49935000.0,6436000.0,34.0,12.0,1.0,2.0,706.0,2.0
C00543,39.0,6991000.0,35261000.0,25.0,1791000.0,18556000.0,10701000.0,58.0,10.0,4.0,7.0,650.0,2.0
C00544,39.0,16621000.0,47603000.0,18.0,2843000.0,10611000.0,21855000.0,55.0,11.0,8.0,5.0,731.0,3.0
C00545,39.0,9231000.0,10870000.0,10.0,1963000.0,77954000.0,18473000.0,37.0,17.0,6.0,4.0,696.0,4.0
C00546,29.0,12597000.0,36815000.0,15.0,2084000.0,49216000.0,21107000.0,40.0,6.0,7.0,4.0,742.0,1.0
C00547,22.0,9873000.0,12396000.0,36.0,2626000.0,12332000.0,51621000.0,72.0,4.0,3.0,3.0,654.0,4.0
C00548,34.0,17234000.0,16886000.0,43.0,1594000.0,41336000.0,38603000.0,72.0,8.0,0.0,3.0,822.0,2.0
C00549,22.0,7407000.0,11001000.0,25.0,2544000.0,10066000.0,5494000.0,67.0,7.0,6.0,4.0,643.0,4.0
C00550,45.0,11291000.0,53505000.0,28.0,2499000.0,28308000.0,22743000.0,66.0,4.0,3.0,6.0,703.0,6.0
C00551,37.0,9345000.0,26650000.0,16.0,1072000.0,23954000.0,8709000.0,70.0,5.0,3.0,7.0,734.0,1.0
C00552,24.0,16881000.0,22873000.0,37.0,6520000.0,21345000.0,21576000.0,71.0,5.0,2.0,4.0,669.0,2.0
C00553,24.0,5656000.0,9459000.0,22.0,966000.0,46904000.0,32101000.0,52.0,14.0,8.0,6.0,755.0,1.0
C00554,24.0,8801000.0,45691000.0,45.0,4665000.0,96849000.0,82300000.0,84.0,12.0,6.0,4.0,751.0,5.0
C00555,42.0,14548000.0,42394000.0,22.0,1748000.0,53942000.0,23145000.0,64.0,16.0,4.0,5.0,765.0,2.0
C00556,58.0,,38755000.0,22.0,3001000.0,122411000.0,2051000.0,48.0,7.0,9.0,7.0,781.0,4.0
C00557,47.0,14053000.0,28441000.0,37.0,3318000.0,55424000.0,34012000.0,81.0,5.0,4.0,11.0,771.0,1.0
C00558,35.0,11470000.0,36779000.0,24.0,2050000.0,25699000.0,13288000.0,51.0,7.0,4.0,6.0,714.0,2.0
C00559,45.0,9295000.0,34696000.0,24.0,1160000.0,43721000.0,8639000.0,72.0,12.0,3.0,6.0,688.0,3.0
C00560,42.0,9432000.0,19746000.0,24.0,1302000.0,32126000.0,22148000.0,51.0,13.0,4.0,9.0,720.0,3.0
C00561,36.0,13250000.0,28084000.0,22.0,3644000.0,15343000.0,17959000.0,53.0,12.0,4.0,7.0,660.0,5.0
C00562,36.0,15306000.0,15253000.0,1.0,2151000.0,52825000.0,9800000.0,33.0,13.0,9.0,3.0,746.0,2.0
C00563,30.0,8612000.0,15756000.0,22.0,1323000.0,35668000.0,9007000.0,74.0,10.0,5.0,3.0,650.0,1.0
C00564,25.0,10747000.0,14996000.0,26.0,2451000.0,36680000.0,58650000.0,75.0,5.0,5.0,4.0,694.0,3.0
C00565,27.0,15308000.0,30633000.0,34.0,2106000.0,7433000.0,20922000.0,70.0,12.0,6.0,1.0,647.0,4.0
C00566,41.0,13962000.0,66129000.0,46.0,7883000.0,12918000.0,26123000.0,100.0,4.0,2.0,5.0,658.0,6.0
C00567,34.0,14722000.0,20683000.0,32.0,3152000.0,7795000.0,20971000.0,68.0,5.0,0.0,5.0,634.0,5.0
C00568,33.0,11914000.0,23288000.0,26.0,3064000.0,48933000.0,45115000.0,62.0,12.0,3.0,3.0,757.0,5.0
C00569,36.0,19145000.0,32210000.0,26.0,3480000.0,43801000.0,41939000.0,59.0,10.0,7.0,5.0,757.0,5.0
C00570,21.0,11817000.0,8464000.0,24.0,1116000.0,27633000.0,14118000.0,69.0,9.0,1.0,5.0,742.0,2.0
C00571,36.0,24380000.0,42139000.0,30.0,4908000.0,35896000.0,49611000.0,65.0,11.0,7.0,5.0,715.0,6.0
C00572,51.0,9712000.0,33321000.0,21.0,1867000.0,47830000.0,15379000.0,44.0,14.0,4.0,7.0,709.0,2.0
C00573,30.0,22953000.0,9575000.0,12.0,1352000.0,80341000.0,80224000.0,41.0,13.0,7.0,2.0,828.0,3.0
C00574,23.0,17971000.0,16108000.0,35.0,7649000.0,12329000.0,52863000.0,88.0,6.0,7.0,4.0,684.0,6.0
C00575,18.0,7039000.0,5064000.0,23.0,1211000.0,7812000.0,3486000.0,48.0,11.0,6.0,0.0,630.0,2.0
C00576,18.0,5627000.0,13431000.0,13.0,670000.0,15073000.0,28239000.0,63.0,10.0,1.0,2.0,686.0,2.0
C00577,42.0,34869000.0,38109000.0,29.0,3396000.0,112536000.0,10967000.0,73.0,12.0,7.0,5.0,765.0,4.0
C00578,34.0,9695000.0,32382000.0,22.0,4141000.0,24100000.0,19134000.0,57.0,14.0,9.0,7.0,666.0,4.0
C00579,25.0,11644000.0,8282000.0,23.0,2050000.0,24704000.0,8049000.0,59.0,9.0,12.0,3.0,634.0,4.0
C00580,30.0,14310000.0,12095000.0,22.0,5566000.0,24351000.0,29445000.0,65.0,10.0,5.0,2.0,644.0,4.0
C00581,20.0,8195000.0,32640000.0,28.0,1961000.0,19066000.0,22332000.0,74.0,6.0,3.0,2.0,691.0,2.0
C00582,37.0,12271000.0,27450000.0,27.0,3999000.0,33316000.0,6689000.0,74.0,9.0,5.0,6.0,670.0,5.0
C00583,37.0,,9453000.0,32.0,5758000.0,19827000.0,6002000.0,70.0,8.0,8.0,4.0,670.0,7.0
C00584,57.0,13966000.0,122398000.0,44.0,9027000.0,64692000.0,16745000.0,98.0,13.0,3.0,7.0,704.0,5.0
C00585,29.0,8551000.0,13154000.0,7.0,982000.0,24340000.0,5794000.0,44.0,11.0,8.0,3.0,658.0,3.0
C00586,43.0,19679000.0,64679000.0,23.0,2453000.0,71217000.0,8986000.0,59.0,12.0,4.0,7.0,638.0,5.0
C00587,34.0,17073000.0,21459000.0,34.0,7497000.0,27927000.0,25340000.0,75.0,6.0,7.0,2.0,755.0,6.0
C00588,18.0,8333000.0,5468000.0,25.0,2142000.0,37257000.0,28286000.0,80.0,10.0,1.0,0.0,645.0,2.0
C00589,50.0,14364000.0,37254000.0,24.0,4874000.0,59066000.0,16643000.0,59.0,8.0,3.0,9.0,677.0,5.0
C00590,42.0,18670000.0,21867000.0,34.0,3799000.0,82979000.0,14212000.0,82.0,15.0,3.0,5.0,729.0,5.0
C00591,29.0,8222000.0,17241000.0,10.0,2820000.0,6975000.0,2377000.0,44.0,12.0,7.0,5.0,569.0,3.0
C00592,34.0,9616000.0,6358000.0,49.0,1839000.0,38193000.0,19673000.0,89.0,6.0,0.0,3.0,681.0,2.0
C00593,27.0,10028000.0,13429000.0,25.0,2267000.0,33212000.0,17345000.0,72.0,10.0,4.0,3.0,655.0,2.0
C00594,30.0,22226000.0,15790000.0,22.0,1993000.0,26314000.0,32376000.0,65.0,5.0,6.0,3.0,724.0,6.0
C00595,41.0,14287000.0,39380000.0,22.0,2637000.0,28302000.0,15885000.0,62.0,8.0,5.0,9.0,683.0,3.0
C00596,34.0,6553000.0,37785000.0,38.0,2019000.0,8724000.0,25144000.0,95.0,7.0,2.0,7.0,665.0,2.0
C00597,38.0,16016000.0,12621000.0,21.0,4000000.0,29764000.0,24762000.0,48.0,13.0,8.0,7.0,690.0,5.0
C00598,32.0,10516000.0,20330000.0,40.0,4186000.0,19496000.0,126388000.0,86.0,0.0,2.0,3.0,676.0,4.0
C00599,42.0,39751000.0,54032000.0,22.0,2648000.0,82153000.0,158917000.0,52.0,9.0,8.0,4.0,781.0,5.0
C00600,29.0,8269000.0,41482000.0,35.0,5004000.0,148292000.0,23683000.0,75.0,14.0,4.0,5.0,695.0,4.0
C00601,50.0,12414000.0,90489000.0,32.0,4546000.0,52103000.0,7046000.0,84.0,12.0,9.0,9.0,679.0,6.0
C00602,24.0,8894000.0,19896000.0,41.0,3402000.0,11678000.0,21908000.0,89.0,12.0,6.0,6.0,689.0,1.0
C00603,55.0,10820000.0,64628000.0,24.0,1858000.0,74924000.0,16646000.0,79.0,5.0,3.0,9.0,769.0,3.0
C00604,29.0,7777000.0,18780000.0,10.0,2907000.0,45170000.0,26532000.0,52.0,18.0,7.0,5.0,752.0,4.0
C00605,32.0,10826000.0,25117000.0,36.0,5024000.0,13750000.0,19569000.0,69.0,10.0,6.0,4.0,672.0,6.0
C00606,33.0,15370000.0,40617000.0,13.0,1699000.0,23507000.0,5298000.0,59.0,14.0,6.0,5.0,682.0,3.0
C00607,35.0,10773000.0,18412000.0,21.0,987000.0,38748000.0,6909000.0,71.0,8.0,6.0,5.0,730.0,2.0
C00608,39.0,11792000.0,24099000.0,32.0,1718000.0,12375000.0,8176000.0,67.0,4.0,2.0,6.0,690.0,3.0
C00609,47.0,10970000.0,13297000.0,19.0,2462000.0,20157000.0,7654000.0,50.0,12.0,6.0,6.0,703.0,3.0
C00610,32.0,17471000.0,14073000.0,35.0,3583000.0,42502000.0,39497000.0,81.0,6.0,0.0,3.0,725.0,3.0
C00611,33.0,10544000.0,49155000.0,10.0,765000.0,39234000.0,7626000.0,45.0,10.0,5.0,5.0,687.0,1.0
C00612,21.0,7539000.0,8849000.0,12.0,2094000.0,12105000.0,8289000.0,65.0,6.0,8.0,1.0,680.0,2.0
C00613,45.0,10191000.0,88634000.0,40.0,5807000.0,28986000.0,64402000.0,93.0,15.0,3.0,7.0,723.0,6.0
C00614,36.0,22233000.0,36688000.0,26.0,2336000.0,65893000.0,34171000.0,43.0,10.0,3.0,5.0,809.0,3.0
C00615,48.0,12407000.0,35672000.0,22.0,941000.0,78832000.0,16931000.0,79.0,12.0,4.0,7.0,763.0,2.0
C00616,30.0,4800000.0,8666000.0,16.0,1775000.0,14085000.0,2805000.0,64.0,7.0,6.0,6.0,627.0,1.0
C00617,28.0,9736000.0,19061000.0,24.0,1044000.0,48764000.0,7848000.0,68.0,8.0,6.0,6.0,706.0,1.0
C00618,37.0,,26043000.0,14.0,971000.0,27106000.0,12267000.0,73.0,12.0,0.0,8.0,652.0,2.0
C00619,46.0,9917000.0,48641000.0,43.0,3212000.0,32905000.0,21276000.0,100.0,6.0,0.0,6.0,739.0,2.0
C00620,28.0,34043000.0,9758000.0,24.0,4656000.0,42347000.0,14655000.0,68.0,9.0,4.0,1.0,720.0,4.0
C00621,25.0,12782000.0,24028000.0,40.0,3640000.0,47571000.0,60329000.0,61.0,6.0,3.0,5.0,734.0,1.0
C00622,34.0,14741000.0,28501000.0,22.0,2369000.0,12233000.0,26499000.0,56.0,10.0,6.0,7.0,666.0,4.0
C00623,45.0,19444000.0,103166000.0,33.0,11043000.0,113919000.0,29789000.0,85.0,11.0,5.0,8.0,759.0,6.0
C00624,40.0,13023000.0,38699000.0,17.0,1239000.0,11172000.0,22072000.0,47.0,9.0,6.0,7.0,674.0,3.0
C00625,36.0,10634000.0,55288000.0,29.0,3783000.0,95657000.0,7520000.0,78.0,8.0,8.0,3.0,670.0,4.0
C00626,39.0,10397000.0,25506000.0,32.0,3461000.0,26974000.0,23993000.0,72.0,8.0,6.0,6.0,675.0,5.0
C00627,40.0,10735000.0,41331000.0,23.0,1586000.0,36418000.0,8038000.0,55.0,11.0,8.0,7.0,683.0,2.0
C00628,29.0,17296000.0,16990000.0,36.0,6707000.0,54718000.0,47644000.0,90.0,10.0,4.0,5.0,651.0,4.0
C00629,41.0,35760000.0,24349000.0,13.0,4069000.0,48657000.0,9155000.0,56.0,10.0,5.0,7.0,707.0,7.0
C00630,39.0,18276000.0,36145000.0,27.0,3754000.0,46523000.0,25646000.0,68.0,7.0,4.0,7.0,741.0,4.0
C00631,35.0,15656000.0,33266000.0,32.0,1237000.0,41069000.0,11524000.0,47.0,19.0,5.0,5.0,716.0,1.0
