Customer_ID,Age,Tenure_Months,Monthly_Income,Product_Count,Monthly_Transactions,Digital_Engagement,Complaint_Count,Credit_Utilization,Late_Payment_Count,Segment,Observation_Months,Churn_Event,Churn_Label
C01498,56,48,31269001,1,20,28,1,0.31751152884796563,0,Mass,59.8,0,Active/Censored
C01499,42,31,20226553,4,16,43,2,0.8773733843358519,0,Mass,30.4,0,Active/Censored
C01500,58,43,9692386,2,25,48,0,0.20777873828892063,2,Affluent,60.0,0,Active/Censored
C01501,44,84,31047237,4,12,90,1,0.20627506767974818,2,Affluent,60.0,0,Active/Censored
C01502,32,66,26718875,3,8,54,0,0.6725074430391114,1,Affluent,4.6,0,Active/Censored
C01503,31,120,20725693,4,19,47,2,0.9070853962998174,0,Mass,60.0,0,Active/Censored
C01504,35,94,17418147,4,15,45,2,0.4003559225883987,2,Affluent,23.9,0,Active/Censored
C01505,47,4,16377374,3,17,64,2,0.7458157905365953,0,Affluent,60.0,0,Active/Censored
C01506,31,47,21320835,2,19,35,0,0.07793230325503142,0,Mass,60.0,0,Active/Censored
C01507,62,37,13419576,2,21,89,1,0.7916573469263617,1,Affluent,60.0,0,Active/Censored
C01508,42,72,14165033,4,9,48,1,0.7010572110101772,0,Mass,6.1,0,Active/Censored
C01509,59,34,14013282,2,22,48,1,0.8569540866699161,0,Mass,11.2,0,Active/Censored
C01510,51,117,4456465,3,16,15,2,0.6237088551844723,1,Affluent,28.3,0,Active/Censored
C01511,36,38,37402524,1,13,90,0,0.897202979744419,0,Mass,7.0,0,Active/Censored
C01512,31,64,12515856,4,25,52,0,0.4008716685452693,1,Mass,3.1,0,Active/Censored
C01513,54,17,9942829,3,17,22,2,0.7092783002486747,0,Mass,11.5,0,Active/Censored
C01514,35,110,9442180,2,18,25,1,0.7030077873898465,0,Affluent,60.0,0,Active/Censored
C01515,32,110,39574351,3,18,43,2,0.2917470746164415,0,Mass,60.0,0,Active/Censored
C01516,62,96,21162746,2,14,81,1,0.8785215851856247,2,Mass,60.0,0,Active/Censored
C01517,42,44,15769100,1,18,18,0,0.751259112084148,0,Mass,3.4,0,Active/Censored
C01518,23,9,18540136,4,14,20,0,0.8297166051721071,0,Mass,60.0,0,Active/Censored
C01519,43,86,7182048,4,20,61,1,0.3763319007186203,2,Mass,33.7,0,Active/Censored
C01520,41,53,15292008,4,19,55,1,0.807129305146017,0,Affluent,45.5,0,Active/Censored
C01521,59,119,12952853,2,17,97,4,0.3334788145667607,2,Affluent,60.0,0,Active/Censored
C01522,53,85,32915861,2,7,78,0,0.9179609450004037,0,Affluent,25.3,0,Active/Censored
C01523,29,66,6102917,1,21,69,1,0.07155242272923212,0,Affluent,18.0,0,Active/Censored
C01524,27,119,19316129,3,13,40,2,0.6072687926171594,1,Mass,27.7,0,Active/Censored
C01525,48,97,32441071,2,11,66,1,0.15101556021197998,0,Mass,39.1,0,Active/Censored
C01526,23,57,34009477,4,19,63,1,0.69685985599504,2,Mass,59.7,0,Active/Censored
C01527,35,5,22451904,4,18,35,1,0.3773194733066342,1,Mass,60.0,0,Active/Censored
C01528,27,13,12010971,1,18,43,3,0.8335765340852873,1,Affluent,35.0,0,Active/Censored
C01529,21,55,16131518,4,26,94,2,0.8354322598148234,2,Mass,31.9,1,Churned
C01530,62,69,12002481,1,17,58,3,0.38128088615348726,1,Affluent,14.3,0,Active/Censored
C01531,25,6,27833785,2,22,52,1,0.7789835992653751,0,Mass,60.0,0,Active/Censored
C01532,21,17,14535071,2,25,82,0,0.6630231894435243,3,Mass,31.0,0,Active/Censored
C01533,62,86,26703274,4,22,34,1,0.4339102357883411,1,Priority,60.0,0,Active/Censored
C01534,29,91,27604986,3,15,29,0,0.3589127995584221,0,Mass,46.7,0,Active/Censored
C01535,57,6,37835395,4,16,99,2,0.23927443832229872,3,Mass,18.9,0,Active/Censored
C01536,22,62,17332633,3,23,83,1,0.10688760757085819,0,Mass,18.9,0,Active/Censored
C01537,27,12,38605378,4,16,48,1,0.5156234317423073,0,Mass,38.2,0,Active/Censored
C01538,25,88,18425795,4,12,96,0,0.5360364833679592,0,Mass,60.0,0,Active/Censored
C01539,52,101,28504615,4,16,43,6,0.44961679261430737,2,Priority,60.0,0,Active/Censored
C01540,48,105,27818307,2,23,71,2,0.9055374617420943,1,Affluent,60.0,0,Active/Censored
C01541,42,73,33441373,2,22,13,1,0.06232110553685054,2,Affluent,60.0,0,Active/Censored
C01542,31,77,20887991,4,25,73,2,0.8152744639789296,1,Affluent,30.9,0,Active/Censored
C01543,24,112,32527303,4,18,26,0,0.7707393023297694,1,Mass,60.0,0,Active/Censored
C01544,46,75,16792117,4,24,31,0,0.732877154828617,0,Priority,60.0,0,Active/Censored
C01545,31,55,21686927,3,23,83,2,0.5224237811425794,1,Mass,60.0,0,Active/Censored
C01546,47,92,21988272,4,22,28,3,0.2213198403871645,0,Mass,22.0,0,Active/Censored
C01547,51,72,29360498,3,25,53,0,0.8265914318960942,1,Priority,43.6,0,Active/Censored
C01548,59,102,26260490,3,14,93,3,0.7201351891069715,1,Mass,60.0,0,Active/Censored
C01549,43,64,6817324,1,18,96,1,0.7995390929424371,0,Mass,60.0,0,Active/Censored
C01550,21,105,33126346,3,21,50,2,0.26220881594582274,1,Affluent,41.0,0,Active/Censored
C01551,33,8,31288758,3,22,17,2,0.5489374937935425,0,Mass,57.5,0,Active/Censored
C01552,59,7,7763877,4,23,36,1,0.4243633150595539,0,Mass,2.1,0,Active/Censored
C01553,44,14,38625988,4,15,66,0,0.625704291714405,1,Mass,59.7,0,Active/Censored
C01554,48,68,27785936,2,15,40,1,0.7273469241823728,0,Mass,37.8,1,Churned
C01555,41,86,7059091,2,17,75,1,0.20634383160048841,1,Mass,1.0,0,Active/Censored
C01556,28,28,21690255,4,24,100,1,0.20663440890345625,0,Mass,11.6,0,Active/Censored
C01557,61,21,34100168,4,18,66,3,0.0892461883448959,0,Mass,60.0,0,Active/Censored
C01558,55,104,14073835,1,7,66,2,0.19146653449801937,0,Mass,41.4,0,Active/Censored
C01559,65,91,37587280,2,18,58,3,0.2661559066667019,0,Mass,60.0,0,Active/Censored
C01560,59,79,19062571,4,20,26,2,0.11526672118951102,1,Mass,2.1,0,Active/Censored
C01561,34,60,12142800,1,14,62,2,0.370121859414608,0,Mass,60.0,0,Active/Censored
C01562,32,52,16832222,4,15,94,2,0.6576496657210082,0,Mass,60.0,0,Active/Censored
C01563,32,5,22893202,1,15,72,2,0.7637658149697353,1,Mass,41.5,0,Active/Censored
C01564,62,25,28772684,1,14,78,1,0.3612346365724702,0,Mass,60.0,1,Churned
C01565,46,108,37402896,4,19,88,1,0.12544240816606497,1,Affluent,25.9,0,Active/Censored
C01566,41,43,11016237,3,14,45,1,0.7334350935425674,0,Mass,60.0,0,Active/Censored
C01567,64,86,38568136,3,19,40,0,0.402065319532668,0,Mass,60.0,0,Active/Censored
C01568,48,86,22997236,4,18,98,0,0.27628483554866545,0,Mass,50.4,0,Active/Censored
C01569,61,39,8603765,2,18,51,1,0.4736218779026128,1,Affluent,52.0,0,Active/Censored
C01570,65,27,37352851,3,12,76,2,0.9228778484666901,0,Mass,16.5,0,Active/Censored
C01571,24,84,16564152,3,16,67,1,0.38537585298315735,1,Affluent,24.5,0,Active/Censored
C01572,37,14,26341061,3,17,21,0,0.9135077669480371,1,Affluent,12.9,0,Active/Censored
C01573,54,61,29133207,2,33,38,1,0.2778522437118136,0,Mass,46.0,0,Active/Censored
C01574,57,107,4482645,3,19,39,1,0.14499028401701008,1,Mass,42.2,0,Active/Censored
C01575,27,86,11976105,2,18,26,3,0.19146092270215315,2,Priority,47.0,0,Active/Censored
C01576,35,93,28712427,3,16,80,2,0.7464035658579565,0,Mass,60.0,0,Active/Censored
C01577,45,12,15691742,4,12,97,1,0.533851804804004,2,Mass,60.0,0,Active/Censored
C01578,56,26,4335931,2,23,97,2,0.5737300253447544,1,Mass,60.0,0,Active/Censored
C01579,26,35,4838478,3,12,27,0,0.9209375571669691,0,Mass,18.8,0,Active/Censored
C01580,48,37,33752068,4,19,50,4,0.5043536334670682,2,Affluent,4.9,0,Active/Censored
C01581,34,25,9526780,4,22,31,1,0.1553188000500554,2,Mass,60.0,0,Active/Censored
C01582,30,117,7615279,4,16,15,1,0.6966637109239928,0,Mass,29.5,0,Active/Censored
C01583,44,22,24243861,3,16,66,1,0.2370662276626787,1,Mass,9.8,0,Active/Censored
C01584,39,86,8281717,2,13,88,2,0.5733842133221767,1,Priority,7.0,0,Active/Censored
C01585,49,72,27511242,4,17,17,0,0.8189408889157954,1,Mass,9.7,0,Active/Censored
C01586,35,75,23587450,3,13,68,3,0.4793729678893382,0,Affluent,60.0,0,Active/Censored
C01587,58,28,27360825,1,18,13,1,0.33285659081143526,1,Mass,60.0,1,Churned
C01588,24,39,21697766,2,21,86,1,0.567991928486339,0,Affluent,56.4,0,Active/Censored
C01589,59,74,32020976,2,13,15,1,0.1642561621539026,0,Mass,60.0,0,Active/Censored
C01590,22,38,27211168,4,16,49,2,0.32680765064998285,0,Mass,13.2,0,Active/Censored
C01591,54,84,18950130,1,18,21,1,0.503728508174339,0,Priority,60.0,0,Active/Censored
C01592,36,7,4553648,3,12,47,2,0.2787360472591152,0,Affluent,17.8,0,Active/Censored
C01593,38,11,13845665,3,22,49,0,0.08533230937009649,0,Mass,31.1,0,Active/Censored
C01594,21,88,8731515,1,21,59,0,0.5766268814796727,0,Priority,60.0,0,Active/Censored
C01595,52,75,4560905,3,15,85,0,0.41112262833015384,0,Mass,10.9,0,Active/Censored
C01596,28,8,13834139,4,20,100,0,0.40154923349134675,1,Affluent,12.4,0,Active/Censored
C01597,50,109,11438673,3,21,41,1,0.9471315163081775,1,Affluent,31.7,0,Active/Censored
C01598,53,3,6762648,3,20,94,1,0.15060562869826394,0,Affluent,7.2,0,Active/Censored
C01599,59,115,15245961,2,18,48,0,0.1887580740255888,0,Mass,54.9,0,Active/Censored
C01600,52,89,22236344,1,18,20,0,0.838635635736011,0,Affluent,41.5,0,Active/Censored
C01601,34,119,10415446,1,20,64,0,0.16723549314864306,1,Affluent,32.2,0,Active/Censored
C01602,54,114,13832001,2,18,75,1,0.8758605488730055,0,Mass,15.3,0,Active/Censored
C01603,58,39,4725200,3,21,37,2,0.6547647751557879,0,Priority,60.0,1,Churned
C01604,35,92,5814560,1,17,63,0,0.5253466144314767,1,Mass,60.0,0,Active/Censored
C01605,26,27,9668113,4,13,49,2,0.3005606133765241,2,Mass,60.0,0,Active/Censored
C01606,61,58,20305251,3,16,23,5,0.37352613386420475,0,Affluent,7.0,0,Active/Censored
C01607,27,31,27979583,2,18,45,2,0.793359112922087,0,Mass,21.0,1,Churned
C01608,47,60,32380201,4,10,48,1,0.10175409342673766,2,Affluent,60.0,0,Active/Censored
C01609,31,105,26665074,1,25,41,2,0.7416937463056286,1,Mass,41.5,0,Active/Censored
C01610,26,54,26206588,4,29,93,0,0.7950386168213672,0,Mass,60.0,0,Active/Censored
C01611,55,13,37684611,2,12,45,1,0.6853702179952883,2,Affluent,60.0,0,Active/Censored
C01612,27,41,13203094,2,25,66,1,0.0990541982661591,1,Affluent,60.0,0,Active/Censored
C01613,51,95,32734058,2,22,11,1,0.7183894283282066,3,Affluent,60.0,0,Active/Censored
C01614,52,64,37727363,4,21,38,0,0.7008475091955448,2,Mass,58.7,0,Active/Censored
C01615,23,69,24439220,2,13,90,0,0.061784488429629504,0,Mass,16.3,0,Active/Censored
C01616,28,53,8952028,4,21,91,1,0.8530550287591029,2,Affluent,58.6,0,Active/Censored
C01617,56,37,35636189,2,14,98,2,0.16897624279404733,1,Priority,57.4,0,Active/Censored
C01618,43,73,24306585,2,28,15,4,0.9147039548198431,0,Affluent,60.0,0,Active/Censored
C01619,26,77,11975233,3,22,88,1,0.11369352298477088,0,Mass,19.5,0,Active/Censored
C01620,65,108,6217422,3,23,34,0,0.26424448597035644,3,Mass,20.7,1,Churned
C01621,32,75,29917414,2,18,10,1,0.6712179721876874,1,Mass,60.0,0,Active/Censored
C01622,21,120,19511856,1,12,18,1,0.17351718302920052,0,Mass,34.2,0,Active/Censored
C01623,62,100,15160124,2,20,78,1,0.21647080128281093,3,Mass,2.2,0,Active/Censored
C01624,21,12,18049310,3,31,63,0,0.06005447929135203,0,Mass,3.2,0,Active/Censored
C01625,45,49,39676474,1,22,62,0,0.7938320682229556,0,Affluent,30.6,0,Active/Censored
C01626,65,48,19401297,1,15,90,3,0.0838555706562931,1,Mass,18.8,0,Active/Censored
C01627,47,3,6835944,4,16,18,3,0.6193157141547458,1,Mass,43.0,1,Churned
C01628,47,24,14073733,1,15,17,1,0.574076595406023,0,Affluent,60.0,1,Churned
C01629,38,92,9233098,2,23,94,1,0.5101162344984139,2,Mass,60.0,0,Active/Censored
C01630,26,44,28689896,4,17,65,2,0.38764195235116233,0,Affluent,31.0,0,Active/Censored
C01631,46,20,32814374,2,18,80,1,0.3196063080098687,0,Affluent,53.0,0,Active/Censored
C01632,61,36,34274000,2,15,57,2,0.9112527722849977,0,Affluent,60.0,0,Active/Censored
C01633,25,35,26783777,1,14,23,2,0.7568224478583705,1,Affluent,5.9,0,Active/Censored
C01634,60,23,31666611,4,12,57,2,0.8804593387993084,0,Affluent,15.7,0,Active/Censored
C01635,39,14,19022453,3,15,97,1,0.7105081574835254,2,Mass,23.6,0,Active/Censored
C01636,45,93,26599075,4,27,20,4,0.7961080290692159,1,Affluent,60.0,1,Churned
C01637,28,100,7851093,4,16,21,2,0.9177578796820477,0,Affluent,25.1,0,Active/Censored
C01638,48,61,23380412,2,12,41,0,0.458280100951946,1,Mass,51.9,0,Active/Censored
C01639,29,75,24068832,1,23,51,2,0.8662066460790931,3,Affluent,10.1,0,Active/Censored
C01640,33,111,5119030,2,14,67,0,0.08876674642099408,0,Mass,47.2,0,Active/Censored
C01641,53,102,23739107,1,20,24,1,0.1470849217213287,3,Mass,52.4,0,Active/Censored
C01642,23,6,30025623,3,8,94,1,0.49133690163081883,1,Mass,51.9,0,Active/Censored
C01643,41,115,17233267,1,23,23,1,0.45857592547520204,0,Affluent,60.0,0,Active/Censored
C01644,47,10,23619385,4,12,28,1,0.4443917720352971,1,Mass,37.9,0,Active/Censored
C01645,26,6,14298648,3,25,98,1,0.5334724865978491,1,Mass,26.9,0,Active/Censored
C01646,34,50,13746677,2,9,44,2,0.534535513555086,2,Mass,60.0,0,Active/Censored
C01647,36,91,8661769,4,20,62,0,0.8335082644723648,2,Affluent,16.1,0,Active/Censored
C01648,50,12,15802313,4,24,49,1,0.3613215314108051,3,Priority,60.0,0,Active/Censored
C01649,64,37,32915006,2,16,33,0,0.3346168601242019,2,Mass,56.0,0,Active/Censored
C01650,58,34,37681844,1,16,56,3,0.6817057153657248,0,Mass,42.8,0,Active/Censored
C01651,29,49,26882542,2,22,80,0,0.6336292438940594,0,Affluent,60.0,0,Active/Censored
C01652,21,119,26477040,3,21,11,2,0.7968622856209988,1,Mass,31.4,0,Active/Censored
C01653,23,42,26097561,4,19,89,1,0.32835031425026656,1,Mass,44.0,0,Active/Censored
C01654,47,27,21132847,2,18,26,0,0.055754794628318075,1,Affluent,60.0,0,Active/Censored
C01655,28,17,19229284,3,13,93,0,0.8996573156773258,2,Affluent,24.8,0,Active/Censored
C01656,31,26,26353182,2,16,97,4,0.08980285436465718,0,Mass,39.5,0,Active/Censored
C01657,59,18,32238423,1,14,94,2,0.6620116490244196,2,Mass,40.7,0,Active/Censored
C01658,60,70,18894723,2,20,69,2,0.3396487926072001,0,Mass,8.6,0,Active/Censored
C01659,58,52,24372110,1,21,92,0,0.4311797498518218,2,Priority,18.2,0,Active/Censored
C01660,32,61,20926561,2,19,88,3,0.8042294996683383,1,Affluent,60.0,0,Active/Censored
C01661,48,101,14278475,2,8,68,0,0.427621538964673,2,Mass,58.9,0,Active/Censored
C01662,48,71,14451133,2,11,91,1,0.17993437529302003,0,Priority,57.5,0,Active/Censored
C01663,29,21,6835750,4,16,41,0,0.7289915764418508,0,Mass,31.2,0,Active/Censored
C01664,45,47,19834718,2,12,85,1,0.06819036535403569,0,Affluent,57.9,0,Active/Censored
C01665,44,39,29648413,3,18,94,2,0.2972596895905057,2,Affluent,19.3,0,Active/Censored
C01666,38,100,28681320,3,25,67,2,0.534266250702447,0,Affluent,23.3,0,Active/Censored
C01667,54,39,39484022,3,20,21,0,0.44398732596317614,0,Affluent,60.0,0,Active/Censored
C01668,51,19,5437909,2,22,29,1,0.6082055051118369,1,Mass,33.2,0,Active/Censored
C01669,44,89,31383662,4,22,25,2,0.39321292344242853,0,Mass,12.8,0,Active/Censored
C01670,53,53,32620986,1,18,58,0,0.40152624106653156,3,Mass,59.7,0,Active/Censored
C01671,55,14,19711644,2,19,49,2,0.36379153409371834,0,Affluent,6.1,0,Active/Censored
C01672,46,84,14187263,4,14,85,0,0.8485434220395969,3,Mass,4.9,0,Active/Censored
C01673,33,27,16855674,2,16,35,0,0.06556685998475117,0,Mass,34.3,0,Active/Censored
C01674,55,105,28572152,3,17,25,1,0.8956777706076204,1,Mass,20.8,0,Active/Censored
C01675,53,101,35038002,1,19,66,1,0.37239950768155466,0,Mass,29.3,0,Active/Censored
C01676,65,46,27138111,3,19,22,1,0.37839448012127647,1,Mass,9.1,0,Active/Censored
C01677,27,68,22510748,4,21,92,0,0.7033035632448353,0,Mass,60.0,0,Active/Censored
C01678,39,69,27494609,3,21,17,3,0.3994490648532745,0,Mass,39.5,0,Active/Censored
C01679,62,80,6541472,3,21,54,1,0.6049803398911044,0,Mass,3.7,0,Active/Censored
C01680,44,11,25892640,4,10,96,2,0.863267611177527,2,Mass,41.5,0,Active/Censored
C01681,63,41,5517055,2,16,60,0,0.8115782427733724,0,Priority,1.3,0,Active/Censored
C01682,21,23,38527666,2,22,83,0,0.5138300098482601,1,Affluent,60.0,0,Active/Censored
C01683,22,85,36011456,1,15,48,0,0.6949869151212856,1,Affluent,60.0,0,Active/Censored
C01684,56,11,22300389,3,15,78,1,0.4031912705948529,1,Priority,6.0,0,Active/Censored
C01685,37,64,17466915,3,13,74,1,0.7484397411477677,1,Mass,22.1,0,Active/Censored
C01686,44,88,30363488,4,17,56,0,0.2031650930746529,0,Affluent,9.2,0,Active/Censored
C01687,40,114,26952971,3,16,19,0,0.0910686032920183,0,Mass,16.1,0,Active/Censored
C01688,39,36,29396175,1,22,98,0,0.536659408326882,2,Mass,60.0,0,Active/Censored
C01689,63,3,22560950,3,17,14,1,0.24380481632582068,0,Mass,31.4,0,Active/Censored
C01690,25,88,12505632,4,16,42,4,0.7058533485768463,1,Affluent,60.0,0,Active/Censored
C01691,55,3,6637056,1,17,68,1,0.14119115782576824,2,Mass,18.7,0,Active/Censored
C01692,61,10,14199010,2,30,79,1,0.057645624351725745,1,Mass,60.0,1,Churned
C01693,50,119,23043960,4,14,58,2,0.6581330147676732,0,Affluent,19.6,0,Active/Censored
C01694,38,104,19264615,2,17,46,0,0.50071949412635,1,Mass,39.8,0,Active/Censored
C01695,28,86,22229181,4,15,47,0,0.9068138661471652,1,Affluent,5.8,0,Active/Censored
C01696,51,101,13997125,3,14,98,0,0.27273704707723617,1,Affluent,3.7,0,Active/Censored
C01697,42,11,37763312,3,23,40,1,0.16093050575055054,1,Mass,12.5,0,Active/Censored
C01698,27,13,17202751,3,16,87,2,0.0707955636365233,1,Mass,60.0,0,Active/Censored
C01699,37,38,34461626,3,18,14,3,0.44982261405084895,0,Mass,60.0,0,Active/Censored
C01700,64,5,18074582,4,23,70,1,0.14073519685631994,1,Affluent,60.0,0,Active/Censored
C01701,32,107,19969109,4,28,71,3,0.7480790944966444,0,Affluent,60.0,0,Active/Censored
C01702,29,9,25739124,2,24,71,2,0.11478721494704064,0,Affluent,2.1,0,Active/Censored
C01703,51,67,13472768,4,12,48,2,0.8786793294052981,1,Mass,60.0,0,Active/Censored
C01704,29,103,11916041,3,16,72,0,0.5367685309178555,0,Mass,14.1,0,Active/Censored
C01705,62,89,17650869,3,20,50,2,0.6767347540491574,0,Affluent,12.0,0,Active/Censored
C01706,59,30,32954507,2,17,64,1,0.16782539522429718,5,Affluent,48.1,0,Active/Censored
C01707,65,58,9205615,2,19,91,3,0.1305547932061833,0,Mass,59.4,0,Active/Censored
C01708,62,67,19751308,3,19,71,0,0.3683153988654884,0,Mass,60.0,1,Churned
C01709,31,93,28196208,2,19,77,1,0.5183910853440268,0,Mass,10.4,0,Active/Censored
C01710,30,53,29424788,2,12,98,1,0.567951756196665,3,Mass,54.5,0,Active/Censored
C01711,36,36,19638641,4,12,29,2,0.3468096124607256,1,Affluent,43.0,0,Active/Censored
C01712,42,96,6931929,2,18,63,1,0.29539606566590443,0,Priority,45.4,0,Active/Censored
C01713,60,107,4572631,3,23,69,1,0.9332694880920496,2,Mass,7.9,0,Active/Censored
C01714,54,60,20918754,1,17,73,3,0.2953957279495894,0,Mass,60.0,0,Active/Censored
C01715,49,6,33161617,1,18,22,0,0.17413241745612262,2,Mass,60.0,0,Active/Censored
C01716,60,62,5015903,4,19,79,1,0.37351369794800465,1,Mass,60.0,0,Active/Censored
C01717,50,107,35949234,1,14,27,2,0.3234841829428969,2,Mass,34.0,0,Active/Censored
C01718,38,119,28332759,4,24,47,2,0.4295616809052191,2,Mass,4.8,0,Active/Censored
C01719,39,50,4290005,4,23,74,2,0.6113423627355579,2,Mass,60.0,0,Active/Censored
C01720,44,20,16373562,2,26,33,3,0.5928331399243755,1,Affluent,60.0,0,Active/Censored
C01721,24,70,11938054,4,26,21,0,0.6784608968736672,1,Affluent,39.1,0,Active/Censored
C01722,54,101,38173101,2,21,71,1,0.19101656355267377,0,Affluent,31.3,0,Active/Censored
C01723,50,114,23972160,4,33,35,0,0.09134992759458035,0,Mass,7.5,0,Active/Censored
C01724,53,9,15668471,1,28,85,1,0.7617288197556081,1,Mass,31.6,0,Active/Censored
C01725,45,37,14009738,2,23,91,2,0.24543737564685797,1,Mass,19.6,0,Active/Censored
C01726,56,59,24297012,2,19,41,1,0.3340985035007041,0,Mass,3.1,0,Active/Censored
C01727,63,14,4183405,4,23,77,0,0.4601117429682244,0,Mass,12.5,0,Active/Censored
C01728,46,107,13265952,1,18,30,1,0.6946757315095746,0,Mass,46.8,0,Active/Censored
C01729,40,16,9954756,4,21,94,1,0.1972259870594027,2,Priority,55.0,0,Active/Censored
C01730,25,81,26324054,1,20,32,1,0.8621620384858514,0,Priority,15.2,0,Active/Censored
C01731,56,111,28092060,2,20,90,1,0.3393746007723827,1,Affluent,17.9,0,Active/Censored
C01732,61,83,20813524,3,18,81,1,0.9343964235551608,1,Affluent,60.0,0,Active/Censored
C01733,52,93,9041050,1,20,38,2,0.3068713066897623,1,Affluent,60.0,0,Active/Censored
C01734,59,34,17342617,2,14,85,2,0.7030877141764225,1,Affluent,57.5,0,Active/Censored
C01735,59,100,34344413,4,17,67,2,0.3890022008019522,0,Affluent,60.0,0,Active/Censored
C01736,56,52,11332816,4,14,70,4,0.8029289622865274,1,Mass,60.0,0,Active/Censored
C01737,43,10,9881231,1,22,44,0,0.4661659331812386,0,Priority,46.8,0,Active/Censored
C01738,25,46,8014768,3,15,31,2,0.8334786973521114,0,Affluent,60.0,0,Active/Censored
C01739,21,44,33401732,3,19,73,0,0.7285447626543583,1,Mass,60.0,0,Active/Censored
C01740,30,64,8315648,1,22,14,0,0.5774257362257607,1,Mass,60.0,1,Churned
C01741,40,34,24938274,3,15,41,0,0.27499093669202956,0,Affluent,25.4,0,Active/Censored
C01742,54,57,39965440,3,19,22,1,0.28388094715481915,0,Priority,3.3,0,Active/Censored
C01743,41,53,27105233,3,14,10,2,0.9422798823803098,0,Mass,18.4,0,Active/Censored
C01744,22,41,18843186,2,26,10,1,0.8828491972699243,0,Mass,21.6,0,Active/Censored
C01745,30,85,11445767,2,19,18,1,0.1745765507813584,1,Mass,21.8,0,Active/Censored
C01746,65,39,4069469,3,17,95,0,0.23365806447125614,1,Mass,38.0,0,Active/Censored
C01747,65,93,9600274,3,17,80,2,0.14613294761692452,1,Mass,6.1,0,Active/Censored
C01748,37,32,38305436,1,13,100,1,0.23120401866686757,1,Mass,60.0,0,Active/Censored
C01749,57,105,9169728,1,19,17,0,0.31121382039706286,1,Mass,27.2,0,Active/Censored
C01750,53,46,4719277,3,14,100,0,0.8038642385976893,2,Mass,23.1,0,Active/Censored
C01751,62,7,33378598,4,20,64,3,0.13566402589357734,0,Affluent,1.0,0,Active/Censored
C01752,60,20,19069100,1,15,82,3,0.843908509402362,1,Mass,60.0,0,Active/Censored
C01753,49,98,16851855,1,18,88,2,0.924737118284255,0,Mass,60.0,0,Active/Censored
C01754,38,105,29829193,4,11,33,1,0.3035660615718254,0,Mass,28.4,0,Active/Censored
C01755,49,28,22829024,3,21,77,2,0.4606104611678908,0,Affluent,33.6,0,Active/Censored
C01756,35,74,36925572,4,14,68,1,0.5263955362616304,1,Mass,60.0,0,Active/Censored
C01757,36,70,20833561,4,15,47,2,0.23512039957160524,1,Mass,26.9,0,Active/Censored
C01758,48,18,29663906,4,18,54,0,0.7084187410430736,2,Mass,42.5,0,Active/Censored
C01759,46,56,35639062,1,22,28,3,0.571998919630071,1,Mass,60.0,0,Active/Censored
C01760,47,84,20690527,2,19,26,1,0.1509596195085304,0,Priority,56.3,0,Active/Censored
C01761,38,117,14234131,1,20,93,2,0.8563840813679156,3,Mass,60.0,0,Active/Censored
C01762,39,103,39079913,1,18,76,0,0.32197342288038266,0,Mass,28.4,0,Active/Censored
C01763,21,14,12164577,4,17,61,1,0.1906225850942399,0,Mass,60.0,0,Active/Censored
C01764,48,31,5415497,3,19,73,0,0.933668961476363,0,Mass,39.5,0,Active/Censored
C01765,46,54,24813503,1,11,46,0,0.14261809731052758,0,Affluent,18.8,0,Active/Censored
C01766,63,20,39528119,1,15,32,1,0.10372701617453337,1,Affluent,60.0,0,Active/Censored
C01767,43,70,7111781,1,24,95,3,0.263797706147139,0,Affluent,60.0,0,Active/Censored
C01768,42,4,34578095,2,14,100,1,0.3373384256571644,0,Mass,60.0,0,Active/Censored
C01769,24,16,33895577,2,22,29,1,0.4404223995356314,0,Mass,60.0,0,Active/Censored
C01770,29,8,37441480,2,13,82,0,0.6666531962490599,1,Priority,60.0,0,Active/Censored
C01771,36,37,19176254,4,20,50,0,0.3791420458069133,0,Mass,60.0,0,Active/Censored
C01772,37,92,13171807,1,21,74,1,0.5534002496326818,0,Affluent,60.0,0,Active/Censored
C01773,37,23,22437143,3,23,19,0,0.05523028306702661,0,Affluent,60.0,0,Active/Censored
C01774,38,119,9128490,2,14,53,1,0.3964097136669732,0,Mass,4.6,0,Active/Censored
C01775,55,34,34342615,2,15,21,1,0.9004718078811331,1,Priority,39.0,0,Active/Censored
C01776,26,8,27879350,4,19,84,1,0.7473620350985153,0,Mass,2.2,0,Active/Censored
C01777,35,42,21399729,4,23,46,0,0.7167205122048812,0,Affluent,40.5,0,Active/Censored
C01778,28,91,22570939,1,10,33,2,0.3240643788464183,0,Mass,30.7,0,Active/Censored
C01779,34,15,29636387,2,17,73,1,0.4893585558569233,2,Mass,60.0,0,Active/Censored
C01780,51,11,22834046,1,20,96,0,0.8100711520592082,1,Mass,54.7,0,Active/Censored
C01781,23,103,34233037,2,20,40,1,0.8421401027835543,0,Mass,60.0,0,Active/Censored
C01782,36,72,37286290,3,20,75,2,0.6894887263620166,0,Priority,48.2,0,Active/Censored
C01783,22,43,38192444,2,17,72,2,0.4608872879623321,2,Mass,60.0,0,Active/Censored
C01784,63,92,26322912,2,17,54,2,0.11584854072043756,1,Mass,60.0,0,Active/Censored
C01785,53,102,30731825,2,24,83,2,0.15741797769693558,0,Mass,8.9,0,Active/Censored
C01786,31,45,15198298,2,21,21,3,0.05026362964242153,0,Affluent,60.0,0,Active/Censored
