Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status,Field_Completeness,Extracted_OCR_Confidence,Document_Confidence,Processing_Decision
DOC0000407,C000430,NPWP,2024-08-18,0.885,1.0,8,10,2254,VALID,0.8,1.0,0.92125,Auto Process
DOC0000408,C000116,Slip Gaji,2026-06-01,0.802,0.849,5,10,403,VALID,0.5,0.9355,0.7802749999999999,Human Review
DOC0000409,C000314,Form Aplikasi,2024-01-12,0.943,1.0,11,9,1740,VALID,1.0,0.7475,0.897375,Human Review
DOC0000410,C000062,Slip Gaji,2025-08-31,0.949,1.0,6,10,4110,VALID,0.6,1.0,0.88725,Human Review
DOC0000411,C000532,Slip Gaji,2025-01-25,0.784,0.995,10,7,4587,INVALID,1.0,0.995,0.9435,Auto Process
DOC0000412,C000273,Rekening Koran,2026-08-22,0.908,0.849,8,7,860,NEEDS_REVIEW,1.0,1.0,0.9543499999999999,Auto Process
DOC0000413,C000119,KTP,2024-02-29,0.759,0.932,9,9,1710,VALID,1.0,0.942,0.90925,Auto Process
DOC0000414,C000307,Form Aplikasi,2024-07-05,0.877,0.902,8,9,102,VALID,0.8888888888888888,0.902,0.8924722222222222,Human Review
DOC0000415,C000316,KTP,2025-10-12,0.801,0.926,5,11,1715,VALID,0.45454545454545453,0.926,0.7768863636363637,Human Review
DOC0000416,C000553,KTP,2025-03-30,0.748,0.838,8,10,3686,VALID,0.8,0.9245,0.8362749999999999,Human Review
DOC0000417,C000660,Form Aplikasi,2025-05-21,0.779,0.885,10,9,4227,VALID,1.0,0.826,0.8666,Human Review
DOC0000418,C000050,Slip Gaji,2026-02-15,0.891,0.945,4,6,1414,VALID,0.6666666666666666,0.945,0.8619166666666667,Human Review
DOC0000419,C000579,Surat Kerja,2024-12-02,0.952,1.0,4,6,3024,VALID,0.6666666666666666,0.778,0.8269666666666666,Human Review
DOC0000420,C000565,KTP,2024-05-03,0.727,0.928,0,10,4586,VALID,0.0,0.869,0.6251,Reprocess / Reject
DOC0000421,C000543,Form Aplikasi,2026-09-09,0.878,0.988,4,10,1219,VALID,0.4,1.0,0.8177,Human Review
DOC0000422,C000068,KTP,2024-06-22,0.724,1.0,9,9,4924,VALID,1.0,1.0,0.9309999999999999,Auto Process
DOC0000423,C000239,Form Aplikasi,2024-02-10,0.986,0.904,8,11,3817,VALID,0.7272727272727273,1.0,0.9139181818181819,Auto Process
DOC0000424,C000180,KTP,2024-05-26,0.888,1.0,10,6,785,VALID,1.0,0.8926666666666666,0.9344333333333333,Auto Process
DOC0000425,C000204,KTP,2024-07-14,0.761,0.81,10,8,1343,VALID,1.0,0.961,0.8980999999999999,Human Review
DOC0000426,C000388,KTP,2026-03-23,0.927,0.907,11,10,3275,NEEDS_REVIEW,1.0,0.907,0.93525,Auto Process
DOC0000427,C000593,KTP,2025-02-20,0.785,0.868,9,8,937,INVALID,1.0,1.0,0.92645,Auto Process
DOC0000428,C000491,NPWP,2026-03-28,0.837,1.0,0,7,448,VALID,0.0,1.0,0.70925,Reprocess / Reject
DOC0000429,C000232,Surat Kerja,2026-02-27,0.846,1.0,10,11,3411,VALID,0.9090909090909091,0.94,0.9177727272727273,Auto Process
DOC0000430,C000207,Rekening Koran,2025-10-10,0.767,1.0,6,6,2610,VALID,1.0,0.8545,0.890825,Human Review
DOC0000431,C000115,Form Aplikasi,2025-10-19,0.927,0.964,11,11,2849,NEEDS_REVIEW,1.0,0.924,0.94975,Auto Process
DOC0000432,C000550,KTP,2024-10-26,0.988,0.965,8,11,1564,NEEDS_REVIEW,0.7272727272727273,0.767,0.8420181818181818,Human Review
DOC0000433,C000331,Rekening Koran,2024-10-02,0.881,0.96,0,10,512,VALID,0.0,0.96,0.7002499999999999,Reprocess / Reject
DOC0000434,C000071,Rekening Koran,2024-10-24,0.943,0.801,4,6,2427,VALID,0.6666666666666666,0.801,0.8029166666666666,Human Review
DOC0000435,C000045,KTP,2024-08-16,0.87,0.816,11,11,1618,VALID,1.0,0.895,0.9031499999999999,Auto Process
DOC0000436,C000416,Surat Kerja,2025-02-20,0.81,0.864,8,6,1673,VALID,1.0,0.9095,0.900425,Auto Process
DOC0000437,C000445,KTP,2025-10-26,0.898,0.992,10,9,229,VALID,1.0,0.873,0.92885,Auto Process
DOC0000438,C000440,KTP,2025-12-29,0.982,0.947,8,9,2498,VALID,0.8888888888888888,0.938,0.9380722222222222,Auto Process
DOC0000439,C000008,Surat Kerja,2026-08-24,0.661,0.762,0,6,4717,VALID,0.0,0.995,0.6278,Reprocess / Reject
DOC0000440,C000312,Form Aplikasi,2024-09-12,0.704,0.959,0,7,205,VALID,0.0,0.959,0.6555,Reprocess / Reject
DOC0000441,C000225,Form Aplikasi,2024-03-12,0.802,0.954,7,7,2468,VALID,1.0,0.954,0.9275,Auto Process
DOC0000442,C000045,KTP,2026-08-30,0.758,0.931,0,8,4003,INVALID,0.0,0.931,0.655,Reprocess / Reject
DOC0000443,C000495,NPWP,2026-06-06,0.965,0.925,8,9,1177,NEEDS_REVIEW,0.8888888888888888,0.925,0.9259722222222222,Auto Process
DOC0000444,C000338,KTP,2024-10-01,0.782,1.0,6,9,2848,VALID,0.6666666666666666,0.941,0.8415166666666667,Human Review
DOC0000445,C000618,Rekening Koran,2024-07-10,1.0,0.871,4,10,2554,VALID,0.4,0.871,0.7854999999999999,Human Review
DOC0000446,C000580,NPWP,2026-03-06,0.821,0.896,0,9,651,VALID,0.0,0.843,0.6346999999999999,Reprocess / Reject
DOC0000447,C000017,Rekening Koran,2024-11-24,0.768,0.878,8,10,937,VALID,0.8,1.0,0.8736999999999999,Human Review
DOC0000448,C000467,Slip Gaji,2025-11-20,0.981,0.801,6,9,3494,VALID,0.6666666666666666,0.801,0.8124166666666666,Human Review
DOC0000449,C000279,Rekening Koran,2024-05-15,0.926,0.863,4,6,1869,VALID,0.6666666666666666,0.863,0.8296666666666666,Human Review
DOC0000450,C000355,KTP,2024-02-03,0.926,1.0,6,6,4342,NEEDS_REVIEW,1.0,1.0,0.9815,Auto Process
DOC0000451,C000465,Slip Gaji,2025-07-10,0.739,0.874,8,8,782,VALID,1.0,0.943,0.8958999999999999,Human Review
DOC0000452,C000188,Surat Kerja,2026-05-13,0.964,0.897,11,11,447,VALID,1.0,0.9655,0.9634749999999999,Auto Process
DOC0000453,C000054,NPWP,2025-11-22,0.953,0.983,7,11,325,INVALID,0.6363636363636364,0.9470000000000001,0.876240909090909,Human Review
DOC0000454,C000614,Rekening Koran,2026-02-27,0.862,0.907,9,11,739,VALID,0.8181818181818182,0.907,0.8735454545454546,Human Review
DOC0000455,C000377,Slip Gaji,2024-02-24,0.731,0.78,9,6,398,NEEDS_REVIEW,1.0,0.78,0.82275,Human Review
DOC0000456,C000595,Slip Gaji,2024-12-18,0.832,0.931,8,10,504,NEEDS_REVIEW,0.8,0.8813333333333334,0.8561166666666666,Human Review
DOC0000457,C000484,Surat Kerja,2026-07-13,0.763,0.882,7,7,3757,VALID,1.0,0.882,0.8817499999999999,Human Review
DOC0000458,C000054,Slip Gaji,2024-11-11,0.88,0.906,6,10,1004,VALID,0.6,0.915,0.82615,Human Review
DOC0000459,C000617,Form Aplikasi,2024-12-30,0.826,0.934,6,7,4695,VALID,0.8571428571428571,0.93,0.8863857142857143,Human Review
DOC0000460,C000575,Rekening Koran,2025-09-26,0.859,0.861,10,7,4692,NEEDS_REVIEW,1.0,0.861,0.89525,Human Review
DOC0000461,C000022,Surat Kerja,2024-01-21,1.0,0.856,0,8,1497,VALID,0.0,0.9406666666666667,0.7076333333333332,Reprocess / Reject
DOC0000462,C000065,NPWP,2026-03-04,0.799,0.824,10,8,2556,VALID,1.0,0.824,0.86175,Human Review
DOC0000463,C000313,Rekening Koran,2025-03-05,0.752,0.889,11,7,4665,VALID,1.0,0.889,0.8825,Human Review
DOC0000464,C000199,Surat Kerja,2025-03-18,0.678,0.81,5,10,1155,VALID,0.5,0.81,0.6995,Reprocess / Reject
DOC0000465,C000473,Slip Gaji,2025-01-04,0.855,0.734,5,9,4096,VALID,0.5555555555555556,0.734,0.7196388888888888,Reprocess / Reject
DOC0000466,C000523,Slip Gaji,2026-01-28,0.973,0.921,7,6,3086,VALID,1.0,0.921,0.95375,Auto Process
DOC0000467,C000451,Rekening Koran,2025-04-09,1.0,0.94,6,9,4798,VALID,0.6666666666666666,1.0,0.9076666666666666,Auto Process
DOC0000468,C000087,Form Aplikasi,2026-09-14,0.819,0.919,10,7,425,VALID,1.0,0.919,0.91425,Auto Process
DOC0000469,C000380,Rekening Koran,2026-03-10,1.0,1.0,8,11,2207,VALID,0.7272727272727273,1.0,0.9318181818181818,Auto Process
DOC0000470,C000652,Surat Kerja,2024-06-02,0.977,0.867,0,6,2409,VALID,0.0,0.867,0.67775,Reprocess / Reject
DOC0000471,C000439,Surat Kerja,2025-12-06,1.0,0.842,5,7,1759,VALID,0.7142857142857143,0.842,0.8495714285714285,Human Review
DOC0000472,C000622,Form Aplikasi,2025-02-25,0.69,0.805,7,11,4988,VALID,0.6363636363636364,0.804,0.733740909090909,Reprocess / Reject
DOC0000473,C000171,Form Aplikasi,2026-05-01,0.972,0.786,6,7,274,VALID,0.8571428571428571,0.786,0.8502857142857143,Human Review
DOC0000474,C000559,Form Aplikasi,2025-08-27,0.603,0.892,8,6,4530,VALID,1.0,0.892,0.84675,Human Review
DOC0000475,C000206,Surat Kerja,2026-08-31,0.965,0.997,5,7,965,VALID,0.7142857142857143,0.88,0.8773714285714286,Human Review
DOC0000476,C000533,Slip Gaji,2024-05-20,0.745,0.887,10,8,1342,VALID,1.0,0.9185,0.890775,Human Review
DOC0000477,C000109,Surat Kerja,2024-03-14,0.931,0.891,7,11,4506,VALID,0.6363636363636364,0.8745,0.8315659090909091,Human Review
DOC0000478,C000560,Rekening Koran,2024-03-01,0.838,0.946,6,7,4045,VALID,0.8571428571428571,0.946,0.8967857142857143,Human Review
DOC0000479,C000183,Form Aplikasi,2024-02-14,0.903,0.886,6,6,100,VALID,1.0,0.863,0.9107000000000001,Auto Process
DOC0000480,C000351,Form Aplikasi,2025-09-04,0.865,0.885,5,7,1190,VALID,0.7142857142857143,0.769,0.7967214285714286,Human Review
DOC0000481,C000280,NPWP,2024-11-23,0.847,1.0,7,8,1815,VALID,0.875,0.9135,0.9002249999999999,Auto Process
DOC0000482,C000112,Form Aplikasi,2024-05-27,0.973,0.883,10,8,3368,VALID,1.0,0.883,0.93475,Auto Process
DOC0000483,C000543,NPWP,2026-06-04,0.828,0.858,10,11,2623,VALID,0.9090909090909091,1.0,0.9129727272727273,Auto Process
DOC0000484,C000419,NPWP,2024-09-19,0.718,0.993,10,9,2709,VALID,1.0,1.0,0.92845,Auto Process
DOC0000485,C000499,Surat Kerja,2024-01-31,0.761,0.967,6,8,1245,VALID,0.75,0.909,0.84095,Human Review
DOC0000486,C000273,Form Aplikasi,2025-06-24,0.946,0.815,5,10,1642,VALID,0.5,0.815,0.7689999999999999,Human Review
DOC0000487,C000351,Rekening Koran,2024-06-07,0.855,0.861,11,11,2426,VALID,1.0,0.861,0.8942499999999999,Human Review
DOC0000488,C000623,Slip Gaji,2026-08-27,0.937,1.0,7,6,2913,VALID,1.0,0.9235,0.957475,Auto Process
DOC0000489,C000591,Slip Gaji,2025-09-02,0.764,0.866,6,7,4631,VALID,0.8571428571428571,0.866,0.8382857142857143,Human Review
DOC0000490,C000400,KTP,2025-12-28,1.0,0.876,7,6,987,VALID,1.0,0.906,0.9484999999999999,Auto Process
DOC0000491,C000416,Form Aplikasi,2024-12-14,1.0,0.916,0,7,3033,VALID,0.0,0.966,0.7254999999999999,Reprocess / Reject
DOC0000492,C000551,Surat Kerja,2025-06-26,0.937,0.849,0,8,201,VALID,0.0,0.849,0.65875,Reprocess / Reject
DOC0000493,C000522,Slip Gaji,2026-06-02,0.963,1.0,0,6,833,VALID,0.0,1.0,0.74075,Reprocess / Reject
DOC0000494,C000169,Rekening Koran,2025-11-01,0.754,0.994,11,11,2923,INVALID,1.0,0.824,0.876,Human Review
DOC0000495,C000528,Surat Kerja,2025-08-11,0.936,0.968,7,6,3220,VALID,1.0,0.968,0.968,Auto Process
DOC0000496,C000473,Rekening Koran,2026-05-01,1.0,0.929,8,7,2852,VALID,1.0,0.955,0.9735999999999999,Auto Process
DOC0000497,C000497,Form Aplikasi,2026-06-22,0.827,0.792,5,10,4876,VALID,0.5,0.792,0.72775,Reprocess / Reject
DOC0000498,C000333,Surat Kerja,2025-12-25,0.962,0.968,4,11,4039,VALID,0.36363636363636365,0.968,0.8154090909090909,Human Review
DOC0000499,C000358,Surat Kerja,2025-08-02,0.861,0.911,5,11,497,VALID,0.45454545454545453,0.911,0.7843863636363637,Human Review
DOC0000500,C000530,Surat Kerja,2025-03-26,0.728,0.771,6,7,142,VALID,0.8571428571428571,0.771,0.7817857142857143,Human Review
DOC0000501,C000649,Form Aplikasi,2026-03-14,0.697,1.0,4,8,3966,VALID,0.5,0.99,0.79575,Human Review
DOC0000502,C000156,NPWP,2024-12-02,0.876,0.874,7,10,3335,INVALID,0.7,0.937,0.8530500000000001,Human Review
DOC0000503,C000572,Rekening Koran,2024-04-14,1.0,0.967,11,9,498,INVALID,1.0,0.967,0.9834999999999999,Auto Process
DOC0000504,C000196,Slip Gaji,2026-07-21,0.84,0.825,8,6,4638,VALID,1.0,0.953,0.9173,Auto Process
DOC0000505,C000244,Slip Gaji,2024-04-10,0.923,0.891,8,6,3293,VALID,1.0,0.932,0.9406000000000001,Auto Process
DOC0000506,C000344,Rekening Koran,2026-02-17,0.842,0.916,4,7,2572,VALID,0.5714285714285714,0.916,0.8113571428571429,Human Review
DOC0000507,C000125,KTP,2024-09-12,0.894,0.914,10,11,2873,VALID,0.9090909090909091,0.914,0.9077727272727273,Auto Process
DOC0000508,C000615,KTP,2025-07-18,0.936,0.933,4,7,795,INVALID,0.5714285714285714,1.0,0.8668071428571429,Human Review
DOC0000509,C000480,Surat Kerja,2025-07-02,0.869,0.874,0,10,1888,VALID,0.0,0.8865,0.658625,Reprocess / Reject
DOC0000510,C000381,Slip Gaji,2025-02-27,0.769,0.773,8,10,2115,VALID,0.8,0.773,0.77875,Human Review
DOC0000511,C000200,Rekening Koran,2024-10-17,1.0,0.887,7,7,1836,VALID,1.0,0.992,0.98025,Auto Process
DOC0000512,C000478,NPWP,2025-05-30,0.836,0.808,5,6,1473,VALID,0.8333333333333334,0.808,0.8213333333333334,Human Review
DOC0000513,C000354,Slip Gaji,2024-10-04,0.852,1.0,7,10,791,VALID,0.7,0.943,0.8680499999999999,Human Review
DOC0000514,C000306,KTP,2024-01-09,0.699,0.944,6,7,4750,VALID,0.8571428571428571,0.819,0.8172857142857142,Human Review
DOC0000515,C000195,Slip Gaji,2025-07-17,0.634,0.94,10,7,883,VALID,1.0,0.9025,0.865375,Human Review
DOC0000516,C000078,Form Aplikasi,2024-05-23,0.82,0.913,4,10,2139,VALID,0.4,0.913,0.7615,Human Review
DOC0000517,C000366,Surat Kerja,2026-07-03,0.683,0.896,4,11,4165,VALID,0.36363636363636365,0.978,0.7383590909090909,Reprocess / Reject
DOC0000518,C000650,KTP,2026-04-19,0.77,0.892,11,11,3130,VALID,1.0,0.9026666666666667,0.8922333333333333,Human Review
DOC0000519,C000027,KTP,2025-02-04,0.908,0.931,10,10,1236,VALID,1.0,0.756,0.8812500000000001,Human Review
DOC0000520,C000371,NPWP,2025-11-23,0.772,0.905,10,6,2595,VALID,1.0,0.905,0.8955,Human Review
DOC0000521,C000569,Slip Gaji,2026-05-15,0.835,0.884,11,9,1984,VALID,1.0,0.884,0.9007499999999999,Auto Process
DOC0000522,C000462,Slip Gaji,2024-03-06,0.744,1.0,5,7,2835,VALID,0.7142857142857143,0.832,0.8057714285714286,Human Review
DOC0000523,C000523,KTP,2026-04-08,0.822,0.896,5,9,3539,VALID,0.5555555555555556,0.829,0.7689388888888887,Human Review
DOC0000524,C000026,Slip Gaji,2026-03-09,0.58,0.902,4,8,439,VALID,0.5,0.918,0.7265999999999999,Reprocess / Reject
DOC0000525,C000574,NPWP,2024-07-09,0.818,0.917,9,6,4345,VALID,1.0,0.917,0.913,Auto Process
DOC0000526,C000613,Rekening Koran,2024-04-21,0.714,0.967,4,6,2999,NEEDS_REVIEW,0.6666666666666666,0.967,0.8286666666666667,Human Review
DOC0000527,C000093,KTP,2026-08-04,0.898,0.955,5,10,4952,VALID,0.5,0.9285,0.8177249999999999,Human Review
DOC0000528,C000192,KTP,2025-09-21,0.908,0.82,11,9,793,VALID,1.0,0.813,0.88455,Human Review
DOC0000529,C000502,KTP,2024-07-15,1.0,0.85,9,8,4840,VALID,1.0,0.85,0.925,Auto Process
DOC0000530,C000456,Rekening Koran,2024-08-06,0.714,0.797,4,8,1163,VALID,0.5,0.87,0.72755,Reprocess / Reject
DOC0000531,C000045,Form Aplikasi,2026-09-17,0.784,0.936,10,7,116,VALID,1.0,0.849,0.88355,Human Review
DOC0000532,C000167,KTP,2025-10-07,1.0,0.782,9,7,1837,INVALID,1.0,0.782,0.891,Human Review
DOC0000533,C000289,Rekening Koran,2024-08-28,0.702,0.731,7,6,1271,VALID,1.0,0.731,0.7909999999999999,Human Review
DOC0000534,C000428,KTP,2024-09-10,0.899,0.885,8,9,1312,VALID,0.8888888888888888,0.885,0.8894722222222222,Human Review
DOC0000535,C000674,Surat Kerja,2024-03-28,0.688,0.85,7,11,3684,NEEDS_REVIEW,0.6363636363636364,0.85,0.7560909090909091,Human Review
DOC0000536,C000557,NPWP,2025-01-24,0.885,1.0,8,7,1826,VALID,1.0,1.0,0.9712500000000001,Auto Process
DOC0000537,C000148,KTP,2025-06-30,0.884,0.966,8,8,285,VALID,1.0,0.966,0.954,Auto Process
DOC0000538,C000575,Surat Kerja,2025-06-07,0.855,0.852,6,9,1268,VALID,0.6666666666666666,0.852,0.8064166666666666,Human Review
DOC0000539,C000235,Surat Kerja,2025-01-01,0.769,0.989,7,8,3301,INVALID,0.875,0.8765000000000001,0.866125,Human Review
DOC0000540,C000579,Slip Gaji,2025-04-30,0.805,0.891,11,10,3541,VALID,1.0,1.0,0.9349000000000001,Auto Process
DOC0000541,C000314,KTP,2025-08-09,0.886,0.929,10,11,4420,VALID,0.9090909090909091,0.929,0.9132727272727272,Auto Process
DOC0000542,C000127,NPWP,2026-03-25,0.949,0.972,0,8,2231,VALID,0.0,0.972,0.72325,Reprocess / Reject
DOC0000543,C000454,KTP,2024-10-20,0.785,0.82,9,6,1603,VALID,1.0,0.82,0.85625,Human Review
DOC0000544,C000616,Rekening Koran,2026-07-12,0.777,0.958,7,6,3748,INVALID,1.0,0.968,0.92675,Auto Process
DOC0000545,C000535,KTP,2024-05-28,0.89,0.982,8,8,3458,NEEDS_REVIEW,1.0,0.982,0.9634999999999999,Auto Process
DOC0000546,C000308,NPWP,2024-10-22,0.759,1.0,9,6,4813,VALID,1.0,0.936,0.91735,Auto Process
DOC0000547,C000498,Form Aplikasi,2026-06-09,0.846,1.0,10,9,2541,VALID,1.0,1.0,0.9615,Auto Process
DOC0000548,C000223,NPWP,2024-09-24,0.675,0.839,9,11,2778,NEEDS_REVIEW,0.8181818181818182,0.839,0.7927954545454545,Human Review
DOC0000549,C000558,Slip Gaji,2026-03-16,0.713,0.873,7,9,4008,NEEDS_REVIEW,0.7777777777777778,0.889,0.8147944444444444,Human Review
DOC0000550,C000446,NPWP,2026-01-01,0.777,0.896,6,6,694,INVALID,1.0,0.987,0.9240999999999999,Auto Process
DOC0000551,C000352,Surat Kerja,2026-03-06,0.842,0.897,4,6,1964,VALID,0.6666666666666666,1.0,0.8617166666666667,Human Review
DOC0000552,C000298,KTP,2024-09-12,0.795,0.956,11,7,2496,VALID,1.0,0.868,0.8959499999999999,Human Review
DOC0000553,C000376,Rekening Koran,2024-02-06,0.931,0.902,4,10,2298,VALID,0.4,1.0,0.8180499999999999,Human Review
DOC0000554,C000465,Slip Gaji,2025-06-07,0.761,0.904,4,7,3588,VALID,0.5714285714285714,0.843,0.7637571428571428,Human Review
DOC0000555,C000014,Rekening Koran,2024-10-27,1.0,0.813,11,7,1531,INVALID,1.0,1.0,0.97195,Auto Process
DOC0000556,C000090,NPWP,2025-07-09,0.963,0.916,5,10,3878,VALID,0.5,0.916,0.82375,Human Review
DOC0000557,C000090,Rekening Koran,2026-07-03,0.807,0.97,5,7,422,VALID,0.7142857142857143,0.818,0.8121214285714285,Human Review
DOC0000558,C000165,Surat Kerja,2024-03-21,0.926,0.975,11,9,4656,NEEDS_REVIEW,1.0,0.859,0.9284,Auto Process
DOC0000559,C000083,KTP,2026-04-27,1.0,0.882,4,6,3102,VALID,0.6666666666666666,0.882,0.8576666666666666,Human Review
DOC0000560,C000641,KTP,2026-01-21,0.927,0.859,10,10,1254,VALID,1.0,0.943,0.94065,Auto Process
DOC0000561,C000250,KTP,2024-12-04,0.775,0.851,4,7,4881,VALID,0.5714285714285714,0.905,0.7810071428571428,Human Review
DOC0000562,C000328,KTP,2024-06-30,0.981,0.886,8,11,3588,VALID,0.7272727272727273,0.867,0.8634181818181819,Human Review
DOC0000563,C000422,Rekening Koran,2025-04-14,0.851,0.826,0,10,2035,VALID,0.0,0.926,0.6607500000000001,Reprocess / Reject
DOC0000564,C000541,KTP,2025-09-27,0.842,1.0,10,11,4154,VALID,0.9090909090909091,0.96,0.9237727272727273,Auto Process
DOC0000565,C000323,Surat Kerja,2025-05-23,0.846,0.771,0,11,1043,INVALID,0.0,0.771,0.597,Reprocess / Reject
DOC0000566,C000192,KTP,2024-12-06,0.793,0.939,9,6,4226,VALID,1.0,0.873,0.89465,Human Review
DOC0000567,C000022,Form Aplikasi,2025-03-10,0.924,0.802,6,9,4099,VALID,0.6666666666666666,0.946,0.8490666666666665,Human Review
DOC0000568,C000494,Rekening Koran,2025-05-26,0.987,0.959,8,11,2400,INVALID,0.7272727272727273,0.822,0.8601181818181818,Human Review
DOC0000569,C000335,Form Aplikasi,2026-07-28,0.799,0.943,10,11,1502,VALID,0.9090909090909091,0.8574999999999999,0.8685977272727272,Human Review
DOC0000570,C000677,Slip Gaji,2024-01-08,1.0,0.908,11,6,4527,VALID,1.0,0.9804999999999999,0.979375,Auto Process
DOC0000571,C000636,Form Aplikasi,2024-07-14,0.98,0.976,0,6,3830,INVALID,0.0,0.937,0.71935,Reprocess / Reject
DOC0000572,C000413,Rekening Koran,2024-10-26,0.663,0.747,9,10,2401,VALID,0.9,0.7565,0.767575,Human Review
DOC0000573,C000131,Slip Gaji,2026-09-24,0.829,0.911,5,8,3879,VALID,0.625,0.831,0.7909999999999999,Human Review
DOC0000574,C000658,Rekening Koran,2024-10-07,0.926,0.899,4,8,3128,NEEDS_REVIEW,0.5,0.899,0.806,Human Review
DOC0000575,C000569,Form Aplikasi,2026-02-26,0.814,1.0,4,9,3425,VALID,0.4444444444444444,0.99,0.811111111111111,Human Review
DOC0000576,C000042,Rekening Koran,2024-08-18,0.908,1.0,11,11,580,NEEDS_REVIEW,1.0,0.919,0.94865,Auto Process
DOC0000577,C000226,Rekening Koran,2024-03-08,1.0,0.958,0,11,202,VALID,0.0,0.958,0.7289999999999999,Reprocess / Reject
DOC0000578,C000408,KTP,2026-03-22,0.758,0.826,11,10,2314,VALID,1.0,0.941,0.89275,Human Review
DOC0000579,C000614,Surat Kerja,2025-08-09,0.785,1.0,4,8,4471,VALID,0.5,1.0,0.82125,Human Review
DOC0000580,C000601,Slip Gaji,2026-08-10,0.652,0.999,10,9,4659,NEEDS_REVIEW,1.0,0.999,0.9124999999999999,Auto Process
DOC0000581,C000461,Surat Kerja,2025-03-15,0.752,0.979,5,10,2205,VALID,0.5,0.979,0.8025,Human Review
DOC0000582,C000615,Rekening Koran,2024-04-28,0.707,0.823,7,10,3673,NEEDS_REVIEW,0.7,0.823,0.7632499999999999,Human Review
DOC0000583,C000137,KTP,2024-08-05,0.831,0.88,7,6,4222,NEEDS_REVIEW,1.0,0.88,0.8977499999999999,Human Review
DOC0000584,C000352,KTP,2024-10-30,1.0,0.853,4,10,1379,VALID,0.4,0.928,0.80275,Human Review
DOC0000585,C000363,Slip Gaji,2024-11-29,0.756,1.0,5,11,3909,INVALID,0.45454545454545453,0.8714999999999999,0.7576613636363636,Human Review
DOC0000586,C000545,KTP,2026-01-16,0.807,0.998,8,11,2417,NEEDS_REVIEW,0.7272727272727273,0.82,0.8202681818181818,Human Review
DOC0000587,C000263,KTP,2024-08-14,1.0,0.937,5,9,1344,VALID,0.5555555555555556,0.937,0.8573888888888888,Human Review
DOC0000588,C000668,KTP,2025-06-18,0.857,0.906,9,7,2611,VALID,1.0,0.906,0.91725,Auto Process
DOC0000589,C000429,NPWP,2024-05-22,0.872,0.79,5,7,226,VALID,0.7142857142857143,0.79,0.7915714285714286,Human Review
DOC0000590,C000563,Surat Kerja,2026-06-20,0.647,1.0,10,10,1968,VALID,1.0,0.882,0.8704500000000001,Human Review
DOC0000591,C000166,Slip Gaji,2025-11-06,0.878,0.872,11,9,619,VALID,1.0,0.841,0.89465,Human Review
DOC0000592,C000479,Rekening Koran,2025-01-16,0.793,0.939,8,11,3054,VALID,0.7272727272727273,0.939,0.8495681818181817,Human Review
DOC0000593,C000457,Rekening Koran,2024-11-04,0.722,0.917,4,10,4136,VALID,0.4,0.917,0.7389999999999999,Reprocess / Reject
DOC0000594,C000457,Slip Gaji,2025-02-18,1.0,0.938,8,6,1857,NEEDS_REVIEW,1.0,0.938,0.9690000000000001,Auto Process
DOC0000595,C000461,Slip Gaji,2024-03-17,0.914,0.896,4,11,2518,VALID,0.36363636363636365,0.896,0.7674090909090909,Human Review
DOC0000596,C000259,Slip Gaji,2025-06-20,0.965,0.734,11,9,4354,VALID,1.0,0.734,0.85825,Human Review
DOC0000597,C000553,Form Aplikasi,2026-02-04,0.898,0.948,6,10,2705,VALID,0.6,0.916,0.8373,Human Review
DOC0000598,C000607,Form Aplikasi,2026-04-30,1.0,0.925,11,8,197,INVALID,1.0,0.925,0.9625,Auto Process
DOC0000599,C000346,Surat Kerja,2026-02-26,0.868,0.873,7,6,722,VALID,1.0,0.936,0.92555,Auto Process
DOC0000600,C000556,KTP,2025-02-15,0.85,1.0,10,9,4307,VALID,1.0,0.8574999999999999,0.912625,Auto Process
DOC0000601,C000614,KTP,2025-09-09,0.844,0.97,10,11,1286,VALID,0.9090909090909091,0.97,0.9232727272727272,Auto Process
DOC0000602,C000380,Surat Kerja,2025-02-17,1.0,1.0,4,10,4836,VALID,0.4,0.9219999999999999,0.8227,Human Review
DOC0000603,C000477,Rekening Koran,2026-05-07,0.88,0.799,7,9,2555,VALID,0.7777777777777778,0.799,0.8139444444444445,Human Review
DOC0000604,C000015,Form Aplikasi,2025-10-28,0.882,1.0,0,7,225,NEEDS_REVIEW,0.0,0.793,0.64805,Reprocess / Reject
DOC0000605,C000478,Slip Gaji,2025-05-08,0.9,0.737,5,10,2351,VALID,0.5,0.737,0.7185,Reprocess / Reject
DOC0000606,C000199,Surat Kerja,2024-06-03,0.862,1.0,9,11,3867,VALID,0.8181818181818182,1.0,0.9200454545454546,Auto Process
DOC0000607,C000278,Surat Kerja,2024-01-25,1.0,0.86,11,10,565,VALID,1.0,0.98,0.972,Auto Process
DOC0000608,C000113,Surat Kerja,2025-05-16,0.99,0.861,6,6,4391,VALID,1.0,0.861,0.9279999999999999,Auto Process
DOC0000609,C000493,Surat Kerja,2024-12-30,0.896,0.85,10,8,2984,VALID,1.0,0.987,0.94695,Auto Process
DOC0000610,C000053,Surat Kerja,2025-06-26,0.798,0.971,10,6,2568,NEEDS_REVIEW,1.0,0.7876666666666666,0.8708333333333333,Human Review
