Account_ID,Degree,Out_Degree,Incoming_Tx,Outgoing_Tx,Fraud_Risk_Score,Risk_Rank
A00212,17,7,10.0,7.0,0.042302976974075,1032
A00940,19,7,12.0,7.0,0.0417669534949516,1033
A01104,10,3,8.0,3.0,0.04132705764731919,1034
A00891,13,5,8.0,5.0,0.04123746974755566,1035
A00285,14,4,10.0,4.0,0.04065586442124319,1036
A00625,11,4,7.0,4.0,0.040599965831201124,1037
A00923,10,3,7.0,3.0,0.04041227620972301,1038
A00308,7,1,6.0,1.0,0.04005197625351354,1039
A00616,13,5,8.0,5.0,0.03988288067718391,1040
A01002,11,4,7.0,4.0,0.03986196247411972,1041
A00884,13,5,8.0,5.0,0.03973144236250537,1042
A00933,9,4,5.0,4.0,0.039198969185533276,1043
A01054,12,5,7.0,5.0,0.039175886806949826,1044
A00402,11,4,7.0,4.0,0.038914094578765754,1045
A00238,18,8,10.0,9.0,0.038756782449063186,1046
A00533,12,5,7.0,5.0,0.03821337907190862,1047
A00748,11,4,7.0,4.0,0.03820598676930046,1048
A00887,13,5,8.0,5.0,0.03760459978961164,1049
A00683,14,5,9.0,5.0,0.03721383672545057,1050
A00263,13,4,9.0,4.0,0.03703788696511863,1051
A00128,18,7,11.0,7.0,0.0364268506230883,1052
A00369,14,5,9.0,5.0,0.036023069569170944,1053
A00066,14,5,9.0,5.0,0.03573349998888289,1054
A00729,11,3,8.0,3.0,0.035704317180896956,1055
A00971,9,3,6.0,3.0,0.03500475148305702,1056
A00292,11,3,8.0,3.0,0.034013543315680475,1057
A00873,18,5,13.0,5.0,0.033407084837440496,1058
A00938,13,4,9.0,4.0,0.032826576919810745,1059
A01044,10,4,6.0,4.0,0.03264099695476928,1060
A00061,11,5,6.0,5.0,0.032481346089631616,1061
A00553,12,4,8.0,4.0,0.03196372363300901,1062
A00670,10,3,7.0,3.0,0.03195165715263321,1063
A00365,11,5,6.0,5.0,0.0317639207373128,1064
A00538,11,5,6.0,5.0,0.031539891766479734,1065
A01090,9,2,7.0,2.0,0.031306844420354536,1066
A00883,9,2,7.0,2.0,0.03073398474450322,1067
A00177,17,4,13.0,4.0,0.030215595475738374,1068
A00811,10,3,7.0,3.0,0.02979953943769152,1069
A01181,10,3,7.0,3.0,0.029277645653941288,1070
A00024,9,2,7.0,2.0,0.028825436994382166,1071
A00035,8,2,6.0,2.0,0.02800885418500977,1072
A00700,12,5,7.0,5.0,0.027663908551869825,1073
A00870,10,3,7.0,3.0,0.02725351255338731,1074
A00920,8,2,6.0,2.0,0.026963217950778856,1075
A00899,10,3,7.0,3.0,0.02633861618887633,1076
A00400,11,3,8.0,3.0,0.02602178132458509,1077
A00312,10,3,7.0,3.0,0.02589704935075589,1078
A00879,10,3,7.0,3.0,0.02589704935075589,1079
A00947,11,4,7.0,4.0,0.02545625113582336,1080
A01081,11,5,6.0,5.0,0.02511577115897625,1081
A00550,10,4,6.0,4.0,0.024533424139556052,1082
A00428,10,2,8.0,2.0,0.024443418372610975,1083
A01019,16,5,12.0,5.0,0.024105568960814568,1084
A00629,12,4,8.0,4.0,0.024025115753703984,1085
A00197,13,3,10.0,3.0,0.024011298084621244,1086
A00612,14,3,11.0,3.0,0.023674956438531833,1087
A00740,16,4,12.0,4.0,0.023510169285105346,1088
A00909,15,5,10.0,5.0,0.02335468726041644,1089
A00236,9,3,6.0,3.0,0.02319009167229061,1090
A00726,12,5,7.0,5.0,0.022970226366746102,1091
A00046,11,3,9.0,3.0,0.022887618058938707,1092
A00822,10,2,8.0,2.0,0.022593251190767796,1093
A00456,10,4,6.0,4.0,0.02257266820136356,1094
A00903,11,5,6.0,5.0,0.022255292270424363,1095
A00981,11,2,9.0,2.0,0.022163580103623935,1096
A01132,11,5,6.0,5.0,0.021956168051136194,1097
A01150,9,3,6.0,3.0,0.021525707372472936,1098
A00599,9,4,5.0,4.0,0.021128116259236655,1099
A00215,11,4,7.0,4.0,0.020907741711948733,1100
A00022,12,3,10.0,3.0,0.02089315844721964,1101
A00488,10,2,8.0,2.0,0.020125525576648005,1102
A01053,11,5,6.0,5.0,0.01967598056529397,1103
A00913,13,5,8.0,5.0,0.019636893033412765,1104
A00773,15,3,12.0,3.0,0.019508726567550098,1105
A01042,12,5,8.0,5.0,0.019019801362786436,1106
A01121,7,1,6.0,1.0,0.01897801876247452,1107
A00777,10,4,6.0,4.0,0.018972999053307314,1108
A00273,12,5,7.0,5.0,0.018964259467991944,1109
A01009,13,5,8.0,5.0,0.018540510456381613,1110
A00494,10,3,7.0,3.0,0.01846420030961496,1111
A00696,11,5,6.0,5.0,0.018279290665753997,1112
A00860,14,5,10.0,5.0,0.018172085318411114,1113
A00138,11,4,7.0,4.0,0.01816834452093864,1114
A00192,13,3,10.0,3.0,0.018134848161189265,1115
A00687,14,5,9.0,5.0,0.01779459794092374,1116
A00246,10,4,6.0,4.0,0.01756942925738484,1117
A00808,10,4,7.0,4.0,0.0172672268758972,1118
A01178,12,5,7.0,5.0,0.016951246066571148,1119
A00033,14,5,9.0,5.0,0.016775251311589755,1120
A01070,10,1,9.0,1.0,0.01664790303036587,1121
A00878,19,5,14.0,5.0,0.01647532260704778,1122
A00704,12,5,7.0,5.0,0.016303794156354648,1123
A01163,10,3,7.0,3.0,0.01600531130886549,1124
A00842,11,4,8.0,4.0,0.01597277694072913,1125
A00769,13,5,8.0,5.0,0.0156864680294531,1126
A01180,8,2,6.0,2.0,0.015644685429141186,1127
A00800,8,2,6.0,2.0,0.015644685429141186,1128
A00358,16,5,11.0,5.0,0.01547576126250483,1129
A01089,10,4,7.0,4.0,0.01539291055500323,1130
A01040,10,4,6.0,4.0,0.01539291055500323,1131
A00795,10,1,9.0,1.0,0.015232547125130246,1132
A01018,12,4,9.0,4.0,0.015092464393173652,1133
A01136,11,4,7.0,4.0,0.014568675372882397,1134
A00771,11,5,6.0,5.0,0.014528750053538993,1135
A00404,12,4,8.0,4.0,0.014527605275682956,1136
A00460,14,4,10.0,4.0,0.014525551670376093,1137
A00068,11,3,9.0,3.0,0.014389093597247321,1138
A00547,13,4,9.0,4.0,0.014136270818651347,1139
A00211,13,4,9.0,4.0,0.013781809387335716,1140
A00034,13,3,10.0,3.0,0.01359820883322094,1141
A01087,12,3,9.0,3.0,0.013301642761718805,1142
A00152,10,3,7.0,3.0,0.012923269778796109,1143
A00123,13,5,8.0,5.0,0.012921548194047122,1144
A00275,13,4,9.0,4.0,0.012770133388258923,1145
A00966,12,4,8.0,4.0,0.012212089538035691,1146
A00486,11,4,7.0,4.0,0.01210477171876119,1147
A00701,11,2,9.0,2.0,0.011687309471765233,1148
A01094,11,4,7.0,4.0,0.011620619381404683,1149
A00026,11,4,7.0,4.0,0.01159532920085553,1150
A00610,15,5,10.0,5.0,0.011312488849649176,1151
A01029,10,1,9.0,1.0,0.011107771105178672,1152
A00116,12,4,8.0,4.0,0.011052807206720633,1153
A00516,14,4,10.0,4.0,0.01068795301066163,1154
A00030,13,4,10.0,4.0,0.010591454726793327,1155
A00926,12,4,8.0,4.0,0.010386823000812472,1156
A00188,10,4,6.0,5.0,0.010198481039033976,1157
A00603,12,4,8.0,4.0,0.010074035530473008,1158
A01062,11,2,9.0,2.0,0.009969360753816514,1159
A00421,13,4,9.0,4.0,0.009934879709815771,1160
A00429,16,5,11.0,5.0,0.009675881972433697,1161
A00804,12,3,9.0,3.0,0.009622000229463069,1162
A00587,11,5,6.0,5.0,0.00949780981139991,1163
A00442,11,4,7.0,4.0,0.009474117079643409,1164
A00406,11,4,7.0,4.0,0.009365689886743184,1165
A00375,11,4,7.0,4.0,0.009365689886743184,1166
A00685,11,2,9.0,3.0,0.009318969926432765,1167
A00205,11,4,7.0,4.0,0.009039774459339551,1168
A00817,16,5,11.0,5.0,0.00893806906070774,1169
A00857,12,4,8.0,4.0,0.008808132873735249,1170
A00164,12,3,9.0,3.0,0.00857003571742251,1171
A00011,12,5,7.0,5.0,0.008560766062844116,1172
A00162,11,4,7.0,4.0,0.008505102570704946,1173
A01195,11,4,7.0,4.0,0.008505102570704946,1174
A00103,12,4,8.0,4.0,0.008348545334394577,1175
A00430,9,1,8.0,1.0,0.008244576319818939,1176
A00098,11,4,7.0,4.0,0.007756168361694691,1177
A00732,11,4,7.0,4.0,0.007756168361694691,1178
A00575,12,4,8.0,4.0,0.007475186408779885,1179
A00462,13,4,9.0,4.0,0.007258121393459996,1180
A01061,16,4,12.0,5.0,0.007014178806339268,1181
A00474,15,5,10.0,5.0,0.006975398435236164,1182
A01046,15,5,10.0,5.0,0.006975398435236164,1183
A00781,12,4,8.0,4.0,0.0069451829378794315,1184
A00668,11,4,7.0,4.0,0.0063121307685682455,1185
A00602,13,2,11.0,2.0,0.005728841729928685,1186
A00157,11,3,8.0,3.0,0.004586640572489815,1187
A00050,14,3,12.0,3.0,0.004541826226052717,1188
A00151,14,4,10.0,4.0,0.004073482726423903,1189
A00863,12,4,8.0,4.0,0.0037681994414491397,1190
A00127,17,5,12.0,5.0,0.003529612210144766,1191
A00559,19,5,14.0,5.0,0.003501587301587302,1192
A00761,9,1,8.0,1.0,0.0033532381176619897,1193
A00722,14,3,11.0,3.0,0.002873567977915804,1194
A00489,11,4,7.0,4.0,0.0027162349294085823,1195
A00091,15,4,11.0,4.0,0.002457142857142857,1196
A00770,14,4,10.0,4.0,0.0017757740358500813,1197
A00506,16,4,12.0,4.0,0.0012793650793650794,1198
A00321,14,3,13.0,4.0,0.0007238095238095238,1199
A00674,15,4,11.0,4.0,0.0007238095238095238,1200
