Lead_ID,Age,Monthly_Income,Account_Tenure_Months,Product_Count,Monthly_Transactions,Digital_Engagement,Balance,Credit_Utilization,Recent_Application,Segment,Converted,Conversion_Probability
L01866,39,15252848,10,3,18,88,40154695.94578711,0.5149189521478126,1,Mass,1,0.6201740593800915
L01867,25,34201922,45,3,19,80,39324549.91683459,0.06151201490094486,0,Mass,1,0.7025200114232589
L01868,55,4514590,108,3,24,21,5948125.380796646,0.6738834710572413,0,Affluent,1,0.2422017809763905
L01869,22,11162916,114,2,22,23,6685515.615837401,0.10684100425755289,0,Priority,0,0.30257357902932086
L01870,55,49384792,178,3,20,74,25597376.193358205,0.48299206185938226,1,Affluent,1,0.81147620958443
L01871,22,42334781,169,5,18,41,39960440.71207331,0.22287157510348632,0,Mass,1,0.35995252335423217
L01872,30,14234183,96,2,23,47,2004570.0311943311,0.267785148646974,0,Mass,0,0.24425862026372117
L01873,48,10018936,100,4,19,53,19880136.574147522,0.9318336798994901,0,Affluent,0,0.21187238226383417
L01874,63,41484293,145,4,23,62,1666056.7524474321,0.15213138165981804,1,Mass,0,0.21300726596220182
L01875,39,49547764,9,5,26,50,8667098.640132416,0.7319364843451518,0,Affluent,0,0.6780753964568081
L01876,26,11757664,108,4,28,12,44777554.981482595,0.6237006142122025,0,Mass,1,0.24736302213711714
L01877,31,34541409,86,5,21,18,304241055.9889257,0.2255384284537379,0,Affluent,0,0.14949049024492791
L01878,61,17045652,141,4,15,10,11813304.153071277,0.8918041390391716,0,Mass,0,0.23663494041610184
L01879,53,38241809,145,5,22,34,4309984.564264788,0.23127480604184197,0,Mass,0,0.32741469246948207
L01880,25,23240756,119,4,17,84,8976033.012952171,0.5140262313853049,0,Mass,1,0.5334166342462051
L01881,38,9766282,119,5,14,98,16024517.43579681,0.7614697461743051,1,Mass,1,0.4199203809534187
L01882,32,18922660,125,5,19,53,7673777.225007432,0.7372140363100018,0,Mass,0,0.11898341994863541
L01883,29,28776658,105,5,17,12,5949020.148801189,0.3377372046990058,0,Mass,1,0.2598739827951684
L01884,59,40724137,42,3,22,16,9788421.373165732,0.8053451297618703,1,Mass,0,0.16105324329360443
L01885,48,4967242,52,4,17,84,22278619.847288366,0.9158869580129341,0,Mass,0,0.11419549961982313
L01886,29,48053896,134,5,24,41,12662454.319747219,0.47661784200764395,0,Mass,0,0.5473058611795656
L01887,50,33881664,112,2,20,90,6211779.451344874,0.6370837696786237,0,Mass,1,0.41623196062690737
L01888,39,44263546,43,1,23,56,7675148.957409184,0.3780626697892706,0,Priority,1,0.7063665376458298
L01889,23,46782471,159,5,22,90,9916416.850220146,0.36867454793356264,0,Mass,1,0.48474849521413577
L01890,41,11064581,177,4,25,22,5521357.773584782,0.47274427923771967,0,Affluent,0,0.14523918900743668
L01891,29,8311608,113,3,15,88,7395747.735540281,0.2274197862252606,0,Mass,1,0.44021515808053524
L01892,32,39727679,42,4,16,59,28550835.545218583,0.6704613695930859,0,Mass,0,0.22190707485741581
L01893,60,12642624,169,1,16,49,11914179.434176236,0.19901754027637036,0,Affluent,0,0.23712872280775338
L01894,52,10805558,43,3,20,58,2597535.840622258,0.054662901897971974,0,Affluent,1,0.46691182096852574
L01895,27,25551766,78,2,17,39,41804287.254452646,0.44552849341089545,1,Affluent,0,0.3519479308003776
L01896,59,46015530,155,2,23,64,22754661.394891325,0.11877825318173012,0,Mass,0,0.3567383060989806
L01897,46,40597876,94,5,16,80,3761873.999473479,0.5561948870019562,1,Mass,1,0.2986900806062029
L01898,60,27822414,44,3,13,83,10409003.939338643,0.5183321482796813,0,Mass,0,0.5036130676356568
L01899,54,13036780,15,1,34,99,6793398.773271143,0.17353795805731365,0,Mass,0,0.31563281156441436
L01900,36,19473530,65,2,22,47,29516691.30190997,0.27139719921600935,0,Priority,1,0.48287941514718824
L01901,45,35670707,121,2,13,79,10343910.354991684,0.07200699656546593,1,Mass,1,0.5936498949141291
L01902,44,11223172,129,5,29,90,13947173.44373462,0.5845577926687336,1,Mass,0,0.6403787496508292
L01903,53,28122633,41,2,15,11,12414383.763246734,0.31357957518299434,0,Mass,0,0.16761061108473982
L01904,32,4543218,29,2,21,53,3414105.9961190214,0.6916862203017925,0,Mass,0,0.13390346283542764
L01905,35,18953909,127,2,18,73,61157124.81357327,0.616843291692568,0,Mass,0,0.14249700875274451
L01906,32,15405561,29,1,18,51,29089586.51123879,0.38622883152503756,0,Mass,1,0.1543828670368524
L01907,34,35329919,12,4,14,19,7104061.054613367,0.06955085707785777,1,Priority,0,0.5860444774574392
L01908,28,46044922,88,3,24,69,18172548.333842333,0.3381479944938965,0,Mass,0,0.30749835825229993
L01909,22,10738132,103,3,17,46,39732445.30271902,0.34237739781977955,0,Mass,0,0.2761008833574275
L01910,63,40674060,44,2,19,66,15859857.223420855,0.34943456674018064,0,Mass,1,0.6183903518394898
L01911,24,34172417,39,4,21,10,71151000.60616621,0.9080990941605134,1,Mass,0,0.19471753447910528
L01912,60,48610510,43,1,23,11,277522231.369267,0.19810366713869348,0,Mass,0,0.1632113241240324
L01913,21,45929491,62,5,14,64,13222612.936933395,0.2930536288002781,0,Affluent,1,0.48220108997798616
L01914,55,8635029,2,3,18,99,8377256.3643295085,0.799159057461057,0,Mass,0,0.12156359153905115
L01915,35,38188262,3,2,14,68,5576943.960767833,0.8826417717580528,0,Mass,0,0.47250877961098997
L01916,44,31240222,67,3,17,95,1639638.1512450727,0.47145704286059975,0,Affluent,0,0.5031304247271328
L01917,33,9201824,4,5,10,87,52258118.27980585,0.53604390706717,1,Mass,0,0.30229138289977453
L01918,43,15828921,58,1,24,35,10533455.09003965,0.09757254520957448,0,Mass,0,0.1624110991420765
L01919,41,46639440,105,3,23,19,35995932.59397421,0.7772345861755622,1,Affluent,1,0.211724494208421
L01920,44,28975318,6,3,20,60,44013762.62713845,0.5851043326537192,0,Mass,1,0.46358630748434726
L01921,38,19569274,112,5,18,66,5088992.99532453,0.48110905343470034,1,Mass,1,0.7202100631784943
L01922,45,18740924,112,3,17,80,5913488.963337659,0.3223180238758608,0,Priority,0,0.23988929112114707
L01923,58,42541827,104,4,14,57,85861633.73869307,0.44939388656039186,1,Affluent,0,0.730183624572214
L01924,40,17039415,113,4,22,93,13984996.149296287,0.7117808286923882,0,Mass,0,0.30026658848376836
L01925,37,11308890,146,5,14,86,7750541.128682193,0.1226967334754569,1,Affluent,1,0.7731083349647438
L01926,26,30396883,13,2,17,63,5274463.173876888,0.5061327754682556,0,Mass,0,0.0994713176056637
L01927,37,49655465,31,4,22,60,13021403.422278991,0.08117425848318215,0,Affluent,0,0.6243987091093168
L01928,26,12432635,58,2,17,11,67758141.4863661,0.7450276505966087,1,Mass,0,0.12803400267942375
L01929,29,15744693,124,5,25,81,29769613.2258394,0.23991609982246026,0,Mass,1,0.5400533588363067
L01930,63,25580138,158,5,20,71,17989937.025225844,0.8630489181231973,0,Affluent,1,0.3956533729625838
L01931,25,13191425,166,2,17,91,73447520.52214053,0.47848512020662304,0,Mass,0,0.31569520623934605
L01932,42,33937364,105,3,22,18,60571553.3424048,0.46153735379027805,0,Priority,0,0.34122003334162226
L01933,58,15666632,74,5,15,23,20950707.398258224,0.37431675720894814,1,Mass,0,0.5615108502127585
L01934,63,9896375,75,1,14,71,240848922.3340465,0.5147248106410157,1,Priority,1,0.4296919755902207
L01935,27,16018347,11,4,20,54,11712153.291052653,0.35422511589012656,0,Mass,0,0.4284943077377954
L01936,28,46807336,84,5,15,63,44973737.0488885,0.3739321670839117,0,Mass,0,0.5776939973418082
L01937,37,47005177,93,5,17,49,10125465.58926275,0.22605146123311015,0,Mass,1,0.6043369521803685
L01938,45,27263336,38,1,19,68,36999286.82733735,0.3606930047826195,0,Mass,0,0.17139957384885895
L01939,64,41698286,139,4,16,69,11700867.888272284,0.7805435893924466,1,Mass,1,0.5550747414927162
L01940,30,12936143,147,4,20,27,23793644.733603,0.27112174805012657,0,Affluent,1,0.34848940170126386
L01941,28,34079649,55,1,24,79,163724659.4328128,0.7891413033181733,0,Affluent,0,0.22028104315171992
L01942,32,35282374,165,4,22,54,38857534.74283921,0.8251814482617448,0,Mass,0,0.26442197871374223
L01943,60,36660043,20,4,34,62,24164661.89764728,0.6497009556870706,0,Mass,1,0.7448085781737819
L01944,22,14025488,164,5,22,66,6912610.891735425,0.0776155323210567,0,Mass,0,0.33012870206509787
L01945,38,36942023,139,1,21,77,18106643.327606764,0.5549301559436309,0,Affluent,1,0.33791164124815404
L01946,26,32151614,41,5,26,37,5474208.502659789,0.7998340125092239,0,Priority,0,0.46578554420280643
L01947,28,44254595,118,3,15,10,36416666.813485965,0.379205008634396,1,Mass,0,0.251300047517182
L01948,62,12022014,56,2,26,26,35514030.39486195,0.3045400636212926,0,Mass,0,0.20977175896312464
L01949,21,32225850,144,2,22,97,12533621.52135625,0.3392391244661561,1,Mass,1,0.435235382311747
L01950,35,42163388,29,4,14,30,79168792.5719073,0.43076875747992555,0,Mass,0,0.38769746488813767
L01951,62,16797988,45,5,24,32,68782288.03695075,0.11315225789815837,0,Mass,0,0.3158434024059344
L01952,48,38213811,56,2,19,88,17421355.818676464,0.26391658937366347,0,Mass,1,0.7525047484027134
L01953,24,8577443,36,5,15,31,26405209.5666962,0.6322415463993486,0,Affluent,1,0.2562582498699228
L01954,41,37032566,60,4,17,52,8327747.264428861,0.4752358177884614,1,Mass,0,0.38474955066621613
L01955,64,31887528,109,1,23,43,11425751.070200963,0.2726072082508883,0,Mass,0,0.42805430340291994
L01956,39,12857371,114,3,25,70,5104091.572176195,0.8877912417927881,0,Mass,0,0.09565745875649014
L01957,44,7052228,100,5,19,64,9297199.36614554,0.3159881467515751,0,Mass,1,0.5961652185831379
L01958,44,38292475,35,1,25,56,13513123.668710256,0.16638608557350587,0,Affluent,0,0.26942042380966313
L01959,50,15099498,37,1,14,55,2851037.475263202,0.22941352958799993,0,Priority,0,0.5419994791622227
L01960,29,26882509,166,1,21,85,26705356.842781793,0.31692632595137715,0,Mass,1,0.5962868758425623
L01961,58,6792530,46,3,21,62,41686547.366160594,0.5203031646111425,0,Mass,0,0.17653272611227794
L01962,65,48320769,19,1,18,56,14881702.916840864,0.10968861196736243,0,Affluent,1,0.3929525617489067
L01963,27,29248829,82,5,23,90,1010866.7616346761,0.819447867953316,0,Affluent,0,0.44762015205380734
L01964,57,46852688,2,1,30,18,11647102.500650197,0.8397289799277974,0,Affluent,0,0.33774135415660383
L01965,57,11375553,62,1,26,85,3723499.6372051416,0.3365155328538994,0,Mass,0,0.16650186278162735
L01966,54,13466483,154,2,23,28,8153368.612675418,0.747781182665111,0,Mass,1,0.13441162869577386
L01967,37,32078736,49,4,17,40,64070657.75110933,0.5897234591455128,1,Mass,1,0.31198102084549945
L01968,42,31806771,127,5,28,11,1314658.7394614348,0.8108996069855295,0,Mass,0,0.1067345467546533
L01969,58,40379796,89,2,28,61,6630549.464240535,0.2992696699566723,0,Priority,1,0.33400510244529574
L01970,27,46690618,64,3,25,85,34384979.03152806,0.5992121665178474,0,Mass,0,0.4680675747935582
L01971,58,41806513,120,4,22,44,7434446.125335669,0.11542532673344036,0,Mass,0,0.43302151459261856
L01972,62,10450113,108,4,28,70,6886892.889854437,0.0585068477052079,0,Mass,0,0.2609140398396789
L01973,51,18239001,58,1,13,45,114486437.90217146,0.8372280967170115,0,Mass,0,0.17014113945296988
L01974,36,46035865,41,5,11,79,21898925.999753043,0.3150930023206895,0,Priority,0,0.533943447785221
L01975,46,29251908,166,5,21,100,38181557.54044958,0.4508696830067158,1,Mass,1,0.7763671985000471
L01976,23,43882646,31,4,21,75,24599347.519190818,0.2586014457009832,1,Mass,1,0.5593287743361772
L01977,62,29898494,173,3,17,40,17632567.049485933,0.8391267106233145,0,Affluent,0,0.4408544826655108
L01978,36,6288064,85,2,17,85,53094593.78331141,0.3960807772751035,0,Mass,0,0.10632433905745128
L01979,23,25752810,180,5,18,13,100826055.1199956,0.21120687896908164,1,Mass,1,0.42348394633892456
L01980,56,41934361,64,5,19,99,2785794.9611045956,0.5971935971541057,0,Mass,0,0.6077017209520988
L01981,50,34135238,102,3,25,86,14479485.360371668,0.23491699347488915,1,Mass,1,0.5223245754674738
L01982,49,10107848,111,4,20,69,14365815.384455385,0.2846208976198581,0,Mass,1,0.2427403395585506
L01983,23,13664007,61,2,20,66,9764691.445144748,0.6555155491228611,1,Mass,1,0.26260711145000903
L01984,54,43301206,40,4,25,32,40009256.12925247,0.9132975025502431,0,Mass,1,0.3729739371234063
L01985,49,49045189,94,1,14,49,19393498.550155308,0.7293288812839753,0,Affluent,0,0.1715401827793708
L01986,56,38632935,120,5,20,19,102875864.8272353,0.1617281421207311,0,Priority,1,0.6266341756686394
L01987,58,8511672,48,3,17,40,45074497.02480644,0.331301490424419,0,Mass,0,0.257522455372791
L01988,30,32482987,139,3,19,63,58718370.81181913,0.7667284557318262,0,Mass,1,0.25487444618236715
L01989,30,42144172,115,1,25,42,4521690.738606355,0.29763262436529453,0,Mass,0,0.2684052385309745
L01990,62,33448957,30,3,21,80,6699040.2983511295,0.716062598207441,0,Mass,0,0.34718684008593703
L01991,44,31328415,169,1,24,87,7274381.165168791,0.47461319744236247,1,Mass,1,0.70265728423144
L01992,40,25498467,8,5,23,61,56326718.89818748,0.8459676747146777,1,Mass,1,0.4401365340179845
L01993,33,15263318,118,4,16,41,5702324.592623058,0.3732341860056512,1,Mass,0,0.19358382331369417
L01994,49,16915246,80,3,18,37,5871533.550248754,0.8911143110084395,1,Mass,1,0.1668553655644073
L01995,54,38301050,118,5,19,59,4887567.733351291,0.4166912129935046,1,Mass,0,0.3037986637506274
L01996,21,7211356,140,5,25,75,235350859.5312621,0.7036121398936408,1,Affluent,0,0.2152582735907986
L01997,45,7886121,124,1,12,21,13011301.050891625,0.22567510167808447,0,Mass,0,0.07119522725932996
L01998,65,22246632,118,1,20,50,25481131.004773017,0.5277105054756377,0,Affluent,0,0.2896471794620074
L01999,33,39623220,152,2,24,50,4794324.790574228,0.32912151294363695,1,Mass,1,0.629353460065411
L02000,33,34223624,127,1,21,36,39146405.35665262,0.06145389450556221,0,Mass,0,0.4578202824325496
L02001,60,31139320,147,3,16,31,2545643.7777172504,0.44354637989086576,0,Affluent,0,0.1665945667956674
L02002,23,28570084,73,3,19,86,5635283.495021536,0.20524677009860842,0,Mass,0,0.29785595432480405
L02003,38,9094514,37,3,18,49,7218710.253008829,0.9127267221255834,0,Affluent,0,0.11995077589303722
L02004,41,19262559,43,1,18,62,18670070.611134976,0.7777298914429486,0,Mass,0,0.03724861751195788
L02005,56,7657255,111,5,21,13,6786720.851635097,0.7155726129693325,0,Mass,0,0.13945402059370324
L02006,26,38875258,96,5,23,35,68858130.08302683,0.45799882852657053,0,Mass,1,0.4955660676524408
L02007,40,38538471,14,3,20,30,24810660.148918953,0.2831943417537339,0,Mass,0,0.26898792771881175
L02008,27,15872357,37,1,21,39,7526625.307479932,0.34192674526899547,0,Affluent,0,0.12128914146642225
L02009,56,17475051,175,2,19,86,40677181.258028194,0.2339277471539708,0,Mass,0,0.23301177926233216
L02010,49,18602919,131,4,19,62,10122550.21688516,0.5466997945752622,0,Mass,0,0.24148540700336793
L02011,43,44907885,136,4,17,92,8311279.464493749,0.7801487596117485,0,Mass,0,0.5630009929287889
L02012,38,26472214,36,2,15,48,36739991.506099634,0.2186697893296582,0,Mass,1,0.2599322794216824
L02013,27,39055358,12,5,19,80,1290752.8144013404,0.054092704582159645,1,Mass,1,0.7246623577157607
L02014,62,24646056,53,5,16,24,31276507.85032027,0.16304586500945434,0,Mass,0,0.2910654998867189
L02015,50,36116751,155,3,19,84,7351875.17759177,0.4648389343907331,1,Affluent,0,0.6113059184894987
L02016,35,28303021,92,2,13,65,7340763.802141819,0.06673642843321434,1,Affluent,1,0.3568082788782936
L02017,39,16815878,142,3,11,13,106291693.05156389,0.4129410897937576,1,Mass,0,0.16435043485009243
L02018,53,44309766,88,1,20,72,8818373.383158619,0.15004226674332843,1,Affluent,0,0.36194256969455124
L02019,53,36611447,89,3,18,53,39015727.49201608,0.14698977700510085,0,Affluent,1,0.5693971305723348
L02020,41,39389550,109,1,18,10,19831963.023951553,0.6913499151776646,0,Mass,1,0.13703955281907407
L02021,34,47614793,173,1,14,87,21999973.008072812,0.9495474884208956,0,Affluent,0,0.04794751219667857
L02022,50,15443435,79,3,22,58,11675678.800965412,0.2250334568406429,0,Mass,0,0.3730332318576985
L02023,50,8211752,108,3,20,65,11082138.839647157,0.25663020543182447,0,Mass,1,0.4347995888511299
L02024,47,30784515,166,5,24,62,69133442.85007639,0.3167764104769716,0,Priority,0,0.42591513837691236
L02025,24,19003481,68,3,12,18,38035132.454880826,0.7565984076185915,0,Mass,0,0.1963327434296316
L02026,42,24045758,152,5,25,40,9100862.98462039,0.5053043880558615,0,Priority,0,0.38288794841790635
L02027,48,14794924,97,5,18,73,5270757.342132542,0.5636093115059111,0,Affluent,1,0.12889906062048956
L02028,63,22329550,159,2,16,40,8360986.877869144,0.5418564353744921,0,Affluent,0,0.5801909371689098
L02029,44,22089506,85,5,21,90,40026649.555106185,0.8936342178957857,0,Mass,0,0.3178070652379681
L02030,36,20125571,114,3,21,38,48751792.97630327,0.08136767276231391,0,Mass,1,0.327538195701378
L02031,46,38147302,59,3,29,51,26127641.18376661,0.1921240447012425,1,Mass,1,0.3731075365429456
L02032,28,31262012,115,1,31,50,2978081.4066246673,0.39390168389439256,0,Mass,0,0.23367008407950077
L02033,25,25815158,59,2,25,11,31875231.991949823,0.48922787251471916,1,Affluent,0,0.32666770595254047
L02034,51,9184916,110,3,22,83,55236745.14319584,0.15254321889001543,0,Mass,1,0.21615767786757903
L02035,65,30253607,142,2,14,22,17842919.2129841,0.8538526934095174,0,Mass,0,0.37394478282544324
L02036,59,12050969,79,3,16,52,108619750.61932181,0.6600730199509361,0,Priority,0,0.4670242997259602
L02037,47,18451124,78,1,26,92,4003141.9696445544,0.8890190220736658,0,Mass,0,0.3142097130898414
L02038,22,23085688,58,2,24,100,29750850.55149535,0.8967211159605366,0,Affluent,1,0.35357052954353674
L02039,65,10499306,132,4,19,30,5407726.9239780335,0.5112797489621521,0,Mass,0,0.12407436178289724
L02040,41,21916519,107,4,22,44,43232481.94386448,0.8177074147651996,0,Mass,1,0.37690005567492946
L02041,34,16278947,93,5,23,61,27685562.193051625,0.7130791324791373,0,Mass,1,0.37736814524261414
L02042,61,43089090,5,5,25,73,90867828.61075243,0.3744573545829363,0,Mass,1,0.44558720368562565
L02043,54,43545293,20,5,23,32,24723613.319995314,0.6416143518167575,1,Affluent,1,0.3076831190836232
L02044,54,4210125,2,1,24,59,10014601.550375463,0.9074726764277872,0,Mass,0,0.05111011975897332
L02045,33,31711180,154,4,20,85,9179566.567800356,0.7376081338262529,0,Mass,1,0.3709206513162021
L02046,65,33465348,154,2,15,79,11679941.397958834,0.688470906795874,0,Affluent,0,0.3383554672729964
L02047,41,21387478,13,2,18,84,9000914.28929837,0.24968434407840107,0,Mass,1,0.5542766351543204
L02048,44,25579620,9,2,15,90,57694345.58680029,0.7980156418113121,1,Mass,1,0.5438364198525174
L02049,54,40335675,141,3,23,88,53714795.1177063,0.40069827766541144,0,Mass,1,0.4743144544993463
L02050,50,21386272,95,1,18,56,3358460.74082567,0.6116701260733485,0,Priority,0,0.29501780420761964
L02051,28,6965041,56,3,14,98,15586580.881772,0.6599543922637564,0,Priority,0,0.23283891098619983
L02052,34,21135343,111,1,13,54,15967281.429553876,0.5137172840049284,0,Mass,0,0.35510072508526924
L02053,37,15678990,43,3,11,74,6867189.460829552,0.1990267251377958,0,Mass,1,0.3159450688128058
L02054,63,21605228,36,4,25,95,23249885.17185104,0.6777106277358285,0,Priority,1,0.6149865551096335
L02055,53,14584745,67,1,30,13,64644371.4095369,0.2725180916227287,1,Affluent,1,0.48546586253499174
L02056,37,10894149,162,1,22,94,36593081.228158474,0.288828108028507,0,Mass,0,0.2381259687674021
L02057,54,49326769,139,5,20,84,57692004.28783971,0.16411234589210652,0,Affluent,1,0.5360079015779384
L02058,54,9927881,35,4,15,100,7312479.093655093,0.607948039854421,0,Mass,0,0.7367631691080067
L02059,38,36480534,102,2,22,80,15557735.486444108,0.15566516720380646,0,Mass,1,0.5356680385538772
L02060,39,37008526,160,5,14,24,6975489.621231301,0.3606951423241351,0,Affluent,1,0.33647314693814523
L02061,61,32418153,172,2,24,37,19057872.516829118,0.8505699783921138,1,Affluent,1,0.537396842624561
L02062,46,45926995,138,5,20,10,20853068.552744485,0.45775942671185876,0,Mass,1,0.25917175706841683
L02063,27,4229308,24,1,28,65,39169101.404497504,0.8550542448923361,0,Affluent,1,0.2536814523503578
L02064,53,17874939,44,4,16,49,55787066.25352651,0.49344526931279775,1,Mass,0,0.25772510514073044
L02065,47,12478260,40,1,25,53,29875159.974967677,0.21095042751987353,1,Affluent,1,0.3812653719530488
L02066,43,30538604,28,1,23,76,6346353.133631654,0.7330241271088064,0,Mass,0,0.23059440848470625
L02067,53,33234899,32,3,15,84,3880164.2560708127,0.3681026947598961,1,Priority,1,0.4925219528009163
L02068,61,45303468,57,1,16,16,25230920.133548092,0.9197695444908125,0,Mass,0,0.18541648941648936
L02069,35,21467089,100,3,24,93,67260376.9026425,0.2859163029023169,1,Mass,0,0.40356574289293423
L02070,39,14851340,72,2,25,43,14632693.762663672,0.7899326803292847,0,Affluent,0,0.29778416618426445
L02071,29,46516897,76,1,19,78,3256511.853567178,0.4944743155167042,0,Mass,0,0.3187443050767811
L02072,50,34957440,45,5,8,62,120639427.38970084,0.807919039432748,1,Mass,1,0.17969670965917858
L02073,39,39177314,28,5,16,50,24470168.202686172,0.21473260774966696,0,Affluent,0,0.6119136784735129
L02074,36,24469015,180,5,15,29,17799880.025792994,0.6203016346000116,1,Mass,1,0.40851179986550545
L02075,52,24579667,108,1,22,27,4664959.021870774,0.15186709313216526,0,Affluent,1,0.6579168425836721
L02076,39,21896145,42,2,17,76,15245226.291712707,0.774964261601771,0,Mass,1,0.24840423342558524
L02077,41,38477688,146,2,15,39,29812696.60362766,0.2620882629508666,0,Mass,1,0.32629909320998524
L02078,40,13688312,150,2,20,30,24805636.898944024,0.4348179303309261,0,Mass,0,0.23564877089482497
L02079,32,48868598,175,3,14,10,7600112.6758321775,0.6403779107528503,0,Mass,0,0.37337712249868193
L02080,26,12092565,29,3,18,86,14167986.08227292,0.48039316625265915,0,Mass,0,0.4641597629473064
L02081,58,25205117,116,3,31,45,8101453.573243911,0.7510072385479157,0,Mass,0,0.2756301502231902
L02082,25,18472216,177,2,28,41,79218652.62223719,0.6693534586628844,0,Mass,1,0.20181270556306416
L02083,35,33556190,146,5,15,43,36705410.88451436,0.16736517809572396,0,Mass,1,0.5349501710007132
L02084,51,35311823,41,5,17,64,8879234.35943555,0.7461165299048479,0,Affluent,0,0.40882017755717115
L02085,26,46258572,161,2,13,53,4662634.082733048,0.43113408339313136,0,Mass,0,0.1639570553417198
L02086,50,40303989,76,2,24,59,19803630.57634801,0.5879819525735804,1,Mass,0,0.18512449509295342
L02087,53,15439034,89,3,18,35,9163542.240250694,0.24491587967512857,0,Mass,0,0.19967622320584005
L02088,50,13506233,101,2,20,36,9872405.453701431,0.43078243313890596,0,Affluent,1,0.2604389146686058
L02089,34,44781664,139,5,25,88,4820299.521595989,0.7854450070144737,0,Mass,0,0.8277720285499923
L02090,21,26442042,22,3,19,49,5455593.848868399,0.8836352333745826,0,Priority,0,0.2976690182569327
L02091,60,8487056,98,1,17,98,17649727.66760356,0.8948262581604599,0,Mass,0,0.21801120633286572
L02092,35,41948662,148,1,19,86,11486492.195041915,0.6800799550710926,0,Priority,0,0.4002947216989802
L02093,57,33828615,99,1,27,74,182101566.1376335,0.12101934637385892,1,Mass,0,0.6312971491435849
L02094,29,5176271,50,2,27,59,27175168.506250158,0.44836997620488667,1,Mass,1,0.3268046970822805
L02095,28,40010555,11,2,18,86,4741507.009594842,0.22376406963545614,0,Mass,0,0.33537647401445325
L02096,56,31939288,99,5,18,15,3229779.7888542092,0.6778531081069724,0,Priority,0,0.1982096387900392
L02097,63,32271886,127,5,21,55,22336488.341334563,0.1952340282733197,0,Mass,1,0.3538528091208597
L02098,59,43787118,99,1,20,74,10086350.824621847,0.929818595807265,0,Affluent,0,0.22514297497529234
L02099,54,26794600,177,5,22,19,56799365.25671708,0.22508211545642431,0,Mass,0,0.2714227021525884
L02100,32,25218222,109,3,16,26,19883973.183058333,0.09744235030013984,0,Mass,0,0.28881848840526153
L02101,62,32397966,92,2,18,15,2065825.4731598038,0.8091922124873585,0,Affluent,0,0.15205843236445676
L02102,51,13098001,10,3,21,54,5412038.925279636,0.23204415984713667,1,Mass,1,0.5988732127136546
L02103,28,10976530,101,3,23,59,7635192.453476468,0.07161147364353418,0,Affluent,0,0.5849256171208775
L02104,26,42813768,31,1,21,52,23338098.161853977,0.5432697840813023,0,Affluent,1,0.3198083603551014
L02105,60,13916252,131,5,22,14,5234638.414971629,0.9223103944591543,0,Mass,0,0.08226291289148208
L02106,33,27199840,30,1,16,54,17476686.540172566,0.2907478826172662,1,Mass,0,0.33250327128127993
L02107,55,16415369,164,1,22,90,3942836.467443827,0.41785068210981646,0,Mass,0,0.2785480217563527
L02108,27,14601065,55,2,14,12,15093068.82277852,0.2634502151353489,1,Affluent,0,0.2693787065595147
L02109,33,31497849,79,1,15,80,21716583.506057955,0.5521864622813952,1,Mass,0,0.31489225620060113
L02110,33,40908662,27,1,14,34,64687017.109646,0.34051025350166675,0,Affluent,0,0.19419089869539327
L02111,33,24327449,38,2,16,16,19175350.473384425,0.5822271717404245,0,Mass,1,0.165142188065862
L02112,51,10381501,166,2,23,14,6628080.711550392,0.48021883978379526,0,Priority,0,0.18347791439303582
L02113,62,15245888,52,1,27,11,66756741.47497342,0.8860237444174871,0,Affluent,0,0.12568744805808055
L02114,61,11570386,93,5,15,47,12489298.590749478,0.6530157471715351,0,Mass,1,0.2406013074810523
L02115,54,44609229,177,5,18,55,32512250.9041234,0.6643346513034987,1,Affluent,1,0.5364259060955919
L02116,30,18698377,113,4,20,66,8126695.8784048585,0.4878201037904758,1,Affluent,0,0.47966639676051537
L02117,64,21200404,8,3,19,17,16425392.506738143,0.32283057340919596,0,Mass,0,0.16534624329330924
L02118,45,7267707,65,5,24,69,6731394.081267212,0.3325669075559018,0,Mass,0,0.3881593852352364
L02119,45,24517459,70,2,16,77,20703652.965212673,0.5035923526755346,0,Mass,0,0.206332663439017
L02120,52,46040530,50,3,30,15,33511152.58007263,0.22272006119205023,0,Mass,0,0.18380284816206238
L02121,55,22846249,44,1,21,71,9145399.130664716,0.16918411032538133,0,Mass,0,0.19843162884472626
L02122,63,33957203,91,4,20,20,8645528.766676744,0.38512857467744444,1,Mass,0,0.24412765820982904
L02123,47,12369375,68,1,15,49,21431641.81691821,0.1674279138159629,0,Mass,0,0.10348979170793535
L02124,48,10575239,53,4,16,70,6573419.908752901,0.2576854259775218,0,Mass,0,0.12512140289388068
L02125,54,37654842,75,4,16,89,3287431.345430977,0.531521403097704,0,Mass,1,0.5212216393838327
L02126,32,7023848,62,2,22,58,21354161.08978821,0.7610853270040369,0,Mass,0,0.3423489883716186
L02127,34,24629080,42,4,26,49,13468491.903217575,0.2522944283105928,1,Mass,1,0.5185022841575702
L02128,49,18568390,82,2,15,85,13186463.482470749,0.7624980350362376,1,Mass,0,0.2557623941478368
L02129,23,4747827,170,2,17,29,25257436.20882167,0.06398745364406891,0,Mass,0,0.06831118074971236
L02130,35,28435489,92,3,22,28,29043669.830109365,0.9473204587139817,0,Affluent,0,0.25449049551272157
L02131,53,48344630,108,2,24,52,12769356.912232365,0.5152450558470566,1,Mass,0,0.19065122208203572
