Loan_ID,Customer_Segment,Loan_Type,Loan_Amount,Interest_Rate,Tenor_Months,PD_Base,LGD_Base,Annual_Operating_Cost,EAD,Expected_Loss_Base,Expected_Interest_Income,Expected_Profit_Base,Maturity_Years
L03061,Mass,Mortgage,181534824.55020282,0.12274164227899663,24,0.01,0.15515116344494997,2668024.007368059,181534824.55020282,281653.3923473883,22281882.49612141,19332205.096405964,2.0
L03062,Mass,Consumer,29507630.206977345,0.1076081694677293,36,0.1374481231746631,0.25835708775147653,812915.006094495,29507630.206977345,1047836.5101658583,3175262.0719035063,1314510.5556431534,3.0
L03063,Mass,Mortgage,196614771.48205048,0.07690177099353641,60,0.059589126911376036,0.4734566231899397,5613855.686115617,196614771.48205048,5547066.359973584,15120024.13045914,3959102.084369937,5.0
L03064,Affluent,Auto,68490095.7423052,0.0903866139189018,36,0.05632833670814005,0.2656309474447662,4458001.359148237,68490095.7423052,1024786.4442268147,6190587.8411283605,707800.0377533091,3.0
L03065,Mass,Working Capital,201536788.9894004,0.08602629364702075,24,0.0630878669085815,0.35935388255649453,3928547.1174196764,201536788.9894004,4569014.326427969,17337462.990279816,8839901.54643217,2.0
L03066,Mass,Consumer,71516659.16185392,0.10565613198418865,36,0.17206390980512346,0.15,1595928.1595533036,71516659.16185392,1845815.3987383484,7556173.579473073,4114430.0211814204,3.0
L03067,Mass,Consumer,115320753.81503871,0.09584985993825221,24,0.06890523831185424,0.2529892448010129,2084466.579341576,115320753.81503871,2010304.1550482938,11053478.101145124,6958707.366755255,2.0
L03068,Mass,Consumer,80184855.77931343,0.1338522880711614,24,0.028154329290147103,0.42501118495068496,2273257.9023592635,80184855.77931343,959484.3549145855,10732926.414717192,7500184.157443343,2.0
L03069,Affluent,Consumer,120284531.84072384,0.07671413015206785,36,0.18720178036687388,0.15,5849977.95693335,120284531.84072384,3377621.7766769147,9227523.230909837,-76.5027004275471,3.0
L03070,Mass,Working Capital,78416284.1943389,0.08409588509557117,24,0.15211011156070692,0.33896067857054857,4121795.2931032744,78416284.1943389,4043092.3783739735,6594486.825228778,-1570400.8462484702,2.0
L03071,Mass,Mortgage,101477597.68073566,0.10940331812783732,12,0.11428727851166341,0.19007832164509575,2276873.1122100316,101477597.68073566,2204452.0520694647,11101985.901914211,6620660.737634715,1.0
L03072,Priority,Mortgage,49689218.92578944,0.11438584889575505,36,0.05494967972601975,0.6517129808676744,3348756.497972799,49689218.92578944,1779441.4671548358,5683743.487793443,555545.522665808,3.0
L03073,Affluent,Consumer,173380125.1634216,0.06,36,0.02582805729712952,0.27671718581755156,1584778.2400408995,173380125.1634216,1239159.4282954873,10402807.509805296,7578869.841468909,3.0
L03074,Affluent,Mortgage,136859609.09290156,0.07376261713502562,36,0.12928205803213222,0.4796650425006377,1250917.4926915052,136859609.09290156,8486949.55619146,10095122.946768967,357255.8978860029,3.0
L03075,Affluent,Working Capital,35697926.72623957,0.10025513352346895,60,0.020548577914098698,0.2746888952363992,2415461.5117358807,35697926.72623957,201495.73959913812,3578900.4104501586,961943.1591151399,5.0
L03076,Affluent,Mortgage,252693991.7598193,0.1294087853667294,12,0.08313015487241227,0.5153336544369124,1415684.157265563,252693991.7598193,10825351.604031863,32700822.54310854,20459786.781811114,1.0
L03077,Mass,Consumer,105138210.2853399,0.13897969593390544,24,0.10395947491436644,0.32638544924963714,1072907.341457564,105138210.2853399,3567429.885818477,14612076.49649155,9971739.26921551,2.0
L03078,Mass,Consumer,135478579.09448555,0.09753904517706553,60,0.10526243532604135,0.16192417751460378,2541932.8305940195,135478579.09448555,2309169.147847816,13214451.246821672,8363349.268379835,5.0
L03079,Mass,Working Capital,212919252.33259976,0.10192835440643251,24,0.05626544151593452,0.15,2190024.4754699334,212919252.33259976,1796999.360960459,21702509.01170986,17715485.175279472,2.0
L03080,Mass,Working Capital,153495833.68659583,0.08993641636887642,60,0.13537894180284968,0.3152440183577431,1509772.993929261,153495833.68659583,6550803.340464327,13804865.20932549,5744288.874931903,5.0
L03081,Mass,Consumer,287549238.99071735,0.1163977151979502,48,0.07704963133056467,0.45103041081175743,2046546.1744910525,287549238.99071735,9992832.615633583,33470074.425428834,21430695.6353042,4.0
L03082,Mass,Mortgage,96304986.76690419,0.13251353252089076,36,0.07115288941521802,0.19140569768712964,3021193.8532165806,96304986.76690419,1311584.2059856588,12761713.995860113,8428935.936657872,3.0
L03083,Mass,Consumer,260685260.8330741,0.12760837327284089,24,0.09138346422492462,0.4701637077308964,2233160.727917684,260685260.8330741,11200391.335746294,33265622.07111481,19832070.00745083,2.0
L03084,Affluent,Mortgage,131589233.88202415,0.1044779889722025,36,0.12897549701893823,0.33636916182121,2681318.011781959,131589233.88202415,5708785.714744408,13748178.526386697,5358074.79986033,3.0
L03085,Affluent,Consumer,175601427.6269633,0.08990642930756595,60,0.15157802096938505,0.41106810217299355,2296348.3978389227,175601427.6269633,10941529.934426272,15787697.339251233,2549819.0069860383,5.0
L03086,Mass,Auto,162424555.8679416,0.10514754607757677,12,0.01,0.26237938779299963,5937652.002272158,162424555.8679416,426168.55531180376,17078543.472254332,10714722.91467037,1.0
L03087,Mass,Working Capital,304307738.4051758,0.12985416067980438,48,0.2051900903285786,0.4520533790345409,4859287.435174126,304307738.4051758,28226634.450315323,39515625.95897358,6429704.07348413,4.0
L03088,Mass,Consumer,206139066.87701082,0.09779069222976086,60,0.11165530061099957,0.22764501401095602,2649605.2066695546,206139066.87701082,5239595.899467884,20158482.045499858,12269280.93936242,5.0
L03089,Mass,Mortgage,86080476.55192204,0.07232227747174044,48,0.321581379668981,0.2585808320958296,1659630.4324059465,86080476.55192204,7158003.153784276,6225536.110087752,-2592097.4761024704,4.0
L03090,Affluent,Consumer,74183478.21266472,0.09851983344028557,12,0.04709559689041967,0.24019982722094504,1889076.4964949742,74183478.21266472,839189.7839962516,7308543.917532782,4580277.637041557,1.0
L03091,Affluent,Consumer,115604644.42128348,0.09997753643720989,48,0.024299792292244937,0.37775821256711567,1310751.1408989544,115604644.42128348,1061186.602614211,11557867.549939562,9185929.806426397,4.0
L03092,Affluent,Consumer,67857889.76436892,0.07221663309714904,48,0.06315456220466219,0.260048404885889,1677899.4122167756,67857889.76436892,1114446.6241003936,4900468.327860216,2108122.2915430465,4.0
L03093,Affluent,Consumer,54508006.09942964,0.10917667197596974,12,0.10877541058683966,0.2152092770237497,3491305.3451386,54508006.09942964,1276003.940738587,5951002.701981587,1183693.4161044005,1.0
L03094,Priority,Working Capital,24323729.36175165,0.11410808393859716,60,0.01929248169006726,0.17672525657549623,1857943.3990813838,24323729.36175165,82930.99579070356,2775534.1517104777,834659.7568383901,5.0
L03095,Mass,Consumer,37545167.483312145,0.13847806706672958,24,0.04302643753104584,0.478226668939063,2290607.2548408634,37545167.483312145,772544.0048767899,5199182.220785693,2136030.96106804,2.0
L03096,Mass,Working Capital,531948411.4152518,0.08101721477682397,60,0.1321370332561748,0.15239973588129851,4513223.426663844,531948411.4152518,10712190.378367404,43096978.69781978,27871564.89278853,5.0
L03097,Mass,Consumer,73340762.22045928,0.11814938576319775,12,0.01,0.4766681120152967,3296303.2764989003,73340762.22045928,349592.02661389124,8665166.007752003,5019270.704639211,1.0
L03098,Mass,Mortgage,500239491.95094115,0.12240305072116578,24,0.057886679033609535,0.1756951624487399,2587520.8529919563,500239491.95094115,5087640.469421427,61230839.90600125,53555678.58358787,2.0
L03099,Mass,Mortgage,162366754.5889452,0.11435317675683557,48,0.10842390778468017,0.5160657776349048,2361245.744169766,162366754.5889452,9085048.000151623,18567154.186943393,7120860.442622004,4.0
L03100,Mass,Working Capital,115604308.52889891,0.08687757060880576,24,0.05911759629227121,0.48190426727459706,2264290.5492985235,115604308.52889891,3293453.6802189946,10043421.476901582,4485677.247384064,2.0
L03101,Priority,Consumer,38940619.3542727,0.08583131974663478,24,0.05288510327569605,0.6215816220693702,3982306.499159046,38940619.3542727,1280071.9379889949,3342324.750928575,-1920053.6862194657,2.0
L03102,Mass,Consumer,120420937.16360004,0.10674954154110866,12,0.13613673963130735,0.3979613427237121,2901540.4925034307,120420937.16360004,6524064.343659474,12854879.834164958,3429274.998002054,1.0
L03103,Priority,Auto,496026606.79011655,0.10662319787723325,60,0.01,0.2970763058608441,2199044.111471264,496026606.79011655,1473577.519538973,52887943.048155166,49215321.417144924,5.0
L03104,Affluent,Auto,385954428.1836449,0.09493019115668327,12,0.24957066217207516,0.3971438285586382,1322322.9369584972,385954428.1836449,38254046.161573365,36638727.6452418,-2937641.4532900658,1.0
L03105,Mass,Auto,147403058.9576096,0.1282494662435986,48,0.051015212481500066,0.3594185595702092,3182422.0660791807,147403058.9576096,2702755.0995343705,18904363.633987125,13019186.468373574,4.0
L03106,Mass,Consumer,50703273.183890164,0.09778647151514291,36,0.012513388211469198,0.15,2966964.9047252354,50703273.183890164,95170.46114132903,4958094.178920985,1895958.8130544205,3.0
L03107,Mass,Consumer,58534582.52480809,0.07091338660585733,36,0.16573332469929727,0.2409081093337324,1133327.5809359641,58534582.52480809,2337081.12079642,4150885.480394176,680476.7786617919,3.0
L03108,Mass,Auto,63310289.05396602,0.10096698273891293,36,0.22524135893184058,0.43487364066891726,2314089.4892553636,63310289.05396602,6201339.664150356,6392248.862107376,-2123180.2912983443,3.0
L03109,Mass,Mortgage,312970187.4699838,0.1136449202684227,24,0.17559902762238944,0.26003309986754825,2955815.7724879817,312970187.4699838,14290706.832623277,35567472.00141962,18320949.39630836,2.0
L03110,Priority,Mortgage,408006077.3927194,0.11115530073709882,60,0.04831265471280408,0.23745553677995004,2193754.722482626,408006077.3927194,4680689.522603791,45352038.23515174,38477593.990065314,5.0
L03111,Mass,Consumer,138991303.8589448,0.11101600656851902,48,0.1789207551429957,0.4353274956766668,6192588.982287105,138991303.8589448,10825910.937464762,15430259.50217164,-1588240.4175802283,4.0
L03112,Mass,Consumer,95600821.78900234,0.13189180225842018,60,0.07418306190038203,0.358498102955207,5364571.581623739,95600821.78900234,2542454.808690613,12608964.683137564,4701938.292823212,5.0
L03113,Affluent,Working Capital,383379214.4044896,0.08493376970936176,48,0.18817437980494423,0.2753217741961309,1330125.2712709433,383379214.4044896,19862303.60368903,32561841.907586943,11369413.03262697,4.0
L03114,Mass,Auto,57602247.56310254,0.09737324972968786,60,0.06286329173334199,0.5110687689612109,2208201.5416232487,57602247.56310254,1850614.1993600726,5608918.036953288,1550102.2959699668,5.0
L03115,Mass,Consumer,124755926.24613221,0.13281097268418723,60,0.29281111545097155,0.19196154407859725,4058068.0891535375,124755926.24613221,7012340.2174575,16568955.912865542,5498547.606254505,5.0
L03116,Mass,Working Capital,169816126.42797378,0.06958770203464289,36,0.15477293422983995,0.33118652787380704,2397872.8828085284,169816126.42797378,8704555.696158495,11817114.006547084,714685.4275800609,3.0
L03117,Mass,Mortgage,62827400.21026926,0.10403349995035015,60,0.3281390640954926,0.3262788867083388,3613678.5871305694,62827400.21026926,6726606.086329531,6536154.336655675,-3804130.336804425,5.0
L03118,Mass,Consumer,74481895.07607996,0.1271205800742666,12,0.01,0.3037452789138228,1808183.694925801,74481895.07607996,226235.23993913995,9468181.707101947,7433762.772237006,1.0
L03119,Mass,Consumer,70259010.15273294,0.12685229251681307,12,0.18109810468518117,0.2813007229045422,1140361.1480341104,70259010.15273294,3579206.704922858,8912516.507836219,4192948.6548792496,1.0
L03120,Mass,Auto,347247188.37628144,0.11688209471123434,36,0.06539166860715713,0.30810406026975784,3535681.0161871444,347247188.37628144,6996141.408805979,40586978.76000636,30055156.335013233,3.0
L03121,Mass,Consumer,504348350.3111774,0.11733790743171049,36,0.20255302161348326,0.25842135267061017,2117353.407539586,504348350.3111774,26399623.0774565,59179180.04214883,30662203.55715274,3.0
L03122,Mass,Mortgage,130789105.00165196,0.08626158378500756,36,0.07207441546048253,0.17644637113474743,9073925.542022042,130789105.00165196,1663280.2383781676,11282075.339266151,544869.5588659421,3.0
L03123,Mass,Auto,98133402.44997376,0.12971718751072533,36,0.10772038311212387,0.15,4000343.0387923922,98133402.44997376,1585645.1562011112,12729588.96666872,7143600.771675216,3.0
L03124,Mass,Consumer,76524498.89341135,0.0833988891968557,36,0.09941389759436588,0.2864717474220493,1471485.1407604974,76524498.89341135,2179362.0922576673,6382058.20405652,2731210.9710383555,3.0
L03125,Mass,Working Capital,120157271.17983885,0.08447256565127925,60,0.06018072980722366,0.2034847356339559,3500950.1683447068,120157271.17983885,1471429.1082436128,10149992.978217501,5177613.701629182,5.0
L03126,Mass,Consumer,79425972.88666515,0.11198173436094741,36,0.0910533103889264,0.3339729183025576,2413268.81824702,79425972.88666515,2415291.39779682,8894258.197154349,4065697.981110509,3.0
L03127,Mass,Consumer,111577460.31169581,0.0961257390770904,24,0.07860797721057888,0.449472386664153,3251540.2852316564,111577460.31169581,3942267.673387009,10725465.836806482,3531657.8781878157,2.0
L03128,Mass,Auto,163598680.71305275,0.10872054058271566,48,0.08020933007844472,0.5462332516578853,1741201.4127275443,163598680.71305275,7167749.518660077,17786537.005742192,8877586.074354572,4.0
L03129,Affluent,Mortgage,88544658.06895769,0.11275380742704408,48,0.20467396897522735,0.5197357676504066,2922210.2693497348,88544658.06895769,9419060.404750431,9983747.324600719,-2357523.349499447,4.0
L03130,Priority,Mortgage,104094661.90974636,0.13700597530875988,60,0.11487361890757082,0.16572756912298633,4245731.610652383,104094661.90974636,1981725.6117270703,14261590.679380419,8034133.457000965,5.0
L03131,Mass,Mortgage,104417875.17855984,0.11280704254019536,24,0.13013433734345978,0.2119413406162381,3771582.923649572,104417875.17855984,2879933.326257284,11779071.687224608,5127555.437317751,2.0
L03132,Affluent,Working Capital,94568001.3513166,0.09386638252514774,12,0.14225798496128078,0.15,4321181.540341282,94568001.3513166,2017957.9971080965,8876756.189481372,2537616.6520319935,1.0
L03133,Mass,Auto,86177216.67502546,0.11717678324735042,60,0.1704145564691225,0.24595486363785593,11871518.882574756,86177216.67502546,3612056.7647834397,10097969.039189411,-5385606.6081687845,5.0
L03134,Mass,Auto,212541910.53916982,0.09002842439852198,12,0.028539520623317376,0.16484940738133444,1979578.2161917791,212541910.53916982,999950.8280916745,19134813.32449307,16155284.280209616,1.0
L03135,Affluent,Consumer,31799155.125405535,0.12143679943876873,48,0.03007302064728535,0.3378593405611515,6165714.988532118,31799155.125405535,323093.7550945899,3861587.6232861667,-2627221.120340541,4.0
L03136,Affluent,Consumer,390802234.15698034,0.1061633025522466,36,0.16090596322142664,0.4437349924461735,2898262.8778830585,390802234.15698034,27903125.689124227,41488855.82290142,10687467.255894136,3.0
L03137,Affluent,Mortgage,132839129.060741,0.11220978869082507,36,0.1976582997725224,0.40399162989478477,2060023.9651942055,132839129.060741,10607509.811123507,14905850.601778988,2238316.825461275,3.0
L03138,Mass,Consumer,189616749.04646334,0.07294822841193575,60,0.10833385131109582,0.1546412395384735,2490874.5110358647,189616749.04646334,3176626.8420004863,13832205.920170108,8164704.567133756,5.0
L03139,Affluent,Auto,206706534.60464102,0.06448657928673322,36,0.20797094546775058,0.28555592191670487,3926335.407716898,206706534.60464102,12275750.230676834,13329797.332868047,-2872288.3055256843,3.0
L03140,Mass,Consumer,70558868.30151013,0.07797436381655821,24,0.033824268716344884,0.43296614453182275,2079574.8020918013,70558868.30151013,1033317.9191862008,5501782.867426568,2388890.146148565,2.0
L03141,Mass,Consumer,60444332.99272184,0.1364238754025724,48,0.24198488727069595,0.4126012619245228,938310.6152362959,60444332.99272184,6034959.8501707595,8246050.15299068,1272779.6875836249,4.0
L03142,Mass,Consumer,55328590.341334485,0.08433321318875237,12,0.03877460354290097,0.15,3804413.779694768,55328590.341334485,321801.62326092366,4666037.804688906,539822.4017332145,1.0
L03143,Priority,Consumer,99702496.86251315,0.11818157643580077,24,0.04831283955580321,0.15,2801152.718811962,99702496.86251315,722536.6101347357,11782998.253797285,8259308.924850588,2.0
L03144,Mass,Consumer,202734098.6267882,0.0934456596196073,36,0.10287688573124276,0.3528670511758593,1928562.6221118467,202734098.6267882,7359625.535032126,18944621.573566746,9656433.416422773,3.0
L03145,Affluent,Mortgage,77452916.58983941,0.10067945821405368,36,0.07508386208493996,0.1634092352952516,1330845.4579154893,77452916.58983941,950300.5426621605,7797917.679363322,5516771.678785672,3.0
L03146,Mass,Mortgage,189320334.69490662,0.10419503540875333,48,0.03223585830608672,0.2916555193376421,3063913.582200483,189320334.69490662,1779945.485001923,19726238.977132827,14882379.909930423,4.0
L03147,Affluent,Consumer,20318886.614917297,0.1345880117006069,36,0.03749268710332863,0.18468491263222067,4767256.575900628,20318886.614917297,140694.75015617211,2734678.549471794,-2173272.776585006,3.0
L03148,Affluent,Consumer,89865700.6888185,0.11552109955424564,36,0.10343827349724997,0.35106838253230854,1596755.0770504451,89865700.6888185,3263374.730429356,10381384.555785043,5521254.7483052425,3.0
L03149,Affluent,Auto,287966676.97414243,0.11193059652576631,36,0.21642792664778343,0.3462072508714658,2878555.419883834,287966676.97414243,21577031.380748406,32232281.933258418,7776695.132626178,3.0
L03150,Mass,Consumer,105558286.18104409,0.12834057177800154,60,0.11045279675180525,0.23818726667533816,7561095.764999642,105558286.18104409,2777074.8682135986,13547410.804381117,3209240.1711678775,5.0
L03151,Mass,Mortgage,64433521.35724222,0.09360245645229152,12,0.06243089296111989,0.15117094974061518,4017608.4096487015,64433521.35724222,608106.6531727576,6031135.87690906,1405420.8140876014,1.0
L03152,Mass,Mortgage,73321899.24776061,0.1242301735851258,60,0.08300702299271458,0.42960486716920354,2505956.632355067,73321899.24776061,2614675.1376862694,9108792.271140404,3988160.5010990677,5.0
L03153,Mass,Mortgage,12384860.76291014,0.12122344671285716,36,0.16002991284830886,0.1530014149414526,2383029.9006719952,12384860.76291014,303240.8771852722,1501335.508738793,-1184935.2691184746,3.0
L03154,Mass,Working Capital,56184463.30171325,0.12101818853838359,36,0.11307755665746173,0.15,1978687.2586274745,56184463.30171325,952980.2748402839,6799341.972774628,3867674.439306869,3.0
L03155,Mass,Mortgage,265183694.3755763,0.10220969934759286,48,0.05807573213872631,0.30398007183442083,2605283.319277037,265183694.3755763,4681517.201001599,27104345.674011603,19817545.153732967,4.0
L03156,Mass,Working Capital,77520286.82665169,0.09712833187600628,36,0.0872070546711378,0.15,2042203.8559466205,77520286.82665169,1014047.3837121145,7529416.146022223,4473164.906363487,3.0
L03157,Mass,Working Capital,84697278.60079804,0.08934317438695052,36,0.25293324851514687,0.1977400309181036,2198097.8877204265,84697278.60079804,4236136.793063326,7567123.7321312325,1132889.0513474802,3.0
L03158,Mass,Consumer,20876676.9930102,0.09047071743060231,60,0.030740458187072283,0.37108199278319076,2371863.368287643,20876676.9930102,238145.06618106487,1888727.9451245822,-721280.4893441256,5.0
L03159,Affluent,Consumer,35316963.39506519,0.08849376328094714,60,0.21431877283126555,0.15,1126963.9137344281,35316963.39506519,1135363.2382435645,3125330.998484774,863003.8465067814,5.0
L03160,Mass,Consumer,292957816.2273653,0.11160325971286936,36,0.1314445460337743,0.3368704218979206,2345239.3335004025,292957816.2273653,12972107.557665138,32695047.249337703,17377700.35817216,3.0
L03161,Priority,Consumer,190654388.23671734,0.1008899463611387,48,0.03078230863334593,0.15,9804723.511811372,190654388.23671734,880317.3331506586,19235111.002718125,8550070.157756094,4.0
L03162,Priority,Mortgage,45350103.97140337,0.11276520355824035,36,0.054063769764468306,0.16073381070864554,1272777.7807221755,45350103.97140337,394086.76810430945,5113913.7057226645,3447049.1568961795,3.0
L03163,Mass,Consumer,74780895.8363513,0.11378187635375048,48,0.11823369796648002,0.3872251180056962,5497247.74663208,74780895.8363513,3423698.064993909,8508710.643674418,-412235.1679515699,4.0
L03164,Affluent,Consumer,117403002.91191845,0.08592439102281,24,0.14180577268874206,0.23939180128389284,4328203.311850134,117403002.91191845,3985496.100712165,10087781.529455783,1774082.1168934833,2.0
L03165,Mass,Consumer,48930256.3137948,0.08538416642203386,12,0.11952931261254504,0.28863719995364834,3543070.9312558067,48930256.3137948,1688123.4996925287,4177869.148169828,-1053325.2827785076,1.0
L03166,Affluent,Auto,26692532.113139406,0.10088411310288037,36,0.07013174517354238,0.3434362819589458,1970991.7589244384,26692532.113139406,642910.6111954448,2692852.428704222,78950.05858433899,3.0
L03167,Mass,Auto,106493500.18949662,0.09104782697495194,24,0.11948362351352444,0.15,4085695.129246546,106493500.18949662,1908634.3924918887,9696001.7792103,3701672.257471865,2.0
L03168,Mass,Working Capital,184370655.68166795,0.08915258148852685,48,0.012161613739606085,0.32762903878654376,6481093.590299153,184370655.68166795,734624.4755618956,16437119.90475303,9221401.83889198,4.0
L03169,Mass,Consumer,187051640.7696468,0.13552236616334767,12,0.18567343392035732,0.3628926581273067,4469514.334534606,187051640.7696468,12603450.888649868,25349680.951839045,8276715.728654571,1.0
L03170,Mass,Consumer,231347239.22106165,0.07739961410620656,12,0.18579767937955227,0.3038801831926085,2956590.613272375,231347239.22106165,13061918.994843813,17906187.040246427,1887677.4321302394,1.0
L03171,Priority,Working Capital,37424433.619630806,0.14141515969100418,48,0.07022540728561319,0.27767893836523244,2639058.917021244,37424433.619630806,729780.8170762612,5292382.256665477,1923542.5225679716,4.0
L03172,Mass,Auto,125325979.04306015,0.11019977490046359,36,0.10046459852954141,0.2749551188498051,1900630.899051903,125325979.04306015,3461911.556047113,13810894.679725446,8448352.22462643,3.0
L03173,Affluent,Mortgage,98116271.5324189,0.12275228909432266,60,0.03027898627773268,0.27211254441568633,2762183.481411468,98116271.5324189,808408.6109461226,12043996.928004546,8473404.835646955,5.0
L03174,Priority,Mortgage,112401381.53932096,0.12062999071194416,24,0.1406459975281398,0.3520958110699604,3443791.4965858897,112401381.53932096,5566213.817876116,13558977.61109798,4548972.296635974,2.0
L03175,Mass,Consumer,102376328.36347395,0.11610526519078865,24,0.04927242921054607,0.15,2681786.805144845,102376328.36347395,756649.5588187336,11886430.753900401,8447994.389936823,2.0
L03176,Mass,Working Capital,73123925.20015083,0.13491297238457733,12,0.10549459940242932,0.15,2528857.6802213057,73123925.20015083,1157126.8793584676,9865366.101179847,6179381.541600073,1.0
L03177,Affluent,Mortgage,12480268.811849643,0.08551649960741792,36,0.0555577574086054,0.22515168396172078,2546245.11511296,12480268.811849643,156114.717064931,1067268.90294901,-1635090.929228881,3.0
L03178,Mass,Mortgage,286822485.853607,0.10218518919998863,12,0.1420620987655559,0.60425867761099,6582783.0026537245,286822485.853607,24621489.23962427,29309009.983761895,-1895262.2585160984,1.0
L03179,Mass,Mortgage,153697189.82773414,0.08964875557498654,48,0.16086608916004155,0.27091107094318667,2874586.586062832,153697189.82773414,6698185.70209763,13778761.803428845,4205989.515268384,4.0
L03180,Mass,Consumer,39420043.37799253,0.07447056844141711,12,0.068599948899267,0.5093177546433371,2928686.3116097627,39420043.37799253,1377303.6735456598,2935633.038344424,-1370356.9468109983,1.0
L03181,Priority,Consumer,171115793.53750315,0.09309765986595198,60,0.11471725542486597,0.2946318563417971,793704.4087006529,171115793.53750315,5783603.951584128,15930479.944446933,9353171.584162153,5.0
L03182,Mass,Auto,85799496.44445458,0.13870586000802876,36,0.06459776506418792,0.38909200566023067,4268018.687095817,85799496.44445458,2156525.210021673,11900892.942583878,5476349.045466388,3.0
L03183,Mass,Mortgage,87642190.21595074,0.10187759944648113,48,0.038399280399044625,0.26624513253875437,3531292.50323679,87642190.21595074,896020.5801319627,8928775.949432937,4501462.866064184,4.0
L03184,Mass,Consumer,67436120.8259795,0.14070328284000405,24,0.16740981834399368,0.34254938060519063,3448710.230626294,67436120.8259795,3867200.5233240654,9488483.582210481,2172572.8282601223,2.0
L03185,Mass,Consumer,179502582.90563518,0.14254488894197767,12,0.10068931691044274,0.35261380636078604,3567228.473628738,179502582.90563518,6373139.276197394,25587175.745081905,15646807.995255776,1.0
L03186,Mass,Working Capital,65866111.24829153,0.15891234654652947,36,0.05582631168686968,0.15,1637988.6985794923,65866111.24829153,551559.3084223734,10466938.296360767,8277390.289358901,3.0
L03187,Affluent,Consumer,52713191.02014614,0.1392988743437695,36,0.08255746936126714,0.2740664894126043,2276856.397377783,52713191.02014614,1192701.089930964,7342888.172174456,3873330.684865709,3.0
L03188,Affluent,Consumer,280423329.0099616,0.1474463735760085,36,0.039767638539515655,0.19850554304641355,6353168.176719378,280423329.0099616,2213688.871642573,41347402.92863075,32780545.880268794,3.0
L03189,Mass,Mortgage,104933906.01715268,0.11085301573900302,36,0.15572050603806925,0.2590697900961957,1306611.122138304,104933906.01715268,4233293.880257696,11632239.935274491,6092334.9328784915,3.0
L03190,Mass,Auto,107434026.2950292,0.10910990820636012,24,0.11517651532068339,0.15,1346930.5518413328,107434026.2950292,1856081.5163298198,11722116.747290313,8519104.67911916,2.0
L03191,Mass,Mortgage,201711777.20934576,0.1103071085018763,60,0.0961595647942493,0.2872243539559528,1262726.9637672585,201711777.20934576,5571151.981119015,22250242.8947376,15416363.949851329,5.0
L03192,Mass,Working Capital,72733473.88456628,0.10500111968298655,24,0.05965887458453971,0.17319682149496418,2400437.0641466873,72733473.88456628,751535.1622870362,7637096.19631272,4485123.969878997,2.0
L03193,Mass,Consumer,84468346.22514924,0.10769393643301577,24,0.04473676696174087,0.15561832753983984,5842945.670693638,84468346.22514924,588056.8729976008,9096728.70897319,2665726.1652819514,2.0
L03194,Affluent,Working Capital,150924271.0931245,0.11853928617276152,36,0.07038952299319398,0.16748165590208275,3024733.2936750115,150924271.0931245,1779239.269638027,17890455.361523326,13086482.798210287,3.0
L03195,Mass,Working Capital,37767862.43749536,0.0966152786046623,24,0.07330066941162983,0.30091040219789905,4532978.756645376,37767862.43749536,833043.2458579646,3648952.5517011746,-1717069.450802166,2.0
L03196,Mass,Mortgage,141643881.07621002,0.08020276371944321,36,0.10440487816214682,0.3014263239697083,968899.9797975561,141643881.07621002,4457586.567938215,11360230.726260185,5933744.178524414,3.0
L03197,Mass,Mortgage,68081679.15473916,0.11154513835630547,48,0.0648874200344907,0.24533997332393778,1728118.3937234762,68081679.15473916,1083824.7867206214,7594180.320844977,4782237.140400879,4.0
L03198,Mass,Consumer,227943134.3551541,0.0925295129821533,36,0.08394527183948294,0.17899526690828746,1871583.7869043553,227943134.3551541,3425029.3930333415,21091467.209507946,15794854.02957025,3.0
L03199,Mass,Mortgage,180817681.2895334,0.0943930770455159,48,0.03974690796990175,0.3753623594636504,5862191.740189406,180817681.2895334,2697708.158657814,17067937.321154468,8508037.42230725,4.0
L03200,Priority,Consumer,163760175.08578125,0.10243044185434491,24,0.012451581386508521,0.20335305773780912,2827509.1513089514,163760175.08578125,414651.7595865889,16774027.09218146,13531866.181285918,2.0
L03201,Affluent,Consumer,35955165.38660893,0.09830142204839025,12,0.05700820466508531,0.15,2567986.7289526747,35955165.38660893,307460.91406901897,3534443.8874887167,658996.2444670233,1.0
L03202,Affluent,Working Capital,111046074.01450099,0.12498076486530046,48,0.13821076744837407,0.34138451395778285,2902411.4985218192,111046074.01450099,5239488.650217721,13878623.2656211,5736723.116881559,4.0
L03203,Affluent,Consumer,49627336.57190664,0.10199865228857981,24,0.029147776795153315,0.16187077949494705,2337786.28067974,49627336.57190664,234150.37686371992,5061921.447006226,2489984.7894627657,2.0
L03204,Mass,Mortgage,116727693.42453045,0.1258880934817809,24,0.10808007210855361,0.1854377872411106,7117571.3235119805,116727693.42453045,2339471.5381238023,14694626.78173995,5237583.920104168,2.0
L03205,Affluent,Consumer,21137146.391396027,0.10870829248095876,36,0.03173992839496629,0.19602271800494406,6977193.868772994,21137146.391396027,131509.97785232653,2297783.092128721,-4810920.754496599,3.0
L03206,Mass,Consumer,37783312.67398596,0.10340647796515792,48,0.09697746629116787,0.5823003659029125,4610009.9240045585,37783312.67398596,2133624.1996594714,3907039.289473201,-2836594.8341908287,4.0
