Customer_ID,Age,Monthly_Income,Tenure_Months,Product_Count,Digital_Engagement,Balance,Prior_Monthly_Transactions,Segment,Treatment,Campaign_Name,Conversion,Propensity_True
C03057,57,9135818.0,159,4,75,108201703.0,30,Affluent,0,Personal Loan Offer,1,0.5819004808888623
C03058,27,3731370.0,55,2,20,6788233.0,29,Mass,0,Personal Loan Offer,0,0.423020320599483
C03059,38,19928344.0,16,1,33,188280781.0,31,Mass,0,Personal Loan Offer,1,0.4052624941972125
C03060,33,13716045.0,137,2,43,13645425.0,20,Affluent,0,Personal Loan Offer,0,0.3405425843431022
C03061,32,10096999.0,82,2,97,9289001.0,20,Priority,1,Personal Loan Offer,0,0.6758169827379336
C03062,34,7053364.0,171,4,57,46569089.0,23,Affluent,1,Personal Loan Offer,0,0.5803555374063246
C03063,38,5346729.0,36,6,33,50402286.0,24,Mass,0,Personal Loan Offer,0,0.32640114000416454
C03064,26,13572526.0,105,6,93,38308783.0,23,Mass,1,Personal Loan Offer,1,0.7866644636431288
C03065,52,29145461.0,24,5,20,9265305.0,26,Mass,1,Personal Loan Offer,0,0.42497615553272633
C03066,45,13418686.0,89,3,84,33041370.0,33,Priority,1,Personal Loan Offer,1,0.6138670437569238
C03067,58,5609086.0,3,4,85,7114782.0,27,Affluent,1,Personal Loan Offer,0,0.7694007918087118
C03068,52,13581667.0,136,2,45,9011364.0,20,Affluent,1,Personal Loan Offer,1,0.18496338688071812
C03069,27,11653051.0,110,2,13,18189820.0,32,Mass,0,Personal Loan Offer,0,0.15700316741333928
C03070,24,19300493.0,20,4,90,8808954.0,20,Mass,1,Personal Loan Offer,1,0.6615782136883416
C03071,40,16753545.0,91,5,98,57310309.0,17,Affluent,1,Personal Loan Offer,1,0.7668597626976411
C03072,42,3000000.0,79,1,44,11218506.0,28,Affluent,1,Personal Loan Offer,0,0.5370548343149025
C03073,31,16196414.0,122,1,26,16043055.0,19,Mass,0,Personal Loan Offer,0,0.09733480483624475
C03074,56,6910161.0,91,2,34,8294014.0,30,Affluent,0,Personal Loan Offer,0,0.4538160538567084
C03075,47,5490151.0,84,2,22,56449255.0,20,Mass,0,Personal Loan Offer,0,0.15238861095913406
C03076,54,10818377.0,150,1,65,10273886.0,28,Affluent,0,Personal Loan Offer,0,0.4856331881170604
C03077,25,15043421.0,95,1,57,62661259.0,19,Affluent,0,Personal Loan Offer,0,0.4028528318913153
C03078,57,4867121.0,147,1,42,58222732.0,23,Mass,0,Personal Loan Offer,0,0.3774833077011399
C03079,30,17679817.0,160,3,69,12804432.0,35,Affluent,0,Personal Loan Offer,0,0.5289661988572263
C03080,41,18260550.0,153,5,66,20602246.0,25,Mass,0,Personal Loan Offer,0,0.6644473097722091
C03081,40,12314083.0,173,1,11,12453769.0,23,Mass,0,Personal Loan Offer,0,0.14728389054577068
C03082,57,7446273.0,127,2,47,34517080.0,22,Priority,0,Personal Loan Offer,1,0.42939954051546814
C03083,33,7002371.0,102,6,88,16465396.0,28,Priority,1,Personal Loan Offer,1,0.7491792688815907
C03084,31,21097812.0,97,2,82,13174085.0,27,Mass,1,Personal Loan Offer,1,0.7004372867485573
C03085,36,5226460.0,39,6,87,20945241.0,23,Affluent,1,Personal Loan Offer,1,0.7562156585341404
C03086,37,21549776.0,150,4,96,4110384.0,27,Mass,1,Personal Loan Offer,1,0.6503269527197965
C03087,29,10957752.0,126,5,15,18539137.0,26,Affluent,1,Personal Loan Offer,1,0.47404369617481573
C03088,28,11383873.0,158,2,34,38295954.0,29,Mass,1,Personal Loan Offer,0,0.43933787537268343
C03089,31,4690121.0,127,2,51,22960760.0,25,Mass,0,Personal Loan Offer,0,0.38443033461905857
C03090,42,11069709.0,88,3,56,51799932.0,33,Mass,1,Personal Loan Offer,0,0.31449982280042493
C03091,36,16816805.0,55,1,81,13714233.0,25,Priority,1,Personal Loan Offer,1,0.6337485238178163
C03092,38,5753919.0,178,2,75,12634631.0,23,Priority,0,Personal Loan Offer,1,0.5325192820339104
C03093,53,15786519.0,133,6,74,6543114.0,24,Mass,1,Personal Loan Offer,0,0.554984836357976
C03094,31,12602099.0,158,1,24,13329603.0,25,Mass,0,Personal Loan Offer,0,0.17955030951467807
C03095,61,8421947.0,107,4,71,142825685.0,24,Mass,1,Personal Loan Offer,0,0.5929737865977133
C03096,54,19201278.0,93,5,82,26344925.0,25,Mass,1,Personal Loan Offer,0,0.6659949961156112
C03097,28,3573929.0,9,1,78,11136144.0,19,Mass,0,Personal Loan Offer,0,0.2783073355387709
C03098,35,14520785.0,15,1,63,7312537.0,34,Affluent,0,Personal Loan Offer,0,0.3185973069468572
C03099,29,29241706.0,128,4,18,4043868.0,23,Mass,0,Personal Loan Offer,0,0.5876724768704599
C03100,33,26492863.0,42,2,23,8717554.0,25,Mass,1,Personal Loan Offer,0,0.40157041551047135
C03101,37,14869325.0,17,6,77,42731048.0,22,Priority,1,Personal Loan Offer,1,0.7203607294221116
C03102,26,10165323.0,141,2,89,13048856.0,31,Mass,1,Personal Loan Offer,0,0.5792878010762542
C03103,21,8458867.0,113,1,85,7671871.0,22,Mass,1,Personal Loan Offer,1,0.37181097875600644
C03104,40,10158365.0,22,2,48,8563838.0,21,Priority,0,Personal Loan Offer,0,0.4222385010542761
C03105,52,16183636.0,91,2,63,38290931.0,26,Affluent,0,Personal Loan Offer,0,0.48435498928798126
C03106,34,7697707.0,86,1,26,18439022.0,24,Mass,0,Personal Loan Offer,0,0.33695778765953377
C03107,59,18201240.0,3,4,63,10681656.0,28,Mass,0,Personal Loan Offer,1,0.32967954403847777
C03108,37,38789319.0,110,3,27,14692599.0,26,Affluent,0,Personal Loan Offer,0,0.32663726489917994
C03109,61,11598443.0,73,4,82,181565306.0,31,Mass,0,Personal Loan Offer,0,0.44231285334519055
C03110,31,5728705.0,159,2,81,67718225.0,28,Mass,1,Personal Loan Offer,0,0.5732808497130504
C03111,45,5727603.0,23,1,14,86865210.0,19,Mass,0,Personal Loan Offer,0,0.19916091591042182
C03112,55,18393875.0,153,1,95,3468174.0,24,Affluent,1,Personal Loan Offer,1,0.44464264088620153
C03113,23,11612084.0,4,1,82,17195195.0,25,Mass,1,Personal Loan Offer,0,0.40710655003118607
C03114,62,19436712.0,139,6,44,10495464.0,37,Mass,0,Personal Loan Offer,0,0.44590845790184164
C03115,37,8947801.0,142,2,51,34452187.0,23,Affluent,1,Personal Loan Offer,0,0.2525823684685268
C03116,43,18948970.0,75,2,17,57716272.0,12,Mass,1,Personal Loan Offer,0,0.3918619668885
C03117,49,10999415.0,52,4,95,27720120.0,24,Mass,1,Personal Loan Offer,0,0.5742639420681626
C03118,49,8020730.0,28,1,19,8358360.0,28,Priority,0,Personal Loan Offer,1,0.46493164025369343
C03119,22,9624938.0,63,4,93,10326557.0,21,Affluent,0,Personal Loan Offer,1,0.45224695496576767
C03120,60,6212272.0,122,4,69,37199791.0,27,Mass,1,Personal Loan Offer,0,0.5525959281990439
C03121,49,35839635.0,132,5,93,41091671.0,17,Priority,0,Personal Loan Offer,0,0.6181741941112584
C03122,65,11380446.0,35,1,43,23027396.0,30,Mass,1,Personal Loan Offer,0,0.6022816000543532
C03123,42,17105318.0,4,1,91,22771806.0,20,Mass,0,Personal Loan Offer,0,0.2760839223602783
C03124,48,8931895.0,102,5,48,21027998.0,29,Mass,0,Personal Loan Offer,0,0.673951618157252
C03125,40,6728460.0,106,3,41,26175630.0,21,Affluent,1,Personal Loan Offer,0,0.39469657541342373
C03126,61,10551546.0,177,1,40,40923041.0,29,Mass,0,Personal Loan Offer,0,0.27970563710482826
C03127,58,21989445.0,138,4,96,37558435.0,29,Mass,1,Personal Loan Offer,0,0.7035679347647911
C03128,61,9011524.0,100,3,52,20477315.0,20,Mass,1,Personal Loan Offer,0,0.2783936240611401
C03129,43,7434372.0,108,6,53,19042682.0,22,Mass,1,Personal Loan Offer,1,0.5914360006560008
C03130,56,13071208.0,117,6,68,18328074.0,21,Affluent,1,Personal Loan Offer,0,0.7181936746400017
C03131,37,15789878.0,83,4,60,9165089.0,21,Mass,1,Personal Loan Offer,0,0.4679647152196089
C03132,41,29620691.0,123,1,59,9049451.0,25,Mass,1,Personal Loan Offer,0,0.431341218425109
C03133,55,14577357.0,37,5,44,34456186.0,35,Mass,1,Personal Loan Offer,1,0.7028197133836529
C03134,24,17100413.0,150,2,24,9804715.0,25,Priority,1,Personal Loan Offer,0,0.4637184010974949
C03135,52,17823326.0,156,6,100,45135368.0,24,Mass,1,Personal Loan Offer,0,0.6119221043869848
C03136,21,6364580.0,80,4,54,18999061.0,34,Mass,0,Personal Loan Offer,0,0.5376139533432542
C03137,47,7064442.0,84,3,98,45391621.0,28,Mass,0,Personal Loan Offer,1,0.5001646951760415
C03138,42,6611190.0,91,6,51,37814441.0,30,Priority,1,Personal Loan Offer,0,0.5268720015039086
C03139,42,5767429.0,148,4,64,46463274.0,23,Mass,1,Personal Loan Offer,1,0.5278087688908797
C03140,43,18586018.0,34,3,59,12420726.0,21,Mass,0,Personal Loan Offer,0,0.3170268234379477
C03141,43,14075479.0,63,2,97,30103207.0,30,Mass,1,Personal Loan Offer,1,0.5533451490897786
C03142,39,12536313.0,112,4,20,41830271.0,30,Mass,0,Personal Loan Offer,1,0.4170146136299463
C03143,41,3000000.0,126,2,57,4239331.0,15,Mass,0,Personal Loan Offer,0,0.5670120414480397
C03144,46,37166913.0,55,1,23,109664502.0,24,Mass,1,Personal Loan Offer,1,0.3895671911315913
C03145,55,7337932.0,23,1,88,192806158.0,22,Mass,1,Personal Loan Offer,0,0.30419434947424484
C03146,45,37092087.0,93,4,58,51574149.0,26,Mass,1,Personal Loan Offer,1,0.38051282697200167
C03147,49,5407700.0,116,6,93,44773347.0,21,Affluent,0,Personal Loan Offer,0,0.8424220440845676
C03148,58,7675904.0,139,2,35,36035007.0,21,Mass,0,Personal Loan Offer,0,0.23154910641688262
C03149,65,3572764.0,3,2,24,14473204.0,21,Mass,0,Personal Loan Offer,0,0.1330410785657617
C03150,25,14644654.0,6,4,67,17913633.0,31,Mass,1,Personal Loan Offer,0,0.38757276852194655
C03151,53,6548365.0,71,1,23,52464522.0,26,Affluent,1,Personal Loan Offer,0,0.37071834426958017
C03152,31,6650929.0,103,1,43,7557308.0,16,Affluent,1,Personal Loan Offer,1,0.33426282012570524
C03153,29,5640788.0,3,4,38,6924150.0,24,Affluent,0,Personal Loan Offer,0,0.5011471156708801
C03154,56,18401863.0,33,4,30,13442255.0,19,Affluent,1,Personal Loan Offer,0,0.41663987884318415
C03155,24,17746914.0,77,1,21,38551131.0,13,Mass,0,Personal Loan Offer,0,0.14997874714422352
C03156,59,32509270.0,52,2,69,8413151.0,21,Mass,0,Personal Loan Offer,0,0.27033141092369894
C03157,55,8229852.0,129,2,78,15963681.0,24,Mass,0,Personal Loan Offer,0,0.34475660243176065
C03158,65,13534707.0,9,5,45,17976344.0,19,Mass,1,Personal Loan Offer,0,0.45424810000398563
C03159,51,5904840.0,161,4,35,7270776.0,20,Affluent,0,Personal Loan Offer,0,0.2720247413812976
C03160,60,9980520.0,33,5,24,1743622.0,27,Mass,0,Personal Loan Offer,0,0.4847014099978282
C03161,26,9020879.0,81,1,71,7165084.0,26,Mass,0,Personal Loan Offer,0,0.2764109155521999
C03162,61,15492470.0,178,6,83,25961607.0,18,Mass,0,Personal Loan Offer,1,0.4187979022704668
C03163,28,20994671.0,120,2,59,32520665.0,21,Affluent,1,Personal Loan Offer,0,0.46992024702342045
C03164,35,20697095.0,180,6,49,32789071.0,31,Affluent,0,Personal Loan Offer,0,0.6870226625341419
C03165,26,7548583.0,6,6,69,36792892.0,31,Affluent,0,Personal Loan Offer,0,0.7854942990053151
C03166,39,20781517.0,131,3,93,10690306.0,33,Mass,0,Personal Loan Offer,0,0.39224167587643555
C03167,54,11712537.0,16,5,100,8628953.0,23,Priority,1,Personal Loan Offer,1,0.8518470039703122
C03168,33,10038005.0,111,5,27,29101516.0,25,Affluent,0,Personal Loan Offer,0,0.4599147290714205
C03169,57,8127272.0,61,5,53,16183338.0,22,Affluent,0,Personal Loan Offer,0,0.44215765187623884
C03170,48,8819295.0,141,1,89,49541510.0,21,Mass,0,Personal Loan Offer,0,0.5358944619404795
C03171,49,31286268.0,25,1,67,29285890.0,19,Mass,0,Personal Loan Offer,0,0.5954362461145687
C03172,63,14210521.0,162,6,84,72208144.0,28,Affluent,1,Personal Loan Offer,1,0.5062444895015925
C03173,40,13209591.0,88,5,100,12555966.0,18,Priority,1,Personal Loan Offer,1,0.6906905184538298
C03174,36,10388203.0,95,4,19,58163995.0,28,Mass,1,Personal Loan Offer,0,0.2716372851365231
C03175,65,46071516.0,104,2,65,152995448.0,26,Mass,1,Personal Loan Offer,0,0.6192929288545052
C03176,46,24597933.0,9,3,58,21104258.0,26,Mass,0,Personal Loan Offer,0,0.639266909730263
C03177,48,8071364.0,58,3,35,32951571.0,21,Priority,0,Personal Loan Offer,0,0.44058524423177886
C03178,34,10323454.0,129,3,69,7886907.0,34,Mass,0,Personal Loan Offer,0,0.43582722874185864
C03179,30,10666118.0,174,4,19,48900558.0,21,Priority,0,Personal Loan Offer,0,0.47569026412024784
C03180,28,13002430.0,178,5,55,61854846.0,32,Mass,0,Personal Loan Offer,0,0.48137363283546386
C03181,31,8159904.0,98,3,47,12198086.0,29,Mass,0,Personal Loan Offer,0,0.1695418121554948
C03182,29,15275584.0,48,6,45,35941472.0,23,Mass,1,Personal Loan Offer,0,0.5580293501632202
C03183,54,26670421.0,88,1,65,26475109.0,36,Mass,1,Personal Loan Offer,1,0.5621052581384895
C03184,23,5826469.0,85,5,95,29562822.0,25,Mass,1,Personal Loan Offer,0,0.7327015103640867
C03185,49,6452231.0,73,5,96,45049055.0,24,Mass,0,Personal Loan Offer,0,0.4805033168144059
C03186,63,9199687.0,67,4,73,33603552.0,22,Mass,1,Personal Loan Offer,1,0.5781585249342195
C03187,55,9437292.0,157,3,40,17404772.0,17,Mass,0,Personal Loan Offer,0,0.5203126969857953
C03188,39,36019587.0,72,3,97,46017816.0,27,Mass,1,Personal Loan Offer,0,0.8652922425976193
C03189,23,20818598.0,8,3,100,60799913.0,26,Affluent,1,Personal Loan Offer,1,0.7205133191592158
C03190,58,20171767.0,131,6,87,11490698.0,24,Mass,1,Personal Loan Offer,1,0.7579243517520424
C03191,21,10376105.0,121,1,89,19964050.0,25,Priority,1,Personal Loan Offer,0,0.44674490535326516
C03192,51,10251605.0,70,4,84,3411116.0,26,Mass,0,Personal Loan Offer,0,0.4091185329869783
C03193,51,5400376.0,115,6,79,35849525.0,21,Affluent,0,Personal Loan Offer,0,0.748143425101276
C03194,29,18446299.0,170,4,76,67955281.0,21,Mass,0,Personal Loan Offer,1,0.304189377697544
C03195,54,15720832.0,167,4,68,15462799.0,26,Mass,0,Personal Loan Offer,1,0.5270338134006695
C03196,28,24342047.0,143,4,68,22854966.0,18,Affluent,1,Personal Loan Offer,0,0.7382656185164413
C03197,31,10686169.0,106,4,45,16047235.0,27,Priority,0,Personal Loan Offer,0,0.6094425681606703
C03198,57,11099811.0,7,4,90,13624042.0,20,Mass,0,Personal Loan Offer,0,0.647597197052737
C03199,65,13176457.0,94,6,67,25226715.0,21,Mass,1,Personal Loan Offer,0,0.5570223558934859
C03200,32,19598447.0,148,5,65,9129307.0,26,Affluent,1,Personal Loan Offer,0,0.5539032876455191
C03201,62,5345676.0,153,6,77,15807039.0,25,Priority,1,Personal Loan Offer,0,0.8659671564685301
C03202,62,17988587.0,140,4,16,8094472.0,25,Affluent,1,Personal Loan Offer,1,0.5312019402265625
C03203,55,11865489.0,178,5,93,36046467.0,23,Mass,1,Personal Loan Offer,1,0.7164573474424726
C03204,27,6703677.0,94,6,63,25405620.0,23,Mass,1,Personal Loan Offer,0,0.536493000669258
C03205,34,3812837.0,22,2,95,12994086.0,22,Priority,1,Personal Loan Offer,0,0.5303100494322976
C03206,51,11132248.0,91,6,19,20755495.0,38,Mass,1,Personal Loan Offer,0,0.5451478346534074
C03207,65,26606320.0,59,5,31,16038740.0,23,Mass,0,Personal Loan Offer,0,0.3963418750794252
C03208,57,30143919.0,151,3,96,62779428.0,23,Affluent,1,Personal Loan Offer,1,0.6849428811221998
C03209,39,14590397.0,141,5,73,12867696.0,33,Mass,1,Personal Loan Offer,1,0.6464593734920371
C03210,31,35304476.0,78,2,68,37742140.0,27,Mass,0,Personal Loan Offer,1,0.5245689341771196
C03211,64,11719909.0,72,5,46,9880123.0,33,Mass,1,Personal Loan Offer,0,0.6521556842352523
C03212,33,20271655.0,31,4,60,45149115.0,18,Priority,1,Personal Loan Offer,0,0.43116885288168155
C03213,36,9362662.0,10,6,59,56432085.0,28,Affluent,0,Personal Loan Offer,1,0.610831589259963
C03214,64,9041972.0,58,4,28,59159582.0,25,Mass,0,Personal Loan Offer,0,0.6108245404794187
C03215,46,8267041.0,45,4,61,87073202.0,32,Affluent,1,Personal Loan Offer,1,0.6552273533575211
C03216,32,3863663.0,50,4,56,26793981.0,19,Affluent,0,Personal Loan Offer,0,0.4523838522284827
C03217,21,24356710.0,180,4,38,68970507.0,21,Mass,1,Personal Loan Offer,0,0.5229250091579366
C03218,40,8431788.0,124,6,41,101485124.0,20,Mass,0,Personal Loan Offer,1,0.46099169713351246
C03219,65,7722324.0,101,5,79,6512217.0,30,Priority,0,Personal Loan Offer,1,0.8117947837053577
C03220,40,6270915.0,34,1,71,10940748.0,16,Mass,1,Personal Loan Offer,1,0.459768208556318
C03221,52,10724265.0,152,4,52,4481831.0,24,Mass,1,Personal Loan Offer,0,0.32551662278965937
C03222,32,31652826.0,117,2,65,57793505.0,25,Affluent,0,Personal Loan Offer,0,0.5673454844844238
C03223,55,37958180.0,94,1,31,4424689.0,20,Affluent,0,Personal Loan Offer,0,0.4228202030115786
C03224,55,4813526.0,85,6,55,3373295.0,29,Mass,1,Personal Loan Offer,0,0.562632419977605
C03225,48,9874545.0,101,6,61,6674802.0,38,Affluent,1,Personal Loan Offer,0,0.656531794796648
C03226,55,6793796.0,152,6,32,3516339.0,26,Affluent,0,Personal Loan Offer,0,0.5498494986395442
C03227,47,20666053.0,131,3,25,26255889.0,19,Affluent,0,Personal Loan Offer,0,0.42632419124330995
C03228,38,14048745.0,89,3,57,6761127.0,19,Affluent,0,Personal Loan Offer,0,0.38132597201099616
C03229,54,8455300.0,121,5,95,3689347.0,14,Mass,0,Personal Loan Offer,0,0.5407957528353694
C03230,58,12488670.0,168,2,52,19179825.0,27,Affluent,1,Personal Loan Offer,0,0.39676630175006855
C03231,58,9228776.0,61,1,92,20345186.0,36,Mass,1,Personal Loan Offer,0,0.4987053254412364
C03232,30,29158370.0,163,3,87,3083142.0,11,Mass,1,Personal Loan Offer,0,0.5175490301606266
C03233,51,16211719.0,111,4,77,9796558.0,22,Mass,0,Personal Loan Offer,0,0.665031449819418
C03234,21,17345091.0,35,3,91,18561574.0,37,Mass,1,Personal Loan Offer,1,0.4640079656805409
C03235,46,3000000.0,175,2,47,13997924.0,29,Mass,0,Personal Loan Offer,0,0.17055255386566168
C03236,46,11567193.0,125,4,79,14385907.0,27,Mass,1,Personal Loan Offer,0,0.7569768052780557
C03237,37,37738194.0,71,6,23,65041092.0,27,Mass,0,Personal Loan Offer,0,0.39260955084153487
C03238,65,24885309.0,41,2,39,171104942.0,20,Affluent,1,Personal Loan Offer,0,0.5726831627087323
C03239,60,4344920.0,166,3,61,14620634.0,27,Mass,1,Personal Loan Offer,0,0.48765062517217556
C03240,22,10099869.0,149,2,13,5332663.0,32,Mass,1,Personal Loan Offer,0,0.18032703427313912
C03241,30,6197035.0,10,2,79,15818010.0,30,Affluent,1,Personal Loan Offer,0,0.49802882592122366
C03242,30,30753768.0,116,4,94,24289044.0,27,Mass,1,Personal Loan Offer,0,0.6167859477922631
C03243,61,13725559.0,23,3,19,18962318.0,21,Priority,1,Personal Loan Offer,1,0.42995438942447833
C03244,44,7866546.0,55,4,100,36834076.0,15,Mass,0,Personal Loan Offer,1,0.49095987872791996
C03245,53,12227573.0,104,1,18,182662744.0,28,Affluent,0,Personal Loan Offer,0,0.2914957145949757
C03246,57,3000000.0,47,4,21,3606044.0,25,Mass,1,Personal Loan Offer,0,0.29642493891139876
C03247,55,6607319.0,94,1,79,12045036.0,30,Affluent,0,Personal Loan Offer,1,0.6132605704633287
C03248,25,12242955.0,79,3,72,93398515.0,29,Affluent,0,Personal Loan Offer,1,0.5081036762760629
C03249,27,19106491.0,106,6,95,11866113.0,23,Mass,1,Personal Loan Offer,0,0.5649142837977972
C03250,38,4125486.0,145,3,48,44045614.0,14,Priority,1,Personal Loan Offer,0,0.39026219249757266
C03251,36,9730558.0,30,5,62,37586050.0,29,Mass,1,Personal Loan Offer,1,0.5612185113612665
C03252,54,20910132.0,144,3,23,68896965.0,33,Affluent,0,Personal Loan Offer,0,0.2194514575392208
C03253,28,5401125.0,42,6,72,135513602.0,14,Mass,1,Personal Loan Offer,1,0.7062900615773557
C03254,37,13612074.0,8,6,100,27904975.0,20,Mass,1,Personal Loan Offer,1,0.6809812983535405
C03255,31,12443428.0,82,6,64,3490003.0,15,Affluent,0,Personal Loan Offer,1,0.6442984874989904
C03256,29,30809276.0,56,3,94,9927663.0,21,Mass,1,Personal Loan Offer,0,0.6262677563186551
C03257,28,10573298.0,35,2,45,178000283.0,19,Affluent,1,Personal Loan Offer,0,0.3374673495698618
C03258,29,10919239.0,78,4,99,4862411.0,30,Affluent,1,Personal Loan Offer,1,0.5409847400439209
C03259,46,19204306.0,157,5,58,32869292.0,27,Affluent,1,Personal Loan Offer,0,0.4976986720792616
C03260,39,5785848.0,107,4,23,1618052.0,29,Mass,1,Personal Loan Offer,0,0.18166189648890582
C03261,40,10627244.0,132,5,42,5178446.0,32,Priority,1,Personal Loan Offer,0,0.5980421533464729
C03262,42,9339548.0,29,6,54,48553659.0,26,Affluent,1,Personal Loan Offer,1,0.5590718952865659
C03263,54,11117330.0,16,5,16,20732307.0,27,Affluent,1,Personal Loan Offer,1,0.23792416274324937
C03264,59,19135212.0,62,3,91,13725981.0,24,Mass,0,Personal Loan Offer,0,0.485185082942698
C03265,44,16276062.0,140,2,31,8858489.0,18,Mass,0,Personal Loan Offer,0,0.3631665080481871
C03266,49,7949678.0,160,3,71,2716080.0,19,Mass,1,Personal Loan Offer,1,0.6014120221727881
C03267,54,12936997.0,21,4,93,40010350.0,36,Affluent,1,Personal Loan Offer,1,0.5193182370153152
C03268,52,27238994.0,87,6,49,15068175.0,20,Mass,1,Personal Loan Offer,0,0.7713806709541376
C03269,27,7596256.0,73,2,65,4366087.0,20,Mass,0,Personal Loan Offer,0,0.2789608238876154
C03270,65,12997388.0,135,1,57,20612989.0,26,Mass,0,Personal Loan Offer,0,0.18772495618636903
C03271,28,10790523.0,39,2,79,35765377.0,24,Mass,0,Personal Loan Offer,0,0.6720349654161072
C03272,39,11591289.0,89,4,13,16363587.0,30,Affluent,0,Personal Loan Offer,0,0.2522599416413987
C03273,50,4894171.0,154,2,42,22459753.0,26,Affluent,1,Personal Loan Offer,1,0.5557325101701319
C03274,39,26071069.0,85,3,65,20777259.0,18,Priority,0,Personal Loan Offer,0,0.5057758233263359
C03275,31,7838230.0,142,2,18,9864451.0,36,Mass,0,Personal Loan Offer,0,0.23404401655900375
C03276,62,21099434.0,113,6,88,21115173.0,22,Mass,1,Personal Loan Offer,0,0.5039099873821403
C03277,24,8526249.0,109,4,67,41718689.0,26,Mass,1,Personal Loan Offer,1,0.6437278689704123
C03278,32,8506913.0,49,5,10,56282066.0,23,Affluent,1,Personal Loan Offer,0,0.5129404111496428
C03279,65,23385693.0,179,4,11,44100081.0,24,Priority,1,Personal Loan Offer,0,0.35481824538691886
C03280,53,20729197.0,47,1,24,10182130.0,31,Mass,1,Personal Loan Offer,0,0.2647296827870342
C03281,24,13459335.0,168,2,70,37786233.0,32,Mass,1,Personal Loan Offer,1,0.5330930559884924
C03282,54,18238586.0,179,6,57,31855138.0,25,Priority,1,Personal Loan Offer,0,0.6039200251714888
C03283,64,10238986.0,94,4,53,9835748.0,29,Mass,0,Personal Loan Offer,0,0.6084569188272037
C03284,25,11944901.0,157,5,61,12571339.0,35,Mass,0,Personal Loan Offer,1,0.511679693577703
C03285,39,8339583.0,130,5,55,39465441.0,23,Mass,0,Personal Loan Offer,0,0.4097143996143914
C03286,42,19730040.0,134,4,41,79252616.0,21,Mass,1,Personal Loan Offer,0,0.24967812529786987
C03287,26,8195042.0,15,4,10,3267615.0,24,Mass,0,Personal Loan Offer,1,0.1674825505991998
C03288,30,27159928.0,27,2,12,103109704.0,16,Affluent,0,Personal Loan Offer,0,0.3931697972109537
C03289,28,10086500.0,15,2,72,64064600.0,23,Affluent,1,Personal Loan Offer,1,0.5263306314609487
C03290,29,12136123.0,8,1,77,24406531.0,21,Mass,1,Personal Loan Offer,0,0.5121112124727304
C03291,39,18214301.0,151,2,31,15721287.0,28,Mass,1,Personal Loan Offer,0,0.2573661506620383
C03292,41,12158543.0,34,4,32,29552423.0,16,Mass,0,Personal Loan Offer,1,0.19152176590777417
C03293,31,10186436.0,4,6,47,10539888.0,26,Mass,1,Personal Loan Offer,0,0.42471846101457317
C03294,34,11803472.0,169,3,68,16743954.0,23,Mass,0,Personal Loan Offer,1,0.6962858579715447
C03295,29,19619162.0,52,4,64,4575451.0,26,Mass,1,Personal Loan Offer,0,0.3834655762548075
C03296,56,8333953.0,148,6,60,3505066.0,20,Priority,1,Personal Loan Offer,1,0.6224471184088342
C03297,30,11195101.0,173,5,13,206033527.0,23,Mass,0,Personal Loan Offer,0,0.14703934687804837
C03298,61,12068085.0,96,2,49,21302139.0,27,Mass,0,Personal Loan Offer,0,0.3004936826769583
C03299,45,19306243.0,167,2,78,24518337.0,24,Affluent,0,Personal Loan Offer,0,0.48844549856798924
C03300,57,11358788.0,175,4,63,19394693.0,16,Mass,1,Personal Loan Offer,0,0.4981709784370009
C03301,49,32442560.0,28,2,83,8740420.0,26,Mass,1,Personal Loan Offer,0,0.49780089394989524
C03302,32,11010071.0,29,2,73,14712098.0,33,Mass,0,Personal Loan Offer,1,0.2778944595528059
C03303,48,10529498.0,68,4,91,21909514.0,23,Mass,1,Personal Loan Offer,1,0.4907807220846641
C03304,33,10922654.0,102,4,62,16429755.0,26,Mass,0,Personal Loan Offer,0,0.44568327912990824
C03305,26,5816821.0,142,2,61,9426544.0,19,Affluent,1,Personal Loan Offer,1,0.3083599240534086
C03306,32,6784950.0,35,1,60,32304969.0,20,Mass,0,Personal Loan Offer,1,0.24881583853468953
C03307,33,8962416.0,37,5,34,24145474.0,24,Mass,1,Personal Loan Offer,0,0.5209554992564315
C03308,27,22412371.0,57,3,49,29625635.0,32,Affluent,1,Personal Loan Offer,1,0.41803930544903983
C03309,22,11783348.0,51,4,25,40478748.0,29,Mass,0,Personal Loan Offer,0,0.40246820093858504
C03310,63,9192173.0,170,2,49,16864459.0,20,Mass,0,Personal Loan Offer,0,0.31691276449174227
C03311,44,23558831.0,73,2,23,16892071.0,18,Mass,0,Personal Loan Offer,0,0.17827573698299942
C03312,39,28164268.0,157,4,54,88074658.0,16,Mass,0,Personal Loan Offer,1,0.4473844691234338
C03313,62,23935603.0,12,1,96,7781251.0,28,Mass,0,Personal Loan Offer,0,0.5630927054751096
C03314,31,7506033.0,21,2,51,3071299.0,27,Mass,0,Personal Loan Offer,1,0.5602624582195882
C03315,39,9138716.0,146,5,77,34857592.0,25,Mass,1,Personal Loan Offer,0,0.46503576684811143
C03316,59,32539720.0,47,5,49,10658761.0,29,Mass,1,Personal Loan Offer,0,0.5186028879918845
C03317,49,13701886.0,17,3,92,6809926.0,25,Affluent,1,Personal Loan Offer,0,0.7109686021400743
